"Time";"Room setpoint";"Room Temp";"return";"return";"discharge"
"2019-10-01T08:00:02+02:00";23;null;null;null;null
"2019-10-01T08:00:03+02:00";null;23;25.3;24.8;16.6
"2019-10-01T08:00:32+02:00";23;null;null;null;null
"2019-10-01T08:00:33+02:00";null;23;25.3;24.8;16.6
"2019-10-01T08:01:02+02:00";23;null;null;null;null
"2019-10-01T08:01:03+02:00";null;23;25.3;24.7;16.6
"2019-10-01T08:01:32+02:00";23;null;null;null;null
"2019-10-01T08:01:33+02:00";null;22.9;25.3;24.7;16.6
"2019-10-01T08:02:02+02:00";23;null;null;null;null
"2019-10-01T08:02:03+02:00";null;23;25.3;24.8;16.6
"2019-10-01T08:02:32+02:00";23;null;null;null;null
"2019-10-01T08:02:33+02:00";null;23;25.3;24.8;16.6
"2019-10-01T08:03:02+02:00";23;null;null;null;null
"2019-10-01T08:03:03+02:00";null;22.9;25.2;24.8;16.6
"2019-10-01T08:03:32+02:00";23;null;null;null;null
"2019-10-01T08:03:33+02:00";null;22.9;25.2;24.8;16.6
"2019-10-01T08:04:02+02:00";23;null;null;null;null
"2019-10-01T08:04:03+02:00";null;23;25.3;24.8;16.6
"2019-10-01T08:04:32+02:00";23;null;null;null;null
"2019-10-01T08:04:33+02:00";null;23;25.3;24.7;16.6
"2019-10-01T08:05:02+02:00";23;null;null;null;null
"2019-10-01T08:05:03+02:00";null;23;25.3;24.7;16.6
"2019-10-01T08:05:32+02:00";23;null;null;null;null
"2019-10-01T08:05:33+02:00";null;23;25.3;24.7;16.6
"2019-10-01T08:06:02+02:00";23;null;null;null;null
"2019-10-01T08:06:03+02:00";null;23;25.3;24.7;16.6
"2019-10-01T08:06:32+02:00";23;null;null;null;null
"2019-10-01T08:06:33+02:00";null;22.9;25.2;24.7;16.6
"2019-10-01T08:07:02+02:00";23;null;null;null;null
"2019-10-01T08:07:03+02:00";null;22.9;25.3;24.7;16.6
"2019-10-01T08:07:32+02:00";23;null;null;null;null
"2019-10-01T08:07:33+02:00";null;23;25.2;24.7;16.6
"2019-10-01T08:08:02+02:00";23;null;null;null;null
"2019-10-01T08:08:03+02:00";null;23;25.2;24.7;16.6
"2019-10-01T08:08:32+02:00";23;null;null;null;null
"2019-10-01T08:08:33+02:00";null;23;25.2;24.7;16.6
"2019-10-01T08:09:02+02:00";23;null;null;null;null
"2019-10-01T08:09:03+02:00";null;23;25.3;24.7;16.6
"2019-10-01T08:09:32+02:00";23;null;null;null;null
"2019-10-01T08:09:33+02:00";null;23;25.3;24.7;16.6
"2019-10-01T08:10:02+02:00";23;null;null;null;null
"2019-10-01T08:10:03+02:00";null;23;25.3;24.7;16.6
"2019-10-01T08:10:32+02:00";23;null;null;null;null
"2019-10-01T08:10:33+02:00";null;23;25.3;24.7;16.6
"2019-10-01T08:11:02+02:00";23;null;null;null;null
"2019-10-01T08:11:03+02:00";null;23;25.3;24.7;16.6
"2019-10-01T08:11:32+02:00";23;null;null;null;null
"2019-10-01T08:11:33+02:00";null;23;25.3;24.7;16.6
"2019-10-01T08:12:02+02:00";23;null;null;null;null
"2019-10-01T08:12:03+02:00";null;22.9;25.2;24.8;16.7
"2019-10-01T08:12:32+02:00";23;null;null;null;null
"2019-10-01T08:12:33+02:00";null;22.9;25.2;24.8;16.7
"2019-10-01T08:13:02+02:00";23;null;null;null;null
"2019-10-01T08:13:03+02:00";null;22.9;25.2;24.8;16.6
"2019-10-01T08:13:32+02:00";23;null;null;null;null
"2019-10-01T08:13:33+02:00";null;22.9;25.2;24.8;16.6
"2019-10-01T08:14:02+02:00";23;null;null;null;null
"2019-10-01T08:14:03+02:00";null;23;25.3;24.8;16.6
"2019-10-01T08:14:32+02:00";23;null;null;null;null
"2019-10-01T08:14:33+02:00";null;23;25.3;24.7;16.6
"2019-10-01T08:15:02+02:00";23;null;null;null;null
"2019-10-01T08:15:03+02:00";null;23;25.3;24.7;16.6
"2019-10-01T08:15:32+02:00";23;null;null;null;null
"2019-10-01T08:15:33+02:00";null;23;25.3;24.8;16.6
"2019-10-01T08:16:02+02:00";23;null;null;null;null
"2019-10-01T08:16:03+02:00";null;23;25.3;24.7;16.7
"2019-10-01T08:16:32+02:00";23;null;null;null;null
"2019-10-01T08:16:33+02:00";null;23;25.3;24.7;16.6
"2019-10-01T08:17:02+02:00";23;null;null;null;null
"2019-10-01T08:17:03+02:00";null;23;25.3;24.7;16.7
"2019-10-01T08:17:32+02:00";23;null;null;null;null
"2019-10-01T08:17:33+02:00";null;23;25.3;24.7;16.7
"2019-10-01T08:18:02+02:00";23;null;null;null;null
"2019-10-01T08:18:03+02:00";null;23;25.3;24.7;16.7
"2019-10-01T08:18:32+02:00";23;null;null;null;null
"2019-10-01T08:18:33+02:00";null;23;25.3;24.8;16.7
"2019-10-01T08:19:02+02:00";23;null;null;null;null
"2019-10-01T08:19:03+02:00";null;23;25.3;24.8;16.7
"2019-10-01T08:19:32+02:00";23;null;null;null;null
"2019-10-01T08:19:33+02:00";null;23;25.3;24.7;16.7
"2019-10-01T08:20:02+02:00";23;null;null;null;null
"2019-10-01T08:20:03+02:00";null;23;25.3;24.7;16.7
"2019-10-01T08:20:32+02:00";23;null;null;null;null
"2019-10-01T08:20:33+02:00";null;23;25.3;24.7;16.7
"2019-10-01T08:21:02+02:00";23;null;null;null;null
"2019-10-01T08:21:03+02:00";null;23;25.3;24.7;16.7
"2019-10-01T08:21:32+02:00";23;null;null;null;null
"2019-10-01T08:21:33+02:00";null;23;25.2;24.8;16.7
"2019-10-01T08:22:02+02:00";23;null;null;null;null
"2019-10-01T08:22:03+02:00";null;23;25.3;24.8;16.7
"2019-10-01T08:22:32+02:00";23;null;null;null;null
"2019-10-01T08:22:33+02:00";null;23;25.3;24.8;16.7
"2019-10-01T08:23:02+02:00";23;null;null;null;null
"2019-10-01T08:23:03+02:00";null;23;25.3;24.8;16.7
"2019-10-01T08:23:32+02:00";23;null;null;null;null
"2019-10-01T08:23:33+02:00";null;23;25.3;24.8;16.7
"2019-10-01T08:24:02+02:00";23;null;null;null;null
"2019-10-01T08:24:03+02:00";null;23;25.3;24.7;16.7
"2019-10-01T08:24:32+02:00";23;null;null;null;null
"2019-10-01T08:24:33+02:00";null;23;25.3;24.8;16.7
"2019-10-01T08:25:02+02:00";23;null;null;null;null
"2019-10-01T08:25:03+02:00";null;23;25.3;24.7;16.7
"2019-10-01T08:25:32+02:00";23;null;null;null;null
"2019-10-01T08:25:33+02:00";null;23;25.3;24.8;16.7
"2019-10-01T08:26:02+02:00";23;null;null;null;null
"2019-10-01T08:26:03+02:00";null;23;25.3;24.8;16.7
"2019-10-01T08:26:32+02:00";23;null;null;null;null
"2019-10-01T08:26:33+02:00";null;23;25.3;24.8;16.7
"2019-10-01T08:27:02+02:00";23;null;null;null;null
"2019-10-01T08:27:03+02:00";null;23;25.3;24.8;16.7
"2019-10-01T08:27:32+02:00";23;null;null;null;null
"2019-10-01T08:27:33+02:00";null;23;25.3;24.7;16.7
"2019-10-01T08:28:02+02:00";23;null;null;null;null
"2019-10-01T08:28:03+02:00";null;23;25.3;24.7;16.7
"2019-10-01T08:28:32+02:00";23;null;null;null;null
"2019-10-01T08:28:33+02:00";null;23;25.3;24.7;16.7
"2019-10-01T08:29:02+02:00";23;null;null;null;null
"2019-10-01T08:29:03+02:00";null;23;25.3;24.7;16.7
"2019-10-01T08:29:32+02:00";23;null;null;null;null
"2019-10-01T08:29:33+02:00";null;23;25.3;24.7;16.7
"2019-10-01T08:30:02+02:00";23;null;null;null;null
"2019-10-01T08:30:03+02:00";null;23;25.3;24.7;16.7
"2019-10-01T08:30:32+02:00";23;null;null;null;null
"2019-10-01T08:30:33+02:00";null;22.9;25.3;24.7;16.7
"2019-10-01T08:31:02+02:00";23;null;null;null;null
"2019-10-01T08:31:03+02:00";null;23;25.3;24.7;16.7
"2019-10-01T08:31:32+02:00";23;null;null;null;null
"2019-10-01T08:31:33+02:00";null;23;25.3;24.8;16.7
"2019-10-01T08:32:02+02:00";23;null;null;null;null
"2019-10-01T08:32:03+02:00";null;22.9;25.3;24.8;16.7
"2019-10-01T08:32:32+02:00";23;null;null;null;null
