time,temperature_p02r04c01srv01_outlet,temperature_p02r04c01srv02_outlet,temperature_p02r04c01srv03_outlet,temperature_p02r04c02srv01_outlet,temperature_p02r04c02srv02_outlet,temperature_p02r04c02srv03_outlet,temperature_p02r04c03srv01_outlet,temperature_p02r04c03srv02_outlet,temperature_p02r04c03srv03_outlet,temperature_p02r04c04srv01_outlet,temperature_p02r04c04srv02_outlet,temperature_p02r04c04srv03_outlet,temperature_p02r04c05srv01_outlet,temperature_p02r04c05srv02_outlet,temperature_p02r04c05srv03_outlet,temperature_p02r04c06srv01_outlet,temperature_p02r04c06srv02_outlet,temperature_p02r04c06srv03_outlet,temperature_p02r04c07srv01_outlet,temperature_p02r04c07srv02_outlet,temperature_p02r04c07srv03_outlet,temperature_p02r04c08srv01_outlet,temperature_p02r04c08srv02_outlet,temperature_p02r04c08srv03_outlet,temperature_p02r04c09srv01_outlet,temperature_p02r04c09srv02_outlet,temperature_p02r04c09srv03_outlet,temperature_p02r04c10srv01_outlet,temperature_p02r04c10srv02_outlet,temperature_p02r04c10srv03_outlet
2019-10-02 09:00:00,26.0,27.0,27.0,26.0,28.0,26.0,24.833333333333332,24.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,27.0,27.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:01:00,26.0,27.0,27.0,26.0,28.0,26.0,24.2,24.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,27.0,27.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:02:00,26.0,27.0,27.0,26.0,28.0,26.0,24.166666666666668,24.129032258064516,25.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,26.0,26.0,26.0,26.20689655172414,26.0,27.0,27.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:03:00,26.433333333333334,27.0,27.0,26.0,28.0,26.0,24.8,24.741935483870968,25.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,26.0,26.0,26.0,26.862068965517242,26.0,27.0,27.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:04:00,26.8,27.0,27.0,26.0,28.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,26.0,26.0,26.0,27.0,26.0,27.0,27.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:05:00,27.0,27.0,27.0,26.0,28.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,26.0,26.0,26.0,27.0,26.0,27.366666666666667,27.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:06:00,27.0,27.0,27.0,26.0,28.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,26.0,26.0,26.0,27.0,26.0,27.733333333333334,27.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:07:00,27.0,27.0,27.0,26.0,28.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,24.633333333333333,25.0,25.0,26.0,26.0,26.0,26.0,27.0,26.0,28.0,27.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:08:00,27.0,27.0,27.0,26.0,28.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,27.0,26.0,28.0,27.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:09:00,27.0,27.0,27.0,26.0,28.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,25.466666666666665,26.0,27.0,26.0,28.0,27.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:10:00,27.0,27.0,27.0,26.0,28.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,25.1,26.0,26.8,26.0,28.0,27.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:11:00,27.0,27.0,27.0,26.0,28.0,26.0,25.0,25.0,25.0,25.0,25.0,24.7,25.0,25.0,25.0,26.0,26.0,25.516129032258064,26.0,26.166666666666668,26.0,28.0,27.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:12:00,27.0,27.0,27.0,26.0,28.0,26.0,25.0,24.866666666666667,25.0,25.0,25.0,24.333333333333332,25.0,25.0,25.0,26.0,26.0,25.870967741935484,26.0,26.0,26.0,28.0,27.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:13:00,26.566666666666666,27.0,27.0,26.0,28.0,26.0,25.0,24.233333333333334,25.0,25.0,24.533333333333335,24.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,28.0,27.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:14:00,26.2,27.0,27.0,26.0,28.0,26.0,25.0,24.0,25.0,25.0,24.166666666666668,24.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,28.0,27.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:15:00,26.0,27.0,27.0,26.0,28.0,26.0,25.0,24.0,25.0,25.0,24.0,24.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,28.0,27.266666666666666,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:16:00,26.0,27.0,27.0,26.0,28.0,26.0,25.0,24.133333333333333,25.0,25.0,24.0,24.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,28.0,27.633333333333333,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:17:00,26.0,27.0,27.0,26.0,28.0,26.0,25.0,24.766666666666666,25.0,25.0,24.0,24.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,28.0,28.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:18:00,26.0,27.0,27.0,25.966666666666665,28.0,26.0,25.0,25.0,25.0,25.0,24.0,24.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,28.0,28.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:19:00,26.0,27.0,27.0,25.333333333333332,28.0,26.0,25.0,25.0,25.0,25.0,24.0,24.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,28.0,28.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:20:00,26.0,27.0,27.0,25.0,28.0,26.0,25.0,25.0,25.0,25.0,24.0,24.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,28.0,28.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:21:00,26.0,27.0,27.0,25.0,28.0,26.0,25.0,25.0,25.0,25.0,24.466666666666665,24.3,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,28.0,28.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:22:00,26.0,27.0,27.0,25.0,28.0,26.0,25.0,25.0,25.0,25.0,24.833333333333332,24.666666666666668,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,28.0,28.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:23:00,26.0,27.0,27.0,25.0,28.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,28.0,28.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:24:00,26.0,27.0,27.0,25.0,28.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,25.666666666666668,28.0,28.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:25:00,26.0,27.0,27.0,25.0,28.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,25.033333333333335,28.0,28.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:26:00,26.0,27.0,27.0,25.0,28.0,25.933333333333334,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.2,25.333333333333332,28.0,28.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:27:00,26.0,27.0,27.0,25.0,28.0,25.3,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.833333333333332,25.966666666666665,28.0,28.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:28:00,26.0,27.0,27.0,25.0,28.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.8,26.0,28.0,28.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:29:00,26.0,27.0,27.0,25.0,28.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.166666666666668,26.0,28.0,28.0,27.0,30.0,30.0,29.0,30.0,30.0,29.0
2019-10-02 09:30:00,26.0,27.0,27.0,25.0,28.0,25.066666666666666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.2,26.0,28.0,28.0,27.0,30.0,30.0,29.0,30.366666666666667,30.0,29.0
2019-10-02 09:31:00,26.0,27.0,27.0,25.0,28.0,25.7,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.833333333333332,26.0,28.0,28.0,27.0,30.0,29.966666666666665,29.0,31.0,30.0,29.322580645161292
2019-10-02 09:32:00,26.0,27.0,27.0,25.0,28.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.8,26.0,28.0,28.0,27.0,30.0,29.6,29.0,31.0,30.0,29.677419354838708
2019-10-02 09:33:00,26.0,27.0,27.0,25.0,28.0,26.0,25.0,25.0,25.0,25.0,24.566666666666666,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.166666666666668,26.0,28.0,28.0,27.0,30.0,29.033333333333335,29.0,31.0,30.0,30.0
2019-10-02 09:34:00,26.0,27.0,27.0,25.033333333333335,28.0,26.0,25.0,25.0,25.0,25.0,24.2,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.2,26.0,28.0,28.0,27.0,30.0,29.4,29.0,31.0,30.0,30.0
