time,temperature_p02r04c01srv01_inlet,temperature_p02r04c01srv02_inlet,temperature_p02r04c01srv03_inlet,temperature_p02r04c02srv01_inlet,temperature_p02r04c02srv02_inlet,temperature_p02r04c02srv03_inlet,temperature_p02r04c03srv01_inlet,temperature_p02r04c03srv02_inlet,temperature_p02r04c03srv03_inlet,temperature_p02r04c04srv01_inlet,temperature_p02r04c04srv02_inlet,temperature_p02r04c04srv03_inlet,temperature_p02r04c05srv01_inlet,temperature_p02r04c05srv02_inlet,temperature_p02r04c05srv03_inlet,temperature_p02r04c06srv01_inlet,temperature_p02r04c06srv02_inlet,temperature_p02r04c06srv03_inlet,temperature_p02r04c07srv01_inlet,temperature_p02r04c07srv02_inlet,temperature_p02r04c07srv03_inlet,temperature_p02r04c08srv01_inlet,temperature_p02r04c08srv02_inlet,temperature_p02r04c08srv03_inlet,temperature_p02r04c09srv01_inlet,temperature_p02r04c09srv02_inlet,temperature_p02r04c09srv03_inlet,temperature_p02r04c10srv01_inlet,temperature_p02r04c10srv02_inlet,temperature_p02r04c10srv03_inlet
2019-10-02 09:00:00,20.0,20.0,20.0,19.0,20.9,19.0,17.0,18.0,18.0,17.0,17.0,18.0,17.0,17.0,17.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,21.0,20.0,23.0,22.0,22.0,24.0,22.4,22.0
2019-10-02 09:01:00,20.0,20.0,20.0,19.0,20.266666666666666,19.0,17.0,18.0,18.0,17.0,17.0,18.0,17.0,17.0,17.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,21.0,20.0,23.0,22.0,22.0,24.0,22.4,22.0
2019-10-02 09:02:00,20.0,20.0,20.0,19.0,20.0,19.0,17.0,18.0,18.0,17.0,17.0,18.0,17.0,17.0,17.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,21.0,20.0,23.0,22.0,22.0,24.0,22.766666666666666,22.0
2019-10-02 09:03:00,20.0,20.0,20.0,19.0,20.0,19.0,17.0,18.0,18.0,17.0,17.0,18.0,17.0,17.0,17.0,19.0,19.533333333333335,19.0,19.0,20.0,20.0,20.0,21.0,20.0,23.0,22.0,22.0,24.0,22.6,22.0
2019-10-02 09:04:00,20.0,20.0,20.0,19.0,20.0,19.0,17.0,18.0,18.0,17.0,17.0,18.0,17.0,17.0,17.0,19.0,19.9,19.0,19.0,20.0,20.0,20.0,21.0,20.0,23.0,22.0,22.0,24.0,22.233333333333334,22.0
2019-10-02 09:05:00,20.0,20.0,20.0,19.0,20.0,19.0,17.0,18.0,18.0,17.0,17.0,18.0,17.0,17.0,17.0,19.0,20.0,19.0,19.0,20.0,20.0,20.0,21.0,20.0,23.0,22.0,22.0,24.0,22.0,22.0
2019-10-02 09:06:00,20.0,20.0,20.0,19.0,20.133333333333333,19.0,17.0,18.0,18.0,17.0,17.0,18.0,17.0,17.0,17.0,19.0,20.0,19.0,19.0,20.0,20.0,20.0,21.0,20.0,23.0,22.0,22.0,24.0,22.0,22.0
2019-10-02 09:07:00,20.0,20.0,20.0,19.0,20.766666666666666,19.0,17.0,18.0,18.0,17.0,17.466666666666665,18.0,17.0,17.0,17.0,19.0,20.0,19.0,19.0,20.0,20.0,20.0,21.0,20.0,23.0,22.0,22.0,24.0,22.0,22.0
2019-10-02 09:08:00,20.0,20.0,20.0,19.0,21.0,19.0,17.0,18.0,18.0,17.0,17.833333333333332,18.0,17.0,17.0,17.0,19.0,20.0,19.0,19.0,20.0,20.0,20.0,21.0,20.0,23.0,22.0,22.0,24.0,22.0,22.0
2019-10-02 09:09:00,20.0,20.0,20.0,19.0,21.0,19.0,17.0,18.0,18.0,17.0,17.533333333333335,18.0,17.0,17.0,17.0,19.0,20.0,19.0,19.0,20.0,20.0,20.0,21.0,20.0,23.0,22.0,22.0,24.0,22.0,22.0
