time,Room setpoint,Room Temp,return,return.1,discharge
02-Oct-2019 11:06:00,23.0,23.0,33.5,32.6,16.4
02-Oct-2019 11:07:00,23.0,22.9,33.5,32.7,16.4
02-Oct-2019 11:08:00,23.0,23.0,33.5,32.7,16.4
02-Oct-2019 11:09:00,23.0,23.0,33.6,32.8,16.4
02-Oct-2019 11:10:00,23.0,23.0,33.5,32.8,16.4
02-Oct-2019 11:11:00,23.0,23.0,33.5,32.8,16.4
02-Oct-2019 11:12:00,23.0,22.9,33.6,32.8,16.4
02-Oct-2019 11:13:00,23.0,23.0,33.7,32.8,16.4
02-Oct-2019 11:14:00,23.0,23.0,33.6,32.9,16.4
02-Oct-2019 11:15:00,23.0,23.0,33.7,32.9,16.4
02-Oct-2019 11:16:00,23.0,23.0,33.6,32.9,16.3
02-Oct-2019 11:17:00,23.0,22.9,33.6,32.9,16.3
02-Oct-2019 11:18:00,23.0,22.9,33.7,33.0,16.3
02-Oct-2019 11:19:00,23.0,22.9,33.7,33.0,16.4
02-Oct-2019 11:20:00,23.0,23.0,33.7,33.1,16.4
02-Oct-2019 11:21:00,23.0,23.0,33.7,33.1,16.4
02-Oct-2019 11:22:00,23.0,23.0,33.8,33.1,16.4
02-Oct-2019 11:23:00,23.0,23.0,33.8,33.1,16.4
02-Oct-2019 11:24:00,23.0,23.0,33.8,33.1,16.4
02-Oct-2019 11:25:00,23.0,23.0,33.8,33.1,16.4
02-Oct-2019 11:26:00,23.0,23.0,33.7,33.1,16.5
02-Oct-2019 11:27:00,23.0,23.0,33.8,33.1,16.5
02-Oct-2019 11:28:00,23.0,23.0,33.9,33.1,16.5
02-Oct-2019 11:29:00,23.0,23.0,33.7,33.1,16.5
02-Oct-2019 11:30:00,23.0,22.9,33.8,33.1,16.5
02-Oct-2019 11:31:00,23.0,22.9,33.7,33.1,16.4
02-Oct-2019 11:32:00,23.0,23.0,33.8,33.1,16.4
02-Oct-2019 11:33:00,23.0,23.0,33.7,33.1,16.3
02-Oct-2019 11:34:00,23.0,22.9,33.8,33.1,16.3
02-Oct-2019 11:35:00,23.0,22.9,33.8,33.1,16.3
02-Oct-2019 11:36:00,23.0,22.9,33.8,33.1,16.3
02-Oct-2019 11:37:00,23.0,23.0,33.9,33.1,16.4
02-Oct-2019 11:38:00,23.0,23.0,34.0,33.1,16.4
02-Oct-2019 11:39:00,23.0,23.0,33.9,33.1,16.4
02-Oct-2019 11:40:00,23.0,23.0,33.8,33.1,16.4
02-Oct-2019 11:41:00,23.0,23.0,33.8,33.1,16.5
02-Oct-2019 11:42:00,23.0,23.0,33.7,33.1,16.5
02-Oct-2019 11:43:00,23.0,23.0,33.8,33.1,16.5
02-Oct-2019 11:44:00,23.0,23.0,33.9,33.1,16.5
02-Oct-2019 11:45:00,23.0,22.9,33.8,33.2,16.5
02-Oct-2019 11:46:00,23.0,23.0,33.9,33.2,16.5
02-Oct-2019 11:47:00,23.0,23.0,33.9,33.2,16.5
02-Oct-2019 11:48:00,23.0,23.0,33.9,33.2,16.4
02-Oct-2019 11:49:00,23.0,23.0,33.8,33.1,16.4
02-Oct-2019 11:50:00,23.0,22.9,33.9,33.1,16.3
02-Oct-2019 11:51:00,23.0,23.0,33.9,33.2,16.3
02-Oct-2019 11:52:00,23.0,22.9,33.8,33.1,16.3
02-Oct-2019 11:53:00,23.0,23.0,34.0,33.3,16.3
02-Oct-2019 11:54:00,23.0,22.9,34.3,33.6,16.3
02-Oct-2019 11:55:00,23.0,23.0,34.5,33.9,16.3
02-Oct-2019 11:56:00,23.0,23.0,34.7,34.0,16.4
02-Oct-2019 11:57:00,23.0,23.0,34.7,34.2,16.5
02-Oct-2019 11:58:00,23.0,23.0,35.0,34.3,16.6
02-Oct-2019 11:59:00,23.0,23.0,35.1,34.4,16.6
02-Oct-2019 12:00:00,23.0,22.9,35.0,34.5,16.6
02-Oct-2019 12:01:00,23.0,23.0,35.2,34.7,16.6
02-Oct-2019 12:02:00,23.0,23.0,35.2,34.7,16.6
02-Oct-2019 12:03:00,23.0,23.0,35.3,34.8,16.6
02-Oct-2019 12:04:00,23.0,23.0,35.4,34.9,16.5
02-Oct-2019 12:05:00,23.0,23.0,35.5,35.0,16.5
02-Oct-2019 12:06:00,23.0,23.0,35.5,35.0,16.5
02-Oct-2019 12:07:00,23.0,22.9,35.7,35.1,16.5
02-Oct-2019 12:08:00,23.0,22.9,35.8,35.1,16.5
02-Oct-2019 12:09:00,23.0,23.0,35.8,35.2,16.5
02-Oct-2019 12:10:00,23.0,23.0,35.7,35.2,16.5
02-Oct-2019 12:11:00,23.0,22.9,35.8,35.2,16.5
02-Oct-2019 12:12:00,23.0,22.9,35.8,35.3,16.5
02-Oct-2019 12:13:00,23.0,22.9,35.8,35.4,16.5
02-Oct-2019 12:14:00,23.0,23.0,36.0,35.4,16.5
02-Oct-2019 12:15:00,23.0,23.0,35.9,35.4,16.6
02-Oct-2019 12:16:00,23.0,22.9,36.0,35.4,16.6
02-Oct-2019 12:17:00,23.0,23.0,36.1,35.5,16.7
02-Oct-2019 12:18:00,23.0,23.0,36.1,35.4,16.6
02-Oct-2019 12:19:00,23.0,23.0,36.0,35.5,16.6
02-Oct-2019 12:20:00,23.0,23.0,36.1,35.4,16.6
02-Oct-2019 12:21:00,23.0,23.0,36.0,35.5,16.6
02-Oct-2019 12:22:00,23.0,22.9,36.0,35.5,16.5
02-Oct-2019 12:23:00,23.0,22.9,36.0,35.5,16.5
02-Oct-2019 12:24:00,23.0,22.9,36.0,35.5,16.5
02-Oct-2019 12:25:00,23.0,23.0,36.0,35.5,16.5
02-Oct-2019 12:26:00,23.0,23.0,36.0,35.6,16.4
02-Oct-2019 12:27:00,23.0,23.0,35.9,35.5,16.4
02-Oct-2019 12:28:00,23.0,22.9,36.0,35.5,16.4
02-Oct-2019 12:29:00,23.0,23.0,36.0,35.6,16.5
02-Oct-2019 12:30:00,23.0,23.0,36.0,35.5,16.5
02-Oct-2019 12:31:00,23.0,22.9,36.1,35.6,16.5
02-Oct-2019 12:32:00,23.0,23.0,36.1,35.6,16.5
02-Oct-2019 12:33:00,23.0,23.0,36.1,35.6,16.6
02-Oct-2019 12:34:00,23.0,23.0,36.1,35.6,16.7
02-Oct-2019 12:35:00,23.0,22.9,36.1,35.7,16.7
02-Oct-2019 12:36:00,23.0,22.9,36.1,35.7,16.6
02-Oct-2019 12:37:00,23.0,23.0,36.1,35.6,16.6
02-Oct-2019 12:38:00,23.0,23.0,36.2,35.7,16.6
02-Oct-2019 12:39:00,23.0,23.0,36.1,35.7,16.6
02-Oct-2019 12:40:00,23.0,23.0,36.1,35.7,16.5
02-Oct-2019 12:41:00,23.0,22.9,36.2,35.7,16.5
02-Oct-2019 12:42:00,23.0,23.0,36.2,35.7,16.5
02-Oct-2019 12:43:00,23.0,23.0,36.1,35.7,16.5
02-Oct-2019 12:44:00,23.0,23.0,36.1,35.6,16.5
02-Oct-2019 12:45:00,23.0,23.0,36.1,35.7,16.5
02-Oct-2019 12:46:00,23.0,23.0,36.3,35.7,16.4
02-Oct-2019 12:47:00,23.0,23.0,36.2,35.7,16.4
02-Oct-2019 12:48:00,23.0,22.9,36.2,35.7,16.5
02-Oct-2019 12:49:00,23.0,23.0,36.3,35.8,16.5
02-Oct-2019 12:50:00,23.0,23.0,36.3,35.7,16.5
02-Oct-2019 12:51:00,23.0,23.0,36.3,35.7,16.5
02-Oct-2019 12:52:00,23.0,23.0,36.3,35.8,16.6
02-Oct-2019 12:53:00,23.0,23.0,36.3,35.8,16.6
02-Oct-2019 12:54:00,23.0,23.0,36.1,35.7,16.7
02-Oct-2019 12:55:00,23.0,22.9,36.2,35.7,16.7
02-Oct-2019 12:56:00,23.0,23.0,36.4,35.8,16.7
02-Oct-2019 12:57:00,23.0,23.0,36.3,35.8,16.6
02-Oct-2019 12:58:00,23.0,23.0,36.3,35.8,16.6
02-Oct-2019 12:59:00,23.0,23.0,36.1,35.8,16.6
02-Oct-2019 13:00:00,23.0,23.0,36.3,35.8,16.6
02-Oct-2019 13:01:00,23.0,22.9,36.2,35.8,16.5
02-Oct-2019 13:02:00,23.0,23.0,36.2,35.8,16.6
02-Oct-2019 13:03:00,23.0,22.9,36.4,35.8,16.5
02-Oct-2019 13:04:00,23.0,23.0,36.4,35.8,16.5
02-Oct-2019 13:05:00,23.0,22.9,36.4,35.8,16.5
02-Oct-2019 13:06:00,23.0,23.0,36.3,35.8,16.5
02-Oct-2019 13:07:00,23.0,23.0,36.5,35.9,16.4
02-Oct-2019 13:08:00,23.0,23.0,36.4,35.8,16.5
02-Oct-2019 13:09:00,23.0,22.9,36.5,35.8,16.5
02-Oct-2019 13:10:00,23.0,23.0,36.5,35.8,16.5
02-Oct-2019 13:11:00,23.0,23.0,36.3,35.8,16.5
02-Oct-2019 13:12:00,23.0,22.9,36.5,35.8,16.5
02-Oct-2019 13:13:00,23.0,23.0,36.5,35.8,16.5
02-Oct-2019 13:14:00,23.0,23.0,36.3,35.8,16.6
02-Oct-2019 13:15:00,23.0,22.9,36.4,35.8,16.6
02-Oct-2019 13:16:00,23.0,23.0,36.3,35.8,16.7
02-Oct-2019 13:17:00,23.0,22.9,36.4,35.8,16.7
02-Oct-2019 13:18:00,23.0,22.9,36.5,35.9,16.7
02-Oct-2019 13:19:00,23.0,23.0,36.5,35.8,16.7
02-Oct-2019 13:20:00,23.0,23.0,36.5,35.9,16.6
02-Oct-2019 13:21:00,23.0,23.0,36.4,35.8,16.6
02-Oct-2019 13:22:00,23.0,23.0,36.3,35.8,16.6
02-Oct-2019 13:23:00,23.0,23.0,36.4,35.8,16.6
02-Oct-2019 13:24:00,23.0,23.0,36.5,36.0,16.6
02-Oct-2019 13:25:00,23.0,23.0,36.6,36.1,16.6
02-Oct-2019 13:26:00,23.0,23.0,37.0,36.3,16.6
02-Oct-2019 13:27:00,23.0,23.0,37.1,36.4,16.6
02-Oct-2019 13:28:00,23.0,23.0,37.2,36.5,16.6
02-Oct-2019 13:29:00,23.0,23.0,37.0,36.5,16.6
02-Oct-2019 13:30:00,23.0,22.9,37.2,36.6,16.6
02-Oct-2019 13:31:00,23.0,23.0,37.3,36.6,16.6
02-Oct-2019 13:32:00,23.0,23.0,37.4,36.7,16.6
02-Oct-2019 13:33:00,23.0,22.9,37.3,36.6,16.6
02-Oct-2019 13:34:00,23.0,23.0,37.5,36.8,16.6
02-Oct-2019 13:35:00,23.0,23.0,37.4,36.8,16.6
02-Oct-2019 13:36:00,23.0,23.0,37.5,36.8,16.6
02-Oct-2019 13:37:00,23.0,23.0,37.3,36.8,16.6
02-Oct-2019 13:38:00,23.0,23.0,37.3,36.8,16.7
02-Oct-2019 13:39:00,23.0,23.0,37.5,36.9,16.7
02-Oct-2019 13:40:00,23.0,22.9,37.3,36.8,16.7
02-Oct-2019 13:41:00,23.0,23.0,37.5,36.8,16.7
02-Oct-2019 13:42:00,23.0,23.0,37.4,36.9,16.7
02-Oct-2019 13:43:00,23.0,23.0,37.4,36.8,16.7
02-Oct-2019 13:44:00,23.0,23.0,37.7,36.9,16.7
02-Oct-2019 13:45:00,23.0,23.0,37.4,37.0,16.7
02-Oct-2019 13:46:00,23.0,22.9,37.5,37.0,16.7
02-Oct-2019 13:47:00,23.0,22.9,37.5,36.9,16.7
02-Oct-2019 13:48:00,23.0,23.0,37.6,36.9,16.7
02-Oct-2019 13:49:00,23.0,23.0,37.6,37.0,16.7
02-Oct-2019 13:50:00,23.0,22.9,37.6,37.0,16.7
02-Oct-2019 13:51:00,23.0,23.0,37.7,37.0,16.7
02-Oct-2019 13:52:00,23.0,23.0,37.7,37.0,16.7
02-Oct-2019 13:53:00,23.0,23.0,37.6,37.0,16.7
02-Oct-2019 13:54:00,23.0,23.0,37.5,37.0,16.7
02-Oct-2019 13:55:00,23.0,23.0,37.7,37.1,16.7
02-Oct-2019 13:56:00,23.0,23.0,37.6,37.0,16.7
02-Oct-2019 13:57:00,23.0,22.9,37.8,37.1,16.7
02-Oct-2019 13:58:00,23.0,23.0,37.8,37.1,16.7
02-Oct-2019 13:59:00,23.0,23.0,37.7,37.1,16.7
02-Oct-2019 14:00:00,23.0,22.9,37.7,37.1,16.7
02-Oct-2019 14:01:00,23.0,23.0,37.8,37.1,16.7
02-Oct-2019 14:02:00,23.0,22.9,37.8,37.1,16.7
02-Oct-2019 14:03:00,23.0,23.0,37.8,37.1,16.7
02-Oct-2019 14:04:00,23.0,22.9,37.7,37.1,16.7
02-Oct-2019 14:05:00,23.0,22.9,37.6,37.1,16.7
02-Oct-2019 14:06:00,23.0,23.0,37.8,37.2,16.7
02-Oct-2019 14:07:00,23.0,23.0,37.6,37.1,16.7
02-Oct-2019 14:08:00,23.0,22.9,37.8,37.1,16.7
02-Oct-2019 14:09:00,23.0,23.0,37.6,37.1,16.7
02-Oct-2019 14:10:00,23.0,23.0,37.7,37.1,16.7
02-Oct-2019 14:11:00,23.0,22.9,37.6,37.1,16.7
02-Oct-2019 14:12:00,23.0,23.0,37.8,37.2,16.7
02-Oct-2019 14:13:00,23.0,23.0,37.9,37.2,16.7
02-Oct-2019 14:14:00,23.0,22.9,37.9,37.2,16.7
02-Oct-2019 14:15:00,23.0,22.9,37.9,37.2,16.7
02-Oct-2019 14:16:00,23.0,23.0,38.1,37.3,16.7
02-Oct-2019 14:17:00,23.0,23.0,37.9,37.3,16.7
02-Oct-2019 14:18:00,23.0,23.0,37.8,37.3,16.7
02-Oct-2019 14:19:00,23.0,23.0,38.0,37.3,16.7
02-Oct-2019 14:20:00,23.0,22.9,37.9,37.3,16.7
02-Oct-2019 14:21:00,23.0,23.0,37.6,37.2,16.7
02-Oct-2019 14:22:00,23.0,23.0,38.0,37.3,16.7
02-Oct-2019 14:23:00,23.0,22.9,37.8,37.3,16.7
02-Oct-2019 14:24:00,23.0,23.0,38.0,37.3,16.7
02-Oct-2019 14:25:00,23.0,23.0,38.0,37.3,16.7
02-Oct-2019 14:26:00,23.0,23.0,38.0,37.2,16.7
02-Oct-2019 14:27:00,23.0,22.9,37.6,37.1,16.7
02-Oct-2019 14:28:00,23.0,22.9,36.5,36.1,16.7
02-Oct-2019 14:29:00,23.0,22.8,35.2,34.7,16.7
02-Oct-2019 14:30:00,23.0,22.8,33.6,33.3,16.5
02-Oct-2019 14:31:00,23.0,22.9,31.8,32.4,16.3
02-Oct-2019 14:32:00,23.0,23.0,30.7,31.5,16.1
02-Oct-2019 14:33:00,23.0,22.8,29.5,30.8,16.0
02-Oct-2019 14:34:00,23.0,23.0,29.2,30.2,15.9
02-Oct-2019 14:35:00,23.0,22.9,29.0,30.0,15.8
02-Oct-2019 14:36:00,23.0,22.9,28.8,29.7,15.8
02-Oct-2019 14:37:00,23.0,23.0,28.2,29.3,15.9
02-Oct-2019 14:38:00,23.0,23.0,27.7,29.0,15.9
02-Oct-2019 14:39:00,23.0,22.9,27.8,28.9,15.9
02-Oct-2019 14:40:00,23.0,22.9,27.8,28.7,16.0
02-Oct-2019 14:41:00,23.0,22.9,27.6,28.5,16.0
02-Oct-2019 14:42:00,23.0,22.8,27.8,28.5,16.1
02-Oct-2019 14:43:00,23.0,22.9,27.7,28.4,16.1
02-Oct-2019 14:44:00,23.0,22.7,27.8,28.3,16.1
02-Oct-2019 14:45:00,23.0,22.8,27.8,28.3,16.0
02-Oct-2019 14:46:00,23.0,23.0,27.4,28.1,16.0
02-Oct-2019 14:47:00,23.0,23.0,27.1,27.8,16.0
02-Oct-2019 14:48:00,23.0,22.8,27.4,27.9,16.0
02-Oct-2019 14:49:00,23.0,22.8,27.4,27.9,16.0
02-Oct-2019 14:50:00,23.0,22.8,27.5,27.8,16.0
02-Oct-2019 14:51:00,23.0,22.9,27.5,27.8,15.9
02-Oct-2019 14:52:00,23.0,22.9,27.5,27.7,16.0
02-Oct-2019 14:53:00,23.0,22.9,27.5,27.7,16.0
02-Oct-2019 14:54:00,23.0,23.0,27.3,27.6,16.0
02-Oct-2019 14:55:00,23.0,22.9,27.2,27.6,16.0
02-Oct-2019 14:56:00,23.0,22.9,27.3,27.5,16.0
02-Oct-2019 14:57:00,23.0,23.0,27.3,27.5,16.0
02-Oct-2019 14:58:00,23.0,22.9,27.2,27.4,16.0
02-Oct-2019 14:59:00,23.0,23.0,27.1,27.4,16.0
