time,signal_default,signal_max_1,signal_max_2,signal_min
2019-10-02 09:00:00,41.2,90,90,10
2019-10-02 09:01:00,40.8,90,90,10
2019-10-02 09:02:00,40.9,90,90,10
2019-10-02 09:03:00,41.5,90,90,10
2019-10-02 09:04:00,40.5,90,90,10
2019-10-02 09:05:00,41.0,90,90,10
2019-10-02 09:06:00,40.3,90,90,10
2019-10-02 09:07:00,41.3,90,90,10
2019-10-02 09:08:00,41.1,90,90,10
2019-10-02 09:09:00,41.2,90,90,10
2019-10-02 09:10:00,40.6,90,90,10
2019-10-02 09:11:00,40.5,90,90,10
2019-10-02 09:12:00,41.3,90,90,10
2019-10-02 09:13:00,41.5,90,90,10
2019-10-02 09:14:00,42.2,90,90,10
2019-10-02 09:15:00,42.0,90,90,10
2019-10-02 09:16:00,42.0,90,90,10
2019-10-02 09:17:00,41.1,90,90,10
2019-10-02 09:18:00,41.5,90,90,10
2019-10-02 09:19:00,40.9,90,90,10
2019-10-02 09:20:00,41.3,90,90,10
2019-10-02 09:21:00,41.3,90,90,10
2019-10-02 09:22:00,40.7,90,90,10
2019-10-02 09:23:00,41.5,90,90,10
2019-10-02 09:24:00,42.2,90,90,10
2019-10-02 09:25:00,42.0,90,90,10
2019-10-02 09:26:00,42.2,90,90,10
2019-10-02 09:27:00,41.3,90,90,10
2019-10-02 09:28:00,41.2,90,90,10
2019-10-02 09:29:00,40.5,90,90,10
2019-10-02 09:30:00,40.2,90,90,10
2019-10-02 09:31:00,40.6,90,90,10
2019-10-02 09:32:00,41.0,90,90,10
2019-10-02 09:33:00,41.0,90,90,10
2019-10-02 09:34:00,42.1,90,90,10
2019-10-02 09:35:00,41.3,90,90,10
2019-10-02 09:36:00,41.1,90,90,10
2019-10-02 09:37:00,41.2,90,90,10
2019-10-02 09:38:00,41.1,90,90,10
2019-10-02 09:39:00,41.6,90,90,10
2019-10-02 09:40:00,41.8,90,90,10
2019-10-02 09:41:00,43.1,90,90,10
2019-10-02 09:42:00,43.8,90,90,10
2019-10-02 09:43:00,44.5,90,90,10
2019-10-02 09:44:00,44.5,90,90,10
2019-10-02 09:45:00,46.0,90,90,10
2019-10-02 09:46:00,45.0,90,90,10
2019-10-02 09:47:00,44.1,90,90,10
2019-10-02 09:48:00,43.2,90,90,10
2019-10-02 09:49:00,41.6,90,90,10
2019-10-02 09:50:00,42.0,90,90,10
2019-10-02 09:51:00,41.6,90,90,10
2019-10-02 09:52:00,41.8,90,90,10
2019-10-02 09:53:00,42.2,90,90,10
2019-10-02 09:54:00,42.3,90,90,10
2019-10-02 09:55:00,43.0,90,90,10
2019-10-02 09:56:00,43.1,90,90,10
2019-10-02 09:57:00,42.7,90,90,10
2019-10-02 09:58:00,42.7,90,90,10
2019-10-02 09:59:00,43.3,90,90,10
2019-10-02 10:00:00,43.6,90,90,10
2019-10-02 10:01:00,42.6,90,90,10
2019-10-02 10:02:00,43.5,90,90,10
2019-10-02 10:03:00,43.6,90,90,10
2019-10-02 10:04:00,43.2,90,90,10
2019-10-02 10:05:00,42.0,90,90,10
2019-10-02 10:06:00,42.9,90,90,10
2019-10-02 10:07:00,43.0,90,90,10
2019-10-02 10:08:00,44.0,90,90,10
2019-10-02 10:09:00,43.7,90,90,10
2019-10-02 10:10:00,43.7,90,90,10
2019-10-02 10:11:00,44.5,90,90,10
2019-10-02 10:12:00,43.7,90,90,10
2019-10-02 10:13:00,43.7,90,90,10
2019-10-02 10:14:00,44.3,90,90,10
2019-10-02 10:15:00,43.9,90,90,10
2019-10-02 10:16:00,42.9,90,90,10
2019-10-02 10:17:00,43.8,90,90,10
2019-10-02 10:18:00,43.8,90,90,10
2019-10-02 10:19:00,43.6,90,90,10
2019-10-02 10:20:00,43.0,90,90,10
2019-10-02 10:21:00,42.9,90,90,10
2019-10-02 10:22:00,43.9,90,90,10
