time,signal_default,signal_max_1,signal_max_2,signal_min
2019-10-02 09:00:00,34.4,90,90,10
2019-10-02 09:01:00,33.9,90,90,10
2019-10-02 09:02:00,33.7,90,90,10
2019-10-02 09:03:00,34.0,90,90,10
2019-10-02 09:04:00,33.9,90,90,10
2019-10-02 09:05:00,34.1,90,90,10
2019-10-02 09:06:00,34.1,90,90,10
2019-10-02 09:07:00,35.3,90,90,10
2019-10-02 09:08:00,34.6,90,90,10
2019-10-02 09:09:00,34.1,90,90,10
2019-10-02 09:10:00,34.5,90,90,10
2019-10-02 09:11:00,34.6,90,90,10
2019-10-02 09:12:00,34.6,90,90,10
2019-10-02 09:13:00,35.2,90,90,10
2019-10-02 09:14:00,35.4,90,90,10
2019-10-02 09:15:00,34.3,90,90,10
2019-10-02 09:16:00,34.1,90,90,10
2019-10-02 09:17:00,34.9,90,90,10
2019-10-02 09:18:00,34.0,90,90,10
2019-10-02 09:19:00,34.5,90,90,10
2019-10-02 09:20:00,35.7,90,90,10
2019-10-02 09:21:00,35.4,90,90,10
2019-10-02 09:22:00,35.5,90,90,10
2019-10-02 09:23:00,35.2,90,90,10
2019-10-02 09:24:00,35.1,90,90,10
2019-10-02 09:25:00,34.6,90,90,10
2019-10-02 09:26:00,34.5,90,90,10
2019-10-02 09:27:00,35.0,90,90,10
2019-10-02 09:28:00,34.4,90,90,10
2019-10-02 09:29:00,34.7,90,90,10
2019-10-02 09:30:00,35.3,90,90,10
2019-10-02 09:31:00,34.9,90,90,10
2019-10-02 09:32:00,34.3,90,90,10
2019-10-02 09:33:00,35.1,90,90,10
2019-10-02 09:34:00,34.5,90,90,10
2019-10-02 09:35:00,34.0,90,90,10
2019-10-02 09:36:00,34.4,90,90,10
2019-10-02 09:37:00,34.9,90,90,10
2019-10-02 09:38:00,34.5,90,90,10
2019-10-02 09:39:00,33.7,90,90,10
2019-10-02 09:40:00,32.9,90,90,10
2019-10-02 09:41:00,32.9,90,90,10
2019-10-02 09:42:00,35.0,90,90,10
2019-10-02 09:43:00,37.9,90,90,10
2019-10-02 09:44:00,39.3,90,90,10
2019-10-02 09:45:00,40.0,90,90,10
2019-10-02 09:46:00,39.5,90,90,10
2019-10-02 09:47:00,39.4,90,90,10
2019-10-02 09:48:00,39.8,90,90,10
2019-10-02 09:49:00,39.6,90,90,10
2019-10-02 09:50:00,39.9,90,90,10
2019-10-02 09:51:00,40.7,90,90,10
