time,temperature_p02r02c01srv01_outlet,temperature_p02r02c01srv02_outlet,temperature_p02r02c01srv03_outlet,temperature_p02r02c02srv01_outlet,temperature_p02r02c02srv02_outlet,temperature_p02r02c02srv03_outlet,temperature_p02r02c03srv01_outlet,temperature_p02r02c03srv02_outlet,temperature_p02r02c03srv03_outlet,temperature_p02r02c04srv01_outlet,temperature_p02r02c04srv02_outlet,temperature_p02r02c04srv03_outlet,temperature_p02r02c05srv01_outlet,temperature_p02r02c05srv02_outlet,temperature_p02r02c05srv03_outlet,temperature_p02r02c06srv01_outlet,temperature_p02r02c06srv02_outlet,temperature_p02r02c06srv03_outlet,temperature_p02r02c07srv01_outlet,temperature_p02r02c07srv02_outlet,temperature_p02r02c07srv03_outlet,temperature_p02r02c08srv01_outlet,temperature_p02r02c08srv02_outlet,temperature_p02r02c08srv03_outlet,temperature_p02r02c09srv01_outlet,temperature_p02r02c09srv02_outlet,temperature_p02r02c09srv03_outlet,temperature_p02r02c10srv01_outlet,temperature_p02r02c10srv02_outlet,temperature_p02r02c10srv03_outlet
02-Oct-2019 09:00:00,30.0,30.0,31.0,29.0,30.1,30.0,29.0,29.0,29.0,28.0,29.0,28.0,28.0,28.0,28.0,29.0,28.0,29.0,29.0,28.0,29.0,30.0,30.0,30.0,34.0,34.0,33.0,33.0,35.0,34.0
02-Oct-2019 09:01:00,30.0,30.0,31.0,29.0,30.1,30.0,29.0,29.0,29.0,28.0,29.0,28.0,28.0,28.0,28.0,29.0,28.0,29.0,29.0,28.0,29.0,30.0,30.0,30.0,34.0,34.0,33.0,33.0,35.0,34.0
02-Oct-2019 09:02:00,30.0,30.0,31.0,29.0,30.266666666666666,30.0,29.0,29.0,29.0,28.0,29.0,28.0,28.0,28.0,28.0,29.0,28.0,29.0,29.0,28.0,29.0,30.0,30.0,30.0,34.0,34.0,33.0,33.0,35.0,34.0
02-Oct-2019 09:03:00,30.0,30.0,31.0,29.0,31.0,30.0,29.0,28.333333333333332,29.0,28.0,29.0,28.0,28.0,28.0,28.0,29.0,28.0,29.0,29.0,28.0,29.0,30.0,30.0,30.0,34.0,34.0,33.0,33.0,34.3,34.0
02-Oct-2019 09:04:00,30.0,30.0,31.0,29.0,31.0,30.0,29.0,28.166666666666668,29.0,28.0,29.0,28.0,28.0,28.0,28.0,29.0,28.0,29.0,29.0,28.0,29.0,30.0,30.0,30.0,34.0,34.0,33.0,33.0,34.13333333333333,34.0
02-Oct-2019 09:05:00,30.0,30.0,31.0,29.0,31.0,30.0,29.0,28.0,29.0,28.0,29.0,28.0,28.0,28.0,28.0,29.0,28.566666666666666,29.0,29.0,27.366666666666667,29.0,30.0,30.0,30.0,34.0,34.0,33.0,33.0,34.7,34.0
02-Oct-2019 09:06:00,30.0,30.0,31.0,29.0,31.0,30.0,29.0,28.0,29.0,28.0,29.0,28.0,28.0,28.0,28.0,29.0,28.733333333333334,29.0,29.0,27.2,29.0,30.0,30.0,30.0,34.0,34.0,33.0,33.0,34.86666666666667,34.0
02-Oct-2019 09:07:00,30.0,30.0,31.0,29.0,31.0,30.0,29.0,28.0,29.0,28.0,29.0,28.0,28.433333333333334,28.0,28.0,29.0,29.0,29.0,29.0,27.0,29.0,30.0,30.0,30.0,34.0,34.0,33.0,33.833333333333336,35.0,34.0
02-Oct-2019 09:08:00,30.0,30.0,31.0,29.0,31.0,30.0,29.0,28.0,29.0,28.0,29.0,28.0,28.6,28.0,28.0,29.0,29.0,29.0,29.0,27.0,29.0,30.0,30.0,30.0,34.0,34.0,33.0,34.0,35.0,34.0
02-Oct-2019 09:09:00,30.0,30.466666666666665,31.0,29.0,30.9,30.0,29.0,28.0,29.0,28.0,29.0,28.0,29.0,28.0,28.0,29.0,29.0,29.0,29.0,27.0,29.0,30.0,30.0,30.0,34.0,34.0,33.0,34.0,35.0,34.0
