time,power_cooling,power_fans,temperature_discharge_,temperature_return_air_1,temperature_return_air_2,temperature_room_,signal_percent_fans,dT,mass_flow
23-Jan-2018 09:00:00,8.35,NaN,NaN,29.15,29.1,NaN,30,NaN,NaN
23-Jan-2018 09:01:00,8.6,NaN,NaN,29.45,29.4,NaN,30.25,NaN,NaN
23-Jan-2018 09:02:00,9.08571428571429,NaN,NaN,29.95,29.9666666666667,NaN,30.2333333333333,NaN,NaN
23-Jan-2018 09:03:00,9.8,NaN,18.5,30.45,30.55,NaN,31.15,12,0.816666666666667
23-Jan-2018 09:04:00,10.2666666666667,NaN,18.6,30.9,30.9,NaN,31.6666666666667,12.3,0.834688346883469
23-Jan-2018 09:05:00,10.7333333333333,NaN,18.6,31.35,31.25,NaN,32.4,12.7,0.845144356955381
23-Jan-2018 09:06:00,10.7,NaN,18.7,31.7,31.6,22.95,31.7166666666667,12.95,0.826254826254826
23-Jan-2018 09:07:00,10.775,NaN,18.8,31.95,31.9,22.95,31.4,13.125,0.820952380952381
23-Jan-2018 09:08:00,11.1333333333333,NaN,18.8,32.2,32.15,22.95,31.9666666666667,13.375,0.832398753894081
23-Jan-2018 09:09:00,11.4,NaN,18.9,32.4,32.35,22.95,32.25,13.475,0.846011131725417
23-Jan-2018 09:10:00,11.225,NaN,18.9,32.4,32.4666666666667,22.95,31.85,13.5333333333333,0.829433497536946
23-Jan-2018 09:11:00,11.64,NaN,18.9,32.6,32.65,22.95,32.5166666666667,13.725,0.848087431693989
23-Jan-2018 09:12:00,11.425,NaN,18.9,32.8,32.85,22.95,31.62,13.925,0.820466786355476
23-Jan-2018 09:13:00,11.7,NaN,18.9666666666667,32.9,33,22.95,32.16,13.9833333333333,0.836710369487485
23-Jan-2018 09:14:00,11.925,NaN,18.95,33.05,33.1,22.95,32.425,14.125,0.844247787610619
23-Jan-2018 09:15:00,12.1,NaN,18.95,33.2,33.15,22.95,32.5666666666667,14.225,0.850615114235501
23-Jan-2018 09:16:00,12.1428571428571,NaN,18.95,33.25,33.2,22.95,32.7571428571429,14.275,0.850637978483863
23-Jan-2018 09:17:00,12.2,NaN,19.1,33.2666666666667,33.4,22.95,32.75,14.2333333333333,0.857142857142858
23-Jan-2018 09:18:00,12.175,NaN,19,33.2666666666667,33.5,22.95,32.82,14.3833333333333,0.846465816917729
23-Jan-2018 09:19:00,12.1714285714286,NaN,19.05,33.35,33.45,22.9333333333333,32.5428571428571,14.35,0.848183175709308
23-Jan-2018 09:20:00,12.3166666666667,NaN,19.05,33.4,33.45,22.9666666666667,32.7428571428571,14.375,0.856811594202899
23-Jan-2018 09:21:00,12.6333333333333,NaN,19.1,33.45,33.45,22.9666666666667,33.5,14.35,0.880371660859466
23-Jan-2018 09:22:00,12.6714285714286,260,19.05,33.4666666666667,33.45,22.9666666666667,33.5666666666667,14.4083333333333,0.879451375691977
23-Jan-2018 09:23:00,12.65,200,19.05,33.45,33.55,22.95,33.34,14.45,0.875432525951557
23-Jan-2018 09:24:00,12.54,200,19.05,33.45,33.6,22.95,33.3,14.475,0.866321243523316
23-Jan-2018 09:25:00,12.5428571428571,250,19.05,33.45,33.6,22.95,33.1666666666667,14.475,0.866518628176659
23-Jan-2018 09:26:00,12.52,250,19.05,33.55,33.6,22.9333333333333,33.14,14.525,0.861962134251291
23-Jan-2018 09:27:00,12.4,250,19.05,33.6,33.6666666666667,22.9,32.66,14.5833333333333,0.850285714285714
23-Jan-2018 09:28:00,12.6,250,19.05,33.7,33.6,22.95,33.14,14.6,0.863013698630137
