time,realpower_l1,realpower_l2,realpower_l3,front_temperature_temp_bottom,front_temperature_temp_middle,front_temperature_temp_top,rear_temperature_temp_bottom,rear_temperature_temp_middle,rear_temperature_temp_top,speed_rpm_server_fan_avg_srv08,speed_rpm_server_fan_avg_srv10,speed_rpm_server_fan_avg_srv11,speed_rpm_server_fan_avg_srv12,speed_rpm_server_fan_avg_srv13,speed_rpm_server_fan_avg_srv14,speed_rpm_server_fan_avg_srv15,speed_rpm_server_fan_avg_srv16
23-Jan-2018 09:00:00,616,349,42.25,19.095,21.055,28.845,28,31.46,30.97,3096,2520,2520,2520,2664,2664,2664,3480
23-Jan-2018 09:01:00,624,348,42.25,19.095,21.01,28.78,28.315,31.89,31.125,3096,2520,2520,2520,2676,2664,2664,3480
23-Jan-2018 09:02:00,618.666666666667,345,43.1666666666667,19.06,21.005,28.845,28.91,32.645,31.565,3000,2520,2520,2520,2688,2688,2676,3504
23-Jan-2018 09:03:00,620,349,43,19.06,20.955,28.88,29.72,33.38,32.155,3024,2520,2520,2520,2676,2664,2700,3504
23-Jan-2018 09:04:00,620,348,41.75,19.13,20.915,28.91,30.56,34.06,32.94,2916,2520,2520,2520,2676,2664,2712,3504
23-Jan-2018 09:05:00,622,351,42,19.13,20.79,28.88,31.22,34.61,33.655,2784,2520,2520,2712,2664,2664,2676,3504
23-Jan-2018 09:06:00,620,347.333333333333,42.9166666666667,19.19,20.725,28.88,31.875,35.21,34.285,2784,2520,2520,2520,2676,2664,2676,3480
23-Jan-2018 09:07:00,620,348,41.375,19.25,20.705,28.845,32.315,35.665,34.935,2784,2520,2520,2520,2676,2688,2700,3480
23-Jan-2018 09:08:00,620,347,42.625,19.345,20.66,28.845,32.625,36.06,35.47,2784,2520,2520,2520,2652,2688,2676,3648
23-Jan-2018 09:09:00,620,342,43.125,19.38,20.65,28.845,32.91,36.395,35.905,2784,2520,2520,2520,2676,2688,2676,3600
23-Jan-2018 09:10:00,618,351,43,19.41,20.645,28.72,33.125,36.63,36.285,2784,2520,2520,2520,2664,2664,2700,3648
23-Jan-2018 09:11:00,622.666666666667,347.333333333333,43.375,19.47,20.63,28.63,33.285,36.86,36.655,2784,2520,2520,2520,2640,2640,2688,3648
23-Jan-2018 09:12:00,624,350,41.375,19.44,20.61,28.595,33.47,37.065,36.94,2784,2520,2520,2520,2664,2664,2664,3648
23-Jan-2018 09:13:00,614,346,43.25,19.47,20.605,28.75,33.625,37.25,37.25,2784,2520,2520,2520,2688,2640,2652,3648
23-Jan-2018 09:14:00,628,346,41.375,19.47,20.595,28.88,33.78,37.395,37.47,2772,2520,2520,2520,2676,2688,2664,3624
23-Jan-2018 09:15:00,617.333333333333,348,41.9166666666667,19.53,20.615,28.97,33.91,37.54,37.69,2772,2520,2520,2520,2652,2688,2688,3624
23-Jan-2018 09:16:00,626,346,42.625,19.595,20.615,29.095,33.97,37.645,37.875,2784,2520,2520,2520,2640,2640,2664,3624
23-Jan-2018 09:17:00,614,348,41.625,19.53,20.615,29.16,34.13,37.73,38.03,2784,2520,2520,2520,2652,2664,2652,4032
23-Jan-2018 09:18:00,614,346,43.375,19.63,20.61,29.16,34.13,37.805,38.16,2784,2520,2520,2520,2688,2664,2664,3624
23-Jan-2018 09:19:00,622.666666666667,347.333333333333,42.75,19.595,20.615,29.19,34.22,37.85,38.28,2784,2520,2520,2520,2700,2688,2676,3600
23-Jan-2018 09:20:00,622,347,42.25,19.625,20.625,29.16,34.28,37.925,38.41,2784,2520,2520,2520,2688,2664,2688,4032
23-Jan-2018 09:21:00,622,349,43.125,19.63,20.615,29.13,34.375,37.83,38.53,2784,2520,2520,2520,2664,2664,2688,4032
23-Jan-2018 09:22:00,614,349,42.5,19.63,20.62,29.13,34.345,37.805,38.625,2784,2520,2520,2520,2676,2640,2700,3624
23-Jan-2018 09:23:00,622,348,43.75,19.69,20.645,29.06,34.41,37.745,38.78,2784,2520,2520,2520,2676,2664,2712,3648
23-Jan-2018 09:24:00,620,347.333333333333,42.1666666666667,19.66,20.645,28.97,34.41,37.74,38.91,2784,2520,2520,2520,2652,2712,2712,3672
23-Jan-2018 09:25:00,620,351,42.25,19.69,20.65,28.88,34.44,37.73,38.97,2784,2520,2520,2520,2676,2664,2688,3624
23-Jan-2018 09:26:00,616,345,42.125,19.69,20.65,28.94,34.5,37.765,39.03,2784,2520,2520,2520,2688,2712,2664,3600
23-Jan-2018 09:27:00,624,349,41.875,19.72,20.655,29,34.5,37.815,39.095,2784,2520,2520,2520,2676,2688,2652,3672
23-Jan-2018 09:28:00,622,347,42,19.72,20.66,29.095,34.5,37.83,39.13,2784,2520,2520,2520,2652,2712,2652,4008
23-Jan-2018 09:29:00,618.666666666667,348,40.9166666666667,19.75,20.66,29.065,34.595,37.875,39.22,2784,2520,2520,2520,2652,2712,2700,3648
23-Jan-2018 09:30:00,620,351,42.625,19.69,20.675,29.03,34.595,37.99,39.19,2784,2520,2520,2520,2652,2664,2712,3672
23-Jan-2018 09:31:00,616,351,40,19.75,20.68,28.94,34.66,38,39.25,2772,2520,2520,2520,2640,2664,2664,3600
23-Jan-2018 09:32:00,630,352,42.375,19.75,20.7,28.97,34.66,38.025,39.25,2772,2520,2520,2520,2652,2664,2676,3672
23-Jan-2018 09:33:00,616,348,42,19.81,20.7,28.94,34.63,38.14,39.31,2784,2520,2520,2520,2664,2688,2676,3600
23-Jan-2018 09:34:00,624,349,42.875,19.78,20.71,28.94,34.66,38.175,39.38,2784,2520,2520,2520,2664,2664,2652,3648
23-Jan-2018 09:35:00,614,349,41.75,19.81,20.75,28.91,34.72,38.165,39.41,2784,2520,2520,2520,2664,2688,2664,3624
23-Jan-2018 09:36:00,626,346,43.125,19.81,20.77,28.845,34.75,38.275,39.38,2784,2520,2520,2520,2688,2664,2652,3648
23-Jan-2018 09:37:00,626,351,41.875,19.78,20.8,28.75,34.72,38.255,39.44,2784,2520,2520,2520,2712,2688,2652,3624
23-Jan-2018 09:38:00,618.666666666667,347.333333333333,41.3333333333333,19.81,20.805,28.845,34.845,38.2,39.53,2784,2520,2520,2520,2676,2664,2664,3648
23-Jan-2018 09:39:00,626,350,42.5,19.845,20.79,28.845,34.845,38.065,39.47,2784,2520,2520,2520,2640,2736,2688,3648
23-Jan-2018 09:40:00,618,351,43.625,19.81,20.77,28.91,34.94,37.985,39.5,2784,2520,2520,2520,2664,2712,2724,3624
23-Jan-2018 09:41:00,628,347,42,19.845,20.78,28.845,35,37.885,39.5,2784,2520,2520,2520,2652,2640,2700,3648
23-Jan-2018 09:42:00,618.666666666667,348,40.3333333333333,19.845,20.78,29.065,35.125,37.73,39.44,2784,2520,2520,2520,2616,2664,2664,3624
23-Jan-2018 09:43:00,622,349,42.25,19.88,20.755,29.315,35.06,37.67,39.38,2784,2520,2520,2520,2664,2664,2676,4008
23-Jan-2018 09:44:00,622,347,43.125,19.845,20.725,29.5,35.06,37.565,39.28,2784,2544,2520,2520,2676,2712,2688,3624
23-Jan-2018 09:45:00,616,349,43.125,19.75,20.665,29.69,35.155,37.535,39.19,2784,2520,2520,2520,2652,2640,2688,3672
23-Jan-2018 09:46:00,622,346.666666666667,42.75,19.69,20.645,29.845,35.16,37.5,39.13,2784,2520,2520,2520,2652,2688,2688,3960
23-Jan-2018 09:47:00,624,348,43,19.69,20.63,30.125,35.28,37.52,39.095,2784,2520,2520,2520,2664,2688,2688,3960
23-Jan-2018 09:48:00,620,348,40.125,19.72,20.665,30.25,35.28,37.58,39.06,2784,2520,2520,2520,2688,2640,2664,3960
23-Jan-2018 09:49:00,622,350,43.125,19.75,20.68,30.25,35.315,37.685,38.94,2784,2520,2520,2520,2688,2688,2664,4056
23-Jan-2018 09:50:00,624,352,43.625,19.75,20.68,30.22,35.44,37.755,38.91,2784,2520,2520,2520,2676,2640,2664,3696
23-Jan-2018 09:51:00,617.333333333333,348,42.75,19.81,20.67,30.28,35.345,37.905,38.94,2784,2520,2520,2520,2652,2712,2640,4008
23-Jan-2018 09:52:00,620,348,41.875,19.78,20.695,30.19,35.41,38.005,38.94,2796,2520,2520,2520,2640,2664,2664,4008
23-Jan-2018 09:53:00,620,348,41.625,19.78,20.735,30.19,35.41,37.98,38.94,2808,2520,2520,2520,2640,2688,2676,3984
23-Jan-2018 09:54:00,624,347,41.625,19.88,20.765,30.31,35.44,37.99,38.91,2796,2520,2520,2520,2664,2664,2676,3984
23-Jan-2018 09:55:00,618,351,42.625,19.94,20.8,30.22,35.44,37.96,38.97,2784,2520,2520,2520,2676,2712,2676,3984
23-Jan-2018 09:56:00,622.666666666667,349.333333333333,42.125,19.94,20.82,30.125,35.5,37.94,38.97,2784,2520,2520,2544,2652,2688,2688,4008
23-Jan-2018 09:57:00,624,350,43.375,19.97,20.91,30,35.53,38.015,38.97,2784,2520,2520,2520,2652,2688,2760,4008
23-Jan-2018 09:58:00,616,346,43.375,20,20.93,29.94,35.69,38.11,39.095,2784,2520,2520,2520,2688,2688,2748,3984
23-Jan-2018 09:59:00,648,352,41.625,19.97,20.94,29.845,35.66,38.15,39.13,2808,2520,2520,2520,2712,2664,2700,3984
23-Jan-2018 10:00:00,620,349.333333333333,42.3333333333333,19.97,20.92,29.875,35.78,38.125,39.13,2820,2520,2520,2520,2688,2712,2700,4008
23-Jan-2018 10:01:00,618,348,42.125,20,20.93,29.94,35.69,38.18,39.19,2796,2520,2520,2544,2664,2664,2676,3984
23-Jan-2018 10:02:00,620,350,41,19.94,20.92,29.94,35.755,38.215,39.22,2784,2520,2520,2544,2664,2616,2664,3984
23-Jan-2018 10:03:00,616,345,43.125,19.97,20.91,30.03,35.78,38.26,39.22,2784,2520,2520,2520,2640,2640,2688,3984
23-Jan-2018 10:04:00,636,352,41.875,19.94,20.925,29.97,35.72,38.235,39.25,2784,2520,2520,2520,2652,2664,2688,3624
23-Jan-2018 10:05:00,620,346.666666666667,42.5,19.94,20.89,29.91,35.81,38.18,39.22,2784,2520,2520,2520,2664,2712,2688,3624
23-Jan-2018 10:06:00,624,349,42,19.94,20.895,29.845,35.78,38.125,39.25,2784,2520,2520,2520,2664,2688,2700,3648
23-Jan-2018 10:07:00,614,350,41.625,19.94,20.9,29.69,35.78,38.17,39.19,2784,2520,2520,2520,2676,2664,2676,3696
23-Jan-2018 10:08:00,620,349,42.25,19.88,20.895,29.72,35.845,38.17,39.22,2784,2520,2520,2520,2676,2688,2688,3696
23-Jan-2018 10:09:00,620,347.333333333333,42.75,19.88,20.9,29.75,35.75,38.165,39.19,2772,2520,2520,2520,2676,2616,2736,3840
23-Jan-2018 10:10:00,618,347,40.75,19.91,20.895,29.815,35.81,38.175,39.19,2760,2520,2520,2520,2664,2712,2784,4008
23-Jan-2018 10:11:00,618,348,42,19.94,20.905,29.845,35.815,38.195,39.19,2772,2520,2520,2520,2652,2712,2784,4032
23-Jan-2018 10:12:00,624,350,43.375,19.97,20.955,29.75,35.815,38.16,39.22,2772,2520,2520,2520,2652,2640,2772,3672
23-Jan-2018 10:13:00,622,347,43.375,20,20.98,29.69,35.72,38.215,39.25,2760,2520,2520,2520,2664,2664,2784,4032
23-Jan-2018 10:14:00,622.666666666667,349.333333333333,42.375,20,21.04,29.63,35.78,38.285,39.22,2760,2520,2520,2520,2676,2688,2784,4032
23-Jan-2018 10:15:00,618,348,42.375,20,21.045,29.69,35.81,38.32,39.22,2760,2520,2520,2520,2664,2640,2784,3984
23-Jan-2018 10:16:00,620,345,43.125,20.06,21.06,29.63,35.88,38.28,39.28,2772,2520,2520,2520,2640,2640,2784,3984
23-Jan-2018 10:17:00,624,351,40.75,20.06,21.095,29.53,35.91,38.245,39.31,2784,2520,2520,2520,2664,2640,2772,3984
23-Jan-2018 10:18:00,618.666666666667,348,42.8333333333333,20.06,21.13,29.375,36,38.245,39.31,2784,2520,2520,2520,2664,2712,2760,3960
23-Jan-2018 10:19:00,628,350,43,20.13,21.135,29.28,35.88,38.235,39.345,2784,2520,2520,2520,2628,2664,2760,3960
23-Jan-2018 10:20:00,616,348,43,20.16,21.135,29.19,35.97,38.27,39.345,2784,2520,2520,2520,2640,2664,2724,3960
23-Jan-2018 10:21:00,618,348,42.375,20.16,21.135,29.13,35.97,38.235,39.38,2784,2520,2520,2520,2676,2664,2676,3624
23-Jan-2018 10:22:00,621.333333333333,356,42.625,20.16,21.12,29.345,35.97,38.215,39.41,2784,2520,2520,2520,2676,2664,2712,4008
23-Jan-2018 10:23:00,624,347.333333333333,42,20.13,21.085,29.845,35.97,38.255,39.38,2784,2520,2520,2520,2664,2640,2688,3984
23-Jan-2018 10:24:00,630,347,43,20.19,21.065,30.375,35.94,38.26,39.44,2784,2520,2520,2520,2688,2664,2664,3672
23-Jan-2018 10:25:00,620,345,42.5,20.19,21.055,30.875,36,38.255,39.41,2784,2520,2520,2520,2676,2640,2700,4008
23-Jan-2018 10:26:00,624,350,41.875,20.16,21.035,31.28,35.91,38.27,39.41,2784,2520,2520,2520,2640,2640,2712,3648
23-Jan-2018 10:27:00,618.666666666667,349.333333333333,42.75,20.16,21.01,31.595,35.88,38.235,39.345,2784,2520,2520,2520,2652,2664,2700,3984
23-Jan-2018 10:28:00,620,349,43.75,20.13,21,31.78,35.875,38.205,39.31,2784,2520,2520,2520,2640,2688,2724,4008
23-Jan-2018 10:29:00,624,350,42.375,20.06,21.05,31.94,35.88,38.205,39.31,2784,2520,2520,2520,2640,2712,2784,4008
23-Jan-2018 10:30:00,620,348,42.875,20.13,21,32.06,35.91,38.25,39.31,2784,2520,2520,2520,2652,2640,2772,3984
23-Jan-2018 10:31:00,632,352,42,20.13,20.995,32.16,35.94,38.25,39.28,2784,2544,2520,2520,2676,2664,2760,3984
23-Jan-2018 10:32:00,617.333333333333,348,42.9166666666667,20.06,20.98,32.19,35.81,38.265,39.31,2784,2520,2520,2520,2688,2688,2772,3984
23-Jan-2018 10:33:00,618,350,41.625,20.13,20.99,32.22,35.94,38.235,39.25,2784,2520,2520,2520,2676,2664,2784,3648
23-Jan-2018 10:34:00,628,354,42.75,20.16,20.995,32.28,35.88,38.255,39.28,2784,2520,2520,2520,2688,2664,2772,4056
23-Jan-2018 10:35:00,624,350,43.375,20.28,21.075,32.345,35.94,38.265,39.31,2784,2520,2520,2520,2676,2688,2772,4056
23-Jan-2018 10:36:00,620,348,41.5,20.25,21.115,32.44,35.88,38.28,39.345,2784,2520,2520,2520,2652,2640,2796,4056
23-Jan-2018 10:37:00,622,347,42.375,20.25,21.15,32.44,35.94,38.3,39.31,2784,2520,2520,2520,2640,2736,2724,4056
23-Jan-2018 10:38:00,612,347,43,20.22,21.14,32.5,35.94,38.315,39.38,2784,2520,2520,2520,2652,2664,2700,4008
23-Jan-2018 10:39:00,624,352,43.375,20.25,21.17,32.5,35.91,38.28,39.38,2784,2520,2520,2520,2652,2664,2772,4008
23-Jan-2018 10:40:00,620,351,42.25,20.25,21.18,32.41,35.94,38.215,39.345,2796,2520,2520,2520,2628,2664,2736,3960
23-Jan-2018 10:41:00,620,347.333333333333,42.25,20.22,21.15,32.345,35.94,38.205,39.38,2808,2520,2520,2520,2628,2640,2700,3624
23-Jan-2018 10:42:00,622,351,42.75,20.28,21.13,32.345,36,38.205,39.345,2796,2544,2520,2520,2640,2664,2676,3696
23-Jan-2018 10:43:00,616,346,43,20.31,21.12,32.345,35.91,38.22,39.41,2796,2544,2520,2520,2664,2664,2652,3624
23-Jan-2018 10:44:00,628,352,42.75,20.28,21.18,32.31,35.91,38.31,39.345,2808,2544,2520,2520,2652,2688,2724,4008
23-Jan-2018 10:45:00,617.333333333333,350,41.4166666666667,20.25,21.17,32.44,36,38.36,39.41,2808,2544,2520,2520,2640,2688,2784,4008
23-Jan-2018 10:46:00,624,350,43.375,20.28,21.185,32.47,36,38.41,39.41,2796,2520,2520,2520,2688,2664,2760,4008
23-Jan-2018 10:47:00,624,347,42.25,20.315,21.27,32.565,36.03,38.415,39.41,2784,2520,2520,2520,2676,2664,2712,3936
23-Jan-2018 10:48:00,614,348,41,20.28,21.35,32.595,36.065,38.425,39.44,2784,2520,2520,2520,2664,2664,2688,3600
23-Jan-2018 10:49:00,632,350,42.125,20.28,21.32,32.535,36.095,38.48,39.47,2784,2520,2520,2520,2676,2688,2700,3624
23-Jan-2018 10:50:00,620,348,42.4166666666667,20.28,21.28,32.63,36.035,38.51,39.5,2784,2520,2520,2520,2652,2664,2712,3672
23-Jan-2018 10:51:00,616,348,41.75,20.25,21.3,32.56,36.125,38.505,39.47,2784,2520,2520,2520,2652,2664,2688,3984
23-Jan-2018 10:52:00,618,352,43,20.25,21.24,32.56,36.03,38.41,39.47,2772,2520,2520,2520,2676,2688,2700,3984
23-Jan-2018 10:53:00,624,350,42.875,20.19,21.275,32.5,36.095,38.36,39.44,2772,2520,2520,2520,2676,2664,2724,3960
23-Jan-2018 10:54:00,621.333333333333,346,42.25,20.19,21.255,32.53,36.065,38.34,39.41,2784,2520,2520,2520,2652,2664,2760,4008
23-Jan-2018 10:55:00,624,350,42.375,20.16,21.23,32.5,36,38.305,39.38,2784,2520,2520,2520,2628,2664,2796,4008
23-Jan-2018 10:56:00,614,348,42,20.13,21.185,32.41,36.065,38.31,39.38,2784,2520,2520,2520,2652,2688,2736,4008
23-Jan-2018 10:57:00,618,348,42.5,20.19,21.14,32.44,35.97,38.33,39.38,2784,2520,2520,2520,2676,2688,2724,4008
23-Jan-2018 10:58:00,620,348,40.75,20.16,21.135,32.47,36.06,38.24,39.31,2784,2520,2520,2520,2688,2640,2772,3600
23-Jan-2018 10:59:00,622.666666666667,348,41.8333333333333,20.19,21.17,32.5,36.095,38.28,39.345,2784,2520,2520,2520,2700,2664,2736,4032
23-Jan-2018 11:00:00,620,349,42.5,20.19,21.175,32.53,36.035,38.28,39.31,2784,2520,2520,2520,2676,2664,2736,4032
23-Jan-2018 11:01:00,618,348,42,20.19,21.16,32.53,36,38.315,39.345,2784,2520,2520,2520,2652,2664,2772,4008
23-Jan-2018 11:02:00,624,356,43,20.22,21.125,32.595,35.97,38.33,39.28,2784,2520,2520,2520,2664,2664,2760,4008
23-Jan-2018 11:03:00,617.333333333333,347.333333333333,42.8333333333333,20.31,21.105,32.69,36,38.36,39.38,2784,2520,2520,2520,2664,2664,2760,4008
23-Jan-2018 11:04:00,628,351,42.75,20.31,21.1,32.69,36.035,38.355,39.345,2784,2520,2520,2520,2664,2688,2760,4008
23-Jan-2018 11:05:00,618,345,44,20.31,21.115,32.72,36.065,38.305,39.38,2784,2520,2520,2520,2676,2640,2760,4008
23-Jan-2018 11:06:00,628,352,43,20.38,21.095,32.69,36.06,38.285,39.41,2784,2520,2520,2520,2688,2688,2772,3624
23-Jan-2018 11:07:00,621.333333333333,348,42.5,20.38,21.115,32.63,36.095,38.29,39.44,2784,2520,2520,2520,2688,2664,2772,4008
23-Jan-2018 11:08:00,620,349,42.6666666666667,20.28,21.15,32.66,36.06,38.43,39.44,2784,2520,2520,2520,2664,2640,2760,4008
23-Jan-2018 11:09:00,632,350,42,20.345,21.14,32.63,36.03,38.49,39.44,2784,2520,2520,2520,2676,2688,2784,4008
23-Jan-2018 11:10:00,616,347,43,20.31,21.125,32.69,36.065,38.465,39.44,2784,2520,2520,2520,2688,2688,2796,4032
23-Jan-2018 11:11:00,628,347,42.375,20.28,21.155,32.69,36.13,38.475,39.44,2784,2520,2520,2520,2688,2640,2784,4008
23-Jan-2018 11:12:00,622.666666666667,346.666666666667,43.3333333333333,20.28,21.165,32.72,36.095,38.43,39.5,2784,2520,2520,2520,2688,2688,2772,4008
23-Jan-2018 11:13:00,616,350,42.5,20.345,21.135,32.72,36.16,38.415,39.44,2784,2520,2520,2520,2664,2664,2772,4008
23-Jan-2018 11:14:00,622,349,43.875,20.345,21.165,32.75,36.13,38.42,39.47,2784,2520,2520,2520,2652,2664,2784,4008
23-Jan-2018 11:15:00,618,349,42.75,20.38,21.235,32.78,36.125,38.39,39.5,2784,2520,2520,2520,2652,2664,2772,4008
23-Jan-2018 11:16:00,620,348,43.125,20.345,21.285,32.72,36.22,38.395,39.47,2784,2520,2520,2520,2628,2712,2736,4008
23-Jan-2018 11:17:00,622,348,43.25,20.28,21.275,32.69,36.16,38.36,39.47,2784,2520,2520,2520,2640,2664,2688,3984
23-Jan-2018 11:18:00,624,348,42.875,20.31,21.225,32.72,36.06,38.39,39.44,2784,2520,2520,2520,2676,2640,2664,3600
23-Jan-2018 11:19:00,620,352,43.125,20.28,21.215,32.69,36.06,38.395,39.47,2784,2520,2520,2520,2676,2712,2676,4008
23-Jan-2018 11:20:00,622,351,40.875,20.31,21.205,32.66,36.095,38.405,39.47,2784,2520,2520,2520,2676,2664,2724,4008
23-Jan-2018 11:21:00,617.333333333333,348,43,20.31,21.19,32.63,36.065,38.47,39.47,2784,2520,2520,2520,2688,2616,2760,4008
23-Jan-2018 11:22:00,620,351,42.75,20.28,21.175,32.595,36.03,38.47,39.47,2784,2520,2520,2520,2664,2688,2760,4032
23-Jan-2018 11:23:00,616,347,43.25,20.25,21.125,32.595,36,38.35,39.5,2784,2520,2520,2520,2640,2664,2724,4032
23-Jan-2018 11:24:00,620,348,43.125,20.19,21.1,32.595,36.03,38.285,39.44,2784,2520,2520,2520,2640,2712,2736,4032
23-Jan-2018 11:25:00,616,350,42.375,20.19,21.055,32.595,36.065,38.265,39.38,2784,2520,2520,2520,2664,2640,2784,4032
23-Jan-2018 11:26:00,618.666666666667,347,42.6666666666667,20.19,21.095,32.63,36.065,38.31,39.41,2784,2520,2520,2520,2664,2664,2784,4032
23-Jan-2018 11:27:00,622,351,42.5,20.28,21.11,32.63,36,38.345,39.41,2784,2520,2520,2520,2664,2616,2772,4032
23-Jan-2018 11:28:00,616,347,42.75,20.28,21.145,32.66,36.03,38.38,39.44,2784,2520,2520,2520,2688,2664,2760,4032
23-Jan-2018 11:29:00,644,348,43.125,20.31,21.15,32.63,36.065,38.39,39.44,2784,2520,2520,2520,2688,2712,2760,4032
23-Jan-2018 11:30:00,621.333333333333,348.666666666667,42.125,20.375,21.145,32.63,36.065,38.41,39.44,2784,2520,2520,2520,2688,2664,2760,4032
23-Jan-2018 11:31:00,622,348,42.125,20.345,21.12,32.66,36.13,38.445,39.47,2784,2520,2520,2520,2676,2688,2760,4032
23-Jan-2018 11:32:00,618,348,42.75,20.41,21.145,32.72,36.095,38.465,39.53,2784,2520,2520,2520,2652,2664,2760,4032
23-Jan-2018 11:33:00,616,344,42.5,20.44,21.145,32.75,36.16,38.48,39.56,2784,2520,2520,2520,2640,2664,2760,4032
23-Jan-2018 11:34:00,626,348,42.625,20.41,21.19,32.75,36.19,38.58,39.56,2784,2520,2520,2520,2628,2664,2748,4032
23-Jan-2018 11:35:00,618.666666666667,348,41.8333333333333,20.38,21.135,32.75,36.16,38.615,39.56,2784,2520,2520,2520,2652,2664,2736,4032
23-Jan-2018 11:36:00,626,351,42,20.345,21.14,32.78,36.16,38.615,39.56,2784,2520,2520,2520,2688,2640,2748,4008
23-Jan-2018 11:37:00,616,348,42.375,20.38,21.165,32.845,36.19,38.595,39.63,2796,2520,2520,2544,2676,2640,2760,4008
23-Jan-2018 11:38:00,620,348,42.125,20.31,21.21,32.81,36.22,38.57,39.595,2808,2520,2520,2520,2652,2640,2772,4032
23-Jan-2018 11:39:00,621.333333333333,348,42.9166666666667,20.31,21.285,32.81,36.16,38.54,39.595,2808,2520,2520,2520,2652,2664,2748,4008
23-Jan-2018 11:40:00,620,350,42.875,20.25,21.265,32.845,36.19,38.5,39.56,2808,2520,2520,2520,2664,2640,2748,4008
23-Jan-2018 11:41:00,622,346,43,20.16,21.205,32.75,36.19,38.4,39.53,2808,2520,2520,2520,2664,2664,2724,4032
23-Jan-2018 11:42:00,622,351,41.75,20.16,21.175,32.75,36.13,38.395,39.5,2808,2520,2520,2520,2640,2640,2664,3984
23-Jan-2018 11:43:00,622,348,44,20.16,21.15,32.69,36.13,38.42,39.47,2796,2520,2520,2520,2616,2688,2736,3984
23-Jan-2018 11:44:00,621.333333333333,350.666666666667,42.125,20.19,21.1,32.75,36.03,38.41,39.47,2784,2520,2520,2520,2652,2664,2796,3984
23-Jan-2018 11:45:00,620,346,41.75,20.25,21.135,32.75,36.125,38.42,39.47,2784,2520,2520,2520,2664,2688,2772,3984
23-Jan-2018 11:46:00,618,346,43.25,20.25,21.16,32.75,36.03,38.43,39.44,2784,2520,2520,2520,2652,2664,2760,3984
23-Jan-2018 11:47:00,622,352,41.5,20.31,21.19,32.69,36.16,38.46,39.44,2784,2520,2520,2520,2676,2664,2760,3984
23-Jan-2018 11:48:00,618.666666666667,348.666666666667,43.0833333333333,20.41,21.21,32.69,36.125,38.43,39.44,2784,2520,2520,2520,2688,2664,2772,4056
23-Jan-2018 11:49:00,622,349,42.75,20.44,21.24,32.72,36.095,38.445,39.5,2784,2520,2520,2520,2688,2688,2772,4008
23-Jan-2018 11:50:00,612,349,44.5,20.47,21.235,32.72,36.13,38.57,39.5,2784,2520,2520,2520,2676,2664,2760,3984
23-Jan-2018 11:51:00,620,347,43,20.47,21.2,32.75,36.16,38.585,39.53,2784,2520,2520,2520,2664,2640,2760,3984
23-Jan-2018 11:52:00,640,350,41.5,20.5,21.18,32.75,36.19,38.58,39.595,2784,2520,2520,2520,2652,2640,2772,3984
23-Jan-2018 11:53:00,620,348,42.75,20.47,21.19,32.75,36.22,38.545,39.53,2784,2520,2520,2520,2676,2664,2772,4008
23-Jan-2018 11:54:00,630,350,43.625,20.44,21.155,32.78,36.22,38.565,39.53,2784,2520,2520,2520,2664,2640,2772,3984
23-Jan-2018 11:55:00,616,348,44.125,20.41,21.13,32.81,36.25,38.575,39.56,2784,2520,2520,2520,2676,2640,2772,3984
23-Jan-2018 11:56:00,624,348,42.75,20.38,21.125,32.78,36.19,38.565,39.56,2784,2520,2520,2520,2700,2688,2760,3984
23-Jan-2018 11:57:00,621.333333333333,348.666666666667,41.8333333333333,20.345,21.13,32.75,36.22,38.54,39.56,2784,2520,2520,2520,2700,2664,2772,3600
23-Jan-2018 11:58:00,620,349,42.75,20.315,21.175,32.72,36.25,38.52,39.53,2772,2520,2520,2520,2712,2688,2736,4008
23-Jan-2018 11:59:00,624,349,41.5,20.22,21.18,32.72,36.19,38.495,39.53,2772,2520,2520,2520,2676,2688,2724,3984
23-Jan-2018 12:00:00,616,350,42.625,20.25,21.12,32.72,36.13,38.465,39.53,2784,2520,2520,2520,2664,2712,2760,4008
23-Jan-2018 12:01:00,624,349,43.125,20.22,21.135,32.78,36.095,38.385,39.44,2784,2520,2520,2520,2652,2688,2760,3984
23-Jan-2018 12:02:00,614.666666666667,348,41.1666666666667,20.25,21.1,32.72,36.125,38.36,39.44,2784,2520,2520,2520,2652,2688,2760,4008
23-Jan-2018 12:03:00,622,347,42.875,20.25,21.135,32.69,36.095,38.415,39.47,2784,2520,2520,2520,2664,2664,2760,3936
23-Jan-2018 12:04:00,622,347,43.875,20.25,21.135,32.72,36.125,38.47,39.44,2784,2520,2520,2520,2664,2640,2760,4056
23-Jan-2018 12:05:00,624,356,43.375,20.31,21.14,32.75,36.16,38.505,39.44,2784,2520,2520,2520,2676,2640,2760,4056
23-Jan-2018 12:06:00,620,347,42.6666666666667,20.38,21.22,32.72,36.16,38.505,39.5,2784,2520,2520,2520,2676,2640,2760,4032
23-Jan-2018 12:07:00,622,348,43.5,20.38,21.24,32.72,36.16,38.47,39.5,2784,2520,2520,2520,2676,2664,2760,4032
23-Jan-2018 12:08:00,622,348,43.75,20.38,21.24,32.78,36.16,38.54,39.53,2772,2520,2520,2520,2664,2664,2760,4008
23-Jan-2018 12:09:00,616,346,41.375,20.41,21.225,32.81,36.19,38.58,39.5,2760,2520,2520,2520,2664,2688,2760,4008
