time,power_p02r11c01srv01,power_p02r11c01srv02,power_p02r11c01srv03,power_p02r11c02srv01,power_p02r11c02srv02,power_p02r11c02srv03,power_p02r11c03srv01,power_p02r11c03srv02,power_p02r11c03srv03,power_p02r11c04srv01,power_p02r11c04srv02,power_p02r11c04srv03,power_p02r11c05srv01,power_p02r11c05srv02,power_p02r11c05srv03,power_p02r11c06srv01,power_p02r11c06srv02,power_p02r11c06srv03,power_p02r11c07srv01,power_p02r11c07srv02,power_p02r11c07srv03,power_p02r11c08srv01,power_p02r11c08srv02,power_p02r11c08srv03,power_p02r11c09srv01,power_p02r11c09srv02,power_p02r11c09srv03,power_p02r11c10srv01,power_p02r11c10srv02,power_p02r11c10srv03
2019-10-01 08:01:00,49.0,42.6,40.400000000000006,60.0,39.0,60.0,58.2,60.0,60.0,59.2,57.8,54.6,57.0,62.9,60.0,51.193548387096776,53.7,60.0,54.0,60.0,56.2,60.0,45.0,57.6,58.2,43.2,46.7,46.44827586206897,53.9,52.5
2019-10-01 08:02:00,47.0,40.8,49.5,60.0,46.5,60.0,58.5,60.0,53.1,58.5,58.5,48.0,57.8,51.349999999999994,55.1,45.096774193548384,56.85,60.0,47.5,60.0,50.35,57.0,52.75,58.8,59.1,51.0,53.35,51.724137931034484,52.5,52.5
2019-10-01 08:03:00,45.0,39.0,58.599999999999994,60.0,54.0,60.0,58.8,60.0,46.2,57.8,59.2,41.4,58.6,39.8,50.2,39.0,60.0,60.0,41.0,60.0,44.5,54.0,60.5,60.0,60.0,58.8,60.0,57.0,51.1,52.5
2019-10-01 08:04:00,58.0,39.0,59.3,60.0,55.5,60.0,58.5,60.0,51.0,57.4,58.5,49.4,58.5,40.849999999999994,44.6,39.0,52.65,60.0,40.0,60.0,41.75,57.0,61.25,57.9,60.0,50.4,56.15,57.0,46.55,57.75
2019-10-01 08:05:00,71.0,39.0,60.0,60.0,57.0,60.0,58.2,60.0,55.8,57.0,57.8,57.4,58.4,41.9,39.0,39.0,45.3,60.0,39.0,60.0,39.0,60.0,62.0,55.8,60.0,42.0,52.3,57.0,42.0,63.0
2019-10-01 08:06:00,73.0,47.4,50.2,60.0,58.25,60.0,58.5,60.0,57.9,58.1,58.5,57.3,57.7,40.5,39.7,39.6,49.5,54.0,39.0,60.0,39.0,60.0,58.0,47.4,60.0,42.7,49.5,57.65,42.0,63.0
2019-10-01 08:07:00,75.0,55.8,40.400000000000006,60.0,59.5,60.0,58.8,60.0,60.0,59.2,59.2,57.2,57.0,39.1,40.4,40.2,53.7,48.0,39.0,60.0,39.0,60.0,54.0,39.0,60.0,43.4,46.7,58.3,42.0,63.0
2019-10-01 08:08:00,75.0,56.7,49.5,59.65,51.0,60.0,58.5,60.0,60.0,58.5,55.7,49.3,55.3448275862069,39.05,45.4,40.5,56.85,51.0,39.0,60.0,45.65,60.0,46.5,41.1,60.0,53.099999999999994,53.35,54.599999999999994,42.0,63.0
2019-10-01 08:09:00,75.0,57.6,58.599999999999994,59.3,42.5,60.0,58.2,60.0,60.0,57.8,52.2,41.4,53.689655172413794,39.0,50.4,40.8,60.0,54.0,39.0,60.0,52.3,60.0,39.0,43.2,60.0,62.8,60.0,50.9,42.0,63.0
2019-10-01 08:10:00,63.3,58.5,59.3,49.5,40.75,60.0,58.5,56.85,60.0,57.4,45.6,48.0,48.9448275862069,39.0,55.2,44.099999999999994,53.7,57.0,39.0,60.0,56.15,60.0,40.75,49.5,60.0,60.8,57.8,49.5,42.0,63.0
2019-10-01 08:11:00,51.599999999999994,59.4,60.0,39.7,39.0,60.0,58.8,53.7,60.0,57.0,39.0,54.6,44.2,39.0,60.0,47.4,47.4,60.0,39.0,60.0,60.0,60.0,42.5,55.8,60.0,58.8,55.6,48.1,42.0,63.0
2019-10-01 08:12:00,61.5,51.3,60.0,49.85,46.5,58.95,54.9,46.35,60.0,57.0,41.4,46.8,46.7,40.45,55.1,53.7,44.7,60.0,42.5,58.6,60.0,60.0,49.5,49.2,60.0,50.4,54.0,54.05,47.6,63.0
