time,power_1,power_10,power_11,power_2,power_3,power_4,power_5,power_6,power_7,power_8,power_9
01-Oct-2019 08:00:00,4827.3979,1983.8077181818182,2105.7879545454543,2518.427354545455,2062.1283999999996,2552.3061181818184,2171.038245454545,2136.1342,2491.581736363636,2068.812809090909,2437.8081272727272
01-Oct-2019 08:01:00,4634.9087,2044.4886545454544,2135.8925545454545,2496.078454545455,2010.0844636363638,2574.2146,2198.544618181818,2187.187481818182,2501.284309090909,2039.3863181818183,2568.146409090909
01-Oct-2019 08:02:00,4526.6826,2132.0803818181816,2097.966390909091,2494.7589181818184,2181.7749272727274,2569.986172727273,2158.9158363636366,2214.368609090909,2489.0207363636364,2084.144,2596.5359818181814
01-Oct-2019 08:03:00,4749.314,2118.498336363636,2088.0745545454547,2532.0076636363638,2035.4354181818182,2537.069309090909,2159.5906272727275,2123.431809090909,2529.243590909091,2064.9835727272725,2471.609045454545
01-Oct-2019 08:04:00,4729.4155,1998.4284272727273,2110.9675454545454,2559.780127272727,2006.2231090909092,2552.2678272727276,2153.040127272727,2146.557581818182,2596.3610727272726,2057.738590909091,2552.4100363636367
01-Oct-2019 08:05:00,4658.6787,1974.5822181818182,2104.525381818182,2628.037,2124.390918181818,2532.5797545454543,2158.8857272727273,2180.8500363636363,2580.8062363636363,2082.0474,2577.061309090909
01-Oct-2019 08:06:00,4697.0371,2025.0492454545454,2195.658227272727,2651.780909090909,2086.6242545454543,2548.3302999999996,2144.9837272727273,2073.1985818181815,2554.396381818182,2086.2660454545453,2552.8290818181817
01-Oct-2019 08:07:00,4743.1445,2072.3814636363636,2144.256127272727,2480.0251272727273,2058.3494,2502.542809090909,2169.2442636363635,2108.592072727273,2561.971809090909,2087.4929181818184,2506.0116000000003
01-Oct-2019 08:08:00,4718.5195,2094.6290545454544,2108.6549818181816,2415.1763,2071.4432454545454,2580.1246181818183,2176.9496272727274,2186.946681818182,2577.8898727272726,2020.5758272727273,2514.7045545454544
01-Oct-2019 08:09:00,4831.7119,2116.7382454545454,2086.8304454545455,2526.696781818182,2138.2621545454545,2526.8887727272727,2164.941427272727,2187.422290909091,2571.1553636363637,2035.6863363636364,2501.4669272727274
01-Oct-2019 08:10:00,4686.105,2120.596045454545,2118.9503999999997,2543.3888,2150.04437,2576.6719000000003,2149.293790909091,2173.2688147540985,2547.7026545454546,2071.9572272727273,2506.4951454545453
01-Oct-2019 08:11:00,4655.2578,2046.7339,2097.8665100000003,2480.98545,2059.47299,2573.28604,2151.23444,2182.6803885245904,2568.51976,2091.76276,2563.4154
01-Oct-2019 08:12:00,4832.2407,2069.56206,2069.2789199999997,2495.3612000000003,2099.79127,2504.7367,2171.6153,2192.091962295082,2569.23482,2101.19985,2584.2178400000003
01-Oct-2019 08:13:00,4672.4531,2133.98656,2156.51469,2558.00805,2062.5727699999998,2480.51018,2179.06326,2201.503536065574,2572.24649,2099.60989,2585.2596599999997
01-Oct-2019 08:14:00,4794.6689,2099.65762,2121.6938499999997,2543.5207499999997,2129.67192,2580.33736,2197.8303,2210.9151098360653,2579.13805,2109.81994,2566.20404
01-Oct-2019 08:15:00,4754.541,2094.3993,2146.7195699999997,2542.2154499999997,2137.2920545454544,2583.59794,2199.94766,2220.3266836065573,2536.06009,2160.35729,2542.4549199999997
01-Oct-2019 08:16:00,4762.5947,2141.9440999999997,2132.301609090909,2537.215954545454,2091.9527,2517.133327272727,2183.627327272727,2226.7742454545455,2589.2079272727274,2122.616109090909,2454.2691
01-Oct-2019 08:17:00,4647.0244,2104.6914545454547,2072.744945454546,2551.4678272727274,2031.0697545454545,2455.8520363636367,2165.8039727272726,2200.7387272727274,2568.6541636363636,2080.111272727273,2416.523990909091
01-Oct-2019 08:18:00,4779.4819,2000.6737,2095.8770727272727,2552.049790909091,2096.7807636363636,2482.948172727273,2156.956927272727,2129.636972727273,2540.7308545454543,2083.239027272727,2574.1542363636363
01-Oct-2019 08:19:00,4767.3657,2046.808909090909,2150.9196454545454,2535.1006,2079.9784,2488.765281818182,2123.161881818182,2161.0741363636366,2492.729636363636,2070.064545454545,2564.256718181818
01-Oct-2019 08:20:00,4770.978,2112.7920363636363,2138.6334363636365,2581.421672727273,2161.792127272727,2551.8427818181817,2218.8340000000003,2202.5883363636362,2466.0143727272725,2096.366681818182,2565.1578272727274
01-Oct-2019 08:21:00,4683.4551,2117.3808272727274,2186.708390909091,2562.0208636363636,2115.492390909091,2580.7172636363634,2242.9884818181818,2192.8610181818185,2440.6636636363637,2074.5433636363637,2504.375263636364
01-Oct-2019 08:22:00,4771.7461,2155.4525636363637,2141.4920818181818,2527.6983,2160.5749636363635,2590.2784363636365,2182.583109090909,2081.082490909091,2489.5971363636363,2029.6628818181819,2606.5816090909093
01-Oct-2019 08:23:00,4753.9209,2156.445627272727,2136.3651999999997,2590.2214909090912,2116.71257,2552.644145454545,2148.9556745454543,2091.3734,2540.0618545454545,2098.3954545454544,2498.1751363636363
01-Oct-2019 08:24:00,4826.8867,2107.39514,2127.3833,2604.3136000000004,2044.7243666666666,2570.8212200000003,2151.687256363636,2169.729947368421,2586.82139,2097.7279,2514.5171
01-Oct-2019 08:25:00,4771.9639,2055.8007,2119.6697,2533.7704,2076.00971,2586.0086666666666,2154.14568,2120.479010526316,2611.1287333333335,2100.461222222222,2666.821011111111
01-Oct-2019 08:26:00,4754.3994,2077.69018,2143.4034300000003,2507.8379999999997,2105.05287,2541.62602,2156.8772618181815,2094.13054,2530.55576,2041.20108,2618.4267800000002
01-Oct-2019 08:27:00,4798.8193,2133.84822,2201.0429799999997,2572.5753,2106.46799,2514.02804,2159.6088436363634,2169.0181399999997,2468.06245,2102.29576,2431.41198
