time,temperature_p02r02c01srv01_inlet,temperature_p02r02c01srv02_inlet,temperature_p02r02c01srv03_inlet,temperature_p02r02c02srv01_inlet,temperature_p02r02c02srv02_inlet,temperature_p02r02c02srv03_inlet,temperature_p02r02c03srv01_inlet,temperature_p02r02c03srv02_inlet,temperature_p02r02c03srv03_inlet,temperature_p02r02c04srv01_inlet,temperature_p02r02c04srv02_inlet,temperature_p02r02c04srv03_inlet,temperature_p02r02c05srv01_inlet,temperature_p02r02c05srv02_inlet,temperature_p02r02c05srv03_inlet,temperature_p02r02c06srv01_inlet,temperature_p02r02c06srv02_inlet,temperature_p02r02c06srv03_inlet,temperature_p02r02c07srv01_inlet,temperature_p02r02c07srv02_inlet,temperature_p02r02c07srv03_inlet,temperature_p02r02c08srv01_inlet,temperature_p02r02c08srv02_inlet,temperature_p02r02c08srv03_inlet,temperature_p02r02c09srv01_inlet,temperature_p02r02c09srv02_inlet,temperature_p02r02c09srv03_inlet,temperature_p02r02c10srv01_inlet,temperature_p02r02c10srv02_inlet,temperature_p02r02c10srv03_inlet
2019-10-01 08:00:00,23.0,23.0,23.0,20.0,22.0,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.0,25.0,25.0,24.0
2019-10-01 08:01:00,23.0,23.0,23.0,20.0,22.0,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.0,25.0,25.0,24.0
2019-10-01 08:02:00,23.0,23.0,23.0,20.0,22.0,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.0,25.0,25.0,24.0
2019-10-01 08:03:00,23.0,23.0,23.0,20.0,21.966666666666665,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.0,25.0,25.7,24.0
2019-10-01 08:04:00,23.0,23.0,23.0,20.0,21.8,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.0,25.0,25.866666666666667,24.0
2019-10-01 08:05:00,23.0,23.0,23.0,20.0,21.033333333333335,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.0,25.0,26.0,24.0
2019-10-01 08:06:00,23.0,23.0,23.0,20.0,21.2,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.0,25.0,26.0,24.0
2019-10-01 08:07:00,23.0,23.0,23.0,20.0,22.0,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.0,25.0,26.0,24.0
2019-10-01 08:08:00,23.0,23.0,23.0,20.0,22.0,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.0,25.0,26.0,24.0
2019-10-01 08:09:00,23.0,23.0,23.0,20.0,22.0,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.0,25.0,26.0,24.0
2019-10-01 08:10:00,23.0,23.0,23.0,20.0,22.0,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.0,25.0,26.0,24.0
2019-10-01 08:11:00,23.0,23.0,23.0,20.0,22.0,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.0,25.0,26.0,24.0
2019-10-01 08:12:00,23.0,23.0,23.0,20.0,22.0,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.0,25.0,26.0,24.0
2019-10-01 08:13:00,23.0,23.0,23.0,20.0,22.0,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.322580645161292,25.0,26.0,24.0
2019-10-01 08:14:00,23.0,23.0,23.0,20.0,22.0,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.483870967741936,25.0,26.0,24.0
2019-10-01 08:15:00,23.0,23.0,23.0,20.0,22.0,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.7,25.0,26.0,24.0
2019-10-01 08:16:00,23.0,23.0,23.0,20.0,22.0,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.533333333333335,25.0,26.0,24.0
2019-10-01 08:17:00,23.0,23.0,23.0,20.0,22.0,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.0,25.0,26.0,24.0
2019-10-01 08:18:00,23.0,23.0,23.0,20.0,22.0,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.0,25.0,26.0,24.0
2019-10-01 08:19:00,23.0,23.0,23.0,20.0,22.0,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.0,25.0,25.333333333333332,24.0
2019-10-01 08:20:00,23.0,23.0,23.0,20.0,22.0,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.0,25.0,25.166666666666668,24.0
2019-10-01 08:21:00,23.0,23.0,23.0,20.0,22.0,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.0,25.0,25.0,24.0
2019-10-01 08:22:00,23.0,23.0,23.0,20.0,22.0,22.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,25.0,25.0,24.0,25.0,25.0,24.0
