time,temperature_p02r09c01srv01_inlet,temperature_p02r09c01srv02_inlet,temperature_p02r09c01srv03_inlet,temperature_p02r09c02srv01_inlet,temperature_p02r09c02srv02_inlet,temperature_p02r09c02srv03_inlet,temperature_p02r09c03srv01_inlet,temperature_p02r09c03srv02_inlet,temperature_p02r09c03srv03_inlet,temperature_p02r09c04srv01_inlet,temperature_p02r09c04srv02_inlet,temperature_p02r09c04srv03_inlet,temperature_p02r09c05srv01_inlet,temperature_p02r09c05srv02_inlet,temperature_p02r09c05srv03_inlet,temperature_p02r09c06srv01_inlet,temperature_p02r09c06srv02_inlet,temperature_p02r09c06srv03_inlet,temperature_p02r09c07srv01_inlet,temperature_p02r09c07srv02_inlet,temperature_p02r09c07srv03_inlet,temperature_p02r09c08srv01_inlet,temperature_p02r09c08srv02_inlet,temperature_p02r09c08srv03_inlet,temperature_p02r09c09srv01_inlet,temperature_p02r09c09srv02_inlet,temperature_p02r09c09srv03_inlet,temperature_p02r09c10srv01_inlet,temperature_p02r09c10srv02_inlet,temperature_p02r09c10srv03_inlet
01-Oct-2019 08:01:00,21.0,21.0,21.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,17.0,18.0,17.0,17.0,19.0,18.8,18.0,19.0,18.928571428571427,19.0,18.0,19.0,20.0,19.0,21.0,23.0,23.0,22.0,23.0,24.0
01-Oct-2019 08:02:00,21.0,21.0,21.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,17.0,18.0,17.0,17.0,19.0,18.4,18.0,19.0,18.464285714285715,19.0,18.0,19.0,20.0,19.0,21.0,22.7,23.0,22.0,23.0,24.0
01-Oct-2019 08:03:00,21.0,21.0,21.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,17.0,18.0,17.0,17.0,19.0,18.0,18.0,19.0,18.0,19.0,18.0,19.0,20.0,19.0,21.0,22.4,23.0,22.0,23.0,24.0
01-Oct-2019 08:04:00,21.0,21.0,21.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,17.0,18.0,17.0,17.0,19.0,18.1,18.0,18.8,18.0,19.0,18.0,19.0,20.0,19.0,21.0,22.5,23.0,22.0,23.0,24.0
01-Oct-2019 08:05:00,21.0,21.0,21.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,17.0,18.0,17.0,17.0,19.0,18.2,18.0,18.6,18.0,19.0,18.0,19.0,20.0,19.0,21.0,22.6,23.0,22.0,23.0,24.0
01-Oct-2019 08:06:00,21.0,21.0,21.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,17.0,18.0,17.0,17.0,19.0,18.6,18.0,18.5,18.0,19.0,18.0,19.0,20.0,19.03333333333333,21.0,22.5,23.0,22.0,23.0,24.0
01-Oct-2019 08:07:00,21.0,21.0,21.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,17.0,18.0,17.0,17.0,19.0,19.0,18.0,18.4,18.0,19.0,18.0,19.0,20.0,19.066666666666666,21.0,22.4,23.0,22.0,23.0,24.0
01-Oct-2019 08:08:00,21.0,21.0,21.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,17.0,18.0,17.0,17.0,19.0,19.0,18.0,18.7,18.066666666666666,19.0,18.0,19.0,20.0,19.53333333333333,21.0,22.5,23.0,22.0,23.0,24.0
01-Oct-2019 08:09:00,21.0,21.0,21.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,17.0,18.0,17.0,17.0,19.0,19.0,18.0,19.0,18.133333333333333,19.0,18.0,19.0,20.0,20.0,21.0,22.6,23.0,22.0,23.0,24.0
01-Oct-2019 08:10:00,21.0,21.0,21.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,17.0,18.0,17.0,17.0,19.0,19.0,18.0,18.8,18.5,19.0,18.0,19.0,20.0,20.0,21.0,22.8,23.0,22.0,23.0,24.0
