time,power_p02r10c01srv01,power_p02r10c01srv02,power_p02r10c01srv03,power_p02r10c02srv01,power_p02r10c02srv02,power_p02r10c02srv03,power_p02r10c03srv01,power_p02r10c03srv02,power_p02r10c03srv03,power_p02r10c04srv01,power_p02r10c04srv02,power_p02r10c04srv03,power_p02r10c05srv01,power_p02r10c05srv02,power_p02r10c05srv03,power_p02r10c06srv01,power_p02r10c06srv02,power_p02r10c06srv03,power_p02r10c07srv01,power_p02r10c07srv02,power_p02r10c07srv03,power_p02r10c08srv01,power_p02r10c08srv02,power_p02r10c08srv03,power_p02r10c09srv01,power_p02r10c09srv02,power_p02r10c09srv03,power_p02r10c10srv01,power_p02r10c10srv02,power_p02r10c10srv03
2019-10-01 08:00:00,75.0,72.0,44.6,72.8,72.0,45.0,51.6,42.0,74.5,74.6,45.0,75.0,75.0,53.5,64.0,72.0,48.0,75.0,72.0,56.0,45.0,67.0,75.0,45.0,74.9,72.29032258064517,72.0,51.0,70.2,75.0
2019-10-01 08:01:00,75.0,72.0,44.6,72.8,77.6,45.0,51.6,42.0,74.5,74.6,45.0,75.0,75.0,53.5,64.0,72.0,48.0,75.0,72.0,56.0,45.0,67.0,75.0,45.0,74.9,72.29032258064517,72.0,51.0,70.2,75.0
2019-10-01 08:02:00,75.0,72.0,45.0,72.6,78.0,45.0,53.4,43.0,74.3,74.8,45.0,75.0,75.0,52.5,62.0,72.0,48.0,75.0,72.0,58.0,47.0,65.0,75.0,45.0,74.7,72.48387096774194,72.0,50.6,71.4,75.0
2019-10-01 08:03:00,75.0,72.0,54.5,74.2,75.2,63.0,75.0,71.0,71.0,46.4,55.8,75.0,75.0,65.1,60.6,49.5,46.4,75.0,73.0,75.0,75.0,53.0,75.0,45.0,72.1,73.0,72.0,46.5,72.0,75.0
2019-10-01 08:04:00,75.0,72.0,55.5,74.4,75.0,65.0,75.0,71.0,70.6,44.199999999999996,57.6,75.0,75.0,66.9,62.4,47.7,46.2,75.0,73.2,75.0,75.0,55.0,75.0,45.0,72.3,71.0,72.0,46.3,72.0,75.0
2019-10-01 08:05:00,75.0,72.0,66.9,53.0,72.2,75.0,75.0,43.0,62.5,71.58620689655173,61.2,75.0,52.0,75.0,75.0,67.5,64.2,57.0,64.65517241379311,75.0,75.0,67.8,75.0,52.0,74.1,45.8,72.0,45.0,72.0,75.6
2019-10-01 08:06:00,75.0,72.0,67.5,51.0,72.0,75.0,75.0,42.0,61.1,73.86206896551724,59.4,75.0,50.0,75.0,75.0,69.3,66.6,55.2,62.58620689655172,75.0,73.0,66.0,75.0,54.0,72.3,46.6,72.0,45.0,72.0,75.8
2019-10-01 08:07:00,75.0,50.4,73.3,67.0,72.0,75.0,75.0,42.0,49.5,72.3,55.8,75.0,68.0,75.0,75.0,49.5,61.8,46.0,54.9,75.0,45.0,47.2,75.0,68.0,48.9,56.2,72.0,60.0,72.0,77.4
2019-10-01 08:08:00,75.0,48.599999999999994,73.5,69.0,72.0,75.0,75.0,42.1,51.3,72.1,57.6,75.0,70.0,75.0,75.0,47.7,59.400000000000006,45.8,56.7,75.0,47.0,47.0,75.0,66.0,50.7,55.4,72.0,62.0,72.0,77.2
2019-10-01 08:09:00,75.0,66.6,75.0,53.0,77.6,75.0,75.4,44.9,73.0,72.0,72.0,54.0,52.0,76.9,75.0,67.5,62.6,47.0,72.0,69.0,75.0,53.0,75.0,45.0,75.0,47.0,72.0,60.0,72.0,75.0
2019-10-01 08:10:00,75.0,68.4,75.0,51.0,78.0,75.0,75.6,45.0,73.4,72.0,72.0,52.0,50.0,77.1,75.0,69.3,64.8,47.2,72.0,67.8,75.0,55.0,75.0,45.0,75.0,49.0,72.0,58.0,72.0,75.0
2019-10-01 08:11:00,66.0,72.0,73.7,45.0,72.4,57.0,77.6,45.0,77.0,72.0,72.0,66.0,68.0,76.1,69.4,54.5,70.0,46.0,62.1,53.0,75.0,75.0,75.0,52.0,75.0,74.8,72.0,48.0,72.0,75.0
2019-10-01 08:12:00,64.0,72.0,73.5,45.0,72.0,55.0,77.4,45.9,76.6,72.0,72.0,68.0,70.0,75.9,68.6,53.1,69.0,45.8,60.3,52.2,75.0,75.0,75.0,54.0,75.0,74.6,72.0,48.4,72.0,75.0
2019-10-01 08:13:00,54.0,74.4,61.6,47.12903225806451,72.0,64.8,75.0,71.1,72.0,72.0,73.2,75.0,75.0,76.9,68.6,68.5,69.4,67.22222222222223,54.9,45.0,75.0,67.0,72.3,68.0,74.0,72.0,72.0,63.0,72.0,75.6
2019-10-01 08:14:00,56.0,74.6,60.0,47.32258064516129,72.0,67.0,75.0,72.0,72.0,72.0,73.4,75.0,75.0,77.1,69.4,69.9,70.2,69.44444444444444,56.7,45.0,73.2,65.0,70.5,66.0,72.0,72.0,72.0,64.6,72.0,75.8
2019-10-01 08:15:00,75.0,53.4,59.7,45.9,46.8,76.2,75.0,72.0,72.0,47.7,75.0,75.0,53.0,59.0,61.0,72.0,60.6,77.3,72.0,45.0,48.0,50.6,50.61290322580645,52.0,45.9,72.0,72.0,75.0,72.0,77.4
2019-10-01 08:16:00,75.0,51.599999999999994,61.5,45.7,45.0,76.0,75.0,72.2,72.0,45.9,75.0,75.0,51.0,57.0,59.0,72.0,58.8,77.5,72.0,45.0,47.8,52.0,52.354838709677416,54.0,47.7,72.0,72.0,75.0,72.0,77.2
2019-10-01 08:17:00,75.9,67.2,75.0,45.0,73.0,56.37931034482759,71.4,77.8,68.0,69.3,75.0,75.0,67.0,64.54838709677419,59.0,54.5,46.4,75.7,69.87096774193549,55.3448275862069,45.0,66.8,75.0,75.0,72.0,72.0,72.0,75.0,72.0,75.0
2019-10-01 08:18:00,76.1,68.8,75.0,45.0,75.0,54.310344827586206,69.6,77.4,66.4,71.1,75.0,75.0,69.0,66.29032258064515,61.0,53.1,46.2,75.5,69.48387096774194,57.41379310344828,47.0,67.0,75.0,75.0,72.0,72.0,72.0,75.0,72.0,75.0
2019-10-01 08:19:00,77.1,72.0,63.3,63.900000000000006,72.2,45.0,51.6,60.6,52.13793103448276,72.0,63.0,71.0,75.0,75.0,75.0,68.5,45.0,79.6,68.0,75.0,75.0,69.8,75.0,75.0,72.0,69.3,57.193548387096776,75.0,72.0,75.0
2019-10-01 08:20:00,76.9,72.0,61.5,65.7,72.0,45.0,53.4,59.5,53.793103448275865,72.0,61.0,70.6,75.0,75.0,75.0,69.9,45.0,80.0,68.4,75.0,75.0,70.0,75.0,75.0,72.0,67.5,55.45161290322581,75.0,72.0,75.0
2019-10-01 08:21:00,75.0,50.4,59.7,72.0,77.6,45.0,75.0,45.5,72.0,72.0,58.2,73.44444444444444,55.83870967741936,75.0,75.0,72.0,45.0,76.54838709677419,73.0,64.0,75.0,72.0,75.0,74.3,72.1,47.4,59.4,76.5,48.599999999999994,75.0
2019-10-01 08:22:00,75.0,48.599999999999994,61.5,72.0,78.0,45.0,75.0,45.9,72.0,72.0,60.400000000000006,73.88888888888889,54.096774193548384,75.0,75.0,72.0,45.0,76.16129032258064,73.2,62.0,75.0,72.0,75.0,74.1,72.3,49.0,61.2,76.7,46.8,75.0
2019-10-01 08:23:00,75.0,66.6,73.7,74.0,78.0,64.0,75.0,71.1,70.8,74.7,75.6,75.0,66.9,76.7,75.0,72.0,46.8,55.2,74.0,56.0,75.0,72.8,75.0,65.7,74.9,69.3,72.0,76.5,42.4,75.0
2019-10-01 08:24:00,75.0,68.4,73.5,74.2,78.0,66.0,75.0,72.0,70.4,74.9,75.2,75.0,68.7,76.9,75.0,72.0,47.0,53.4,73.8,58.0,73.0,73.0,75.0,63.9,74.7,69.5,72.0,76.3,42.2,75.0
2019-10-01 08:25:00,75.0,67.2,59.89655172413793,75.0,75.2,56.0,71.4,72.0,67.2,75.0,72.0,75.0,75.0,76.35483870967742,61.45161290322581,49.5,48.0,67.16129032258064,64.0,75.0,45.0,75.0,73.0,52.0,72.09677419354838,72.3,56.57142857142857,75.0,42.0,75.0
2019-10-01 08:26:00,75.0,66.8,58.03448275862069,75.0,75.0,54.0,69.6,72.0,67.6,75.0,72.0,75.0,75.0,76.16129032258064,59.516129032258064,47.7,48.0,68.90322580645162,62.4,75.0,47.06896551724138,75.0,71.0,54.0,72.29032258064517,72.5,54.64285714285714,75.0,42.0,75.0
2019-10-01 08:27:00,75.0,70.8,45.0,75.0,47.0,64.0,47.6,72.0,66.7741935483871,72.3,61.2,53.0,75.0,75.0,58.0,67.5,48.0,56.099999999999994,56.0,75.0,75.0,75.0,47.0,75.0,75.0,74.7,45.0,75.0,68.0,75.0
2019-10-01 08:28:00,75.0,71.2,45.0,75.0,45.0,66.0,47.4,72.0,65.03225806451613,72.1,59.4,51.0,75.0,75.0,60.0,69.3,48.0,54.3,57.6,75.0,75.0,75.0,49.0,75.0,75.0,74.5,45.0,75.0,70.0,75.0
2019-10-01 08:29:00,66.9,50.4,45.0,75.0,45.0,75.0,49.0,72.0,49.5,47.7,45.0,67.0,55.0,75.0,71.1,72.0,48.0,66.9,72.0,75.0,75.0,67.0,75.0,68.0,75.0,69.0,61.2,75.0,51.2,75.0
2019-10-01 08:30:00,65.1,48.599999999999994,45.0,75.0,45.0,75.0,51.0,72.0,51.3,45.9,45.0,69.0,53.0,75.0,70.5,72.0,48.0,68.7,72.0,75.0,75.0,65.0,75.0,66.0,75.0,67.0,63.0,75.0,49.599999999999994,75.0
2019-10-01 08:31:00,48.0,45.0,46.354838709677416,75.0,70.2,56.0,71.0,72.0,67.5,42.3,45.0,75.0,65.0,75.0,72.72413793103448,49.5,48.0,56.099999999999994,62.0,64.0,74.1,45.0,73.2,52.0,75.0,45.0,55.8,60.0,45.4,70.8
2019-10-01 08:32:00,48.0,45.0,46.54838709677419,75.0,72.0,54.0,69.0,72.0,65.7,42.1,45.0,75.0,67.0,75.0,73.75862068965517,47.7,48.0,54.3,60.0,62.0,72.3,45.0,71.4,54.0,75.0,47.0,54.0,58.0,45.2,69.4
2019-10-01 08:33:00,56.1,66.6,46.7,75.0,72.0,64.0,49.0,72.0,50.0,42.0,55.8,75.0,75.0,75.0,78.2,67.5,48.0,45.9,52.0,57.1,48.87096774193548,54.6,49.8,68.0,75.0,72.0,61.2,60.0,68.4,52.8
2019-10-01 08:34:00,57.9,68.4,46.5,75.0,72.0,66.0,51.0,72.1,52.0,42.0,57.6,75.0,75.0,75.0,77.8,69.3,48.0,45.7,54.0,59.3,50.61290322580645,57.0,51.6,66.0,72.93103448275862,72.0,63.0,62.0,70.2,52.4
2019-10-01 08:35:00,75.0,50.4,45.0,75.0,46.8,75.0,71.0,74.9,74.5,69.0,61.2,64.0,75.0,59.0,75.0,49.5,46.3,45.0,72.0,73.6,75.0,79.4,75.0,52.0,46.0,69.6,72.0,60.0,72.0,47.4
2019-10-01 08:36:00,75.0,48.599999999999994,45.0,75.0,45.0,75.0,69.0,74.9,74.3,71.0,59.4,63.0,75.0,57.0,75.0,47.7,46.1,45.0,72.0,72.8,73.2,79.0,75.0,54.0,48.0,68.0,72.0,58.0,72.0,47.2
2019-10-01 08:37:00,75.0,66.6,45.0,72.7,45.0,75.0,45.0,72.1,72.0,45.0,45.0,49.0,55.0,61.0,75.0,45.0,46.7,66.0,72.0,70.4,48.0,67.8,73.2,75.0,75.0,50.4,72.0,46.5,48.599999999999994,51.0
2019-10-01 08:38:00,75.0,68.4,45.0,72.5,45.0,75.0,45.0,72.1,72.0,43.0,45.0,48.0,53.0,63.0,75.0,45.0,46.9,68.0,72.0,71.2,49.8,66.0,71.4,75.0,75.0,52.0,72.0,46.7,46.8,53.0
2019-10-01 08:39:00,66.9,72.0,43.7,74.3,61.8,71.2,47.4,74.9,70.5,44.7,45.0,67.0,65.0,75.0,75.0,45.0,48.0,77.1,72.0,76.9,75.0,54.4,49.8,75.0,74.9,72.0,73.8,61.5,42.4,69.0
2019-10-01 08:40:00,65.1,72.0,43.5,74.5,63.0,70.8,48.6,73.9,69.9,44.9,45.0,69.0,67.0,75.0,75.0,45.0,48.0,77.3,72.0,76.7,75.0,56.0,51.6,75.0,74.7,72.0,74.0,63.3,42.2,67.0
2019-10-01 08:41:00,56.1,50.4,43.3,54.3,46.2,53.8,64.6,43.099999999999994,60.0,69.3,45.0,75.0,75.0,76.6,61.0,67.5,46.3,57.0,69.0,73.9,75.0,72.8,75.0,68.7,72.1,72.0,73.2,76.5,68.0,45.0
2019-10-01 08:42:00,57.9,48.599999999999994,43.5,52.5,45.0,52.2,65.4,43.0,58.8,71.1,45.0,75.0,75.0,76.8,59.0,69.3,46.1,55.0,68.4,73.7,75.0,73.0,75.0,66.9,72.3,72.0,73.0,76.7,70.0,45.0
2019-10-01 08:43:00,75.0,66.6,45.0,68.7,45.0,45.0,75.0,71.0,49.5,72.0,45.0,68.4,79.0,73.2,45.0,72.0,46.7,66.9,57.0,62.1,75.0,74.2,75.0,47.3,74.9,72.0,73.8,75.0,72.0,45.0
2019-10-01 08:44:00,75.0,68.4,45.0,70.5,45.0,45.0,75.0,71.1,51.3,72.0,45.0,67.8,79.4,72.6,45.0,72.0,46.9,68.7,55.8,60.3,75.0,74.0,75.0,47.1,74.7,72.0,74.0,74.6,72.0,45.0
2019-10-01 08:45:00,66.0,50.4,45.0,72.7,73.0,45.0,75.0,45.9,69.0,72.0,45.0,72.6,77.0,72.2,53.4,72.0,63.3,75.0,54.0,46.1,75.0,64.8,73.2,52.0,71.1,72.0,60.6,73.5,48.599999999999994,45.0
2019-10-01 08:46:00,64.0,48.599999999999994,45.0,72.5,75.0,45.0,75.0,45.9,67.8,72.0,45.0,73.2,76.6,72.6,54.6,72.0,65.1,75.0,55.8,46.3,75.0,63.0,71.4,54.0,69.3,72.0,59.0,73.7,46.8,45.0
2019-10-01 08:47:00,45.9,66.6,45.0,72.0,72.2,64.0,75.0,71.1,57.0,72.0,55.8,75.0,75.0,59.0,68.6,72.0,75.0,56.099999999999994,72.0,46.9,75.0,53.8,49.8,75.0,45.5,72.3,47.4,75.0,68.4,45.0
2019-10-01 08:48:00,46.1,68.4,45.0,72.0,72.0,66.0,75.0,71.0,58.2,72.0,57.6,75.0,75.0,57.0,69.4,72.0,75.0,54.3,72.0,46.7,75.0,56.0,51.6,75.0,46.5,72.5,47.0,75.0,70.2,45.0
2019-10-01 08:49:00,48.0,50.4,56.7,72.0,46.8,75.0,75.0,43.0,72.5,72.0,72.0,55.83870967741936,75.0,62.6,75.0,62.0,75.0,68.3225806451613,72.0,48.3,75.0,76.4,75.0,75.0,60.5,74.7,61.2,75.0,72.0,45.0
2019-10-01 08:50:00,48.0,48.599999999999994,58.5,72.0,45.0,75.0,75.0,42.1,72.7,72.0,72.0,54.096774193548384,75.0,64.8,75.0,61.2,75.0,70.25806451612902,72.0,48.9,75.0,76.0,75.0,75.0,61.5,74.5,63.0,75.0,72.0,45.0
2019-10-01 08:51:00,48.0,45.0,72.0,63.2,70.2,75.0,75.0,44.9,74.5,48.599999999999994,61.2,66.9,52.0,68.4,75.0,70.0,69.9,76.0,72.0,61.7,75.0,72.8,73.0,75.0,75.0,72.0,72.0,75.0,72.0,51.0
2019-10-01 08:52:00,48.0,45.0,72.0,62.4,72.0,75.0,75.0,45.9,74.3,46.8,59.4,68.7,50.0,67.2,75.0,70.8,69.3,75.8,72.0,63.1,75.0,73.0,71.0,75.0,75.0,72.0,72.0,75.0,72.0,53.0
2019-10-01 08:53:00,122.7,66.6,60.3,71.0,72.0,57.9,71.0,71.1,72.0,68.4,45.0,75.0,45.0,58.4,61.0,72.0,54.1,75.0,72.0,75.0,75.0,75.0,47.0,75.0,75.0,72.0,55.8,75.0,72.0,75.0
2019-10-01 08:54:00,139.3,68.4,58.5,72.0,72.0,56.099999999999994,69.0,72.0,72.0,70.2,45.0,75.0,45.0,58.2,59.0,72.0,52.7,75.0,72.0,75.0,73.0,75.0,49.0,75.0,75.0,72.0,54.0,75.0,72.0,75.0
2019-10-01 08:55:00,301.5,72.0,45.0,75.0,49.599999999999994,65.1,45.4,72.0,72.0,72.0,55.8,75.0,45.0,50.6,45.0,72.0,46.7,57.0,72.0,75.0,45.0,75.0,75.0,75.0,74.1,72.0,61.2,60.0,72.0,75.0
2019-10-01 08:56:00,302.5,72.0,45.0,75.0,48.0,66.9,45.6,71.1,72.0,72.0,57.6,75.0,45.0,49.8,45.0,72.0,46.9,55.2,72.0,75.0,47.0,75.0,75.0,75.0,72.3,72.0,63.0,58.0,72.0,75.0
2019-10-01 08:57:00,312.9,64.8,50.2,75.0,70.4,56.0,51.6,45.9,72.5,72.0,61.2,75.0,45.0,46.6,59.0,72.0,48.0,66.0,73.03448275862068,75.0,75.0,67.8,73.5,68.0,47.9,70.2,55.8,60.0,72.0,69.0
2019-10-01 08:58:00,313.1,64.2,51.0,75.0,72.0,54.0,53.4,53.1,72.7,72.0,59.4,75.0,45.0,46.8,61.0,72.0,48.0,67.8,73.24137931034483,75.0,75.2,66.0,72.5,66.0,47.7,68.4,54.0,62.0,72.0,67.0
2019-10-01 08:59:00,315.0,243.0,164.9,251.0,270.79999999999995,210.29999999999998,104.6,279.9,109.0,263.7,137.4,224.1,240.5,182.4,182.8,267.0,187.39999999999998,215.0,157.5,147.0,78.0,115.2,84.0,102.39999999999999,53.2,62.0,185.4,184.5,259.20000000000005,94.19999999999999
2019-10-01 09:00:00,315.0,258.0,181.5,267.0,285.0,227.7,119.4,288.1,122.6,277.9,152.8,238.29999999999998,257.5,199.20000000000002,198.2,282.6,203.79999999999998,229.0,172.5,161.4,92.8,132.0,100.0,118.8,69.6,79.0,201.0,199.1,273.6,110.6
