time,temperature_p02r07c01srv01_outlet,temperature_p02r07c01srv02_outlet,temperature_p02r07c01srv03_outlet,temperature_p02r07c02srv01_outlet,temperature_p02r07c02srv02_outlet,temperature_p02r07c02srv03_outlet,temperature_p02r07c03srv01_outlet,temperature_p02r07c03srv02_outlet,temperature_p02r07c03srv03_outlet,temperature_p02r07c04srv01_outlet,temperature_p02r07c04srv02_outlet,temperature_p02r07c04srv03_outlet,temperature_p02r07c05srv01_outlet,temperature_p02r07c05srv02_outlet,temperature_p02r07c05srv03_outlet,temperature_p02r07c06srv01_outlet,temperature_p02r07c06srv02_outlet,temperature_p02r07c06srv03_outlet,temperature_p02r07c07srv01_outlet,temperature_p02r07c07srv02_outlet,temperature_p02r07c07srv03_outlet,temperature_p02r07c08srv01_outlet,temperature_p02r07c08srv02_outlet,temperature_p02r07c08srv03_outlet,temperature_p02r07c09srv01_outlet,temperature_p02r07c09srv02_outlet,temperature_p02r07c09srv03_outlet,temperature_p02r07c10srv01_outlet,temperature_p02r07c10srv02_outlet,temperature_p02r07c10srv03_outlet
2019-10-01 08:00:00,30.0,29.0,30.0,29.0,29.0,28.6,28.0,27.0,27.0,30.0,29.0,28.0,29.0,29.0,29.0,31.0,31.0,32.0,31.0,30.0,29.0,32.0,31.0,30.0,34.0,34.0,33.0,34.0,33.0,33.0
2019-10-01 08:01:00,30.0,29.0,30.0,29.0,29.0,28.6,28.0,27.0,27.0,30.0,29.0,28.0,29.0,29.0,29.0,31.0,31.0,32.0,31.0,30.0,29.0,32.0,31.0,30.0,34.0,34.0,33.0,34.0,33.0,33.0
2019-10-01 08:02:00,30.0,29.0,30.0,29.0,29.0,28.866666666666667,28.0,27.0,27.0,30.0,29.0,28.0,29.0,29.0,29.0,31.0,31.0,32.0,31.0,30.0,29.0,32.0,31.0,30.0,34.0,34.0,33.0,34.0,33.0,33.0
2019-10-01 08:03:00,30.0,29.0,30.0,29.0,29.0,29.0,28.0,27.0,27.0,30.0,29.0,28.0,29.0,29.0,29.0,31.0,31.0,32.0,31.0,30.0,29.0,32.0,31.0,30.0,34.0,34.0,33.0,34.0,33.0,33.0
2019-10-01 08:04:00,30.0,29.0,30.0,29.066666666666666,29.0,29.0,28.0,27.0,27.0,30.0,29.0,28.0,29.0,29.0,29.0,31.0,31.0,32.0,31.0,30.0,29.0,32.0,31.0,30.0,34.0,34.0,33.0,34.0,33.0,33.0
2019-10-01 08:05:00,30.0,29.0,30.0,29.8,29.0,29.0,28.0,27.0,27.0,30.0,29.0,28.0,29.0,29.0,29.0,31.0,31.0,32.0,31.0,30.0,29.0,32.0,31.0,30.0,34.0,34.0,33.0,34.0,33.0,33.0
2019-10-01 08:06:00,30.0,29.0,30.0,30.0,29.0,29.0,28.0,27.0,27.0,30.0,29.0,28.0,29.0,29.0,29.0,31.0,31.0,32.0,31.0,30.0,29.0,32.0,31.0,30.0,34.0,34.0,33.0,34.0,33.0,33.0
2019-10-01 08:07:00,30.0,29.0,30.0,30.0,28.466666666666665,29.0,28.0,27.0,27.0,30.0,29.0,28.0,29.0,29.0,29.0,31.0,31.0,32.0,31.0,30.0,29.433333333333334,32.0,31.0,30.0,34.0,34.0,33.0,34.0,33.0,33.0
2019-10-01 08:08:00,30.0,29.0,30.0,30.0,28.2,29.0,28.166666666666668,27.0,27.0,30.0,29.0,28.0,29.0,29.0,29.0,31.0,31.0,32.0,31.0,30.0,29.7,32.0,31.0,30.0,34.0,34.0,33.0,34.0,33.0,33.0
2019-10-01 08:09:00,30.0,29.0,30.0,30.0,28.0,28.4,28.9,27.0,27.0,30.0,29.0,28.0,29.0,29.0,29.0,31.0,31.0,32.0,31.0,30.0,30.0,32.0,31.0,30.0,34.0,34.0,33.0,34.0,33.0,32.6
