time,temperature_p02r12c01srv01_outlet,temperature_p02r12c01srv02_outlet,temperature_p02r12c01srv03_outlet,temperature_p02r12c02srv01_outlet,temperature_p02r12c02srv02_outlet,temperature_p02r12c02srv03_outlet,temperature_p02r12c03srv01_outlet,temperature_p02r12c03srv02_outlet,temperature_p02r12c03srv03_outlet,temperature_p02r12c04srv01_outlet,temperature_p02r12c04srv02_outlet,temperature_p02r12c04srv03_outlet,temperature_p02r12c05srv01_outlet,temperature_p02r12c05srv02_outlet,temperature_p02r12c05srv03_outlet,temperature_p02r12c06srv01_outlet,temperature_p02r12c06srv02_outlet,temperature_p02r12c06srv03_outlet,temperature_p02r12c07srv01_outlet,temperature_p02r12c07srv02_outlet,temperature_p02r12c07srv03_outlet,temperature_p02r12c08srv01_outlet,temperature_p02r12c08srv02_outlet,temperature_p02r12c08srv03_outlet,temperature_p02r12c09srv01_outlet,temperature_p02r12c09srv02_outlet,temperature_p02r12c09srv03_outlet,temperature_p02r12c10srv01_outlet,temperature_p02r12c10srv02_outlet,temperature_p02r12c10srv03_outlet
01-Oct-2019 08:01:00,27.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,25.0,25.0,25.6,26.0,25.0,26.0,26.0,26.0,25.0,26.0,26.0,26.0,28.0,29.0,29.0,29.0,29.0,30.0
01-Oct-2019 08:02:00,27.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.233333333333334,26.0,25.0,25.0,25.8,26.0,25.0,26.0,26.0,26.0,25.0,26.0,26.0,26.0,28.0,29.0,29.0,28.85,29.0,30.0
01-Oct-2019 08:03:00,27.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.466666666666665,26.0,25.0,25.0,26.0,26.0,25.0,26.0,26.0,26.0,25.0,26.0,26.0,26.0,28.0,29.0,29.0,28.7,29.0,30.0
01-Oct-2019 08:04:00,27.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.5,26.0,25.0,25.0,25.7,26.0,25.0,26.0,26.0,26.0,25.0,26.0,26.0,26.0,28.0,29.0,29.0,28.35,29.0,30.0
01-Oct-2019 08:05:00,27.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.533333333333335,26.0,25.0,25.0,25.4,26.0,25.0,26.0,26.0,26.0,25.0,26.0,26.0,26.0,28.0,29.0,29.0,28.0,29.0,30.0
01-Oct-2019 08:06:00,27.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.266666666666666,26.0,25.0,25.0,25.2,26.0,25.0,26.0,26.0,26.0,25.0,26.0,26.0,26.0,28.0,28.566666666666666,29.0,28.0,29.0,30.0
01-Oct-2019 08:07:00,27.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,25.0,26.0,26.0,26.0,25.0,26.0,26.0,26.0,28.0,28.133333333333333,29.0,28.0,29.0,30.0
01-Oct-2019 08:08:00,27.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,25.316666666666666,26.0,26.0,25.71666666666667,25.0,26.0,26.0,26.0,28.0,28.5,29.0,28.0,29.0,30.0
01-Oct-2019 08:09:00,27.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,25.633333333333333,26.0,26.0,25.433333333333334,25.0,26.0,26.0,26.0,28.0,28.866666666666667,29.0,28.0,29.0,30.0
01-Oct-2019 08:10:00,27.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,25.0,25.0,25.3,26.0,25.816666666666666,26.0,26.0,25.21666666666667,25.0,26.0,26.0,26.0,28.0,28.933333333333334,29.0,28.15,29.0,30.0
