time,P02HDZ01_out_T,P02HDZ01_out_Q,P02HDZ01_in_T,P02HDZ01_in_Q,P02HDZ03_out_T,P02HDZ03_out_Q,P02HDZ03_in_T,P02HDZ03_in_Q,P02HDZ04_out_T,P02HDZ04_out_Q,P02HDZ04_in_T,P02HDZ04_in_Q,P02HDZ02_out_T,P02HDZ02_out_Q,P02HDZ02_in_T,P02HDZ02_in_Q,sensors_racks_04_to_06_in_b_T,sensors_racks_04_to_06_in_b_Q,sensors_racks_04_to_06_in_m_T,sensors_racks_04_to_06_in_m_Q,sensors_racks_04_to_06_in_t_T,sensors_racks_04_to_06_in_t_Q,sensors_racks_10_to_12_in_b_T,sensors_racks_10_to_12_in_b_Q,sensors_racks_10_to_12_in_m_T,sensors_racks_10_to_12_in_m_Q,sensors_racks_10_to_12_in_t_T,sensors_racks_10_to_12_in_t_Q,sensors_racks_01_to_03_in_b_T,sensors_racks_01_to_03_in_b_Q,sensors_racks_01_to_03_in_m_T,sensors_racks_01_to_03_in_m_Q,sensors_racks_01_to_03_in_t_T,sensors_racks_01_to_03_in_t_Q,sensors_racks_07_to_09_out_b_T,sensors_racks_07_to_09_out_b_Q,sensors_racks_07_to_09_out_m_T,sensors_racks_07_to_09_out_m_Q,sensors_racks_07_to_09_out_t_T,sensors_racks_07_to_09_out_t_Q,sensors_racks_07_to_09_in_b_T,sensors_racks_07_to_09_in_b_Q,sensors_racks_07_to_09_in_m_T,sensors_racks_07_to_09_in_m_Q,sensors_racks_07_to_09_in_t_T,sensors_racks_07_to_09_in_t_Q,sensors_racks_04_to_06_out_b_T,sensors_racks_04_to_06_out_b_Q,sensors_racks_04_to_06_out_m_T,sensors_racks_04_to_06_out_m_Q,sensors_racks_04_to_06_out_t_T,sensors_racks_04_to_06_out_t_Q,sensors_racks_10_to_12_out_b_T,sensors_racks_10_to_12_out_b_Q,sensors_racks_10_to_12_out_m_T,sensors_racks_10_to_12_out_m_Q,sensors_racks_10_to_12_out_t_T,sensors_racks_10_to_12_out_t_Q,sensors_racks_01_to_03_out_b_T,sensors_racks_01_to_03_out_b_Q,sensors_racks_01_to_03_out_m_T,sensors_racks_01_to_03_out_m_Q,sensors_racks_01_to_03_out_t_T,sensors_racks_01_to_03_out_t_Q
01-Oct-2019 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-Oct-2019 09:01:00,17.2091,0.763727,20.3406,0.749448,17.1622,0.704884,20.7387,0.695344,17.7963,0.885855,19.7343,0.783611,17.3282,0.770771,20.1417,0.789449,17.3084,0.0228554,17.9616,0.0224257,21.5454,0.00602841,17.3346,0.0254685,17.5747,0.0274307,20.26,0.0112846,16.8766,0.0232313,17.3884,0.0225962,21.0728,0.00665369,21.231,0.0216924,17.9407,0.0140258,24.3426,0.0279708,17.3131,0.0226375,18.2066,0.023584,22.2476,0.00185452,21.6519,0.0215779,19.8724,0.0154248,22.5632,0.0157019,22.3943,0.0288248,19.5335,0.0260094,22.2171,0.0138276,22.5153,0.0261038,20.7378,0.0220558,24.3486,0.0145501
01-Oct-2019 09:02:00,17.214,0.740848,20.9083,0.74166,17.1404,0.730365,21.1611,0.718244,17.7933,0.887384,20.1205,0.789691,17.3114,0.779575,20.6689,0.802656,16.8953,0.0227867,17.8173,0.0227381,22.9519,0.00703517,17.2549,0.0253602,17.4611,0.026897,20.9342,0.00842994,16.7689,0.0230727,17.2782,0.0227458,21.732,0.00814797,20.9536,0.0218491,17.7219,0.0144559,25.1802,0.0278567,17.1422,0.0229907,18.3145,0.0235462,23.514,0.00945688,21.1506,0.0218963,19.5906,0.0159005,23.7663,0.0166722,22.3193,0.0290775,19.4567,0.0264137,22.4418,0.0136813,22.3893,0.0262215,20.6873,0.0224241,25.0011,0.0152459
01-Oct-2019 09:03:00,17.2106,0.75176,20.8728,0.746542,17.1519,0.705601,21.3123,0.699537,17.781,0.900579,20.1325,0.802099,17.3174,0.765978,20.8239,0.790584,16.9219,0.0226343,17.9702,0.0229583,22.706,0.00759761,17.231,0.0253592,17.482,0.0272997,20.5009,0.00984721,16.7624,0.023124,17.3248,0.0229974,21.6065,0.00966585,21.5818,0.0220418,18.1889,0.0142182,25.2583,0.0283128,17.1779,0.0229757,18.4124,0.0236504,24.1298,0.00779969,20.7029,0.021783,19.8047,0.0157215,23.9552,0.01783,22.1832,0.0290376,19.6341,0.026425,22.225,0.0136381,22.0608,0.0261215,21.1256,0.0223895,25.019,0.014754
01-Oct-2019 09:04:00,17.2187,0.736159,20.8911,0.737728,17.1619,0.683879,21.4354,0.69037,17.8821,0.905601,20.1126,0.804222,17.3118,0.775335,20.7184,0.794624,16.9005,0.0226763,17.7544,0.0225747,22.6022,0.00755124,17.3321,0.0254161,17.6275,0.0272096,20.6866,0.011726,16.7767,0.0230616,17.4001,0.0226568,21.7255,0.00811623,22.0749,0.0220301,18.9956,0.0137459,24.9614,0.0281061,17.1964,0.0227388,18.9227,0.0238907,23.6767,0.00595092,20.7171,0.0217083,19.6363,0.0158273,24.0997,0.0148666,22.1287,0.0291337,19.8505,0.0262435,22.3543,0.0138576,20.5881,0.0260254,20.5911,0.0225474,24.4967,0.0158318
01-Oct-2019 09:05:00,17.2068,0.756875,20.8265,0.750904,17.1436,0.714208,21.2522,0.700579,17.8917,0.892716,20.1626,0.796762,17.3163,0.773668,20.6423,0.791512,16.8929,0.0227304,17.9288,0.0226967,22.6962,0.00723952,17.3453,0.0254252,17.5671,0.0272977,20.725,0.0115819,16.7609,0.0231446,17.602,0.0232309,21.2767,0.0124241,21.9111,0.0221942,18.3703,0.0140822,25.3011,0.0283785,17.162,0.0229833,17.9463,0.0233788,23.7804,0.00758615,21.1331,0.0217569,19.7946,0.0156508,23.9015,0.0160927,22.156,0.0291212,19.2662,0.026226,22.6843,0.0139098,20.6125,0.0260542,20.4616,0.0225099,24.1201,0.0143102
01-Oct-2019 09:06:00,17.2033,0.759507,20.8519,0.758021,17.1585,0.679529,21.4738,0.684323,17.886,0.90372,20.1028,0.80071,17.3167,0.773615,20.5792,0.797064,16.8501,0.0227591,17.967,0.0228277,22.6549,0.00700588,17.3565,0.0254358,17.573,0.0271321,20.9128,0.0115085,16.7526,0.0231719,17.2797,0.0230147,21.6074,0.00958476,21.6559,0.0221654,18.6941,0.0138465,25.1999,0.0285025,17.2121,0.0228583,18.7076,0.0235843,24.272,0.00663637,20.8336,0.021786,19.8328,0.0159012,24.0299,0.0172565,22.2318,0.0291782,18.9434,0.0264945,22.7708,0.0143268,21.0531,0.026193,20.8187,0.0224269,24.7672,0.0161152
01-Oct-2019 09:07:00,17.2108,0.740219,20.9178,0.742136,17.1613,0.687412,21.3957,0.689739,17.8831,0.9199,20.0317,0.812683,17.3175,0.776751,20.6551,0.79903,16.9427,0.0228155,17.7527,0.0227513,22.6604,0.00799226,17.3522,0.0253986,17.5757,0.0272828,20.8275,0.0135984,16.7658,0.0231152,17.4534,0.02286,21.7446,0.00864729,21.9512,0.0221216,18.2719,0.0139877,25.0882,0.0282524,17.1843,0.0229268,18.5183,0.023664,23.9358,0.00561823,20.3047,0.0218071,20.0357,0.0156868,23.5092,0.0150997,22.8827,0.0290891,19.1973,0.0263933,22.6484,0.0136417,20.8517,0.0260532,21.3861,0.0224041,24.9323,0.0161693
01-Oct-2019 09:08:00,17.2074,0.749964,20.8787,0.749858,17.1697,0.661471,21.4565,0.66809,17.8825,0.904108,20.0606,0.801452,17.3119,0.780167,20.7303,0.799841,16.8971,0.022706,17.8953,0.0229695,22.6841,0.00815516,17.3302,0.0254321,17.6614,0.0274933,20.5194,0.0136346,16.7658,0.023154,17.3202,0.0229648,21.7183,0.0100514,22.0763,0.0222676,18.2746,0.0140342,25.2676,0.0292431,17.1886,0.0228365,18.9293,0.0241941,24.0647,0.00721242,19.7076,0.0215837,20.6216,0.0154835,23.8153,0.0152122,23.6356,0.0292491,19.5833,0.0263707,22.5321,0.0136743,20.5869,0.0260461,21.3291,0.0223849,24.7805,0.0152968
01-Oct-2019 09:09:00,17.2115,0.738997,20.9471,0.74242,17.1551,0.689587,21.2732,0.687423,17.8936,0.892227,20.08,0.794584,17.3136,0.77987,20.8069,0.799666,16.9491,0.0226671,18.0563,0.0229275,22.5003,0.0077384,17.3641,0.0253626,17.6257,0.0270625,20.7693,0.010795,16.7606,0.0230712,17.5552,0.0229743,21.7031,0.00840939,22.4132,0.0221512,17.9678,0.0138094,25.0536,0.0287891,17.1808,0.0228545,18.5908,0.0236398,23.9414,0.00731122,19.7365,0.0217125,20.7697,0.0155126,23.8609,0.0154945,23.653,0.0292351,19.7735,0.0263862,22.5892,0.0139622,20.988,0.0260691,21.4796,0.0223448,24.5409,0.0148322
