time,temperature_p02r06c01srv01_inlet,temperature_p02r06c01srv02_inlet,temperature_p02r06c01srv03_inlet,temperature_p02r06c02srv01_inlet,temperature_p02r06c02srv02_inlet,temperature_p02r06c02srv03_inlet,temperature_p02r06c03srv01_inlet,temperature_p02r06c03srv02_inlet,temperature_p02r06c03srv03_inlet,temperature_p02r06c04srv01_inlet,temperature_p02r06c04srv02_inlet,temperature_p02r06c04srv03_inlet,temperature_p02r06c05srv01_inlet,temperature_p02r06c05srv02_inlet,temperature_p02r06c05srv03_inlet,temperature_p02r06c06srv01_inlet,temperature_p02r06c06srv02_inlet,temperature_p02r06c06srv03_inlet,temperature_p02r06c07srv01_inlet,temperature_p02r06c07srv02_inlet,temperature_p02r06c07srv03_inlet,temperature_p02r06c08srv01_inlet,temperature_p02r06c08srv02_inlet,temperature_p02r06c08srv03_inlet,temperature_p02r06c09srv01_inlet,temperature_p02r06c09srv02_inlet,temperature_p02r06c09srv03_inlet,temperature_p02r06c10srv01_inlet,temperature_p02r06c10srv02_inlet,temperature_p02r06c10srv03_inlet
01-Oct-2019 08:00:00,20.0,20.0,21.0,19.0,19.0,20.0,18.0,18.0,19.0,18.0,17.0,19.0,19.0,18.0,19.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.566666666666666,22.0,22.0,23.0,22.0,22.0,23.0
01-Oct-2019 08:01:00,20.0,20.0,21.0,19.0,19.0,20.0,18.0,18.0,19.0,18.0,17.0,19.0,19.0,18.0,19.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.566666666666666,22.0,22.0,23.0,22.0,22.0,23.0
01-Oct-2019 08:02:00,20.0,20.0,21.0,19.0,19.0,20.0,18.0,18.0,19.0,18.0,17.0,19.0,19.0,18.0,19.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.633333333333333,22.0,22.0,23.0,22.0,22.0,23.0
01-Oct-2019 08:03:00,20.0,20.333333333333332,21.0,19.0,19.0,20.0,18.0,18.0,19.0,18.0,17.0,19.0,19.0,18.0,19.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,21.6,22.0,23.0,22.0,22.0,23.433333333333334
01-Oct-2019 08:04:00,20.0,20.4,21.0,19.0,19.0,20.0,18.0,18.0,19.0,18.0,17.0,19.0,19.0,18.0,19.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,21.533333333333335,22.0,23.0,22.0,22.0,23.5
01-Oct-2019 08:05:00,20.0,21.0,21.0,19.0,19.0,20.0,18.0,18.0,19.0,18.0,17.0,19.0,18.966666666666665,18.0,19.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,21.4,22.0,23.0,22.0,22.0,24.0
01-Oct-2019 08:06:00,20.0,21.0,21.0,19.0,19.0,20.0,18.0,18.0,19.0,18.0,17.0,19.0,18.9,18.0,19.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,21.466666666666665,22.0,23.0,22.0,22.0,24.0
01-Oct-2019 08:07:00,20.0,20.7,21.0,19.0,19.0,20.0,18.0,18.0,19.0,18.0,17.0,19.0,18.033333333333335,18.0,19.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,23.0,22.0,22.0,23.566666666666666
01-Oct-2019 08:08:00,20.0,20.633333333333333,21.0,19.0,19.0,20.0,18.0,18.0,19.0,18.0,17.0,19.0,18.1,18.0,19.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,23.0,22.0,22.0,23.5
01-Oct-2019 08:09:00,20.0,20.0,21.0,19.0,19.0,20.0,18.0,18.0,19.0,18.0,17.0,19.0,19.0,18.0,19.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,23.0,22.0,22.0,23.0
01-Oct-2019 08:10:00,20.0,20.0,21.0,19.0,19.0,20.0,18.0,18.0,19.0,18.0,17.0,19.0,19.0,18.0,19.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,23.0,22.0,22.0,23.0
01-Oct-2019 08:11:00,20.0,20.3,21.0,19.0,19.0,20.0,18.0,18.0,19.0,18.0,17.0,19.0,18.966666666666665,18.0,19.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,23.0,22.0,22.0,23.433333333333334
01-Oct-2019 08:12:00,20.0,20.366666666666667,21.0,19.0,19.0,20.0,18.0,18.0,19.0,18.0,17.0,19.0,18.9,18.0,19.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,23.0,22.0,22.0,23.5
01-Oct-2019 08:13:00,20.0,21.0,21.0,19.0,19.0,20.0,18.0,18.0,19.0,18.0,17.0,19.0,18.0,18.0,19.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,21.6,22.0,23.0,22.0,22.0,24.0
01-Oct-2019 08:14:00,20.0,21.0,21.0,19.0,19.0,20.0,18.0,18.0,19.0,18.0,17.0,19.0,18.0,18.0,19.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,21.533333333333335,22.0,23.0,22.0,22.0,24.0
01-Oct-2019 08:15:00,20.0,21.0,21.0,19.0,19.0,20.0,18.0,18.0,19.0,18.0,17.0,19.0,18.0,18.0,19.0,22.0,21.0,21.0,20.9,21.0,21.0,20.333333333333332,21.0,21.433333333333334,21.0,22.0,23.0,22.0,22.0,23.566666666666666
01-Oct-2019 08:16:00,20.0,21.0,21.0,19.0,19.0,20.0,18.0,18.0,19.0,18.0,17.0,19.0,18.0,18.0,19.0,22.0,21.0,21.0,20.833333333333332,21.0,21.0,20.266666666666666,21.0,21.366666666666667,21.0,22.0,23.0,22.0,22.0,23.5
