time,power_cooling,power_fans,temperature_discharge_,temperature_return_air_1,temperature_return_air_2,temperature_room_,signal_percent_fans,dT,mass_flow
23-Jan-2018 09:00:00,8.4,250,NaN,28.3666666666667,27.6,22.95,33.75,NaN,NaN
23-Jan-2018 09:01:00,8.7,250,NaN,28.7,27.9,22.95,33.75,NaN,NaN
23-Jan-2018 09:02:00,9.46666666666667,250,NaN,29.15,28.4,22.95,35.3333333333333,NaN,NaN
23-Jan-2018 09:03:00,9.93333333333333,250,18.6,29.45,28.8,22.95,35.9,10.525,0.943784639746635
23-Jan-2018 09:04:00,10.175,250,18.7,29.75,29.0333333333333,22.95,35.9666666666667,10.6916666666667,0.951675759937646
23-Jan-2018 09:05:00,10.3,250,18.7,30.15,29.0666666666667,22.95,36.08,10.9083333333333,0.944232238349885
23-Jan-2018 09:06:00,10.4,250,18.7,30.45,29.2,22.95,36.05,11.125,0.934831460674157
23-Jan-2018 09:07:00,10.725,250,18.8,30.7,29.35,22.95,36.6166666666667,11.225,0.955456570155902
23-Jan-2018 09:08:00,11.15,400,18.9,30.95,29.5,22.95,37.6,11.325,0.984547461368653
23-Jan-2018 09:09:00,11.275,400,19,31.1,29.6,22.95,38.1666666666667,11.35,0.993392070484581
23-Jan-2018 09:10:00,11.26,400,19.1,31.25,29.7333333333333,22.95,37.96,11.3916666666667,0.988441843452817
23-Jan-2018 09:11:00,11.3,400,19.1,31.25,29.85,22.95,38,11.45,0.986899563318777
23-Jan-2018 09:12:00,11.35,400,19.1,31.45,30,22.95,37.5,11.625,0.976344086021505
23-Jan-2018 09:13:00,11.56,400,19.1,31.6,30.1,22.95,37.85,11.75,0.983829787234043
23-Jan-2018 09:14:00,11.6,400,19.1,31.7,30.2,22.95,37.95,11.85,0.978902953586498
23-Jan-2018 09:15:00,11.85,400,19.1666666666667,31.8,30.3,22.95,38.25,11.8833333333333,0.997194950911641
23-Jan-2018 09:16:00,11.84,400,19.1666666666667,31.9,30.3,22.95,38.06,11.9333333333333,0.992178770949721
23-Jan-2018 09:17:00,11.7333333333333,400,19.1666666666667,32,30.4,22.95,37.5,12.0333333333333,0.975069252077562
23-Jan-2018 09:18:00,12.0333333333333,400,19.1666666666667,32,30.4,22.95,38.7,12.0333333333333,1
23-Jan-2018 09:19:00,12.2,400,19.1666666666667,32.1,30.45,22.95,38.65,12.1083333333333,1.00757054370268
23-Jan-2018 09:20:00,11.9333333333333,400,19.1666666666667,32.15,30.5,22.9333333333333,37.9666666666667,12.1583333333333,0.981494174091843
23-Jan-2018 09:21:00,11.6333333333333,333.333333333333,19.1666666666667,32.15,30.5,22.9333333333333,37.05,12.1583333333333,0.956819739547635
23-Jan-2018 09:22:00,11.7,350,19.1666666666667,32.15,30.5,22.9333333333333,37.15,12.1583333333333,0.962302947224126
23-Jan-2018 09:23:00,11.7166666666667,360,19.1,32.05,30.35,22.9666666666667,37.26,12.1,0.96831955922865
23-Jan-2018 09:24:00,11.925,360,19.1,32.2,30.35,22.95,37.9,12.175,0.979466119096509
23-Jan-2018 09:25:00,12,360,19.1,32.15,30.45,22.95,37.7,12.2,0.983606557377049
23-Jan-2018 09:26:00,11.85,350,19.1,32.1,30.5,22.95,37.25,12.2,0.971311475409836
23-Jan-2018 09:27:00,12.1,350,19.1,32.2333333333333,30.55,22.95,37.65,12.2916666666667,0.984406779661017
23-Jan-2018 09:28:00,12.1,350,19.1,32.25,30.55,22.95,37.75,12.3,0.983739837398374
23-Jan-2018 09:29:00,12.1,350,19.1,32.3,30.6,22.95,37.6,12.35,0.979757085020243
23-Jan-2018 09:30:00,12.05,350,19.1666666666667,32.3,30.5333333333333,22.95,37.5,12.25,0.983673469387755
23-Jan-2018 09:31:00,11.98,350,19.1666666666667,32.4,30.6,22.95,37.2,12.3333333333333,0.971351351351352
23-Jan-2018 09:32:00,11.9,350,19.1666666666667,32.3,30.6,22.95,37.15,12.2833333333333,0.968792401628223
23-Jan-2018 09:33:00,12.2,350,19.1666666666667,32.35,30.6,22.95,38,12.3083333333333,0.991198375084631
23-Jan-2018 09:34:00,12.3,350,19.3,32.4,30.65,22.95,38.225,12.225,1.00613496932515
23-Jan-2018 09:35:00,12.1,350,19.25,32.4,30.65,22.95,37.85,12.275,0.985743380855397
23-Jan-2018 09:36:00,12.3,350,19.25,32.35,30.6666666666667,22.95,38.4,12.2583333333333,1.00339904826649
23-Jan-2018 09:37:00,12.15,350,19.25,32.35,30.65,22.95,38.0666666666667,12.25,0.991836734693878
23-Jan-2018 09:38:00,12.05,350,19.25,32.35,30.65,22.95,37.4,12.25,0.983673469387755
23-Jan-2018 09:39:00,12.1,350,19.25,32.35,30.65,22.9,37.6666666666667,12.25,0.987755102040817
23-Jan-2018 09:40:00,12.1,350,19.25,32.3,30.65,23,37.6666666666667,12.225,0.989775051124745
23-Jan-2018 09:41:00,11.7,300,19.2333333333333,32.25,30.65,22.9,36.65,12.2166666666667,0.957708049113233
23-Jan-2018 09:42:00,11.6333333333333,300,19.2333333333333,32.4,30.65,22.9,36,12.2916666666667,0.946440677966102
23-Jan-2018 09:43:00,12,300,19.1,32.5,30.8,22.9666666666667,36.7,12.55,0.956175298804781
23-Jan-2018 09:44:00,12.4666666666667,400,19.1,32.6,30.75,22.9666666666667,38.02,12.575,0.991385023194168
23-Jan-2018 09:45:00,12.575,400,19.1,32.6,30.75,22.9666666666667,38.25,12.575,1
23-Jan-2018 09:46:00,12.525,400,19.1,32.6,30.7333333333333,22.9666666666667,38.1,12.5666666666667,0.996684350132626
23-Jan-2018 09:47:00,12.3,400,19,32.55,30.7666666666667,22.9,37.25,12.6583333333333,0.971691902567479
23-Jan-2018 09:48:00,11.9666666666667,300,19.05,32.4666666666667,30.7,22.9,36.075,12.5333333333333,0.954787234042553
23-Jan-2018 09:49:00,11.75,300,19.05,32.4666666666667,30.7,22.9,35.7166666666667,12.5333333333333,0.9375
23-Jan-2018 09:50:00,11.85,300,19.05,32.6,30.8,22.9,35.5142857142857,12.65,0.936758893280632
23-Jan-2018 09:51:00,12.2,300,18.95,32.6,30.8,22.9666666666667,36.3,12.75,0.956862745098039
23-Jan-2018 09:52:00,12.36,300,18.95,32.6,30.9,22.9666666666667,36.95,12.8,0.965625
