time,realpower_l1,realpower_l2,realpower_l3,front_temperature_temp_bottom,front_temperature_temp_middle,front_temperature_temp_top,rear_temperature_temp_bottom,rear_temperature_temp_middle,rear_temperature_temp_top,speed_rpm_server_fan_avg_srv05,speed_rpm_server_fan_avg_srv06,speed_rpm_server_fan_avg_srv07,speed_rpm_server_fan_avg_srv08,speed_rpm_server_fan_avg_srv09,speed_rpm_server_fan_avg_srv10,speed_rpm_server_fan_avg_srv11,speed_rpm_server_fan_avg_srv12,speed_rpm_server_fan_avg_srv13,speed_rpm_server_fan_avg_srv14,speed_rpm_server_fan_avg_srv15,speed_rpm_server_fan_avg_srv16,speed_rpm_server_fan_avg_srv17,speed_rpm_server_fan_avg_srv18,speed_rpm_server_fan_avg_srv19,speed_rpm_server_fan_avg_srv20,speed_rpm_server_fan_avg_srv21,speed_rpm_server_fan_avg_srv22,speed_rpm_server_fan_avg_srv23,speed_rpm_server_fan_avg_srv24,speed_rpm_server_fan_avg_srv25,speed_rpm_server_fan_avg_srv26,speed_rpm_server_fan_avg_srv27,speed_rpm_server_fan_avg_srv28,speed_rpm_server_fan_avg_srv29,speed_rpm_server_fan_avg_srv30
23-Jan-2018 09:00:00,1176,1208,1728,20.44,20.44,25.595,27.81,27.395,28.91,7440,7210,7180,7220,7220,7200,7210,7190,7190,7180,7190,7200,7170,7150,7150,7210,7270,7320,7240,7300,7280,7310,7280,7320,7250,7460
23-Jan-2018 09:01:00,1176,1213.33333333333,1728,20.5,20.45,25.595,27.875,27.43,29,7440,7210,7180,7220,7220,7200,7210,7190,7190,7180,7190,7190,7170,7160,7140,7200,7260,7320,7240,7310,7280,7320,7285,7320,7250,7460
23-Jan-2018 09:02:00,1176,1208,1728,20.5,20.46,25.595,28.125,27.575,29.03,7445,7210,7170,7225,7220,7200,7205,7190,7190,7180,7190,7190,7170,7165,7140,7270,7270,7310,7240,7310,7280,7310,7285,7310,7250,7460
23-Jan-2018 09:03:00,1176,1216,1728,20.53,20.515,25.66,28.435,27.82,29.19,7450,7210,7170,7225,7220,7200,7205,7190,7190,7180,7190,7200,7180,7165,7150,7280,7270,7310,7260,7305,7280,7310,7285,7310,7260,7460
23-Jan-2018 09:04:00,1168,1212,1728,20.63,20.565,25.63,28.785,28.06,29.28,7450,7210,7180,7215,7220,7210,7210,7190,7190,7270,7190,7200,7170,7175,7140,7280,7270,7310,7250,7300,7270,7330,7290,7320,7230,7460
23-Jan-2018 09:05:00,1176,1212,1736,20.63,20.66,25.69,29.125,28.265,29.41,7445,7210,7180,7260,7220,7280,7255,7245,7180,7280,7190,7180,7170,7240,7230,7280,7280,7320,7260,7300,7280,7320,7290,7310,7260,7460
23-Jan-2018 09:06:00,1176,1212,1736,20.72,20.745,25.72,29.47,28.435,29.5,7445,7210,7250,7310,7220,7280,7310,7325,7180,7290,7225,7250,7170,7255,7230,7290,7280,7320,7250,7300,7280,7320,7280,7310,7240,7460
23-Jan-2018 09:07:00,1176,1212,1744,20.845,20.845,25.69,29.72,28.605,29.66,7450,7310,7260,7310,7280,7280,7320,7300,7310,7280,7265,7260,7170,7250,7230,7290,7280,7320,7260,7300,7270,7320,7280,7320,7250,7460
23-Jan-2018 09:08:00,1176,1212,1736,20.88,20.98,25.66,29.94,28.81,29.75,7450,7310,7260,7310,7345,7280,7315,7320,7310,7280,7270,7260,7220,7250,7230,7290,7280,7310,7250,7310,7280,7330,7280,7320,7250,7460
23-Jan-2018 09:09:00,1176,1208,1740,20.97,21.08,25.63,30.19,28.99,29.91,7450,7310,7260,7305,7340,7280,7315,7320,7310,7290,7280,7250,7240,7250,7230,7280,7280,7320,7250,7305,7280,7320,7280,7320,7260,7460
23-Jan-2018 09:10:00,1180,1216,1736,21.095,21.135,25.66,30.345,29.21,30.03,7450,7310,7260,7305,7330,7280,7320,7320,7310,7280,7280,7250,7240,7255,7230,7280,7280,7310,7260,7300,7270,7320,7280,7310,7260,7460
23-Jan-2018 09:11:00,1180,1216,1736,21.16,21.24,25.63,30.535,29.38,30.125,7445,7310,7260,7315,7330,7280,7315,7320,7310,7290,7270,7250,7240,7250,7230,7290,7280,7320,7250,7300,7280,7320,7280,7320,7250,7460
23-Jan-2018 09:12:00,1180,1216,1736,21.22,21.315,25.69,30.66,29.525,30.25,7445,7310,7270,7320,7335,7280,7310,7320,7320,7290,7265,7260,7240,7250,7250,7290,7280,7320,7250,7305,7280,7330,7280,7320,7260,7460
23-Jan-2018 09:13:00,1180,1216,1744,21.25,21.35,25.72,30.845,29.685,30.41,7450,7310,7260,7310,7330,7280,7315,7325,7310,7280,7260,7260,7240,7260,7240,7280,7290,7310,7250,7310,7280,7320,7280,7320,7270,7460
23-Jan-2018 09:14:00,1184,1216,1740,21.345,21.435,25.75,30.97,29.855,30.53,7450,7310,7270,7310,7330,7290,7320,7325,7310,7290,7260,7260,7250,7255,7240,7280,7270,7300,7250,7310,7280,7330,7280,7320,7310,7460
23-Jan-2018 09:15:00,1176,1216,1736,21.41,21.475,25.78,31.095,29.985,30.625,7445,7310,7260,7315,7335,7280,7315,7325,7310,7290,7260,7260,7230,7250,7230,7300,7270,7320,7250,7310,7290,7330,7280,7320,7460,7460
23-Jan-2018 09:16:00,1180,1208,1744,21.47,21.535,25.75,31.22,30.115,30.72,7440,7310,7270,7310,7340,7280,7315,7320,7310,7280,7270,7250,7240,7250,7240,7290,7280,7400,7260,7310,7280,7320,7280,7320,7470,7460
23-Jan-2018 09:17:00,1180,1220,1740,21.5,21.56,25.75,31.375,30.24,30.78,7445,7310,7260,7320,7340,7280,7315,7315,7310,7290,7265,7260,7250,7260,7240,7300,7280,7540,7250,7310,7280,7320,7280,7320,7390,7460
23-Jan-2018 09:18:00,1180,1220,1740,21.53,21.625,25.845,31.47,30.335,30.91,7445,7310,7260,7330,7340,7280,7310,7315,7310,7280,7265,7260,7240,7250,7230,7290,7270,7530,7250,7310,7280,7310,7280,7320,7440,7460
23-Jan-2018 09:19:00,1180,1220,1736,21.53,21.655,25.845,31.63,30.445,31.03,7440,7310,7270,7320,7330,7280,7315,7320,7310,7280,7270,7250,7240,7260,7240,7280,7275,7520,7260,7310,7280,7320,7280,7320,7440,7460
23-Jan-2018 09:20:00,1184,1220,1744,21.56,21.68,25.88,31.69,30.535,31.06,7445,7310,7260,7310,7320,7280,7315,7325,7310,7290,7265,7260,7240,7255,7240,7300,7280,7520,7250,7310,7280,7320,7280,7320,7440,7460
23-Jan-2018 09:21:00,1176,1220,1740,21.595,21.725,25.94,31.72,30.6,31.22,7450,7310,7270,7315,7330,7290,7310,7320,7310,7290,7265,7260,7240,7255,7240,7300,7275,7520,7270,7310,7280,7320,7280,7320,7440,7460
23-Jan-2018 09:22:00,1176,1220,1740,21.595,21.73,25.97,31.81,30.675,31.31,7445,7310,7270,7320,7330,7280,7305,7320,7310,7280,7275,7260,7250,7265,7250,7300,7275,7520,7260,7310,7280,7320,7280,7320,7430,7460
23-Jan-2018 09:23:00,1176,1220,1736,21.63,21.765,26,31.88,30.77,31.44,7445,7310,7260,7320,7330,7280,7300,7315,7310,7290,7275,7260,7250,7260,7240,7290,7275,7520,7260,7310,7280,7320,7290,7320,7450,7460
23-Jan-2018 09:24:00,1176,1220,1736,21.66,21.77,26.13,31.875,30.82,31.595,7450,7310,7270,7315,7340,7280,7300,7320,7310,7290,7270,7260,7250,7260,7240,7290,7270,7520,7260,7310,7280,7330,7285,7320,7440,7460
23-Jan-2018 09:25:00,1176,1220,1732,21.69,21.8,26.125,32,30.88,31.66,7445,7310,7270,7315,7330,7290,7305,7325,7310,7290,7275,7260,7250,7260,7220,7300,7270,7520,7260,7310,7280,7320,7280,7320,7460,7460
23-Jan-2018 09:26:00,1176,1220,1744,21.63,21.8,26.19,32.03,30.92,31.75,7450,7310,7260,7320,7335,7280,7315,7320,7310,7290,7280,7260,7250,7260,7230,7290,7270,7520,7260,7310,7280,7330,7280,7320,7270,7460
23-Jan-2018 09:27:00,1176,1220,1740,21.69,21.795,26.25,32.13,30.975,31.845,7455,7310,7280,7320,7330,7280,7320,7320,7310,7290,7275,7260,7240,7260,7230,7290,7275,7530,7250,7310,7280,7310,7280,7320,7470,7460
23-Jan-2018 09:28:00,1176,1220,1736,21.66,21.81,26.28,32.13,31.005,31.91,7450,7310,7270,7315,7335,7280,7320,7320,7310,7290,7270,7260,7250,7255,7230,7300,7280,7520,7260,7310,7290,7330,7280,7320,7460,7460
23-Jan-2018 09:29:00,1172,1220,1740,21.72,21.835,26.31,32.19,31.075,31.97,7445,7310,7260,7320,7335,7280,7315,7330,7310,7290,7270,7260,7250,7250,7230,7290,7270,7530,7260,7310,7290,7330,7280,7320,7230,7460
23-Jan-2018 09:30:00,1184,1220,1740,21.72,21.835,26.38,32.22,31.11,32.06,7445,7310,7270,7330,7335,7280,7310,7320,7310,7290,7275,7250,7250,7250,7240,7280,7270,7520,7260,7310,7290,7320,7280,7320,7490,7460
23-Jan-2018 09:31:00,1172,1220,1736,21.72,21.85,26.38,32.28,31.145,32.095,7455,7310,7270,7320,7335,7280,7305,7325,7310,7280,7280,7250,7250,7250,7230,7280,7270,7520,7270,7310,7280,7320,7280,7320,7450,7460
23-Jan-2018 09:32:00,1176,1220,1740,21.72,21.865,26.38,32.25,31.155,32.13,7460,7310,7260,7315,7335,7280,7300,7330,7310,7280,7270,7260,7240,7260,7240,7280,7280,7520,7260,7310,7290,7330,7280,7320,7450,7460
23-Jan-2018 09:33:00,1176,1220,1740,21.78,21.89,26.41,32.345,31.2,32.19,7460,7310,7260,7320,7340,7280,7305,7320,7310,7280,7280,7260,7250,7260,7250,7290,7280,7530,7270,7310,7290,7340,7280,7320,7440,7460
23-Jan-2018 09:34:00,1176,1220,1740,21.78,21.9,26.41,32.31,31.235,32.25,7460,7310,7260,7320,7340,7280,7310,7320,7310,7290,7280,7260,7250,7260,7240,7280,7295,7520,7260,7310,7290,7340,7280,7320,7450,7460
23-Jan-2018 09:35:00,1176,1220,1740,21.78,21.945,26.41,32.38,31.265,32.28,7460,7310,7280,7325,7340,7280,7315,7320,7310,7290,7280,7260,7260,7260,7230,7290,7290,7510,7270,7300,7280,7340,7290,7320,7450,7460
23-Jan-2018 09:36:00,1176,1220,1744,21.78,21.945,26.41,32.41,31.285,32.25,7460,7310,7270,7325,7340,7280,7325,7320,7310,7290,7290,7260,7250,7260,7240,7290,7280,7520,7270,7390,7280,7330,7280,7320,7450,7460
23-Jan-2018 09:37:00,1176,1220,1740,21.81,21.95,26.44,32.41,31.31,32.31,7460,7310,7270,7320,7340,7280,7320,7325,7310,7290,7290,7260,7250,7260,7250,7280,7275,7510,7260,7480,7290,7330,7280,7320,7470,7460
23-Jan-2018 09:38:00,1176,1220,1736,21.88,21.975,26.44,32.5,31.33,32.31,7460,7310,7270,7320,7340,7280,7300,7330,7310,7280,7280,7260,7250,7260,7240,7280,7280,7520,7260,7475,7280,7320,7280,7320,7460,7460
23-Jan-2018 09:39:00,1176,1220,1740,21.815,21.975,26.47,32.53,31.325,32.38,7455,7310,7270,7320,7340,7280,7300,7325,7310,7280,7280,7260,7260,7255,7240,7290,7275,7510,7260,7495,7290,7330,7280,7320,7450,7460
23-Jan-2018 09:40:00,1176,1220,1740,21.845,21.995,26.47,32.56,31.34,32.38,7455,7310,7270,7315,7340,7280,7305,7330,7320,7290,7290,7260,7250,7260,7240,7280,7275,7510,7260,7500,7280,7340,7280,7320,7440,7460
23-Jan-2018 09:41:00,1176,1220,1736,21.88,21.98,26.44,32.595,31.36,32.41,7460,7310,7270,7320,7340,7280,7310,7320,7310,7280,7285,7260,7260,7250,7250,7290,7280,7520,7250,7490,7280,7320,7280,7320,7440,7460
23-Jan-2018 09:42:00,1176,1220,1736,21.845,21.98,26.44,32.63,31.38,32.44,7460,7310,7260,7325,7340,7280,7305,7320,7310,7280,7280,7260,7250,7270,7250,7290,7295,7510,7260,7485,7290,7320,7280,7320,7440,7460
23-Jan-2018 09:43:00,1180,1220,1736,21.88,21.98,26.44,32.63,31.385,32.44,7455,7310,7270,7320,7340,7280,7295,7305,7310,7290,7290,7260,7250,7270,7240,7280,7290,7510,7260,7390,7280,7330,7280,7320,7450,7460
23-Jan-2018 09:44:00,1180,1208,1744,21.81,21.94,26.47,32.595,31.415,32.5,7450,7310,7270,7315,7340,7280,7305,7330,7310,7280,7290,7260,7260,7270,7240,7280,7270,7510,7270,7290,7280,7310,7285,7320,7450,7460
23-Jan-2018 09:45:00,1184,1216,1740,21.81,21.91,26.53,32.66,31.42,32.53,7455,7310,7270,7315,7340,7280,7305,7320,7310,7280,7290,7250,7260,7260,7230,7290,7290,7510,7260,7290,7280,7320,7280,7320,7460,7460
23-Jan-2018 09:46:00,1176,1216,1738.66666666667,21.81,21.905,26.595,32.75,31.44,32.53,7455,7310,7270,7315,7340,7280,7305,7320,7310,7290,7290,7260,7260,7260,7250,7290,7280,7350,7260,7290,7280,7330,7280,7320,7450,7460
23-Jan-2018 09:47:00,1180,1216,1744,21.81,21.865,26.63,32.75,31.44,32.56,7450,7310,7270,7310,7335,7280,7305,7320,7310,7290,7290,7260,7250,7260,7220,7290,7280,7300,7260,7290,7290,7320,7280,7320,7460,7460
23-Jan-2018 09:48:00,1180,1216,1736,21.78,21.835,26.63,32.81,31.43,32.56,7450,7310,7280,7310,7335,7280,7300,7320,7310,7290,7290,7260,7250,7250,7230,7290,7290,7310,7260,7290,7280,7330,7280,7320,7470,7460
23-Jan-2018 09:49:00,1180,1216,1744,21.75,21.825,26.63,32.845,31.415,32.595,7450,7310,7280,7305,7335,7280,7305,7310,7310,7280,7290,7260,7260,7250,7230,7290,7280,7300,7260,7290,7280,7320,7280,7320,7460,7460
23-Jan-2018 09:50:00,1180,1216,1744,21.75,21.81,26.63,32.845,31.39,32.595,7450,7310,7280,7305,7330,7280,7305,7315,7310,7290,7290,7260,7260,7260,7240,7290,7270,7310,7260,7290,7290,7310,7290,7320,7460,7460
23-Jan-2018 09:51:00,1184,1216,1732,21.75,21.805,26.66,32.91,31.375,32.63,7435,7310,7270,7315,7340,7290,7305,7330,7310,7290,7285,7260,7250,7250,7240,7290,7280,7330,7260,7290,7280,7330,7285,7320,7460,7460
23-Jan-2018 09:52:00,1176,1216,1744,21.75,21.82,26.63,32.97,31.36,32.595,7420,7310,7270,7320,7340,7280,7305,7310,7310,7280,7285,7260,7250,7260,7230,7290,7280,7310,7260,7290,7280,7320,7280,7320,7460,7460
23-Jan-2018 09:53:00,1180,1216,1736,21.72,21.845,26.66,32.94,31.35,32.69,7425,7310,7270,7315,7340,7290,7300,7320,7310,7280,7290,7260,7240,7255,7230,7290,7280,7530,7270,7290,7280,7340,7280,7320,7470,7460
23-Jan-2018 09:54:00,1184,1216,1744,21.75,21.865,26.69,32.97,31.355,32.66,7425,7310,7270,7315,7335,7280,7310,7310,7310,7290,7290,7260,7250,7260,7240,7280,7285,7540,7260,7290,7280,7320,7280,7320,7470,7460
23-Jan-2018 09:55:00,1176,1216,1736,21.78,21.915,26.66,32.97,31.355,32.72,7535,7310,7270,7310,7330,7290,7315,7315,7310,7290,7280,7260,7250,7260,7230,7290,7285,7510,7260,7385,7280,7330,7280,7320,7450,7460
23-Jan-2018 09:56:00,1176,1216,1744,21.81,21.91,26.63,33.03,31.35,32.69,7645,7310,7270,7305,7330,7280,7305,7320,7310,7280,7280,7260,7250,7260,7230,7280,7290,7530,7260,7470,7280,7310,7280,7320,7460,7460
23-Jan-2018 09:57:00,1176,1216,1740,21.845,21.95,26.56,33.03,31.33,32.69,7640,7310,7270,7310,7340,7280,7300,7320,7310,7280,7280,7260,7250,7255,7230,7290,7295,7520,7260,7480,7280,7340,7280,7320,7460,7460
23-Jan-2018 09:58:00,1176,1216,1740,21.88,21.96,26.5,33.06,31.345,32.75,7645,7310,7270,7305,7335,7280,7300,7310,7310,7280,7280,7260,7260,7255,7240,7290,7295,7520,7260,7490,7460,7330,7280,7320,7470,7460
23-Jan-2018 09:59:00,1176,1220,1740,21.88,21.965,26.44,33.095,31.34,32.75,7645,7310,7270,7305,7330,7290,7300,7310,7310,7280,7285,7260,7250,7250,7240,7290,7290,7510,7260,7490,7460,7320,7280,7320,7460,7460
23-Jan-2018 10:00:00,1176,1224,1736,21.91,21.99,26.44,33.16,31.33,32.72,7645,7310,7270,7305,7335,7280,7305,7320,7310,7290,7290,7260,7250,7255,7230,7280,7295,7530,7260,7490,7460,7330,7280,7320,7460,7460
23-Jan-2018 10:01:00,1180,1216,1744,21.94,21.995,26.41,33.16,31.34,32.75,7640,7310,7280,7305,7340,7280,7305,7320,7310,7280,7290,7260,7260,7250,7240,7280,7285,7520,7260,7485,7230,7330,7290,7320,7460,7460
23-Jan-2018 10:02:00,1180,1220,1740,21.94,21.985,26.47,33.16,31.34,32.75,7635,7310,7280,7310,7340,7280,7305,7305,7310,7290,7290,7260,7250,7250,7230,7290,7270,7530,7260,7480,7230,7320,7285,7320,7460,7460
23-Jan-2018 10:03:00,1180,1220,1740,21.88,21.98,26.47,33.22,31.36,32.75,7645,7310,7270,7315,7340,7280,7310,7315,7310,7280,7290,7260,7240,7250,7240,7290,7290,7520,7260,7480,7220,7320,7280,7320,7470,7460
23-Jan-2018 10:04:00,1180,1220,1736,21.94,21.995,26.47,33.19,31.37,32.78,7650,7310,7270,7315,7340,7280,7310,7330,7310,7290,7290,7260,7240,7265,7240,7290,7280,7510,7260,7480,7230,7320,7280,7320,7350,7460
23-Jan-2018 10:05:00,1184,1220,1744,21.91,21.98,26.44,33.22,31.355,32.75,7650,7310,7280,7305,7340,7280,7305,7300,7310,7290,7285,7260,7250,7255,7230,7290,7280,7520,7260,7480,7240,7330,7280,7320,7240,7460
23-Jan-2018 10:06:00,1176,1220,1740,21.88,21.965,26.5,33.16,31.385,32.81,7650,7310,7280,7305,7340,7280,7305,7300,7310,7280,7285,7260,7240,7260,7230,7290,7280,7520,7260,7395,7220,7330,7280,7320,7240,7460
23-Jan-2018 10:07:00,1172,1220,1736,21.845,21.95,26.5,33.16,31.39,32.81,7650,7310,7290,7300,7330,7280,7310,7305,7310,7280,7290,7260,7240,7260,7240,7280,7285,7370,7260,7300,7250,7330,7280,7330,7240,7460
23-Jan-2018 10:08:00,1172,1220,1744,21.88,21.92,26.595,33.19,31.415,32.78,7650,7310,7280,7300,7340,7280,7300,7310,7310,7290,7290,7270,7240,7260,7230,7280,7280,7310,7260,7300,7230,7330,7290,7320,7460,7460
23-Jan-2018 10:09:00,1172,1220,1736,21.81,21.89,26.63,33.22,31.415,32.81,7645,7310,7280,7305,7335,7280,7300,7320,7310,7290,7290,7260,7240,7260,7240,7290,7275,7450,7260,7300,7230,7330,7280,7320,7460,7460
23-Jan-2018 10:10:00,1172,1220,1744,21.81,21.88,26.56,33.16,31.415,32.81,7640,7310,7280,7310,7340,7280,7315,7310,7310,7280,7280,7260,7230,7260,7240,7290,7290,7520,7260,7295,7230,7330,7280,7320,7460,7460
23-Jan-2018 10:11:00,1172,1220,1736,21.81,21.925,26.53,33.25,31.405,32.81,7640,7310,7280,7310,7335,7280,7315,7315,7310,7280,7280,7260,7250,7260,7230,7290,7270,7520,7260,7365,7250,7320,7280,7320,7460,7460
23-Jan-2018 10:12:00,1172,1220,1744,21.81,21.895,26.53,33.25,31.415,32.845,7640,7310,7280,7305,7335,7280,7315,7315,7310,7290,7290,7260,7240,7255,7240,7290,7280,7530,7260,7400,7240,7330,7280,7320,7460,7460
23-Jan-2018 10:13:00,1180,1224,1744,21.845,21.94,26.53,33.28,31.415,32.81,7640,7310,7280,7310,7330,7280,7305,7320,7310,7280,7280,7260,7250,7250,7250,7280,7290,7510,7260,7410,7250,7330,7280,7320,7460,7460
23-Jan-2018 10:14:00,1180,1220,1736,21.845,21.95,26.56,33.25,31.41,32.81,7640,7310,7280,7305,7345,7280,7295,7310,7310,7280,7290,7260,7250,7250,7240,7290,7290,7510,7270,7490,7240,7320,7280,7320,7460,7470
23-Jan-2018 10:15:00,1180,1216,1744,21.88,21.98,26.47,33.25,31.395,32.845,7640,7310,7270,7305,7345,7280,7295,7315,7310,7280,7290,7260,7250,7255,7230,7290,7280,7530,7260,7485,7240,7320,7290,7320,7460,7460
23-Jan-2018 10:16:00,1180,1216,1744,21.91,21.985,26.53,33.25,31.38,32.845,7640,7310,7270,7310,7340,7290,7300,7310,7310,7290,7285,7260,7240,7260,7240,7280,7275,7520,7270,7480,7250,7330,7285,7320,7460,7460
23-Jan-2018 10:17:00,1180,1220,1740,21.91,22.005,26.53,33.25,31.385,32.845,7640,7310,7270,7305,7350,7280,7310,7320,7310,7280,7280,7260,7250,7250,7240,7290,7285,7510,7260,7490,7470,7330,7280,7320,7460,7460
23-Jan-2018 10:18:00,1180,1224,1740,21.97,22.035,26.5,33.28,31.4,32.81,7640,7310,7270,7300,7345,7290,7305,7330,7310,7280,7280,7260,7240,7260,7230,7280,7270,7520,7260,7480,7470,7490,7280,7320,7460,7460
23-Jan-2018 10:19:00,1180,1224,1740,22,22.02,26.5,33.28,31.415,32.845,7640,7310,7270,7300,7340,7290,7310,7320,7310,7280,7280,7260,7240,7250,7230,7290,7285,7520,7270,7485,7470,7480,7280,7320,7460,7460
23-Jan-2018 10:20:00,1180,1216,1740,22.03,22.045,26.47,33.345,31.425,32.845,7640,7310,7270,7300,7340,7280,7315,7300,7310,7290,7285,7260,7250,7260,7240,7280,7270,7520,7260,7485,7470,7480,7280,7320,7460,7460
23-Jan-2018 10:21:00,1184,1216,1736,22,22.025,26.44,33.31,31.425,32.88,7640,7310,7280,7305,7340,7290,7310,7300,7310,7290,7280,7260,7240,7260,7230,7290,7280,7520,7260,7480,7470,7480,7280,7320,7460,7460
23-Jan-2018 10:22:00,1176,1216,1744,22.03,22.035,26.44,33.25,31.44,32.845,7640,7310,7280,7310,7340,7280,7315,7300,7310,7280,7285,7260,7250,7260,7240,7280,7285,7510,7260,7480,7470,7330,7280,7320,7460,7460
23-Jan-2018 10:23:00,1176,1216,1736,22.03,22.03,26.44,33.31,31.445,32.88,7640,7310,7270,7310,7340,7280,7315,7315,7310,7280,7290,7260,7250,7260,7240,7290,7290,7460,7260,7480,7470,7330,7280,7320,7460,7460
23-Jan-2018 10:24:00,1180,1216,1740,22.03,22.01,26.595,33.345,31.45,32.88,7535,7310,7270,7315,7340,7280,7305,7300,7310,7280,7290,7260,7250,7260,7240,7300,7285,7530,7270,7480,7480,7340,7280,7320,7460,7460
23-Jan-2018 10:25:00,1180,1216,1744,22.03,22.02,26.69,33.345,31.455,32.845,7430,7310,7270,7315,7345,7290,7305,7295,7310,7290,7290,7260,7250,7265,7230,7300,7280,7530,7270,7480,7470,7330,7285,7320,7460,7460
23-Jan-2018 10:26:00,1180,1216,1740,21.97,22.035,26.69,33.31,31.475,32.845,7430,7310,7270,7310,7340,7290,7310,7300,7310,7290,7290,7260,7250,7265,7240,7300,7285,7530,7260,7480,7250,7320,7285,7320,7460,7460
23-Jan-2018 10:27:00,1180,1216,1736,22,22.035,26.72,33.38,31.47,32.91,7430,7310,7270,7315,7345,7280,7305,7295,7310,7290,7290,7260,7240,7270,7240,7280,7280,7520,7260,7480,7250,7330,7280,7320,7470,7460
23-Jan-2018 10:28:00,1180,1216,1740,22,22.01,26.69,33.345,31.49,32.88,7430,7310,7270,7310,7350,7280,7305,7305,7310,7280,7290,7260,7250,7260,7240,7290,7280,7510,7270,7480,7260,7320,7280,7320,7460,7460
23-Jan-2018 10:29:00,1180,1216,1744,21.94,22.005,26.75,33.31,31.48,32.845,7430,7310,7270,7305,7340,7280,7310,7320,7310,7290,7280,7260,7240,7260,7240,7290,7280,7520,7260,7480,7250,7320,7280,7320,7460,7460
23-Jan-2018 10:30:00,1184,1208,1744,21.94,21.995,26.72,33.345,31.49,32.845,7425,7310,7270,7305,7340,7280,7310,7300,7310,7290,7280,7260,7240,7260,7220,7280,7280,7510,7260,7480,7270,7320,7280,7320,7460,7460
23-Jan-2018 10:31:00,1176,1220,1736,21.94,22,26.78,33.31,31.49,32.88,7420,7310,7270,7305,7335,7280,7305,7290,7310,7290,7280,7260,7250,7255,7230,7280,7280,7510,7260,7480,7270,7320,7280,7330,7460,7460
23-Jan-2018 10:32:00,1180,1220,1744,21.94,22.005,26.81,33.31,31.485,32.88,7420,7310,7270,7310,7330,7300,7305,7290,7310,7290,7280,7260,7240,7250,7250,7290,7285,7520,7270,7480,7290,7330,7280,7320,7460,7460
23-Jan-2018 10:33:00,1180,1220,1736,21.97,22.025,26.845,33.31,31.49,32.88,7425,7310,7270,7305,7330,7280,7315,7300,7310,7280,7285,7260,7250,7265,7240,7290,7290,7510,7260,7490,7230,7330,7280,7320,7460,7460
23-Jan-2018 10:34:00,1180,1224,1736,21.97,22.05,26.845,33.25,31.485,32.91,7430,7310,7270,7300,7340,7280,7315,7305,7310,7290,7290,7260,7240,7260,7240,7290,7280,7510,7260,7485,7460,7310,7290,7320,7460,7460
23-Jan-2018 10:35:00,1180,1216,1736,22,22.07,26.81,33.31,31.505,32.91,7435,7310,7270,7305,7340,7280,7310,7305,7310,7290,7280,7260,7250,7260,7250,7300,7285,7510,7260,7480,7470,7480,7300,7320,7460,7460
23-Jan-2018 10:36:00,1180,1216,1740,22.03,22.1,26.75,33.25,31.5,32.88,7440,7310,7280,7310,7340,7280,7310,7295,7310,7290,7290,7260,7240,7260,7250,7290,7285,7510,7260,7480,7470,7480,7295,7320,7460,7460
23-Jan-2018 10:37:00,1180,1216,1744,21.97,22.1,26.75,33.28,31.51,32.94,7435,7310,7270,7315,7340,7280,7300,7300,7310,7290,7290,7260,7250,7265,7240,7300,7290,7520,7260,7480,7470,7380,7285,7320,7460,7460
23-Jan-2018 10:38:00,1180,1216,1736,22.03,22.095,26.75,33.28,31.52,32.91,7435,7310,7270,7320,7340,7280,7300,7300,7310,7290,7290,7260,7250,7260,7240,7290,7280,7520,7260,7480,7470,7340,7290,7320,7460,7460
23-Jan-2018 10:39:00,1184,1216,1736,22.06,22.105,26.72,33.25,31.525,32.88,7440,7310,7280,7320,7340,7280,7305,7300,7310,7280,7290,7260,7250,7260,7250,7290,7280,7520,7260,7480,7470,7320,7280,7320,7460,7460
23-Jan-2018 10:40:00,1180,1216,1736,22,22.105,26.66,33.28,31.54,32.88,7520,7310,7280,7315,7340,7280,7300,7295,7310,7280,7290,7260,7240,7260,7230,7300,7280,7530,7260,7480,7310,7320,7290,7320,7460,7460
23-Jan-2018 10:41:00,1176,1224,1736,22.03,22.09,26.66,33.31,31.555,32.91,7620,7310,7270,7305,7340,7280,7300,7300,7310,7280,7290,7260,7250,7265,7230,7290,7285,7520,7260,7480,7460,7320,7280,7320,7460,7460
23-Jan-2018 10:42:00,1176,1216,1744,22,22.09,26.56,33.31,31.56,32.94,7640,7310,7270,7305,7340,7290,7295,7305,7310,7290,7280,7260,7250,7255,7230,7280,7280,7520,7260,7480,7460,7330,7280,7320,7460,7460
23-Jan-2018 10:43:00,1176,1220,1740,22,22.08,26.53,33.31,31.555,32.91,7640,7310,7270,7305,7340,7280,7295,7305,7310,7280,7280,7260,7260,7260,7230,7290,7290,7520,7270,7480,7460,7380,7280,7320,7450,7460
23-Jan-2018 10:44:00,1176,1224,1736,22,22.09,26.47,33.345,31.53,32.88,7640,7310,7270,7300,7340,7280,7300,7310,7310,7290,7280,7260,7250,7260,7240,7280,7290,7530,7260,7480,7460,7480,7280,7320,7460,7460
23-Jan-2018 10:45:00,1176,1220,1744,22.03,22.105,26.44,33.38,31.525,32.91,7640,7310,7270,7305,7340,7280,7300,7315,7310,7290,7285,7260,7250,7250,7240,7280,7290,7530,7260,7490,7460,7480,7280,7320,7460,7460
