t,sim,exp
1,0.0901,0.143
2,0.141,0.143
3,0.209,0.143
4,0.243,0.143
5,0.238,0.144
6,0.238,0.144
7,0.229,0.144
8,0.24,0.146
9,0.237,0.146
10,0.258,0.146
11,0.249,0.146
12,0.252,0.146
13,0.26,0.146
14,0.248,0.146
15,0.262,0.147
16,0.246,0.147
17,0.257,0.147
18,0.256,0.147
19,0.244,0.147
20,0.245,0.146
21,0.27,0.147
22,0.254,0.147
23,0.242,0.147
24,0.233,0.147
25,0.234,0.147
26,0.237,0.147
27,0.248,0.147
28,0.23,0.147
29,0.27,0.147
30,0.256,0.147
31,0.246,0.147
32,0.224,0.147
33,0.238,0.147
34,0.253,0.148
35,0.251,0.148
36,0.254,0.147
37,0.27,0.148
38,0.247,0.148
39,0.262,0.149
40,0.239,0.148
41,0.256,0.148
42,0.248,0.148
43,0.23,0.148
44,0.211,0.149
45,0.241,0.149
46,0.244,0.15
47,0.236,0.149
48,0.217,0.149
49,0.204,0.149
50,0.232,0.149
51,0.198,0.149
52,0.163,0.149
53,0.204,0.149
54,0.23,0.15
55,0.236,0.15
56,0.243,0.15
57,0.203,0.15
58,0.245,0.15
59,0.223,0.15
60,0.216,0.15
61,0.261,0.15
62,0.222,0.15
63,0.24,0.15
64,0.212,0.15
65,0.222,0.15
66,0.237,0.15
67,0.223,0.15
68,0.223,0.15
69,0.232,0.15
70,0.216,0.149
71,0.23,0.15
72,0.245,0.15
73,0.218,0.15
74,0.22,0.15
75,0.227,0.15
76,0.225,0.15
77,0.206,0.15
78,0.232,0.15
79,0.211,0.15
80,0.218,0.15
81,0.212,0.15
82,0.247,0.15
83,0.214,0.15
84,0.246,0.15
85,0.231,0.15
86,0.234,0.15
87,0.218,0.15
88,0.215,0.15
89,0.233,0.15
90,0.233,0.15
91,0.24,0.15
92,0.206,0.15
93,0.225,0.15
94,0.231,0.15
95,0.228,0.15
96,0.218,0.15
97,0.232,0.15
98,0.244,0.15
99,0.243,0.15
100,0.232,0.15
101,0.233,0.15
102,0.226,0.15
103,0.222,0.151
104,0.203,0.151
105,0.229,0.151
106,0.239,0.15
107,0.237,0.15
108,0.232,0.15
109,0.251,0.151
110,0.23,0.15
111,0.23,0.151
112,0.203,0.151
113,0.219,0.15
114,0.218,0.15
115,0.224,0.15
116,0.236,0.151
117,0.236,0.151
118,0.246,0.15
119,0.225,0.15
120,0.215,0.15
121,0.219,0.151
122,0.228,0.15
123,0.196,0.15
124,0.212,0.15
125,0.212,0.15
126,0.208,0.15
127,0.203,0.151
128,0.196,0.15
129,0.225,0.15
130,0.198,0.15
131,0.213,0.15
132,0.226,0.15
133,0.226,0.15
134,0.199,0.15
135,0.228,0.151
136,0.243,0.15
137,0.231,0.15
138,0.232,0.151
139,0.216,0.15
140,0.229,0.15
141,0.231,0.15
142,0.23,0.15
143,0.251,0.15
144,0.246,0.15
