t,sim,exp
1,0.514,0.802
2,0.757,0.802
3,0.786,0.802
4,0.788,0.802
5,0.787,0.809
6,0.793,0.802
7,0.787,0.794
8,0.78,0.812
9,0.796,0.836
10,0.82,0.844
11,0.827,0.84
12,0.823,0.838
13,0.821,0.83
14,0.814,0.836
15,0.819,0.832
16,0.815,0.847
17,0.829,0.843
18,0.825,0.828
19,0.812,0.85
20,0.831,0.856
21,0.838,0.834
22,0.817,0.813
23,0.797,0.818
24,0.8,0.823
25,0.805,0.832
26,0.813,0.836
27,0.817,0.825
28,0.807,0.836
29,0.817,0.836
30,0.818,0.832
31,0.814,0.836
32,0.817,0.825
33,0.808,0.823
34,0.806,0.842
35,0.823,0.855
36,0.836,0.838
37,0.819,0.853
38,0.833,0.843
39,0.825,0.836
40,0.817,0.839
41,0.821,0.841
42,0.82,0.814
43,0.796,0.804
44,0.784,0.812
45,0.792,0.842
46,0.819,0.85
47,0.825,0.847
48,0.819,0.826
49,0.799,0.811
50,0.785,0.797
51,0.771,0.796
52,0.77,0.813
53,0.786,0.82
54,0.793,0.83
55,0.802,0.826
56,0.8,0.819
57,0.793,0.829
58,0.802,0.834
59,0.807,0.855
60,0.825,0.858
61,0.828,0.848
62,0.819,0.848
63,0.819,0.848
64,0.82,0.848
65,0.82,0.848
66,0.819,0.848
67,0.819,0.848
68,0.82,0.848
69,0.818,0.848
70,0.819,0.848
71,0.819,0.848
72,0.819,0.848
73,0.82,0.848
74,0.819,0.848
75,0.82,0.848
76,0.82,0.848
77,0.82,0.848
78,0.82,0.848
79,0.819,0.848
80,0.819,0.848
81,0.818,0.848
82,0.819,0.848
83,0.819,0.848
84,0.819,0.848
85,0.819,0.848
86,0.819,0.848
87,0.819,0.848
88,0.819,0.848
89,0.82,0.848
90,0.819,0.848
91,0.818,0.848
92,0.819,0.848
93,0.819,0.848
94,0.819,0.848
95,0.819,0.848
96,0.819,0.848
97,0.82,0.848
98,0.819,0.848
99,0.819,0.848
100,0.819,0.848
101,0.819,0.848
102,0.819,0.848
103,0.819,0.848
104,0.819,0.848
105,0.819,0.833
106,0.806,0.83
107,0.801,0.848
108,0.818,0.845
109,0.817,0.843
110,0.814,0.836
111,0.808,0.816
112,0.789,0.803
113,0.778,0.81
114,0.783,0.82
115,0.793,0.831
116,0.804,0.809
117,0.783,0.822
118,0.794,0.814
119,0.787,0.81
120,0.785,0.83
121,0.802,0.83
122,0.801,0.806
123,0.78,0.803
124,0.777,0.813
125,0.786,0.806
126,0.78,0.806
127,0.78,0.813
128,0.786,0.828
129,0.801,0.821
130,0.794,0.821
131,0.796,0.833
132,0.805,0.826
133,0.799,0.838
134,0.81,0.824
