t,sim,exp
1,0.177,0.637
2,0.621,0.645
3,0.646,0.649
4,0.65,0.65
5,0.651,0.656
6,0.658,0.661
7,0.663,0.661
8,0.662,0.662
9,0.664,0.665
10,0.667,0.664
11,0.666,0.664
12,0.665,0.663
13,0.666,0.665
14,0.667,0.667
15,0.669,0.665
16,0.667,0.666
17,0.667,0.667
18,0.668,0.666
19,0.668,0.667
20,0.669,0.671
21,0.673,0.678
22,0.68,0.678
23,0.68,0.678
24,0.68,0.678
25,0.68,0.679
26,0.68,0.679
27,0.68,0.678
28,0.681,0.679
29,0.679,0.679
30,0.68,0.679
31,0.681,0.679
32,0.682,0.679
33,0.679,0.679
34,0.682,0.679
35,0.68,0.679
36,0.68,0.679
37,0.68,0.679
38,0.68,0.679
39,0.68,0.679
40,0.679,0.679
41,0.679,0.679
42,0.679,0.679
43,0.68,0.679
44,0.679,0.679
45,0.678,0.679
46,0.676,0.679
47,0.675,0.679
48,0.675,0.679
49,0.672,0.679
50,0.674,0.679
51,0.673,0.679
52,0.674,0.679
53,0.673,0.681
54,0.675,0.68
55,0.674,0.679
56,0.673,0.679
57,0.674,0.68
58,0.675,0.68
59,0.674,0.68
60,0.674,0.68
61,0.674,0.681
62,0.675,0.68
63,0.674,0.68
64,0.673,0.68
65,0.674,0.68
66,0.673,0.681
67,0.674,0.679
68,0.672,0.68
69,0.673,0.68
70,0.674,0.68
71,0.673,0.679
72,0.674,0.679
73,0.673,0.68
74,0.674,0.68
75,0.675,0.68
76,0.674,0.681
77,0.675,0.68
78,0.673,0.68
79,0.674,0.68
80,0.673,0.68
81,0.674,0.68
82,0.673,0.679
83,0.674,0.681
84,0.674,0.68
85,0.674,0.68
86,0.674,0.68
87,0.675,0.681
88,0.675,0.68
89,0.674,0.681
90,0.675,0.68
91,0.675,0.681
92,0.676,0.68
93,0.674,0.68
94,0.674,0.68
95,0.675,0.681
96,0.675,0.681
97,0.676,0.68
98,0.673,0.68
99,0.675,0.681
100,0.675,0.679
101,0.673,0.68
102,0.675,0.68
103,0.674,0.68
104,0.673,0.682
105,0.677,0.679
106,0.674,0.681
107,0.674,0.681
108,0.675,0.68
109,0.675,0.68
110,0.674,0.68
111,0.675,0.68
112,0.674,0.681
113,0.676,0.68
114,0.673,0.681
115,0.677,0.679
116,0.673,0.68
117,0.675,0.68
118,0.675,0.68
119,0.674,0.68
120,0.675,0.679
121,0.674,0.68
122,0.674,0.68
123,0.674,0.68
124,0.674,0.681
125,0.675,0.681
126,0.676,0.681
127,0.674,0.68
128,0.674,0.681
129,0.674,0.68
130,0.674,0.68
131,0.676,0.68
132,0.674,0.68
133,0.674,0.68
134,0.673,0.681
135,0.675,0.681
136,0.674,0.681
137,0.675,0.68
138,0.674,0.681
139,0.675,0.68
140,0.675,0.68
141,0.675,0.68
142,0.675,0.679
143,0.674,0.68
144,0.675,0.681
145,0.674,0.68
146,0.674,0.681
147,0.675,0.68
148,0.674,0.681
149,0.675,0.679
150,0.674,0.681
151,0.674,0.68
152,0.673,0.68
153,0.674,0.68
154,0.674,0.681
155,0.675,0.68
156,0.673,0.68
157,0.674,0.681
158,0.675,0.68
159,0.674,0.68
160,0.675,0.681
161,0.676,0.68
162,0.675,0.679
163,0.673,0.679
164,0.673,0.68
165,0.674,0.68
166,0.675,0.682
167,0.677,0.68
168,0.674,0.679
169,0.674,0.68
170,0.673,0.682
171,0.676,0.681
172,0.676,0.68
173,0.674,0.68
174,0.675,0.681
175,0.674,0.68
176,0.675,0.681
177,0.675,0.68
178,0.674,0.679
179,0.673,0.681
180,0.675,0.68
181,0.674,0.681
182,0.675,0.681
183,0.675,0.679
184,0.674,0.681
185,0.675,0.68
186,0.674,0.68
187,0.675,0.681
188,0.675,0.682
189,0.675,0.681
190,0.676,0.68
191,0.674,0.681
192,0.674,0.68
193,0.673,0.68
194,0.674,0.681
195,0.675,0.681
196,0.676,0.68
197,0.675,0.68
198,0.674,0.68
199,0.674,0.682
200,0.675,0.679
201,0.673,0.681
202,0.674,0.68
203,0.673,0.68
204,0.674,0.681
205,0.674,0.68
206,0.674,0.681
207,0.675,0.679
208,0.673,0.682
209,0.676,0.68
210,0.673,0.681
