t,pow,rpm
115,4.14,7.33e+03
116,4.14,7.33e+03
117,4.13,7.33e+03
118,4.14,7.32e+03
119,4.13,7.32e+03
120,4.14,7.34e+03
121,4.14,7.33e+03
122,4.14,7.34e+03
123,4.14,7.34e+03
124,4.14,7.35e+03
125,4.14,7.34e+03
126,4.14,7.34e+03
127,4.14,7.34e+03
128,4.15,7.34e+03
129,4.14,7.33e+03
130,4.13,7.33e+03
131,4.14,7.34e+03
132,4.14,7.34e+03
133,4.14,7.34e+03
134,4.14,7.35e+03
135,4.14,7.35e+03
136,4.14,7.34e+03
137,4.14,7.34e+03
138,4.14,7.34e+03
139,4.14,7.34e+03
140,4.14,7.34e+03
141,4.13,7.33e+03
142,4.14,7.34e+03
143,4.14,7.33e+03
144,4.13,7.33e+03
145,4.13,7.32e+03
146,4.13,7.33e+03
147,4.13,7.34e+03
148,4.14,7.34e+03
149,4.13,7.34e+03
150,4.14,7.34e+03
151,4.14,7.34e+03
152,4.14,7.34e+03
153,4.14,7.34e+03
154,4.14,7.34e+03
155,4.14,7.35e+03
156,4.14,7.35e+03
157,4.14,7.34e+03
158,4.14,7.34e+03
159,4.13,7.34e+03
160,4.14,7.33e+03
161,4.14,7.33e+03
162,4.14,7.32e+03
163,4.13,7.32e+03
164,4.14,7.32e+03
165,4.14,7.33e+03
166,4.14,7.33e+03
167,4.14,7.34e+03
168,4.13,7.34e+03
169,4.14,7.34e+03
170,4.14,7.34e+03
171,4.14,7.35e+03
172,4.14,7.35e+03
173,4.14,7.34e+03
174,4.14,7.35e+03
175,4.14,7.35e+03
176,4.15,7.34e+03
177,4.13,7.33e+03
178,4.14,7.33e+03
179,4.14,7.34e+03
180,4.15,7.33e+03
181,4.14,7.33e+03
182,4.13,7.32e+03
183,4.13,7.33e+03
184,4.14,7.34e+03
185,4.14,7.34e+03
186,4.14,7.34e+03
187,4.14,7.35e+03
188,4.14,7.35e+03
189,4.14,7.35e+03
190,4.14,7.35e+03
191,4.14,7.34e+03
192,4.14,7.35e+03
193,4.14,7.35e+03
194,4.14,7.34e+03
195,4.13,7.34e+03
196,4.14,7.33e+03
197,4.14,7.33e+03
198,4.13,7.33e+03
199,4.14,7.33e+03
200,4.14,7.32e+03
201,4.14,7.33e+03
202,4.14,7.34e+03
203,4.14,7.35e+03
204,4.14,7.35e+03
205,4.14,7.35e+03
206,4.13,7.35e+03
207,4.13,7.35e+03
208,4.13,7.35e+03
209,4.14,7.35e+03
210,4.13,7.35e+03
211,4.13,7.35e+03
212,4.13,7.34e+03
213,4.13,7.34e+03
214,4.14,7.34e+03
215,4.14,7.34e+03
216,4.13,7.35e+03
217,4.14,7.34e+03
218,4.13,7.34e+03
219,4.13,7.34e+03
220,4.13,7.33e+03
221,4.13,7.33e+03
222,4.14,7.34e+03
223,4.13,7.34e+03
224,4.14,7.35e+03
225,4.14,7.35e+03
226,4.14,7.35e+03
227,4.14,7.35e+03
228,4.13,7.35e+03
229,4.14,7.35e+03
230,4.14,7.36e+03
231,4.13,7.36e+03
232,4.14,7.35e+03
233,4.13,7.35e+03
234,4.14,7.35e+03
235,4.13,7.35e+03
236,4.13,7.35e+03
237,4.14,7.35e+03
238,4.13,7.34e+03
239,4.13,7.34e+03
240,4.13,7.34e+03
241,4.14,7.33e+03
242,4.13,7.33e+03
243,4.13,7.33e+03
244,4.14,7.33e+03
245,4.14,7.34e+03
246,4.14,7.35e+03
247,4.14,7.35e+03
248,4.14,7.36e+03
249,4.14,7.36e+03
250,4.14,7.36e+03
251,4.14,7.35e+03
252,4.14,7.36e+03
253,4.14,7.36e+03
254,4.13,7.36e+03
255,4.13,7.36e+03
256,4.14,7.35e+03
257,4.14,7.35e+03
258,4.13,7.35e+03
259,4.14,7.34e+03
260,4.13,7.34e+03
261,4.13,7.33e+03
262,4.13,7.33e+03
263,4.14,7.33e+03
264,4.14,7.33e+03
265,4.14,7.34e+03
266,4.14,7.35e+03
267,4.13,7.35e+03
268,4.14,7.35e+03
269,4.14,7.35e+03
270,4.15,7.36e+03
271,4.14,7.36e+03
272,4.14,7.36e+03
273,4.12,7.36e+03
274,4.13,7.35e+03
275,4.14,7.35e+03
276,4.14,7.36e+03
277,4.14,7.35e+03
278,4.14,7.34e+03
279,4.14,7.34e+03
280,4.14,7.34e+03
281,4.14,7.35e+03
282,4.13,7.34e+03
283,4.13,7.34e+03
284,4.13,7.34e+03
285,4.13,7.35e+03
286,4.14,7.34e+03
287,4.14,7.34e+03
288,4.14,7.35e+03
289,4.14,7.34e+03
290,4.14,7.35e+03
291,4.13,7.36e+03
292,4.14,7.37e+03
293,4.14,7.39e+03
294,4.13,7.42e+03
295,4.14,7.45e+03
296,4.14,7.48e+03
297,4.14,7.48e+03
298,4.14,7.48e+03
299,4.14,7.48e+03
300,4.14,7.48e+03
301,4.14,7.48e+03
302,4.13,7.48e+03
303,4.14,7.48e+03
304,4.14,7.48e+03
305,4.14,7.47e+03
306,4.14,7.48e+03
307,4.14,7.48e+03
308,4.15,7.48e+03
309,4.14,7.48e+03
310,4.14,7.48e+03
311,4.14,7.48e+03
312,4.15,7.48e+03
313,4.14,7.48e+03
314,4.14,7.48e+03
315,4.13,7.48e+03
316,4.14,7.48e+03
317,4.14,7.48e+03
318,4.14,7.48e+03
319,4.14,7.48e+03
320,4.14,7.47e+03
321,4.14,7.48e+03
322,4.14,7.46e+03
323,4.14,7.46e+03
324,4.14,7.45e+03
325,4.14,7.45e+03
326,4.14,7.45e+03
327,4.14,7.47e+03
328,4.14,7.48e+03
329,4.13,7.48e+03
330,4.14,7.48e+03
331,4.14,7.48e+03
332,4.14,7.48e+03
333,4.13,7.48e+03
334,4.14,7.48e+03
335,4.12,7.48e+03
336,4.12,7.48e+03
337,4.12,7.48e+03
338,4.13,7.47e+03
339,4.14,7.46e+03
340,4.13,7.46e+03
341,4.14,7.45e+03
342,4.14,7.44e+03
343,4.13,7.44e+03
344,4.13,7.44e+03
345,4.13,7.46e+03
346,4.13,7.48e+03
347,4.14,7.48e+03
348,4.14,7.48e+03
349,4.15,7.48e+03
350,4.14,7.48e+03
351,4.13,7.48e+03
352,4.13,7.48e+03
353,4.13,7.48e+03
354,4.14,7.48e+03
355,4.13,7.48e+03
356,4.14,7.48e+03
357,4.13,7.48e+03
358,4.13,7.48e+03
359,4.14,7.48e+03
360,4.14,7.48e+03
361,3.9,7.48e+03
362,3.89,7.48e+03
363,3.95,7.48e+03
364,3.9,7.48e+03
365,3.9,7.47e+03
366,3.89,7.45e+03
367,3.92,7.45e+03
368,3.9,7.46e+03
369,3.9,7.47e+03
370,3.89,7.47e+03
371,3.9,7.47e+03
372,3.92,7.47e+03
373,3.94,7.45e+03
374,3.92,7.45e+03
375,3.91,7.44e+03
376,3.91,7.43e+03
377,3.91,7.43e+03
378,3.91,7.44e+03
379,3.9,7.45e+03
380,3.91,7.47e+03
381,3.89,7.48e+03
382,3.92,7.48e+03
383,3.9,7.47e+03
384,3.91,7.47e+03
385,3.89,7.47e+03
386,3.89,7.46e+03
387,3.92,7.46e+03
388,3.93,7.45e+03
389,3.91,7.45e+03
390,3.9,7.45e+03
391,3.9,7.45e+03
392,3.92,7.45e+03
393,3.91,7.44e+03
394,3.9,7.43e+03
395,3.87,7.44e+03
396,3.89,7.43e+03
397,3.89,7.42e+03
398,3.9,7.42e+03
399,3.92,7.42e+03
400,3.92,7.42e+03
401,3.92,7.42e+03
402,3.89,7.44e+03
403,3.92,7.44e+03
404,3.92,7.45e+03
405,3.92,7.46e+03
406,3.91,7.47e+03
407,3.91,7.48e+03
408,3.93,7.47e+03
409,3.92,7.46e+03
410,3.92,7.46e+03
411,3.92,7.45e+03
412,3.92,7.45e+03
413,3.89,7.44e+03
414,3.9,7.44e+03
415,3.9,7.43e+03
416,3.91,7.43e+03
417,3.88,7.43e+03
418,3.9,7.43e+03
419,3.92,7.43e+03
420,3.9,7.42e+03
421,3.9,7.42e+03
422,3.9,7.42e+03
423,3.9,7.41e+03
424,3.92,7.43e+03
425,3.91,7.44e+03
426,3.93,7.45e+03
427,3.93,7.47e+03
428,3.93,7.47e+03
429,3.92,7.47e+03
430,3.88,7.47e+03
431,3.9,7.48e+03
432,3.91,7.47e+03
433,3.87,7.45e+03
434,3.91,7.44e+03
435,3.9,7.43e+03
436,3.94,7.43e+03
437,3.91,7.43e+03
438,3.89,7.42e+03
439,3.94,7.42e+03
440,3.92,7.42e+03
441,3.92,7.41e+03
442,3.9,7.41e+03
443,3.91,7.42e+03
444,3.92,7.42e+03
445,3.92,7.44e+03
446,3.94,7.44e+03
447,3.92,7.46e+03
448,3.95,7.47e+03
449,3.92,7.47e+03
450,3.91,7.47e+03
451,3.93,7.46e+03
452,3.92,7.44e+03
453,3.93,7.44e+03
454,3.89,7.43e+03
455,3.92,7.43e+03
456,3.92,7.42e+03
457,3.91,7.42e+03
458,3.92,7.43e+03
459,3.9,7.43e+03
460,3.91,7.44e+03
461,3.91,7.43e+03
462,3.91,7.43e+03
463,3.9,7.42e+03
464,3.93,7.42e+03
465,3.92,7.42e+03
466,3.9,7.42e+03
467,3.9,7.43e+03
468,3.9,7.43e+03
469,3.91,7.44e+03
470,3.9,7.45e+03
471,3.91,7.47e+03
472,3.92,7.47e+03
473,3.92,7.48e+03
474,3.93,7.47e+03
475,3.89,7.47e+03
476,3.9,7.47e+03
477,3.91,7.47e+03
478,3.92,7.45e+03
479,3.91,7.44e+03
480,3.93,7.44e+03
481,3.92,7.43e+03
482,3.91,7.42e+03
483,3.91,7.43e+03
484,3.91,7.41e+03
485,3.88,7.41e+03
486,3.92,7.41e+03
487,3.93,7.41e+03
488,3.89,7.41e+03
489,3.9,7.42e+03
490,3.91,7.44e+03
491,3.92,7.45e+03
492,3.91,7.47e+03
493,3.89,7.47e+03
494,3.91,7.47e+03
495,3.92,7.48e+03
496,3.94,7.47e+03
497,3.92,7.46e+03
498,3.9,7.45e+03
499,3.91,7.43e+03
500,3.92,7.43e+03
501,3.9,7.43e+03
502,3.9,7.42e+03
503,3.9,7.42e+03
504,3.92,7.41e+03
505,3.9,7.41e+03
506,3.92,7.41e+03
507,3.91,7.41e+03
508,3.92,7.44e+03
509,3.91,7.45e+03
510,3.91,7.46e+03
511,3.9,7.47e+03
512,3.88,7.47e+03
513,3.91,7.46e+03
514,3.91,7.45e+03
515,3.91,7.44e+03
516,3.94,7.44e+03
517,3.9,7.43e+03
518,3.93,7.43e+03
519,3.92,7.44e+03
520,3.91,7.45e+03
521,3.91,7.45e+03
522,3.93,7.45e+03
523,3.91,7.45e+03
524,3.9,7.46e+03
525,3.91,7.46e+03
526,3.91,7.44e+03
527,3.9,7.44e+03
528,3.91,7.43e+03
529,3.92,7.43e+03
530,3.9,7.42e+03
531,3.91,7.42e+03
532,3.92,7.41e+03
533,3.91,7.4e+03
534,3.89,7.41e+03
535,3.91,7.41e+03
536,3.91,7.42e+03
537,3.91,7.44e+03
538,3.89,7.45e+03
539,3.91,7.48e+03
540,3.92,7.48e+03
541,3.92,7.47e+03
542,3.92,7.48e+03
543,3.91,7.47e+03
544,3.91,7.46e+03
545,3.9,7.45e+03
546,3.93,7.44e+03
547,3.91,7.44e+03
548,3.93,7.43e+03
549,3.92,7.43e+03
550,3.92,7.43e+03
551,3.92,7.41e+03
552,3.9,7.41e+03
553,3.91,7.41e+03
554,3.9,7.41e+03
555,3.91,7.43e+03
556,3.91,7.45e+03
557,3.93,7.46e+03
558,3.93,7.47e+03
559,3.92,7.48e+03
560,3.92,7.48e+03
561,3.9,7.48e+03
562,3.93,7.48e+03
563,3.92,7.47e+03
564,3.91,7.45e+03
565,3.9,7.44e+03
566,3.93,7.44e+03
567,3.94,7.43e+03
568,3.92,7.43e+03
569,3.91,7.42e+03
570,3.92,7.42e+03
571,3.93,7.42e+03
572,3.9,7.41e+03
573,3.93,7.4e+03
574,3.89,7.4e+03
575,3.91,7.4e+03
576,3.92,7.41e+03
577,3.9,7.43e+03
578,3.91,7.44e+03
579,3.9,7.45e+03
580,3.93,7.45e+03
581,3.9,7.46e+03
582,3.93,7.45e+03
583,3.92,7.45e+03
584,3.92,7.45e+03
585,3.9,7.44e+03
586,3.92,7.44e+03
587,3.92,7.44e+03
588,3.93,7.45e+03
589,3.88,7.45e+03
590,3.91,7.45e+03
591,3.91,7.45e+03
592,3.92,7.44e+03
593,3.92,7.45e+03
594,3.92,7.45e+03
595,3.92,7.45e+03
596,3.92,7.44e+03
597,3.93,7.43e+03
598,3.91,7.43e+03
599,3.92,7.42e+03
600,3.92,7.42e+03
601,3.9,7.41e+03
602,3.91,7.41e+03
603,3.9,7.41e+03
604,3.9,7.41e+03
605,3.92,7.42e+03
606,3.91,7.43e+03
607,3.92,7.44e+03
608,3.91,7.45e+03
609,3.91,7.47e+03
610,3.91,7.47e+03
611,3.91,7.46e+03
612,3.92,7.45e+03
613,3.92,7.45e+03
614,3.93,7.44e+03
615,3.92,7.44e+03
616,3.93,7.44e+03
617,3.92,7.44e+03
618,3.91,7.45e+03
619,3.91,7.44e+03
620,3.88,7.44e+03
621,3.93,7.45e+03
622,3.91,7.45e+03
623,3.91,7.45e+03
624,3.9,7.45e+03
625,3.9,7.44e+03
626,3.9,7.43e+03
627,3.91,7.43e+03
628,3.92,7.42e+03
629,3.93,7.42e+03
630,3.92,7.41e+03
631,3.9,7.4e+03
632,3.92,7.4e+03
633,3.88,7.4e+03
634,3.92,7.42e+03
635,3.93,7.43e+03
636,3.91,7.44e+03
637,3.91,7.45e+03
638,3.9,7.47e+03
639,3.9,7.47e+03
640,3.91,7.47e+03
641,3.91,7.47e+03
642,3.9,7.47e+03
643,3.91,7.46e+03
644,3.9,7.44e+03
645,3.91,7.44e+03
646,3.89,7.43e+03
647,3.89,7.43e+03
648,3.9,7.42e+03
649,3.93,7.41e+03
650,3.9,7.41e+03
651,3.91,7.4e+03
652,3.93,7.4e+03
653,3.92,7.41e+03
654,3.9,7.43e+03
655,3.9,7.44e+03
656,3.91,7.45e+03
657,3.91,7.45e+03
658,3.9,7.45e+03
659,3.92,7.45e+03
660,3.9,7.45e+03
661,3.9,7.44e+03
662,3.92,7.43e+03
663,3.91,7.43e+03
664,3.9,7.44e+03
665,3.88,7.45e+03
666,3.91,7.44e+03
667,3.92,7.44e+03
668,3.92,7.44e+03
669,3.92,7.44e+03
670,3.92,7.44e+03
671,3.92,7.42e+03
672,3.91,7.43e+03
673,3.9,7.42e+03
674,3.88,7.42e+03
675,3.93,7.41e+03
676,3.93,7.41e+03
677,3.91,7.4e+03
678,3.9,7.39e+03
679,3.9,7.4e+03
680,3.9,7.42e+03
681,3.92,7.43e+03
682,3.92,7.44e+03
683,3.91,7.45e+03
684,3.9,7.45e+03
685,3.9,7.45e+03
686,3.93,7.44e+03
687,3.91,7.44e+03
688,3.91,7.44e+03
689,3.9,7.43e+03
690,3.92,7.43e+03
691,3.93,7.44e+03
692,3.92,7.44e+03
693,3.91,7.44e+03
694,3.93,7.45e+03
695,3.92,7.45e+03
696,3.9,7.44e+03
697,3.9,7.44e+03
698,3.9,7.43e+03
699,3.91,7.42e+03
700,3.92,7.41e+03
701,3.9,7.4e+03
702,3.91,7.4e+03
703,3.92,7.39e+03
704,3.9,7.39e+03
705,3.91,7.41e+03
706,3.93,7.42e+03
707,3.89,7.43e+03
708,3.89,7.44e+03
709,3.91,7.44e+03
710,3.92,7.45e+03
711,3.92,7.45e+03
712,3.91,7.44e+03
713,3.9,7.44e+03
714,3.9,7.42e+03
715,3.9,7.42e+03
716,3.9,7.43e+03
717,3.92,7.43e+03
718,3.91,7.44e+03
719,3.91,7.44e+03
720,3.92,7.43e+03
721,3.73,7.43e+03
722,3.73,7.42e+03
723,3.72,7.41e+03
724,3.75,7.41e+03
725,3.74,7.41e+03
726,3.73,7.42e+03
727,3.74,7.43e+03
728,3.74,7.42e+03
729,3.73,7.42e+03
730,3.74,7.41e+03
731,3.72,7.4e+03
732,3.74,7.4e+03
733,3.72,7.4e+03
734,3.69,7.39e+03
735,3.74,7.38e+03
736,3.73,7.38e+03
737,3.74,7.37e+03
738,3.73,7.37e+03
739,3.76,7.38e+03
740,3.72,7.38e+03
741,3.71,7.38e+03
742,3.7,7.39e+03
743,3.72,7.41e+03
744,3.73,7.42e+03
745,3.74,7.42e+03
746,3.74,7.42e+03
747,3.71,7.42e+03
748,3.72,7.41e+03
749,3.71,7.4e+03
750,3.7,7.39e+03
751,3.73,7.39e+03
752,3.76,7.39e+03
753,3.73,7.38e+03
754,3.73,7.38e+03
755,3.72,7.37e+03
756,3.73,7.37e+03
757,3.71,7.37e+03
758,3.73,7.37e+03
759,3.73,7.37e+03
760,3.76,7.37e+03
761,3.72,7.37e+03
762,3.71,7.38e+03
763,3.7,7.39e+03
764,3.74,7.39e+03
765,3.72,7.4e+03
766,3.71,7.41e+03
767,3.74,7.41e+03
768,3.68,7.4e+03
769,3.73,7.4e+03
770,3.7,7.4e+03
771,3.72,7.4e+03
772,3.73,7.39e+03
773,3.73,7.38e+03
774,3.7,7.37e+03
775,3.72,7.37e+03
776,3.73,7.37e+03
777,3.73,7.37e+03
778,3.68,7.37e+03
779,3.71,7.37e+03
780,3.74,7.37e+03
781,3.72,7.37e+03
782,3.73,7.37e+03
783,3.7,7.38e+03
784,3.73,7.39e+03
785,3.71,7.4e+03
786,3.71,7.39e+03
787,3.73,7.39e+03
788,3.72,7.39e+03
789,3.73,7.38e+03
790,3.76,7.38e+03
791,3.7,7.37e+03
792,3.7,7.37e+03
793,3.71,7.38e+03
794,3.73,7.38e+03
795,3.71,7.39e+03
796,3.72,7.39e+03
797,3.72,7.39e+03
798,3.73,7.39e+03
799,3.71,7.39e+03
800,3.73,7.39e+03
801,3.73,7.39e+03
802,3.7,7.37e+03
803,3.72,7.37e+03
804,3.74,7.37e+03
805,3.72,7.37e+03
806,3.72,7.37e+03
807,3.71,7.36e+03
808,3.73,7.36e+03
809,3.73,7.36e+03
810,3.73,7.36e+03
811,3.72,7.36e+03
812,3.71,7.36e+03
813,3.72,7.37e+03
814,3.74,7.37e+03
815,3.73,7.37e+03
816,3.72,7.37e+03
817,3.7,7.37e+03
818,3.7,7.37e+03
819,3.75,7.38e+03
820,3.73,7.37e+03
821,3.72,7.37e+03
822,3.74,7.35e+03
823,3.73,7.36e+03
824,3.72,7.37e+03
825,3.72,7.37e+03
826,3.76,7.37e+03
827,3.71,7.37e+03
828,3.72,7.37e+03
829,3.73,7.37e+03
830,3.73,7.37e+03
831,3.74,7.36e+03
832,3.75,7.36e+03
833,3.73,7.35e+03
834,3.68,7.35e+03
835,3.71,7.35e+03
836,3.7,7.36e+03
837,3.7,7.37e+03
838,3.71,7.37e+03
839,3.74,7.38e+03
840,3.73,7.37e+03
841,3.71,7.37e+03
842,3.74,7.36e+03
843,3.69,7.36e+03
844,3.74,7.36e+03
845,3.72,7.35e+03
846,3.73,7.36e+03
847,3.72,7.36e+03
848,3.72,7.36e+03
849,3.72,7.36e+03
850,3.75,7.35e+03
851,3.75,7.35e+03
852,3.71,7.35e+03
853,3.71,7.35e+03
854,3.73,7.35e+03
855,3.74,7.35e+03
856,3.72,7.35e+03
857,3.74,7.35e+03
858,3.7,7.35e+03
859,3.71,7.35e+03
860,3.72,7.34e+03
861,3.74,7.33e+03
862,3.71,7.32e+03
863,3.71,7.32e+03
864,3.73,7.31e+03
865,3.71,7.31e+03
866,3.73,7.31e+03
867,3.73,7.31e+03
868,3.74,7.3e+03
869,3.73,7.31e+03
870,3.73,7.32e+03
871,3.74,7.32e+03
872,3.7,7.31e+03
873,3.75,7.31e+03
874,3.74,7.31e+03
875,3.72,7.31e+03
876,3.76,7.31e+03
877,3.73,7.31e+03
878,3.7,7.31e+03
879,3.73,7.31e+03
880,3.69,7.31e+03
881,3.71,7.31e+03
882,3.74,7.31e+03
883,3.72,7.31e+03
884,3.72,7.31e+03
885,3.73,7.31e+03
886,3.69,7.32e+03
887,3.74,7.32e+03
888,3.73,7.32e+03
889,3.71,7.33e+03
890,3.73,7.33e+03
891,3.7,7.32e+03
892,3.74,7.31e+03
893,3.71,7.31e+03
894,3.74,7.31e+03
895,3.75,7.31e+03
896,3.72,7.31e+03
897,3.72,7.31e+03
898,3.74,7.31e+03
899,3.74,7.31e+03
900,3.71,7.31e+03
901,3.74,7.31e+03
902,3.73,7.31e+03
903,3.7,7.31e+03
904,3.7,7.32e+03
905,3.73,7.32e+03
906,3.74,7.32e+03
907,3.74,7.32e+03
908,3.71,7.32e+03
909,3.7,7.32e+03
910,3.73,7.31e+03
911,3.72,7.31e+03
912,3.74,7.31e+03
913,3.73,7.31e+03
914,3.76,7.31e+03
915,3.71,7.32e+03
916,3.71,7.32e+03
917,3.74,7.31e+03
918,3.74,7.31e+03
919,3.73,7.31e+03
920,3.72,7.31e+03
921,3.69,7.31e+03
922,3.74,7.31e+03
923,3.75,7.32e+03
924,3.74,7.31e+03
925,3.72,7.31e+03
926,3.74,7.31e+03
927,3.72,7.31e+03
928,3.7,7.31e+03
929,3.75,7.31e+03
930,3.75,7.31e+03
931,3.74,7.31e+03
932,3.73,7.33e+03
933,3.74,7.32e+03
934,3.74,7.32e+03
935,3.72,7.32e+03
936,3.72,7.31e+03
937,3.71,7.32e+03
938,3.75,7.32e+03
939,3.74,7.32e+03
940,3.74,7.31e+03
941,3.73,7.32e+03
942,3.72,7.32e+03
943,3.71,7.32e+03
944,3.73,7.33e+03
945,3.7,7.33e+03
946,3.72,7.33e+03
947,3.74,7.33e+03
948,3.74,7.32e+03
949,3.73,7.32e+03
950,3.7,7.31e+03
951,3.72,7.31e+03
952,3.74,7.31e+03
953,3.75,7.31e+03
954,3.7,7.31e+03
955,3.74,7.31e+03
956,3.74,7.31e+03
957,3.73,7.31e+03
958,3.72,7.31e+03
959,3.74,7.31e+03
960,3.73,7.31e+03
961,3.74,7.31e+03
962,3.73,7.32e+03
963,3.7,7.32e+03
964,3.74,7.33e+03
965,3.71,7.32e+03
966,3.74,7.31e+03
967,3.69,7.32e+03
968,3.72,7.32e+03
969,3.74,7.32e+03
970,3.71,7.31e+03
971,3.74,7.31e+03
972,3.7,7.32e+03
973,3.72,7.32e+03
974,3.72,7.32e+03
975,3.74,7.32e+03
976,3.76,7.32e+03
977,3.7,7.32e+03
978,3.72,7.32e+03
979,3.72,7.32e+03
980,3.73,7.31e+03
981,3.72,7.31e+03
982,3.73,7.31e+03
983,3.72,7.31e+03
984,3.7,7.31e+03
985,3.7,7.31e+03
986,3.76,7.31e+03
987,3.71,7.32e+03
988,3.72,7.32e+03
989,3.73,7.32e+03
990,3.74,7.31e+03
991,3.72,7.31e+03
992,3.72,7.32e+03
993,3.71,7.33e+03
994,3.73,7.33e+03
995,3.72,7.33e+03
996,3.7,7.33e+03
997,3.7,7.32e+03
998,3.73,7.33e+03
999,3.75,7.32e+03
1e+03,3.74,7.31e+03
1e+03,3.72,7.32e+03
1e+03,3.72,7.31e+03
1e+03,3.72,7.31e+03
1e+03,3.7,7.31e+03
1e+03,3.71,7.31e+03
1.01e+03,3.74,7.31e+03
1.01e+03,3.72,7.31e+03
1.01e+03,3.75,7.32e+03
1.01e+03,3.75,7.31e+03
1.01e+03,3.73,7.31e+03
1.01e+03,3.69,7.32e+03
1.01e+03,3.72,7.32e+03
1.01e+03,3.74,7.31e+03
1.01e+03,3.71,7.31e+03
1.02e+03,3.73,7.32e+03
1.02e+03,3.71,7.32e+03
1.02e+03,3.73,7.32e+03
1.02e+03,3.73,7.32e+03
1.02e+03,3.72,7.33e+03
1.02e+03,3.75,7.33e+03
1.02e+03,3.7,7.33e+03
1.02e+03,3.72,7.33e+03
1.02e+03,3.72,7.33e+03
1.02e+03,3.72,7.32e+03
1.02e+03,3.74,7.32e+03
1.03e+03,3.73,7.31e+03
1.03e+03,3.72,7.31e+03
1.03e+03,3.74,7.32e+03
1.03e+03,3.75,7.31e+03
1.03e+03,3.71,7.31e+03
1.03e+03,3.71,7.32e+03
1.03e+03,3.77,7.32e+03
1.03e+03,3.7,7.32e+03
1.03e+03,3.76,7.32e+03
1.04e+03,3.72,7.32e+03
1.04e+03,3.7,7.32e+03
1.04e+03,3.73,7.32e+03
1.04e+03,3.72,7.32e+03
1.04e+03,3.72,7.32e+03
1.04e+03,3.75,7.31e+03
1.04e+03,3.74,7.31e+03
1.04e+03,3.73,7.32e+03
1.04e+03,3.72,7.32e+03
1.04e+03,3.73,7.32e+03
1.04e+03,3.74,7.33e+03
1.05e+03,3.74,7.32e+03
1.05e+03,3.73,7.32e+03
1.05e+03,3.71,7.31e+03
1.05e+03,3.74,7.32e+03
1.05e+03,3.73,7.32e+03
1.05e+03,3.72,7.32e+03
1.05e+03,3.72,7.32e+03
1.05e+03,3.72,7.32e+03
1.05e+03,3.72,7.32e+03
