t,pow,rpm
367,2.03,2.44e+03
368,2.04,2.43e+03
369,2.02,2.44e+03
370,2.04,2.45e+03
371,2.04,2.46e+03
372,2.03,2.45e+03
373,2.04,2.45e+03
374,2.04,2.43e+03
375,2.03,2.44e+03
376,2.03,2.43e+03
377,2.04,2.43e+03
378,2.03,2.43e+03
379,2.04,2.44e+03
380,2.03,2.44e+03
381,2.04,2.46e+03
382,2.03,2.46e+03
383,2.04,2.46e+03
384,2.04,2.45e+03
385,2.04,2.44e+03
386,2.05,2.44e+03
387,2.03,2.45e+03
388,2.04,2.46e+03
389,2.03,2.46e+03
390,2.03,2.46e+03
391,2.03,2.46e+03
392,2.03,2.45e+03
393,2.04,2.43e+03
394,2.04,2.44e+03
395,2.02,2.43e+03
396,2.03,2.42e+03
397,2.03,2.42e+03
398,2.04,2.43e+03
399,2.04,2.42e+03
400,2.03,2.41e+03
401,2.04,2.42e+03
402,2.02,2.44e+03
403,2.04,2.43e+03
404,2.02,2.43e+03
405,2.03,2.43e+03
406,2.04,2.44e+03
407,2.03,2.44e+03
408,2.03,2.43e+03
409,2.03,2.43e+03
410,2.05,2.44e+03
411,2.04,2.44e+03
412,2.03,2.42e+03
413,2.04,2.42e+03
414,2.02,2.42e+03
415,2.02,2.42e+03
416,2.04,2.42e+03
417,2.03,2.4e+03
418,2.03,2.41e+03
419,2.04,2.42e+03
420,2.05,2.42e+03
421,2.03,2.42e+03
422,2.03,2.41e+03
423,2.03,2.41e+03
424,2.04,2.41e+03
425,2.04,2.43e+03
426,2.03,2.43e+03
427,2.04,2.43e+03
428,2.03,2.45e+03
429,2.06,2.45e+03
430,2.03,2.45e+03
431,2.04,2.44e+03
432,2.02,2.44e+03
433,2.05,2.42e+03
434,2.03,2.42e+03
435,2.03,2.42e+03
436,2.02,2.41e+03
437,2.04,2.42e+03
438,2.04,2.42e+03
439,2.04,2.42e+03
440,2.02,2.42e+03
441,2.04,2.42e+03
442,2.04,2.43e+03
443,2.03,2.41e+03
444,2.03,2.41e+03
445,2.03,2.43e+03
446,2.02,2.43e+03
447,2.02,2.43e+03
448,2.04,2.46e+03
449,2.04,2.45e+03
450,2.02,2.44e+03
451,2.05,2.44e+03
452,2.03,2.44e+03
453,2.03,2.43e+03
454,2.04,2.44e+03
455,2.03,2.43e+03
456,2.03,2.41e+03
457,2.05,2.42e+03
458,2.05,2.43e+03
459,2.02,2.43e+03
460,2.02,2.42e+03
461,2.03,2.41e+03
462,2.03,2.4e+03
463,2.03,2.41e+03
464,2.04,2.43e+03
465,2.04,2.42e+03
466,2.05,2.42e+03
467,2.03,2.43e+03
468,2.03,2.42e+03
469,2.03,2.43e+03
470,2.03,2.42e+03
471,2.04,2.44e+03
472,2.04,2.45e+03
473,2.04,2.46e+03
474,2.03,2.45e+03
475,2.03,2.44e+03
476,2.03,2.44e+03
477,2.04,2.43e+03
478,2.03,2.42e+03
479,2.04,2.43e+03
480,2.03,2.42e+03
481,2.02,2.41e+03
482,2.03,2.42e+03
483,2.04,2.41e+03
484,2.02,2.41e+03
485,2.04,2.41e+03
486,2.04,2.41e+03
487,2.04,2.41e+03
488,2.04,2.42e+03
489,2.05,2.42e+03
490,2.03,2.43e+03
491,2.04,2.43e+03
492,2.04,2.43e+03
493,2.03,2.44e+03
494,2.04,2.43e+03
495,2.03,2.44e+03
496,2.04,2.45e+03
497,2.01,2.47e+03
498,2.03,2.45e+03
499,2.04,2.43e+03
500,2.03,2.42e+03
501,2.04,2.41e+03
502,2.03,2.42e+03
503,2.04,2.42e+03
504,2.03,2.42e+03
505,2.03,2.42e+03
506,2.03,2.41e+03
507,2.04,2.41e+03
508,2.03,2.41e+03
509,2.03,2.42e+03
510,2.04,2.43e+03
511,2.03,2.44e+03
512,2.03,2.45e+03
513,2.04,2.44e+03
514,2.03,2.42e+03
515,2.04,2.42e+03
516,2.04,2.43e+03
517,2.04,2.42e+03
518,2.04,2.41e+03
519,2.04,2.42e+03
520,2.04,2.44e+03
521,2.04,2.45e+03
522,2.05,2.43e+03
523,2.02,2.43e+03
524,2.04,2.43e+03
525,2.04,2.44e+03
526,2.04,2.43e+03
527,2.04,2.43e+03
528,2.03,2.43e+03
529,2.03,2.42e+03
530,2.04,2.42e+03
531,2.02,2.42e+03
532,2.04,2.42e+03
533,2.03,2.42e+03
534,2.02,2.41e+03
535,2.03,2.41e+03
536,2.03,2.41e+03
537,2.06,2.41e+03
538,2.03,2.43e+03
539,2.05,2.44e+03
540,2.05,2.46e+03
541,2.03,2.46e+03
542,2.03,2.46e+03
543,2.04,2.48e+03
544,2.03,2.45e+03
545,2.05,2.43e+03
546,2.02,2.42e+03
547,2.03,2.42e+03
548,2.04,2.41e+03
549,2.01,2.43e+03
550,2.04,2.43e+03
551,2.04,2.42e+03
552,2.03,2.42e+03
553,2.04,2.42e+03
554,2.03,2.42e+03
555,2.04,2.42e+03
556,2.03,2.42e+03
557,2.02,2.43e+03
558,2.06,2.43e+03
559,2.03,2.45e+03
560,2.05,2.44e+03
561,2.03,2.43e+03
562,2.02,2.45e+03
563,2.04,2.44e+03
564,2.04,2.43e+03
565,2.03,2.42e+03
566,2.03,2.42e+03
567,2.04,2.42e+03
568,2.04,2.42e+03
569,2.02,2.43e+03
570,2.04,2.43e+03
571,2.04,2.42e+03
572,2.03,2.43e+03
573,2.04,2.42e+03
574,2.03,2.41e+03
575,2.04,2.41e+03
576,2.03,2.41e+03
577,2.04,2.42e+03
578,2.03,2.42e+03
579,2.03,2.42e+03
580,2.04,2.44e+03
581,2.04,2.46e+03
582,2.03,2.45e+03
583,2.03,2.43e+03
584,2.02,2.42e+03
585,2.04,2.42e+03
586,2.04,2.42e+03
587,2.04,2.43e+03
588,2.03,2.44e+03
589,2.04,2.45e+03
590,2.03,2.44e+03
591,2.03,2.41e+03
592,2.04,2.43e+03
593,2.04,2.44e+03
594,2.02,2.44e+03
595,2.04,2.42e+03
596,2.05,2.43e+03
597,2.03,2.43e+03
598,2.03,2.43e+03
599,2.03,2.43e+03
600,2.03,2.42e+03
601,2.03,2.4e+03
602,2.04,2.41e+03
603,2.04,2.43e+03
604,2.04,2.42e+03
605,2.03,2.41e+03
606,2.03,2.41e+03
607,2.04,2.42e+03
608,2.04,2.44e+03
609,2.03,2.44e+03
610,2.04,2.44e+03
611,2.04,2.45e+03
612,2.03,2.44e+03
613,2.04,2.44e+03
614,2.04,2.42e+03
615,2.03,2.42e+03
616,2.04,2.43e+03
617,2.03,2.44e+03
618,2.04,2.45e+03
619,2.03,2.44e+03
620,2.03,2.43e+03
621,2.03,2.44e+03
622,2.04,2.44e+03
623,2.03,2.45e+03
624,2.03,2.46e+03
625,2.04,2.44e+03
626,2.05,2.42e+03
627,2.03,2.42e+03
628,2.03,2.43e+03
629,2.05,2.43e+03
630,2.02,2.42e+03
631,2.03,2.4e+03
632,2.04,2.4e+03
633,2.03,2.41e+03
634,2.03,2.42e+03
635,2.02,2.43e+03
636,2.04,2.42e+03
637,2.04,2.42e+03
638,2.04,2.44e+03
639,2.03,2.45e+03
640,2.03,2.44e+03
641,2.04,2.43e+03
642,2.02,2.43e+03
643,2.03,2.43e+03
644,2.05,2.43e+03
645,2.03,2.42e+03
646,2.03,2.42e+03
647,2.03,2.43e+03
648,2.04,2.42e+03
649,2.04,2.41e+03
650,2.02,2.4e+03
651,2.04,2.42e+03
652,2.04,2.42e+03
653,2.04,2.41e+03
654,2.04,2.43e+03
655,2.04,2.42e+03
656,2.03,2.42e+03
657,2.05,2.44e+03
658,2.04,2.44e+03
659,2.03,2.42e+03
660,2.03,2.42e+03
661,2.03,2.44e+03
662,2.02,2.44e+03
663,2.04,2.42e+03
664,2.02,2.41e+03
665,2.04,2.41e+03
666,2.03,2.44e+03
667,2.05,2.44e+03
668,2.03,2.42e+03
669,2.03,2.43e+03
670,2.03,2.44e+03
671,2.03,2.44e+03
672,2.04,2.44e+03
673,2.01,2.43e+03
674,2.03,2.41e+03
675,2.04,2.41e+03
676,2.03,2.42e+03
677,2.03,2.43e+03
678,2.02,2.42e+03
679,2.04,2.42e+03
680,2.03,2.42e+03
681,2.05,2.42e+03
682,2.04,2.43e+03
683,2.03,2.43e+03
684,2.04,2.44e+03
685,2.05,2.45e+03
686,2.04,2.46e+03
687,2.04,2.45e+03
688,2.03,2.44e+03
689,2.02,2.42e+03
690,2.05,2.42e+03
691,2.04,2.43e+03
692,2.03,2.43e+03
693,2.03,2.42e+03
694,2.04,2.43e+03
695,2.02,2.43e+03
696,2.04,2.41e+03
697,2.02,2.42e+03
698,2.04,2.43e+03
699,2.03,2.42e+03
700,2.04,2.42e+03
701,2.05,2.41e+03
702,2.03,2.41e+03
703,2.02,2.42e+03
704,2.04,2.43e+03
705,2.04,2.43e+03
706,2.03,2.43e+03
707,2.04,2.44e+03
708,2.04,2.43e+03
709,2.04,2.43e+03
710,2.02,2.44e+03
711,2.04,2.44e+03
712,2.04,2.45e+03
713,2.04,2.44e+03
714,2.03,2.41e+03
715,2.03,2.41e+03
716,2.03,2.42e+03
717,2.04,2.41e+03
718,2.04,2.42e+03
719,2.04,2.42e+03
720,2.02,2.42e+03
721,1.92,2.42e+03
722,1.95,2.42e+03
723,1.94,2.42e+03
724,1.93,2.41e+03
725,1.92,2.41e+03
726,1.93,2.41e+03
727,1.93,2.42e+03
728,1.95,2.43e+03
729,1.92,2.43e+03
730,1.96,2.42e+03
731,1.94,2.41e+03
732,1.93,2.41e+03
733,1.94,2.41e+03
734,1.93,2.4e+03
735,1.92,2.41e+03
736,1.93,2.41e+03
737,1.95,2.41e+03
738,1.94,2.42e+03
739,1.94,2.42e+03
740,1.93,2.41e+03
741,1.92,2.41e+03
742,1.94,2.41e+03
743,1.94,2.42e+03
744,1.94,2.42e+03
745,1.93,2.42e+03
746,1.95,2.42e+03
747,1.95,2.43e+03
748,1.94,2.43e+03
749,1.93,2.42e+03
750,1.92,2.41e+03
751,1.94,2.42e+03
752,1.93,2.43e+03
753,1.92,2.42e+03
754,1.94,2.42e+03
755,1.95,2.41e+03
756,1.93,2.42e+03
757,1.94,2.42e+03
758,1.94,2.41e+03
759,1.96,2.41e+03
760,1.93,2.42e+03
761,1.91,2.43e+03
762,1.92,2.42e+03
763,1.94,2.42e+03
764,1.95,2.43e+03
765,1.94,2.43e+03
766,1.93,2.42e+03
767,1.92,2.42e+03
768,1.94,2.42e+03
769,1.93,2.42e+03
770,1.93,2.42e+03
771,1.92,2.42e+03
772,1.93,2.42e+03
773,1.95,2.42e+03
774,1.93,2.42e+03
775,1.92,2.42e+03
776,1.94,2.42e+03
777,1.95,2.42e+03
778,1.92,2.43e+03
779,1.94,2.42e+03
780,1.95,2.42e+03
781,1.92,2.41e+03
782,1.94,2.42e+03
783,1.93,2.42e+03
784,1.92,2.41e+03
785,1.94,2.4e+03
786,1.92,2.41e+03
787,1.92,2.41e+03
788,1.93,2.41e+03
789,1.92,2.41e+03
790,1.93,2.41e+03
791,1.91,2.41e+03
792,1.93,2.42e+03
793,1.95,2.42e+03
794,1.94,2.41e+03
795,1.93,2.41e+03
796,1.92,2.4e+03
797,1.93,2.4e+03
798,1.95,2.4e+03
799,1.92,2.41e+03
800,1.96,2.41e+03
801,1.93,2.42e+03
802,1.94,2.42e+03
803,1.93,2.42e+03
804,1.93,2.42e+03
805,1.91,2.41e+03
806,1.94,2.41e+03
807,1.93,2.41e+03
808,1.94,2.41e+03
809,1.93,2.41e+03
810,1.94,2.41e+03
811,1.93,2.41e+03
812,1.94,2.4e+03
813,1.93,2.41e+03
814,1.92,2.41e+03
815,1.94,2.42e+03
816,1.92,2.42e+03
817,1.94,2.42e+03
818,1.92,2.42e+03
819,1.93,2.42e+03
820,1.93,2.43e+03
821,1.93,2.43e+03
822,1.94,2.42e+03
823,1.92,2.42e+03
824,1.94,2.41e+03
825,1.95,2.41e+03
826,1.94,2.41e+03
827,1.95,2.41e+03
828,1.95,2.41e+03
829,1.94,2.41e+03
830,1.94,2.42e+03
831,1.94,2.42e+03
832,1.94,2.41e+03
833,1.92,2.41e+03
834,1.92,2.41e+03
835,1.95,2.41e+03
836,1.92,2.41e+03
837,1.94,2.42e+03
838,1.91,2.42e+03
839,1.93,2.42e+03
840,1.94,2.42e+03
841,1.95,2.42e+03
842,1.93,2.42e+03
843,1.93,2.42e+03
844,1.93,2.42e+03
845,1.95,2.43e+03
846,1.93,2.42e+03
847,1.93,2.42e+03
848,1.95,2.43e+03
849,1.93,2.42e+03
850,1.92,2.42e+03
851,1.95,2.41e+03
852,1.92,2.4e+03
853,1.94,2.4e+03
854,1.93,2.4e+03
855,1.92,2.4e+03
856,1.95,2.4e+03
857,1.95,2.4e+03
858,1.94,2.41e+03
859,1.92,2.41e+03
860,1.93,2.41e+03
861,1.94,2.41e+03
862,1.93,2.41e+03
863,1.94,2.4e+03
864,1.94,2.4e+03
865,1.93,2.41e+03
866,1.94,2.41e+03
867,1.92,2.4e+03
868,1.94,2.41e+03
869,1.92,2.42e+03
870,1.92,2.42e+03
871,1.95,2.4e+03
872,1.93,2.41e+03
873,1.93,2.4e+03
874,1.94,2.4e+03
875,1.94,2.41e+03
876,1.94,2.4e+03
877,1.92,2.4e+03
878,1.94,2.41e+03
879,1.92,2.41e+03
880,1.93,2.41e+03
881,1.95,2.41e+03
882,1.92,2.41e+03
883,1.92,2.4e+03
884,1.96,2.41e+03
885,1.93,2.41e+03
886,1.93,2.41e+03
887,1.92,2.4e+03
888,1.94,2.4e+03
889,1.93,2.41e+03
890,1.93,2.42e+03
891,1.93,2.41e+03
892,1.92,2.41e+03
893,1.94,2.41e+03
894,1.92,2.4e+03
895,1.95,2.4e+03
896,1.92,2.41e+03
897,1.93,2.41e+03
898,1.93,2.41e+03
899,1.93,2.41e+03
900,1.96,2.41e+03
901,1.93,2.41e+03
902,1.93,2.41e+03
903,1.94,2.41e+03
904,1.92,2.41e+03
905,1.95,2.4e+03
906,1.94,2.41e+03
907,1.94,2.41e+03
908,1.92,2.41e+03
909,1.92,2.41e+03
910,1.92,2.41e+03
911,1.92,2.41e+03
912,1.96,2.41e+03
913,1.94,2.41e+03
914,1.92,2.41e+03
915,1.92,2.41e+03
916,1.93,2.41e+03
917,1.93,2.42e+03
918,1.93,2.42e+03
919,1.94,2.42e+03
920,1.94,2.43e+03
921,1.93,2.41e+03
922,1.94,2.4e+03
923,1.93,2.41e+03
924,1.94,2.41e+03
925,1.92,2.41e+03
926,1.95,2.4e+03
927,1.94,2.41e+03
928,1.94,2.41e+03
929,1.94,2.41e+03
930,1.94,2.41e+03
931,1.92,2.41e+03
932,1.94,2.41e+03
933,1.93,2.41e+03
934,1.93,2.41e+03
935,1.92,2.41e+03
936,1.93,2.41e+03
937,1.95,2.41e+03
938,1.91,2.41e+03
939,1.92,2.41e+03
940,1.94,2.41e+03
941,1.94,2.41e+03
942,1.93,2.4e+03
943,1.94,2.4e+03
944,1.93,2.4e+03
945,1.92,2.41e+03
946,1.92,2.42e+03
947,1.94,2.43e+03
948,1.94,2.41e+03
949,1.93,2.41e+03
950,1.93,2.41e+03
951,1.95,2.41e+03
952,1.93,2.41e+03
953,1.93,2.41e+03
954,1.94,2.41e+03
955,1.94,2.41e+03
956,1.94,2.41e+03
957,1.93,2.41e+03
958,1.94,2.41e+03
959,1.93,2.41e+03
960,1.92,2.41e+03
961,1.93,2.41e+03
962,1.94,2.41e+03
963,1.93,2.4e+03
964,1.95,2.41e+03
965,1.94,2.41e+03
966,1.94,2.42e+03
967,1.96,2.42e+03
968,1.94,2.41e+03
969,1.92,2.41e+03
970,1.92,2.41e+03
971,1.92,2.41e+03
972,1.93,2.41e+03
973,1.96,2.41e+03
974,1.94,2.41e+03
975,1.93,2.41e+03
976,1.95,2.41e+03
977,1.93,2.41e+03
978,1.93,2.41e+03
979,1.93,2.41e+03
980,1.93,2.4e+03
981,1.93,2.41e+03
982,1.92,2.41e+03
983,1.94,2.41e+03
984,1.93,2.4e+03
985,1.94,2.4e+03
986,1.94,2.41e+03
987,1.93,2.4e+03
988,1.93,2.4e+03
989,1.93,2.4e+03
990,1.92,2.4e+03
991,1.93,2.41e+03
992,1.93,2.41e+03
993,1.93,2.41e+03
994,1.94,2.41e+03
995,1.93,2.41e+03
996,1.96,2.41e+03
997,1.93,2.41e+03
998,1.93,2.41e+03
999,1.93,2.41e+03
1e+03,1.93,2.41e+03
1e+03,1.93,2.41e+03
1e+03,1.93,2.41e+03
1e+03,1.93,2.41e+03
1e+03,1.94,2.41e+03
1e+03,1.92,2.41e+03
1.01e+03,1.95,2.4e+03
1.01e+03,1.91,2.4e+03
1.01e+03,1.94,2.4e+03
1.01e+03,1.93,2.4e+03
1.01e+03,1.92,2.4e+03
1.01e+03,1.93,2.41e+03
1.01e+03,1.93,2.4e+03
1.01e+03,1.93,2.4e+03
1.01e+03,1.95,2.4e+03
1.02e+03,1.93,2.4e+03
1.02e+03,1.91,2.4e+03
1.02e+03,1.93,2.4e+03
1.02e+03,1.95,2.4e+03
1.02e+03,1.94,2.4e+03
1.02e+03,1.93,2.4e+03
1.02e+03,1.92,2.4e+03
1.02e+03,1.94,2.4e+03
1.02e+03,1.95,2.4e+03
1.02e+03,1.94,2.4e+03
1.02e+03,1.93,2.4e+03
1.03e+03,1.93,2.4e+03
1.03e+03,1.93,2.41e+03
1.03e+03,1.94,2.41e+03
1.03e+03,1.93,2.4e+03
1.03e+03,1.94,2.4e+03
1.03e+03,1.92,2.4e+03
1.03e+03,1.94,2.4e+03
1.03e+03,1.93,2.4e+03
1.03e+03,1.94,2.4e+03
1.04e+03,1.93,2.4e+03
1.04e+03,1.92,2.41e+03
1.04e+03,1.94,2.41e+03
1.04e+03,1.93,2.4e+03
1.04e+03,1.92,2.4e+03
1.04e+03,1.93,2.4e+03
1.04e+03,1.93,2.4e+03
1.04e+03,1.92,2.4e+03
1.04e+03,1.94,2.4e+03
1.04e+03,1.95,2.4e+03
1.04e+03,1.93,2.4e+03
1.05e+03,1.94,2.4e+03
1.05e+03,1.92,2.4e+03
1.05e+03,1.94,2.41e+03
1.05e+03,1.92,2.41e+03
1.05e+03,1.93,2.4e+03
1.05e+03,1.93,2.41e+03
1.05e+03,1.93,2.41e+03
1.05e+03,1.94,2.41e+03
1.05e+03,1.94,2.41e+03
