t,sim,exp
1,0.518,0.911
2,0.815,0.911
3,0.849,0.911
4,0.853,0.91
5,0.851,0.91
6,0.852,0.918
7,0.858,0.938
8,0.874,0.911
9,0.854,0.929
10,0.867,0.947
11,0.883,0.945
12,0.881,0.937
13,0.875,0.93
14,0.871,0.95
15,0.89,0.93
16,0.869,0.94
17,0.88,0.958
18,0.891,0.954
19,0.891,0.985
20,0.915,0.986
21,0.919,0.984
22,0.917,1
23,0.93,1.04
24,0.964,1.09
25,1.01,1.11
26,1.03,1.11
27,1.03,1.11
28,1.03,1.11
29,1.03,1.1
30,1.02,1.1
31,1.02,1.1
32,1.02,1.11
33,1.03,1.11
34,1.03,1.11
35,1.03,1.11
36,1.02,1.12
37,1.03,1.13
38,1.04,1.14
39,1.06,1.17
40,1.08,1.2
41,1.11,1.24
42,1.14,1.31
43,1.2,1.38
44,1.26,1.5
45,1.36,1.62
46,1.47,1.8
47,1.62,1.97
48,1.77,2.02
49,1.81,2.01
50,1.8,2.01
51,1.8,1.99
52,1.79,1.99
53,1.79,2
54,1.8,2.01
55,1.81,1.99
56,1.79,2
57,1.8,1.98
58,1.78,1.99
59,1.79,2
60,1.8,1.99
61,1.79,2.01
62,1.81,2.01
63,1.81,2.01
64,1.8,2.01
65,1.81,2.01
66,1.81,2.01
67,1.81,2.01
68,1.81,2.01
69,1.81,2.01
70,1.81,2.01
71,1.81,2.01
72,1.81,2.01
73,1.8,2.01
74,1.8,2.01
75,1.81,2.01
76,1.81,2.01
77,1.81,2.01
78,1.81,2.01
79,1.81,2.01
80,1.81,2.01
81,1.81,2.01
82,1.81,2.01
83,1.81,2.01
84,1.81,2.01
85,1.81,2.01
86,1.81,2.01
87,1.81,2.01
88,1.81,2.01
89,1.81,2.01
90,1.81,2.01
91,1.81,2.01
92,1.81,2.01
93,1.81,2.01
94,1.81,2.01
95,1.8,2.01
96,1.81,2.01
97,1.81,2.01
98,1.8,2.01
99,1.81,2.01
100,1.81,2.01
101,1.81,2.01
102,1.81,2.01
103,1.81,2.01
104,1.81,2.03
105,1.83,2
106,1.79,2.01
107,1.81,2
108,1.8,2
109,1.79,1.99
110,1.79,1.99
111,1.79,2.01
112,1.8,2
113,1.8,2
114,1.8,2.02
115,1.82,1.97
116,1.77,1.98
117,1.78,1.99
118,1.78,2
119,1.8,1.97
120,1.77,2
121,1.8,1.99
122,1.79,2.02
123,1.81,2
124,1.8,1.99
125,1.79,2
126,1.79,2.02
127,1.81,1.99
128,1.79,1.99
129,1.79,2.02
130,1.82,1.98
131,1.78,2
132,1.8,2
133,1.8,2.01
134,1.8,2.01
135,1.81,2.01
136,1.8,2
137,1.8,2.02
138,1.81,2.01
139,1.81,1.98
140,1.78,2.02
141,1.81,2.01
142,1.8,2.01
143,1.81,1.98
144,1.78,2.01
145,1.81,1.98
146,1.78,2.01
147,1.8,2
148,1.79,1.98
149,1.78,2.01
150,1.8,1.99
151,1.79,2.02
152,1.82,2.01
153,1.8,1.98
154,1.78,1.99
155,1.79,1.99
156,1.79,2.03
157,1.82,2
158,1.8,1.99
159,1.79,2
160,1.79,1.99
161,1.79,1.99
162,1.79,2
163,1.8,1.99
164,1.79,1.98
165,1.78,2
166,1.79,1.98
167,1.78,2
168,1.8,2.01
169,1.8,2.01
170,1.81,2.02
171,1.81,2
172,1.8,2
173,1.8,1.99
174,1.79,2
175,1.8,1.99
176,1.79,1.99
177,1.78,2
178,1.8,1.98
179,1.78,2
180,1.79,1.98
181,1.78,1.98
182,1.78,2
183,1.79,2.01
184,1.8,1.99
185,1.79,2
186,1.8,1.98
187,1.78,2
188,1.8,2
189,1.79,1.98
190,1.78,1.97
191,1.77,2
192,1.8,2
193,1.8,2.01
194,1.8,2.01
195,1.81,1.99
196,1.79,1.99
197,1.79,1.96
198,1.76,1.97
199,1.77,2
200,1.8,2
201,1.8,1.99
202,1.79,2
203,1.8,2
204,1.8,1.99
205,1.79,2.01
206,1.81,1.99
207,1.79,1.97
208,1.77,2
209,1.8,1.98
210,1.78,1.99
211,1.79,1.99
212,1.79,2
213,1.8,1.98
214,1.78,1.96
215,1.76,1.99
216,1.78,2.01
217,1.81,1.96
218,1.77,1.97
219,1.77,2.01
220,1.8,1.99
221,1.79,1.98
222,1.79,2.01
223,1.8,2.01
224,1.8,2.02
225,1.81,1.98
226,1.78,2.01
227,1.8,2.01
228,1.81,1.99
229,1.79,2.02
230,1.81,2.01
231,1.81,2.03
232,1.83,1.98
233,1.78,2
