t,sim,exp
1,18,19.7
2,17.8,19.7
3,18.7,19.7
4,18.9,19.7
5,18.8,19.8
6,18.9,19.8
7,19,19.9
8,19.1,19.9
9,19.1,20
10,19,20
11,19,20.1
12,19.1,20.1
13,19.3,20.2
14,19.2,20.2
15,19.2,20.3
16,19.2,20.3
17,19.1,20.3
18,19.3,20.3
19,19.3,20.4
20,19.3,20.4
21,19.2,20.4
22,19.2,20.4
23,19.3,20.4
24,19.3,20.4
25,19.2,20.4
26,19.1,20.4
27,19.2,20.4
28,19.2,20.4
29,19.2,20.4
30,19.2,20.4
31,19.1,20.5
32,19.1,20.5
33,19.3,20.5
34,19.3,20.5
35,19.2,20.5
36,19.3,20.5
37,19.3,20.5
38,19.2,20.6
39,19.2,20.6
40,19.4,20.6
41,19.3,20.6
42,19.2,20.6
43,19.4,20.5
44,19.3,20.5
45,19.2,20.5
46,19.1,20.5
47,19.1,20.5
48,19.1,20.5
49,19,20.5
50,19.2,20.5
51,19.2,20.4
52,19,20.4
53,19.1,20.4
54,19,20.4
55,19.1,20.4
56,19.2,20.5
57,19.3,20.5
58,19.3,20.5
59,19.3,20.6
60,19.4,20.6
61,19.4,20.6
62,19.3,20.6
63,19.3,20.6
64,19.3,20.6
65,19.3,20.6
66,19.3,20.6
67,19.4,20.6
68,19.4,20.5
69,19.4,20.5
70,19.3,20.5
71,19.3,20.5
72,19.4,20.5
73,19.3,20.5
74,19.4,20.5
75,19.4,20.5
76,19.4,20.5
77,19.3,20.6
78,19.3,20.6
79,19.3,20.6
80,19.3,20.6
81,19.3,20.6
82,19.3,20.6
83,19.4,20.6
84,19.4,20.6
85,19.4,20.6
86,19.3,20.6
87,19.4,20.6
88,19.4,20.5
89,19.3,20.5
90,19.4,20.5
91,19.4,20.5
92,19.4,20.5
93,19.3,20.5
94,19.4,20.5
95,19.4,20.5
96,19.3,20.5
97,19.3,20.5
98,19.4,20.6
99,19.3,20.6
100,19.4,20.6
101,19.3,20.6
102,19.4,20.6
103,19.4,20.5
104,19.4,20.5
105,19.4,20.5
106,19.1,20.5
107,19.3,20.6
108,19.3,20.6
109,19.3,20.6
110,19.4,20.6
111,19.3,20.6
112,19.3,20.6
113,19.4,20.6
114,19.3,20.6
115,19.3,20.6
116,19.1,20.6
117,19.1,20.5
118,19.1,20.5
119,19.2,20.5
120,19.2,20.5
121,19.2,20.5
122,19.2,20.5
123,19.4,20.6
124,19.4,20.6
125,19.4,20.6
126,19.4,20.6
127,19.4,20.6
128,19.4,20.6
129,19.2,20.6
130,19.4,20.6
131,19.2,20.6
132,19.3,20.6
133,19.3,20.6
134,19.2,20.6
135,19.3,20.6
136,19.5,20.6
137,19.4,20.6
138,19.3,20.6
139,19.3,20.6
140,19.3,20.6
141,19.3,20.6
142,19.3,20.6
143,19.2,20.6
144,19.1,20.6
145,19,20.6
146,19.3,20.5
147,19.2,20.5
148,19.2,20.5
149,19.2,20.6
150,19.3,20.6
151,19.2,20.6
152,19.3,20.6
153,19.5,20.6
154,19.4,20.6
155,19.3,20.6
156,19.4,20.6
157,19.2,20.6
158,19.4,20.6
159,19.3,20.6
160,19.2,20.6
161,19.1,20.6
162,19.2,20.6
163,19.2,20.6
164,19.2,20.6
165,19.3,20.6
166,19.3,20.5
167,19.4,20.5
168,19.3,20.6
169,19.5,20.6
170,19.3,20.6
171,19.4,20.6
172,19.4,20.6
173,19.4,20.6
174,19.4,20.7
175,19.3,20.6
176,19.3,20.6
177,19.3,20.6
178,19.2,20.6
179,19.1,20.6
180,19.3,20.6
181,19.1,20.6
182,19.3,20.6
183,19.2,20.6
184,19.4,20.6
185,19.1,20.6
186,19.2,20.6
187,19.3,20.6
188,19.4,20.6
189,19.4,20.7
190,19.3,20.7
191,19.4,20.7
192,19.3,20.7
193,19.4,20.7
194,19.3,20.7
195,19.3,20.7
196,19.3,20.6
197,19.2,20.6
198,19.1,20.6
199,19.2,20.6
200,19.2,20.6
201,19.2,20.6
202,19.2,20.5
203,19.2,20.6
204,19.3,20.6
205,19.3,20.6
206,19.3,20.6
207,19.4,20.6
208,19.4,20.6
209,19.3,20.7
210,19.4,20.7
211,19.5,20.6
212,19.6,20.6
213,19.4,20.6
