t,sim,exp
1,18,19.8
2,17.7,19.8
3,18.4,19.8
4,18.4,19.8
5,18.4,19.8
6,18.4,19.9
7,18.4,19.9
8,18.4,20
9,18.5,20.1
10,18.6,20.1
11,18.7,20.2
12,18.8,20.3
13,18.8,20.3
14,18.8,20.4
15,18.8,20.5
16,18.8,20.5
17,18.9,20.5
18,18.9,20.5
19,18.9,20.5
20,18.9,20.6
21,18.9,20.7
22,18.9,20.7
23,18.9,20.7
24,18.9,20.7
25,18.9,20.8
26,18.8,20.8
27,18.8,20.8
28,18.8,20.8
29,18.8,20.8
30,18.8,20.9
31,18.8,20.9
32,18.9,20.9
33,18.9,20.9
34,18.9,20.9
35,18.9,20.9
36,19,20.9
37,19,20.9
38,19,21
39,19,21
40,19,21
41,19,21
42,19,21.1
43,19,21.1
44,19,21
45,18.9,21
46,18.9,21
47,18.9,21
48,18.9,21
49,18.8,21
50,18.8,20.9
51,18.8,21
52,18.8,20.9
53,18.8,20.9
54,18.7,20.9
55,18.9,20.9
56,19,21
57,19,21
58,19.1,21
59,19.1,21
60,19.1,21.1
61,19.2,21.1
62,19.2,21.1
63,19.2,21.2
64,19.2,21.2
65,19.2,21.1
66,19.2,21.1
67,19.2,21
68,19.2,20.9
69,19.2,20.9
70,19.2,20.9
71,19.2,20.8
72,19.2,20.8
73,19.2,20.8
74,19.2,20.8
75,19.2,20.8
76,19.2,20.8
77,19.2,20.8
78,19.2,20.9
79,19.2,20.9
80,19.2,20.9
81,19.2,21
82,19.2,21
83,19.2,21
84,19.2,21
85,19.2,21
86,19.2,21
87,19.2,20.9
88,19.2,20.8
89,19.2,20.7
90,19.2,20.7
91,19.2,20.7
92,19.2,20.7
93,19.2,20.7
94,19.2,20.7
95,19.2,20.7
96,19.2,20.7
97,19.2,20.8
98,19.2,20.8
99,19.2,20.8
100,19.2,20.8
101,19.2,20.8
102,19.1,20.8
103,19.2,20.8
104,19.2,20.8
105,19.2,20.8
106,18.9,20.8
107,19,20.9
108,19.1,20.9
109,19.1,20.9
110,19.1,21
111,19.1,21
112,19.1,21
113,19,20.9
114,19,20.9
115,18.9,20.8
116,18.9,20.8
117,18.8,20.8
118,18.8,20.8
119,18.8,20.7
120,18.8,20.7
121,18.9,20.7
122,19,20.7
123,19,20.8
124,19,20.8
