t,pow,rpm
1.05e+03,3.61,7.29e+03
1.06e+03,3.61,7.3e+03
1.06e+03,3.61,7.31e+03
1.06e+03,3.61,7.3e+03
1.06e+03,3.62,7.31e+03
1.06e+03,3.61,7.31e+03
1.06e+03,3.62,7.32e+03
1.06e+03,3.62,7.32e+03
1.06e+03,3.63,7.31e+03
1.06e+03,3.61,7.31e+03
1.06e+03,3.62,7.3e+03
1.06e+03,3.62,7.29e+03
1.07e+03,3.61,7.28e+03
1.07e+03,3.61,7.28e+03
1.07e+03,3.61,7.28e+03
1.07e+03,3.61,7.28e+03
1.07e+03,3.62,7.28e+03
1.07e+03,3.62,7.28e+03
1.07e+03,3.62,7.28e+03
1.07e+03,3.62,7.29e+03
1.07e+03,3.62,7.3e+03
1.08e+03,3.62,7.31e+03
1.08e+03,3.62,7.31e+03
1.08e+03,3.62,7.31e+03
1.08e+03,3.62,7.32e+03
1.08e+03,3.62,7.32e+03
1.08e+03,3.62,7.32e+03
1.08e+03,3.61,7.31e+03
1.08e+03,3.62,7.31e+03
1.08e+03,3.62,7.3e+03
1.08e+03,3.6,7.29e+03
1.08e+03,3.62,7.26e+03
1.09e+03,3.61,7.26e+03
1.09e+03,3.61,7.26e+03
1.09e+03,3.62,7.26e+03
1.09e+03,3.61,7.25e+03
1.09e+03,3.61,7.25e+03
1.09e+03,3.62,7.25e+03
1.09e+03,3.62,7.25e+03
1.09e+03,3.62,7.26e+03
1.09e+03,3.61,7.26e+03
1.1e+03,3.61,7.26e+03
1.1e+03,3.62,7.26e+03
1.1e+03,3.61,7.26e+03
1.1e+03,3.62,7.25e+03
1.1e+03,3.61,7.26e+03
1.1e+03,3.61,7.25e+03
1.1e+03,3.62,7.26e+03
1.1e+03,3.61,7.26e+03
1.1e+03,3.61,7.26e+03
1.1e+03,3.61,7.26e+03
1.1e+03,3.61,7.26e+03
1.11e+03,3.61,7.26e+03
1.11e+03,3.62,7.26e+03
1.11e+03,3.61,7.26e+03
1.11e+03,3.61,7.26e+03
1.11e+03,3.61,7.26e+03
1.11e+03,3.62,7.25e+03
1.11e+03,3.62,7.25e+03
1.11e+03,3.61,7.25e+03
1.11e+03,3.61,7.25e+03
1.12e+03,3.62,7.24e+03
1.12e+03,3.61,7.24e+03
1.12e+03,3.61,7.24e+03
1.12e+03,3.63,7.25e+03
1.12e+03,3.62,7.25e+03
1.12e+03,3.62,7.26e+03
1.12e+03,3.61,7.26e+03
1.12e+03,3.62,7.26e+03
1.12e+03,3.62,7.25e+03
1.12e+03,3.61,7.24e+03
1.12e+03,3.61,7.24e+03
1.13e+03,3.62,7.25e+03
1.13e+03,3.61,7.25e+03
1.13e+03,3.62,7.26e+03
1.13e+03,3.61,7.25e+03
1.13e+03,3.62,7.25e+03
1.13e+03,3.62,7.26e+03
1.13e+03,3.61,7.26e+03
1.13e+03,3.61,7.26e+03
1.13e+03,3.62,7.26e+03
1.14e+03,3.62,7.26e+03
1.14e+03,3.62,7.26e+03
1.14e+03,3.61,7.26e+03
1.14e+03,3.62,7.26e+03
1.14e+03,3.62,7.25e+03
1.14e+03,3.61,7.26e+03
1.14e+03,3.62,7.25e+03
1.14e+03,3.62,7.25e+03
1.14e+03,3.62,7.25e+03
1.14e+03,3.61,7.25e+03
1.14e+03,3.61,7.25e+03
1.15e+03,3.61,7.25e+03
1.15e+03,3.62,7.25e+03
1.15e+03,3.61,7.25e+03
1.15e+03,3.62,7.26e+03
1.15e+03,3.61,7.26e+03
1.15e+03,3.62,7.26e+03
1.15e+03,3.61,7.26e+03
1.15e+03,3.61,7.26e+03
1.15e+03,3.61,7.26e+03
1.16e+03,3.61,7.26e+03
1.16e+03,3.62,7.26e+03
1.16e+03,3.62,7.25e+03
1.16e+03,3.61,7.26e+03
1.16e+03,3.6,7.26e+03
1.16e+03,3.62,7.26e+03
1.16e+03,3.62,7.26e+03
1.16e+03,3.62,7.25e+03
1.16e+03,3.6,7.26e+03
1.16e+03,3.61,7.26e+03
1.16e+03,3.62,7.25e+03
1.17e+03,3.61,7.24e+03
1.17e+03,3.61,7.22e+03
1.17e+03,3.61,7.23e+03
1.17e+03,3.62,7.25e+03
1.17e+03,3.63,7.25e+03
1.17e+03,3.62,7.25e+03
1.17e+03,3.62,7.25e+03
1.17e+03,3.6,7.25e+03
1.17e+03,3.62,7.26e+03
1.18e+03,3.62,7.26e+03
1.18e+03,3.61,7.27e+03
1.18e+03,3.61,7.26e+03
1.18e+03,3.61,7.26e+03
1.18e+03,3.61,7.26e+03
1.18e+03,3.61,7.26e+03
1.18e+03,3.62,7.26e+03
1.18e+03,3.61,7.25e+03
1.18e+03,3.62,7.25e+03
1.18e+03,3.61,7.26e+03
1.18e+03,3.62,7.26e+03
1.19e+03,3.61,7.26e+03
1.19e+03,3.62,7.25e+03
1.19e+03,3.61,7.24e+03
1.19e+03,3.61,7.24e+03
1.19e+03,3.61,7.25e+03
1.19e+03,3.62,7.25e+03
1.19e+03,3.61,7.25e+03
1.19e+03,3.62,7.25e+03
1.19e+03,3.61,7.25e+03
1.2e+03,3.61,7.26e+03
1.2e+03,3.62,7.26e+03
1.2e+03,3.62,7.26e+03
1.2e+03,3.61,7.26e+03
1.2e+03,3.61,7.26e+03
1.2e+03,3.61,7.26e+03
1.2e+03,3.62,7.26e+03
1.2e+03,3.62,7.25e+03
1.2e+03,3.62,7.26e+03
1.2e+03,3.61,7.25e+03
1.2e+03,3.62,7.25e+03
1.21e+03,3.61,7.26e+03
1.21e+03,3.61,7.26e+03
1.21e+03,3.61,7.26e+03
1.21e+03,3.61,7.26e+03
1.21e+03,3.61,7.25e+03
1.21e+03,3.62,7.25e+03
1.21e+03,3.61,7.25e+03
1.21e+03,3.61,7.25e+03
1.21e+03,3.61,7.25e+03
1.22e+03,3.61,7.24e+03
1.22e+03,3.61,7.25e+03
1.22e+03,3.61,7.26e+03
1.22e+03,3.62,7.26e+03
1.22e+03,3.61,7.26e+03
1.22e+03,3.61,7.26e+03
1.22e+03,3.61,7.26e+03
1.22e+03,3.62,7.26e+03
1.22e+03,3.62,7.26e+03
1.22e+03,3.62,7.26e+03
1.22e+03,3.61,7.26e+03
1.23e+03,3.61,7.25e+03
1.23e+03,3.61,7.26e+03
1.23e+03,3.62,7.26e+03
1.23e+03,3.62,7.25e+03
1.23e+03,3.62,7.26e+03
1.23e+03,3.61,7.26e+03
1.23e+03,3.61,7.26e+03
1.23e+03,3.61,7.25e+03
1.23e+03,3.61,7.25e+03
1.24e+03,3.61,7.24e+03
1.24e+03,3.62,7.25e+03
1.24e+03,3.62,7.25e+03
1.24e+03,3.61,7.24e+03
1.24e+03,3.62,7.23e+03
1.24e+03,3.61,7.24e+03
1.24e+03,3.62,7.25e+03
1.24e+03,3.62,7.25e+03
1.24e+03,3.62,7.26e+03
1.24e+03,3.61,7.26e+03
1.24e+03,3.61,7.26e+03
1.25e+03,3.62,7.26e+03
1.25e+03,3.61,7.26e+03
1.25e+03,3.62,7.26e+03
1.25e+03,3.61,7.26e+03
1.25e+03,3.62,7.25e+03
1.25e+03,3.62,7.24e+03
1.25e+03,3.62,7.24e+03
1.25e+03,3.61,7.25e+03
1.25e+03,3.61,7.25e+03
1.26e+03,3.61,7.25e+03
1.26e+03,3.62,7.25e+03
1.26e+03,3.62,7.25e+03
1.26e+03,3.61,7.25e+03
1.26e+03,3.62,7.25e+03
1.26e+03,3.61,7.25e+03
1.26e+03,3.6,7.25e+03
1.26e+03,3.62,7.25e+03
1.26e+03,3.61,7.25e+03
1.26e+03,3.61,7.25e+03
1.26e+03,3.62,7.25e+03
1.27e+03,3.62,7.26e+03
1.27e+03,3.61,7.26e+03
1.27e+03,3.61,7.26e+03
1.27e+03,3.61,7.25e+03
1.27e+03,3.62,7.25e+03
1.27e+03,3.61,7.26e+03
1.27e+03,3.61,7.25e+03
1.27e+03,3.61,7.24e+03
1.27e+03,3.62,7.24e+03
1.28e+03,3.62,7.25e+03
1.28e+03,3.61,7.25e+03
1.28e+03,3.61,7.24e+03
1.28e+03,3.61,7.24e+03
1.28e+03,3.62,7.25e+03
1.28e+03,3.61,7.26e+03
1.28e+03,3.61,7.25e+03
1.28e+03,3.6,7.25e+03
1.28e+03,3.61,7.25e+03
1.28e+03,3.62,7.25e+03
1.28e+03,3.62,7.26e+03
1.29e+03,3.61,7.26e+03
1.29e+03,3.61,7.25e+03
1.29e+03,3.61,7.25e+03
1.29e+03,3.61,7.25e+03
1.29e+03,3.61,7.26e+03
1.29e+03,3.6,7.25e+03
1.29e+03,3.62,7.25e+03
1.29e+03,3.61,7.25e+03
1.29e+03,3.62,7.25e+03
1.3e+03,3.62,7.26e+03
1.3e+03,3.62,7.26e+03
1.3e+03,3.61,7.25e+03
1.3e+03,3.61,7.25e+03
1.3e+03,3.62,7.25e+03
1.3e+03,3.61,7.24e+03
1.3e+03,3.62,7.23e+03
1.3e+03,3.61,7.25e+03
1.3e+03,3.62,7.25e+03
1.3e+03,3.62,7.25e+03
1.3e+03,3.61,7.24e+03
1.31e+03,3.61,7.24e+03
1.31e+03,3.62,7.25e+03
1.31e+03,3.62,7.25e+03
1.31e+03,3.61,7.25e+03
1.31e+03,3.62,7.25e+03
1.31e+03,3.61,7.25e+03
1.31e+03,3.62,7.25e+03
1.31e+03,3.61,7.25e+03
1.31e+03,3.61,7.26e+03
1.32e+03,3.62,7.26e+03
1.32e+03,3.61,7.26e+03
1.32e+03,3.61,7.25e+03
1.32e+03,3.61,7.25e+03
1.32e+03,3.62,7.25e+03
1.32e+03,3.62,7.25e+03
1.32e+03,3.61,7.26e+03
1.32e+03,3.62,7.26e+03
1.32e+03,3.6,7.24e+03
1.32e+03,3.61,7.24e+03
1.32e+03,3.61,7.25e+03
1.33e+03,3.61,7.25e+03
1.33e+03,3.62,7.24e+03
1.33e+03,3.61,7.22e+03
1.33e+03,3.61,7.23e+03
1.33e+03,3.6,7.25e+03
1.33e+03,3.61,7.23e+03
1.33e+03,3.63,7.24e+03
1.33e+03,3.62,7.26e+03
1.33e+03,3.61,7.26e+03
1.34e+03,3.62,7.26e+03
1.34e+03,3.62,7.26e+03
1.34e+03,3.61,7.26e+03
1.34e+03,3.61,7.26e+03
1.34e+03,3.62,7.25e+03
1.34e+03,3.62,7.25e+03
1.34e+03,3.62,7.26e+03
1.34e+03,3.62,7.26e+03
1.34e+03,3.61,7.26e+03
1.34e+03,3.61,7.25e+03
1.34e+03,3.62,7.26e+03
1.35e+03,3.61,7.26e+03
1.35e+03,3.61,7.26e+03
1.35e+03,3.61,7.26e+03
1.35e+03,3.62,7.25e+03
1.35e+03,3.61,7.26e+03
1.35e+03,3.61,7.25e+03
1.35e+03,3.61,7.25e+03
1.35e+03,3.62,7.24e+03
1.35e+03,3.61,7.24e+03
1.36e+03,3.62,7.24e+03
1.36e+03,3.61,7.23e+03
1.36e+03,3.61,7.25e+03
1.36e+03,3.61,7.25e+03
1.36e+03,3.61,7.26e+03
1.36e+03,3.62,7.25e+03
1.36e+03,3.62,7.26e+03
1.36e+03,3.61,7.26e+03
1.36e+03,3.61,7.26e+03
1.36e+03,3.61,7.26e+03
1.36e+03,3.61,7.25e+03
1.37e+03,3.61,7.25e+03
1.37e+03,3.61,7.26e+03
1.37e+03,3.61,7.26e+03
1.37e+03,3.62,7.26e+03
1.37e+03,3.61,7.25e+03
1.37e+03,3.61,7.26e+03
1.37e+03,3.61,7.26e+03
1.37e+03,3.61,7.25e+03
1.37e+03,3.62,7.25e+03
1.38e+03,3.61,7.24e+03
1.38e+03,3.61,7.24e+03
1.38e+03,3.62,7.24e+03
1.38e+03,3.6,7.24e+03
1.38e+03,3.61,7.25e+03
1.38e+03,3.61,7.25e+03
1.38e+03,3.61,7.25e+03
1.38e+03,3.6,7.25e+03
1.38e+03,3.61,7.26e+03
1.38e+03,3.62,7.26e+03
1.38e+03,3.62,7.26e+03
1.39e+03,3.62,7.26e+03
1.39e+03,3.61,7.25e+03
1.39e+03,3.61,7.25e+03
1.39e+03,3.62,7.26e+03
1.39e+03,3.62,7.26e+03
1.39e+03,3.61,7.26e+03
1.39e+03,3.61,7.25e+03
1.39e+03,3.61,7.25e+03
1.39e+03,3.62,7.25e+03
1.4e+03,3.61,7.24e+03
1.4e+03,3.62,7.24e+03
1.4e+03,3.61,7.25e+03
1.4e+03,3.62,7.25e+03
1.4e+03,3.61,7.24e+03
1.4e+03,3.62,7.23e+03
1.4e+03,3.62,7.25e+03
1.4e+03,3.61,7.25e+03
1.4e+03,3.62,7.25e+03
1.4e+03,3.61,7.26e+03
1.4e+03,3.61,7.25e+03
1.41e+03,3.61,7.26e+03
1.41e+03,3.61,7.26e+03
1.41e+03,3.62,7.26e+03
1.41e+03,3.62,7.26e+03
1.41e+03,3.61,7.26e+03
1.41e+03,3.61,7.25e+03
1.41e+03,3.61,7.26e+03
1.41e+03,3.61,7.26e+03
1.41e+03,3.61,7.26e+03
1.42e+03,3.61,7.25e+03
1.42e+03,3.6,7.25e+03
1.42e+03,3.61,7.23e+03
1.42e+03,3.61,7.24e+03
1.42e+03,3.61,7.24e+03
1.42e+03,3.62,7.24e+03
1.42e+03,3.61,7.25e+03
1.42e+03,3.62,7.25e+03
1.42e+03,3.61,7.25e+03
1.42e+03,3.61,7.25e+03
1.42e+03,3.61,7.26e+03
1.43e+03,3.61,7.26e+03
1.43e+03,3.61,7.26e+03
1.43e+03,3.61,7.27e+03
1.43e+03,3.62,7.26e+03
1.43e+03,3.61,7.26e+03
1.43e+03,3.62,7.26e+03
1.43e+03,3.62,7.26e+03
1.43e+03,3.6,7.26e+03
1.43e+03,3.61,7.26e+03
1.44e+03,3.61,7.25e+03
1.44e+03,3.62,7.25e+03
1.44e+03,3.6,7.25e+03
1.44e+03,3.61,7.24e+03
1.44e+03,3.61,7.24e+03
1.44e+03,3.62,7.24e+03
1.44e+03,3.61,7.25e+03
1.44e+03,3.61,7.24e+03
1.44e+03,3.62,7.23e+03
1.44e+03,3.61,7.22e+03
1.44e+03,3.61,7.22e+03
1.45e+03,3.61,7.23e+03
1.45e+03,3.61,7.22e+03
1.45e+03,3.61,7.22e+03
1.45e+03,3.61,7.22e+03
1.45e+03,3.61,7.21e+03
1.45e+03,3.61,7.21e+03
1.45e+03,3.61,7.21e+03
1.45e+03,3.61,7.21e+03
1.45e+03,3.61,7.22e+03
1.46e+03,3.6,7.22e+03
1.46e+03,3.6,7.22e+03
1.46e+03,3.6,7.22e+03
1.46e+03,3.61,7.22e+03
1.46e+03,3.6,7.22e+03
1.46e+03,3.61,7.22e+03
1.46e+03,3.61,7.22e+03
1.46e+03,3.61,7.21e+03
1.46e+03,3.6,7.21e+03
1.46e+03,3.61,7.21e+03
1.46e+03,3.61,7.22e+03
1.47e+03,3.6,7.22e+03
1.47e+03,3.61,7.23e+03
1.47e+03,3.61,7.22e+03
1.47e+03,3.61,7.22e+03
1.47e+03,3.61,7.22e+03
1.47e+03,3.6,7.21e+03
1.47e+03,3.62,7.21e+03
1.47e+03,3.61,7.21e+03
1.47e+03,3.61,7.21e+03
1.48e+03,3.6,7.21e+03
1.48e+03,3.61,7.2e+03
1.48e+03,3.61,7.2e+03
1.48e+03,3.61,7.21e+03
1.48e+03,3.62,7.22e+03
1.48e+03,3.61,7.21e+03
1.48e+03,3.62,7.21e+03
1.48e+03,3.61,7.21e+03
1.48e+03,3.61,7.22e+03
1.48e+03,3.61,7.22e+03
1.48e+03,3.6,7.22e+03
1.49e+03,3.61,7.22e+03
1.49e+03,3.61,7.22e+03
1.49e+03,3.61,7.21e+03
1.49e+03,3.6,7.22e+03
1.49e+03,3.61,7.22e+03
1.49e+03,3.61,7.22e+03
1.49e+03,3.61,7.23e+03
1.49e+03,3.6,7.23e+03
1.49e+03,3.61,7.22e+03
1.5e+03,3.61,7.21e+03
1.5e+03,3.61,7.22e+03
1.5e+03,3.6,7.21e+03
1.5e+03,3.61,7.21e+03
1.5e+03,3.61,7.21e+03
1.5e+03,3.61,7.21e+03
1.5e+03,3.61,7.21e+03
1.5e+03,3.6,7.2e+03
1.5e+03,3.61,7.21e+03
1.5e+03,3.61,7.2e+03
1.5e+03,3.61,7.2e+03
1.51e+03,3.61,7.2e+03
1.51e+03,3.61,7.2e+03
1.51e+03,3.61,7.21e+03
1.51e+03,3.61,7.21e+03
1.51e+03,3.62,7.22e+03
1.51e+03,3.61,7.22e+03
1.51e+03,3.61,7.23e+03
1.51e+03,3.61,7.23e+03
1.51e+03,3.61,7.22e+03
1.52e+03,3.61,7.23e+03
1.52e+03,3.61,7.21e+03
1.52e+03,3.61,7.21e+03
1.52e+03,3.61,7.21e+03
1.52e+03,3.61,7.21e+03
1.52e+03,3.61,7.21e+03
1.52e+03,3.61,7.21e+03
1.52e+03,3.62,7.22e+03
1.52e+03,3.61,7.21e+03
1.52e+03,3.61,7.22e+03
1.52e+03,3.61,7.21e+03
1.53e+03,3.61,7.22e+03
1.53e+03,3.61,7.21e+03
1.53e+03,3.61,7.21e+03
1.53e+03,3.62,7.21e+03
1.53e+03,3.61,7.21e+03
1.53e+03,3.61,7.22e+03
1.53e+03,3.61,7.21e+03
1.53e+03,3.6,7.2e+03
1.53e+03,3.61,7.2e+03
1.54e+03,3.6,7.2e+03
1.54e+03,3.61,7.2e+03
1.54e+03,3.61,7.2e+03
1.54e+03,3.61,7.2e+03
1.54e+03,3.61,7.2e+03
1.54e+03,3.61,7.2e+03
1.54e+03,3.61,7.2e+03
1.54e+03,3.61,7.21e+03
1.54e+03,3.61,7.21e+03
1.54e+03,3.61,7.21e+03
1.54e+03,3.62,7.21e+03
1.55e+03,3.61,7.22e+03
1.55e+03,3.61,7.22e+03
1.55e+03,3.62,7.22e+03
1.55e+03,3.61,7.21e+03
1.55e+03,3.61,7.21e+03
1.55e+03,3.61,7.21e+03
1.55e+03,3.61,7.2e+03
1.55e+03,3.6,7.2e+03
1.55e+03,3.61,7.21e+03
1.56e+03,3.61,7.2e+03
1.56e+03,3.61,7.2e+03
1.56e+03,3.62,7.21e+03
1.56e+03,3.6,7.21e+03
1.56e+03,3.61,7.21e+03
1.56e+03,3.6,7.21e+03
1.56e+03,3.61,7.21e+03
1.56e+03,3.61,7.21e+03
1.56e+03,3.61,7.21e+03
1.56e+03,3.61,7.21e+03
1.56e+03,3.61,7.21e+03
1.57e+03,3.61,7.22e+03
1.57e+03,3.61,7.22e+03
1.57e+03,3.61,7.21e+03
1.57e+03,3.61,7.21e+03
1.57e+03,3.61,7.21e+03
1.57e+03,3.61,7.22e+03
1.57e+03,3.61,7.22e+03
1.57e+03,3.61,7.23e+03
1.57e+03,3.61,7.22e+03
1.58e+03,3.61,7.21e+03
1.58e+03,3.61,7.21e+03
1.58e+03,3.62,7.21e+03
1.58e+03,3.61,7.2e+03
1.58e+03,3.61,7.21e+03
1.58e+03,3.61,7.21e+03
1.58e+03,3.62,7.2e+03
1.58e+03,3.61,7.2e+03
1.58e+03,3.61,7.2e+03
1.58e+03,3.62,7.2e+03
1.58e+03,3.61,7.2e+03
1.59e+03,3.61,7.21e+03
1.59e+03,3.61,7.21e+03
1.59e+03,3.61,7.21e+03
1.59e+03,3.61,7.21e+03
1.59e+03,3.61,7.21e+03
1.59e+03,3.61,7.22e+03
1.59e+03,3.61,7.22e+03
1.59e+03,3.62,7.22e+03
1.59e+03,3.61,7.22e+03
1.6e+03,3.61,7.21e+03
1.6e+03,3.6,7.2e+03
1.6e+03,3.61,7.21e+03
1.6e+03,3.6,7.21e+03
1.6e+03,3.61,7.21e+03
1.6e+03,3.61,7.21e+03
1.6e+03,3.61,7.22e+03
1.6e+03,3.61,7.22e+03
1.6e+03,3.6,7.22e+03
1.6e+03,3.61,7.21e+03
1.6e+03,3.6,7.22e+03
1.61e+03,3.61,7.22e+03
1.61e+03,3.61,7.21e+03
1.61e+03,3.61,7.21e+03
1.61e+03,3.61,7.2e+03
1.61e+03,3.61,7.2e+03
1.61e+03,3.61,7.2e+03
1.61e+03,3.61,7.2e+03
1.61e+03,3.61,7.21e+03
1.61e+03,3.62,7.21e+03
1.62e+03,3.6,7.21e+03
1.62e+03,3.62,7.2e+03
1.62e+03,3.61,7.21e+03
1.62e+03,3.61,7.21e+03
1.62e+03,3.61,7.22e+03
1.62e+03,3.61,7.22e+03
1.62e+03,3.61,7.22e+03
1.62e+03,3.61,7.22e+03
1.62e+03,3.62,7.21e+03
1.62e+03,3.61,7.21e+03
1.62e+03,3.61,7.22e+03
1.63e+03,3.61,7.21e+03
1.63e+03,3.61,7.22e+03
1.63e+03,3.62,7.22e+03
1.63e+03,3.6,7.21e+03
1.63e+03,3.6,7.21e+03
1.63e+03,3.61,7.21e+03
1.63e+03,3.6,7.21e+03
1.63e+03,3.62,7.21e+03
1.63e+03,3.61,7.21e+03
1.64e+03,3.61,7.22e+03
1.64e+03,3.61,7.22e+03
1.64e+03,3.61,7.21e+03
1.64e+03,3.61,7.21e+03
1.64e+03,3.61,7.2e+03
1.64e+03,3.61,7.2e+03
1.64e+03,3.61,7.2e+03
1.64e+03,3.6,7.2e+03
1.64e+03,3.6,7.2e+03
1.64e+03,3.6,7.2e+03
1.64e+03,3.61,7.21e+03
1.65e+03,3.61,7.21e+03
1.65e+03,3.62,7.21e+03
1.65e+03,3.61,7.21e+03
1.65e+03,3.61,7.21e+03
1.65e+03,3.61,7.2e+03
1.65e+03,3.6,7.2e+03
1.65e+03,3.6,7.21e+03
1.65e+03,3.61,7.21e+03
1.65e+03,3.61,7.2e+03
1.66e+03,3.61,7.21e+03
1.66e+03,3.61,7.21e+03
1.66e+03,3.6,7.21e+03
1.66e+03,3.61,7.21e+03
1.66e+03,3.62,7.22e+03
1.66e+03,3.61,7.21e+03
1.66e+03,3.62,7.22e+03
1.66e+03,3.61,7.22e+03
1.66e+03,3.61,7.23e+03
1.66e+03,3.61,7.23e+03
1.66e+03,3.61,7.22e+03
1.67e+03,3.61,7.22e+03
1.67e+03,3.6,7.22e+03
1.67e+03,3.61,7.21e+03
1.67e+03,3.6,7.21e+03
1.67e+03,3.6,7.22e+03
1.67e+03,3.6,7.22e+03
1.67e+03,3.61,7.22e+03
1.67e+03,3.61,7.22e+03
1.67e+03,3.61,7.22e+03
1.68e+03,3.62,7.22e+03
1.68e+03,3.62,7.23e+03
1.68e+03,3.61,7.21e+03
1.68e+03,3.61,7.21e+03
1.68e+03,3.61,7.2e+03
1.68e+03,3.61,7.21e+03
1.68e+03,3.61,7.21e+03
1.68e+03,3.61,7.22e+03
1.68e+03,3.62,7.22e+03
1.68e+03,3.6,7.22e+03
1.68e+03,3.61,7.21e+03
1.69e+03,3.61,7.21e+03
1.69e+03,3.61,7.21e+03
1.69e+03,3.61,7.21e+03
1.69e+03,3.6,7.21e+03
1.69e+03,3.61,7.21e+03
1.69e+03,3.61,7.21e+03
1.69e+03,3.61,7.21e+03
1.69e+03,3.6,7.21e+03
1.69e+03,3.61,7.21e+03
1.7e+03,3.62,7.22e+03
1.7e+03,3.61,7.23e+03
1.7e+03,3.61,7.23e+03
1.7e+03,3.61,7.23e+03
1.7e+03,3.61,7.23e+03
1.7e+03,3.61,7.23e+03
1.7e+03,3.61,7.23e+03
1.7e+03,3.61,7.22e+03
1.7e+03,3.6,7.22e+03
1.7e+03,3.61,7.22e+03
1.7e+03,3.6,7.22e+03
1.71e+03,3.61,7.22e+03
1.71e+03,3.61,7.21e+03
1.71e+03,3.61,7.2e+03
1.71e+03,3.61,7.21e+03
1.71e+03,3.61,7.21e+03
1.71e+03,3.6,7.21e+03
1.71e+03,3.61,7.21e+03
1.71e+03,3.61,7.21e+03
1.71e+03,3.61,7.21e+03
1.72e+03,3.61,7.21e+03
1.72e+03,3.6,7.2e+03
1.72e+03,3.61,7.21e+03
1.72e+03,3.61,7.21e+03
1.72e+03,3.61,7.22e+03
1.72e+03,3.61,7.22e+03
1.72e+03,3.61,7.22e+03
1.72e+03,3.62,7.22e+03
1.72e+03,3.62,7.22e+03
1.72e+03,3.61,7.22e+03
1.72e+03,3.61,7.22e+03
1.73e+03,3.61,7.21e+03
1.73e+03,3.62,7.21e+03
1.73e+03,3.61,7.21e+03
1.73e+03,3.61,7.22e+03
1.73e+03,3.61,7.22e+03
1.73e+03,3.61,7.22e+03
1.73e+03,3.61,7.23e+03
1.73e+03,3.61,7.22e+03
1.73e+03,3.61,7.21e+03
1.74e+03,3.61,7.21e+03
1.74e+03,3.6,7.2e+03
1.74e+03,3.61,7.2e+03
1.74e+03,3.61,7.21e+03
1.74e+03,3.6,7.21e+03
1.74e+03,3.6,7.21e+03
1.74e+03,3.61,7.21e+03
1.74e+03,3.61,7.22e+03
1.74e+03,3.61,7.21e+03
1.74e+03,3.61,7.21e+03
1.74e+03,3.6,7.22e+03
1.75e+03,3.61,7.21e+03
1.75e+03,3.61,7.21e+03
1.75e+03,3.6,7.21e+03
1.75e+03,3.6,7.21e+03
1.75e+03,3.62,7.21e+03
1.75e+03,3.62,7.21e+03
1.75e+03,3.6,7.21e+03
1.75e+03,3.61,7.21e+03
1.75e+03,3.61,7.21e+03
1.76e+03,3.6,7.21e+03
1.76e+03,3.6,7.22e+03
1.76e+03,3.61,7.22e+03
1.76e+03,3.61,7.21e+03
1.76e+03,3.61,7.21e+03
1.76e+03,3.61,7.21e+03
1.76e+03,3.6,7.21e+03
1.76e+03,3.61,7.21e+03
1.76e+03,3.6,7.21e+03
1.76e+03,3.61,7.21e+03
1.76e+03,3.61,7.21e+03
1.77e+03,3.61,7.21e+03
1.77e+03,3.6,7.21e+03
1.77e+03,3.61,7.21e+03
1.77e+03,3.61,7.21e+03
1.77e+03,3.61,7.21e+03
1.77e+03,3.6,7.21e+03
1.77e+03,3.62,7.2e+03
1.77e+03,3.61,7.2e+03
1.77e+03,3.61,7.2e+03
1.78e+03,3.61,7.2e+03
1.78e+03,3.61,7.2e+03
1.78e+03,3.61,7.2e+03
1.78e+03,3.61,7.2e+03
1.78e+03,3.61,7.2e+03
1.78e+03,3.61,7.2e+03
1.78e+03,3.6,7.2e+03
1.78e+03,3.62,7.21e+03
1.78e+03,3.62,7.21e+03
1.78e+03,3.61,7.22e+03
1.78e+03,3.61,7.22e+03
1.79e+03,3.61,7.22e+03
1.79e+03,3.61,7.22e+03
1.79e+03,3.61,7.22e+03
1.79e+03,3.61,7.22e+03
1.79e+03,3.62,7.22e+03
1.79e+03,3.61,7.23e+03
1.79e+03,3.6,7.23e+03
1.79e+03,3.6,7.23e+03
1.79e+03,3.61,7.23e+03
1.8e+03,3.61,7.23e+03
1.8e+03,3.62,7.22e+03
1.8e+03,3.6,7.22e+03
1.8e+03,3.61,7.22e+03
1.8e+03,3.6,7.21e+03
1.8e+03,3.6,7.21e+03
1.8e+03,3.6,7.21e+03
1.8e+03,3.62,7.21e+03
1.8e+03,3.6,7.2e+03
1.8e+03,3.6,7.2e+03
1.8e+03,3.61,7.21e+03
1.81e+03,3.61,7.21e+03
1.81e+03,3.61,7.2e+03
1.81e+03,3.61,7.21e+03
1.81e+03,3.61,7.21e+03
1.81e+03,3.61,7.21e+03
1.81e+03,3.61,7.21e+03
1.81e+03,3.61,7.22e+03
1.81e+03,3.61,7.22e+03
1.81e+03,3.61,7.22e+03
1.82e+03,3.61,7.22e+03
1.82e+03,3.61,7.22e+03
1.82e+03,3.61,7.21e+03
1.82e+03,3.61,7.22e+03
1.82e+03,3.61,7.22e+03
1.82e+03,3.61,7.22e+03
1.82e+03,3.6,7.22e+03
1.82e+03,3.61,7.22e+03
1.82e+03,3.6,7.22e+03
1.82e+03,3.61,7.22e+03
1.82e+03,3.6,7.22e+03
1.83e+03,3.62,7.22e+03
1.83e+03,3.61,7.21e+03
1.83e+03,3.62,7.21e+03
1.83e+03,3.6,7.21e+03
1.83e+03,3.61,7.21e+03
