t,sim,exp
1,18.4,18.6
2,17.9,18.6
3,18.7,18.6
4,18.7,18.6
5,18.7,18.7
6,18.7,18.7
7,18.8,18.7
8,18.8,18.8
9,18.8,18.9
10,18.9,19
11,19,19.1
12,19.1,19.1
13,19.1,19.1
14,19.1,19.1
15,19.1,19.1
16,19.1,19.2
17,19.2,19.2
18,19.2,19.2
19,19.2,19.2
20,19.2,19.2
21,19.2,19.2
22,19.2,19.2
23,19.2,19.2
24,19.2,19.1
25,19.1,19.1
26,19.1,19.1
27,19.1,19.1
28,19.1,19.1
29,19.1,19.1
30,19.1,19.1
31,19.1,19.2
32,19.2,19.2
33,19.2,19.2
34,19.2,19.2
35,19.2,19.3
36,19.3,19.2
37,19.3,19.2
38,19.3,19.2
39,19.3,19.2
40,19.3,19.2
41,19.3,19.2
42,19.3,19.2
43,19.3,19.2
44,19.3,19.1
45,19.1,19.1
46,19.1,19.1
47,19.1,19.1
48,19.1,19
49,19.1,19.1
50,19.1,19.1
51,19.1,19.1
52,19.1,18.9
53,19,18.9
54,19,19.1
55,19.1,19.2
56,19.3,19.2
57,19.3,19.3
58,19.3,19.3
59,19.3,19.4
60,19.4,19.4
61,19.4,19.4
62,19.4,19.4
63,19.4,19.4
64,19.4,19.4
65,19.4,19.4
66,19.4,19.4
67,19.4,19.4
68,19.4,19.4
69,19.4,19.4
70,19.4,19.4
71,19.4,19.4
72,19.4,19.4
73,19.4,19.4
74,19.4,19.4
75,19.4,19.4
76,19.4,19.4
77,19.4,19.4
78,19.4,19.4
79,19.4,19.4
80,19.4,19.4
81,19.4,19.4
82,19.4,19.4
83,19.4,19.4
84,19.4,19.4
85,19.4,19.4
86,19.4,19.4
87,19.4,19.4
88,19.4,19.4
89,19.4,19.4
90,19.4,19.4
91,19.4,19.4
92,19.4,19.4
93,19.4,19.4
94,19.4,19.4
95,19.4,19.4
96,19.4,19.4
97,19.4,19.4
98,19.4,19.4
99,19.4,19.4
100,19.4,19.4
101,19.4,19.4
102,19.4,19.4
103,19.4,19.4
104,19.4,19.4
105,19.4,19.1
106,19.1,19.2
107,19.2,19.3
108,19.3,19.3
109,19.3,19.3
110,19.3,19.3
111,19.3,19.3
112,19.4,19.2
113,19.3,19.2
114,19.3,19.1
115,19.2,19.1
116,19.2,19
117,19.1,19
118,19,19
119,19.1,19
120,19.1,19.1
121,19.1,19.2
122,19.2,19.2
123,19.2,19.2
124,19.3,19.2
125,19.3,19.2
126,19.3,19.2
127,19.3,19.2
128,19.3,19.2
129,19.3,19.2
130,19.3,19.2
131,19.3,19.2
132,19.3,19.2
133,19.3,19.3
134,19.3,19.3
135,19.3,19.3
136,19.3,19.3
137,19.3,19.3
138,19.3,19.2
139,19.3,19.2
140,19.2,19.2
141,19.2,19.1
142,19.2,19.1
143,19.1,19
144,19.1,19
145,19.1,19
146,19.1,19
147,19.1,19.1
148,19.2,19.1
149,19.2,19.2
150,19.2,19.3
151,19.3,19.3
152,19.3,19.3
153,19.3,19.3
154,19.4,19.3
155,19.3,19.3
156,19.3,19.2
157,19.2,19.2
158,19.2,19.2
159,19.2,19.2
160,19.2,19.1
161,19.1,19.1
162,19.1,19
163,19.1,19
164,19.1,19
165,19.1,19
166,19.1,19.1
167,19.1,19.2
168,19.3,19.3
169,19.4,19.3
170,19.4,19.3
171,19.3,19.4
172,19.4,19.3
173,19.4,19.3
174,19.3,19.2
175,19.3,19.2
176,19.2,19.2
177,19.2,19.1
178,19.1,19.1
179,19.1,19.1
180,19.1,19.1
181,19.2,19
182,19.1,19
183,19.1,19.1
184,19.1,19.1
185,19.2,19.2
186,19.2,19.3
187,19.4,19.3
188,19.3,19.3
189,19.3,19.3
190,19.4,19.3
191,19.3,19.4
192,19.4,19.3
193,19.3,19.3
194,19.4,19.2
195,19.2,19.2
196,19.3,19.1
197,19.1,19.1
198,19.1,19
199,19.1,19
200,19.1,19
201,19,19
202,19.1,19.1
203,19.2,19.2
204,19.2,19.3
205,19.3,19.3
206,19.4,19.3
207,19.3,19.3
208,19.4,19.3
209,19.3,19.3
210,19.3,19.3
211,19.3,19.3
212,19.3,19.2
213,19.3,19.2
214,19.2,19.1
215,19.2,19.1
216,19.1,19.1
