t,sim,exp
1,0.0954,0.0839
2,0.14,0.084
3,0.128,0.0839
4,0.135,0.0839
5,0.157,0.0836
6,0.164,0.0836
7,0.141,0.0828
8,0.141,0.083
9,0.164,0.0835
10,0.143,0.0834
11,0.145,0.0835
12,0.16,0.0833
13,0.16,0.0834
14,0.146,0.0833
15,0.142,0.0834
16,0.159,0.0834
17,0.144,0.0831
18,0.153,0.0848
19,0.148,0.0834
20,0.153,0.0835
21,0.146,0.085
22,0.157,0.0849
23,0.157,0.0834
24,0.156,0.0836
25,0.166,0.0838
26,0.16,0.0834
27,0.168,0.0835
28,0.149,0.0836
29,0.159,0.0848
30,0.157,0.0837
31,0.146,0.0836
32,0.136,0.0831
33,0.149,0.0834
34,0.155,0.0833
35,0.145,0.0833
36,0.134,0.0834
37,0.155,0.0834
38,0.145,0.0835
39,0.153,0.0834
40,0.157,0.0837
41,0.141,0.0837
42,0.156,0.0834
43,0.149,0.0831
44,0.151,0.0848
45,0.156,0.0837
46,0.15,0.0834
47,0.147,0.0847
48,0.138,0.0848
49,0.15,0.0846
50,0.15,0.0851
51,0.127,0.0835
52,0.152,0.0848
53,0.153,0.0847
54,0.151,0.0848
55,0.157,0.0848
56,0.164,0.0849
57,0.163,0.085
58,0.168,0.0852
59,0.171,0.0852
60,0.153,0.0851
61,0.161,0.0853
62,0.15,0.0848
63,0.15,0.0846
64,0.172,0.0846
65,0.151,0.0833
66,0.152,0.0836
67,0.137,0.0836
68,0.156,0.0837
69,0.157,0.0838
70,0.164,0.0842
71,0.16,0.0853
72,0.165,0.0854
73,0.149,0.0837
74,0.169,0.0852
75,0.159,0.0853
76,0.152,0.0849
77,0.15,0.0849
78,0.153,0.085
79,0.173,0.0851
80,0.157,0.0848
81,0.169,0.0847
82,0.166,0.0834
83,0.166,0.085
84,0.152,0.0847
85,0.171,0.0836
86,0.169,0.0848
87,0.174,0.0834
88,0.161,0.0848
89,0.14,0.085
90,0.159,0.0853
91,0.161,0.0849
92,0.166,0.0852
93,0.157,0.0853
94,0.16,0.0839
95,0.168,0.0854
96,0.158,0.0855
97,0.149,0.0853
98,0.171,0.0853
99,0.177,0.0848
100,0.166,0.0851
101,0.165,0.0848
102,0.152,0.0833
103,0.149,0.0837
104,0.173,0.0834
105,0.166,0.0852
106,0.147,0.0854
107,0.149,0.0853
108,0.154,0.0847
109,0.162,0.0833
110,0.17,0.0836
111,0.167,0.0836
112,0.151,0.0847
113,0.148,0.0849
114,0.16,0.0848
115,0.152,0.0851
116,0.163,0.0851
117,0.151,0.0851
118,0.165,0.0851
119,0.151,0.0836
120,0.171,0.0853
121,0.161,0.0852
122,0.16,0.0851
123,0.162,0.0851
124,0.159,0.0851
125,0.167,0.0852
126,0.165,0.0851
127,0.157,0.0839
128,0.164,0.0853
129,0.155,0.085
130,0.176,0.0853
131,0.145,0.0855
132,0.166,0.0852
133,0.158,0.0853
134,0.157,0.0852
135,0.152,0.0852
136,0.168,0.0851
137,0.178,0.0851
138,0.161,0.0847
139,0.155,0.0832
140,0.147,0.085
141,0.171,0.085
142,0.165,0.085
143,0.17,0.0853
144,0.149,0.085
145,0.166,0.0852
146,0.145,0.0852
147,0.153,0.0853
148,0.16,0.0851
149,0.159,0.0853
150,0.153,0.0855
151,0.157,0.0853
152,0.154,0.0853
153,0.153,0.0852
154,0.168,0.0851
155,0.167,0.085
156,0.167,0.0851
157,0.147,0.0851
158,0.167,0.0852
159,0.161,0.0852
160,0.154,0.0851
161,0.167,0.0851
162,0.161,0.0852
163,0.178,0.0846
164,0.154,0.0849
165,0.162,0.0851
166,0.164,0.0852
167,0.154,0.085
168,0.164,0.0851
169,0.148,0.0854
170,0.157,0.0853
171,0.148,0.0851
172,0.162,0.0849
173,0.134,0.0849
174,0.143,0.0852
175,0.144,0.085
176,0.154,0.085
177,0.169,0.0853
178,0.172,0.0838
179,0.152,0.0853
180,0.173,0.085
181,0.165,0.0853
182,0.155,0.0851
183,0.144,0.0852
184,0.154,0.0848
185,0.154,0.0852
186,0.146,0.0853
187,0.161,0.0852
188,0.156,0.0853
189,0.154,0.0851
190,0.161,0.0851
191,0.165,0.0854
192,0.157,0.085
193,0.173,0.0852
194,0.168,0.0838
195,0.166,0.0851
196,0.148,0.085
197,0.169,0.0849
198,0.15,0.0849
199,0.162,0.085
200,0.16,0.0851
201,0.166,0.0849
202,0.157,0.0848
203,0.168,0.085
204,0.168,0.0851
205,0.156,0.0848
206,0.153,0.0848
207,0.166,0.0849
208,0.167,0.0852
209,0.171,0.0851
210,0.16,0.085
211,0.166,0.0851
212,0.17,0.0851
213,0.145,0.085
214,0.161,0.0851
215,0.16,0.0854
216,0.166,0.085
217,0.15,0.0852
218,0.165,0.0848
219,0.16,0.085
220,0.156,0.0853
221,0.156,0.0851
222,0.157,0.0852
223,0.147,0.0853
224,0.166,0.085
225,0.154,0.0848
226,0.151,0.0848
227,0.161,0.0852
228,0.173,0.0848
229,0.167,0.0849
230,0.162,0.085
231,0.153,0.085
232,0.146,0.085
233,0.158,0.0849
234,0.144,0.085
235,0.155,0.0851
236,0.146,0.0854
237,0.168,0.085
238,0.163,0.0849
239,0.166,0.0853
240,0.153,0.0847
241,0.156,0.0848
242,0.159,0.085
243,0.165,0.0849
244,0.17,0.085
245,0.167,0.0852
246,0.137,0.085
247,0.179,0.085
248,0.197,0.0849
249,0.192,0.0849
250,0.184,0.0848
251,0.181,0.0849
252,0.178,0.085
253,0.172,0.085
254,0.179,0.0847
255,0.172,0.0847
256,0.175,0.0849
257,0.171,0.0847
258,0.178,0.0848
259,0.17,0.0846
260,0.173,0.0846
261,0.168,0.0844
262,0.165,0.0847
263,0.174,0.0846
264,0.163,0.0836
265,0.156,0.0849
266,0.171,0.0849
267,0.156,0.0854
268,0.172,0.0854
269,0.169,0.0851
270,0.174,0.085
271,0.17,0.0852
272,0.167,0.0849
273,0.168,0.0849
274,0.186,0.0861
275,0.189,0.0853
276,0.167,0.0848
277,0.165,0.0848
278,0.175,0.0848
279,0.163,0.0854
280,0.176,0.0862
281,0.173,0.0882
282,0.185,0.0884
283,0.162,0.0883
284,0.172,0.0884
285,0.171,0.0889
286,0.174,0.0888
287,0.156,0.0881
288,0.152,0.088
289,0.164,0.0873
290,0.174,0.0871
291,0.177,0.0873
292,0.183,0.0876
293,0.155,0.0878
294,0.172,0.0877
295,0.183,0.0872
296,0.155,0.0861
297,0.178,0.0873
298,0.167,0.086
299,0.165,0.086
300,0.167,0.0873
301,0.144,0.0871
302,0.17,0.0874
303,0.153,0.086
304,0.173,0.0873
305,0.154,0.0873
306,0.167,0.0876
307,0.165,0.0874
308,0.166,0.0875
309,0.159,0.0874
310,0.166,0.0874
311,0.153,0.0865
312,0.182,0.088
313,0.177,0.0866
314,0.185,0.0883
315,0.163,0.0888
316,0.181,0.0887
317,0.179,0.0884
318,0.165,0.0885
319,0.178,0.0866
320,0.167,0.0883
321,0.178,0.0885
322,0.167,0.089
323,0.181,0.0888
324,0.161,0.0883
325,0.156,0.0882
326,0.168,0.0884
327,0.18,0.088
328,0.179,0.0882
329,0.175,0.0884
330,0.153,0.0884
331,0.178,0.0885
332,0.167,0.0885
333,0.159,0.0887
334,0.178,0.0888
335,0.165,0.089
336,0.181,0.0887
337,0.163,0.089
338,0.168,0.0894
339,0.177,0.0894
340,0.171,0.0887
341,0.172,0.0886
342,0.174,0.0885
343,0.178,0.0889
344,0.177,0.0888
345,0.17,0.089
346,0.165,0.0888
347,0.187,0.0885
348,0.167,0.0883
349,0.176,0.0888
350,0.175,0.0894
351,0.17,0.0896
352,0.17,0.0893
353,0.176,0.0894
354,0.183,0.0893
355,0.163,0.0895
356,0.167,0.0892
357,0.166,0.0892
358,0.184,0.0897
359,0.167,0.0897
360,0.18,0.0895
361,0.177,0.0897
362,0.177,0.0899
363,0.175,0.09
364,0.183,0.0899
365,0.167,0.0899
366,0.169,0.0899
367,0.167,0.0895
368,0.183,0.0894
369,0.169,0.0891
370,0.163,0.0894
371,0.166,0.09
372,0.172,0.0899
373,0.171,0.089
374,0.161,0.0889
375,0.16,0.0887
376,0.18,0.0888
377,0.172,0.0889
378,0.169,0.0892
379,0.191,0.0891
380,0.172,0.0889
381,0.156,0.089
382,0.183,0.0894
383,0.179,0.0892
384,0.176,0.0896
385,0.164,0.0901
386,0.16,0.0894
387,0.179,0.0897
388,0.185,0.0899
389,0.155,0.0893
390,0.179,0.0897
391,0.174,0.0898
392,0.176,0.0896
393,0.171,0.0892
394,0.175,0.0893
395,0.17,0.0894
396,0.171,0.0884
397,0.162,0.0887
398,0.157,0.0893
399,0.175,0.0891
400,0.172,0.0889
401,0.158,0.0891
402,0.163,0.0892
403,0.174,0.0895
404,0.164,0.0896
405,0.187,0.0894
406,0.18,0.0893
407,0.167,0.0903
408,0.167,0.0884
409,0.174,0.0902
410,0.174,0.0894
411,0.164,0.0899
412,0.15,0.09
413,0.175,0.0899
414,0.168,0.0899
415,0.163,0.0896
416,0.153,0.0891
417,0.176,0.089
418,0.176,0.0893
419,0.168,0.0892
420,0.184,0.0894
421,0.164,0.089
422,0.181,0.0892
423,0.165,0.0889
424,0.172,0.0891
425,0.171,0.0875
426,0.183,0.0888
427,0.17,0.0894
428,0.157,0.0901
429,0.179,0.0894
430,0.17,0.0894
431,0.145,0.0898
432,0.175,0.0893
433,0.156,0.0896
434,0.155,0.0903
435,0.172,0.0891
436,0.166,0.0892
437,0.17,0.0889
438,0.176,0.0889
439,0.161,0.0889
440,0.161,0.0888
441,0.168,0.0887
442,0.153,0.0889
443,0.17,0.0891
444,0.16,0.0893
445,0.183,0.0894
446,0.171,0.0895
447,0.161,0.0895
448,0.188,0.0899
449,0.17,0.089
450,0.182,0.0882
451,0.16,0.0882
452,0.169,0.0902
453,0.17,0.0904
454,0.177,0.0902
455,0.146,0.0899
456,0.167,0.0896
457,0.159,0.0891
458,0.174,0.0897
459,0.171,0.0902
460,0.156,0.0893
461,0.165,0.0895
462,0.174,0.088
463,0.176,0.0886
464,0.155,0.0891
465,0.173,0.0892
466,0.171,0.0892
467,0.159,0.0892
468,0.168,0.0888
469,0.152,0.0893
470,0.17,0.0897
471,0.17,0.0898
472,0.179,0.0899
473,0.166,0.09
474,0.155,0.0903
475,0.178,0.09
476,0.183,0.0904
477,0.175,0.0909
478,0.176,0.09
479,0.159,0.0897
480,0.176,0.0896
481,0.17,0.0893
482,0.18,0.0889
483,0.158,0.0889
484,0.144,0.0894
485,0.172,0.0889
486,0.166,0.0892
487,0.16,0.0885
488,0.165,0.089
489,0.176,0.0893
490,0.159,0.0894
491,0.18,0.0889
492,0.177,0.0892
493,0.173,0.0897
494,0.171,0.0895
495,0.167,0.0897
496,0.179,0.0898
497,0.163,0.0898
498,0.174,0.0894
499,0.175,0.0896
500,0.16,0.0898
501,0.176,0.0896
502,0.16,0.0893
503,0.17,0.0898
504,0.152,0.0897
505,0.191,0.0899
506,0.17,0.0892
507,0.172,0.0892
508,0.169,0.0894
509,0.147,0.0892
510,0.164,0.0892
511,0.174,0.09
512,0.166,0.0902
513,0.163,0.0897
514,0.182,0.0892
515,0.174,0.0894
516,0.171,0.0896
517,0.174,0.0892
518,0.171,0.0891
519,0.186,0.09
520,0.168,0.0898
521,0.189,0.0899
522,0.17,0.0897
523,0.179,0.0892
524,0.167,0.0892
525,0.188,0.088
526,0.182,0.0904
527,0.165,0.0895
528,0.178,0.0897
529,0.174,0.0893
530,0.16,0.089
531,0.143,0.09
532,0.173,0.0899
533,0.178,0.0892
534,0.17,0.0894
535,0.173,0.0896
536,0.184,0.0895
537,0.16,0.0893
538,0.167,0.0895
539,0.15,0.09
540,0.16,0.0898
541,0.167,0.09
542,0.167,0.0901
543,0.171,0.0899
544,0.182,0.0903
545,0.162,0.0892
546,0.18,0.0896
547,0.173,0.0893
548,0.183,0.0889
549,0.171,0.0899
550,0.153,0.0893
551,0.156,0.089
552,0.174,0.089
553,0.18,0.0894
554,0.154,0.09
555,0.193,0.0902
556,0.16,0.0901
557,0.16,0.0893
558,0.192,0.0902
559,0.166,0.09
560,0.169,0.09
561,0.153,0.0896
562,0.149,0.0894
563,0.179,0.0884
564,0.173,0.0899
565,0.166,0.0888
566,0.171,0.0899
567,0.161,0.0889
568,0.161,0.0894
569,0.176,0.0894
570,0.174,0.0895
571,0.171,0.0899
572,0.15,0.0901
573,0.168,0.0893
574,0.158,0.089
575,0.167,0.0879
576,0.158,0.0889
577,0.156,0.0896
578,0.165,0.0893
579,0.175,0.0889
580,0.186,0.0899
581,0.164,0.0901
582,0.184,0.089
583,0.159,0.0899
584,0.184,0.0884
585,0.16,0.0903
586,0.175,0.0896
587,0.164,0.0898
588,0.169,0.0895
589,0.168,0.0894
590,0.169,0.0895
591,0.16,0.0894
592,0.18,0.0901
593,0.133,0.0896
594,0.183,0.09
595,0.185,0.0901
596,0.164,0.0899
597,0.162,0.0898
598,0.173,0.0897
599,0.179,0.0895
600,0.177,0.0894
601,0.158,0.0891
602,0.174,0.0895
