time,CRAC01_T_in,CRAC01_T_out,CRAC02_T_in,CRAC02_T_out,CRAC03_T_in,CRAC03_T_out,CRAC04_T_in,CRAC04_T_out,P02R01_T_in_b,P02R01_T_in_m,P02R01_T_in_t,P02R01_T_out_b,P02R01_T_out_m,P02R01_T_out_t,P02R02_T_in_b,P02R02_T_in_m,P02R02_T_in_t,P02R02_T_out_b,P02R02_T_out_m,P02R02_T_out_t,P02R03_T_in_b,P02R03_T_in_m,P02R03_T_in_t,P02R03_T_out_b,P02R03_T_out_m,P02R03_T_out_t,P02R04_T_in_b,P02R04_T_in_m,P02R04_T_in_t,P02R04_T_out_b,P02R04_T_out_m,P02R04_T_out_t,P02R05_T_in_b,P02R05_T_in_m,P02R05_T_in_t,P02R05_T_out_b,P02R05_T_out_m,P02R05_T_out_t,P02R06_T_in_b,P02R06_T_in_m,P02R06_T_in_t,P02R06_T_out_b,P02R06_T_out_m,P02R06_T_out_t,P02R07_T_in_b,P02R07_T_in_m,P02R07_T_in_t,P02R07_T_out_b,P02R07_T_out_m,P02R07_T_out_t,P02R08_T_in_b,P02R08_T_in_m,P02R08_T_in_t,P02R08_T_out_b,P02R08_T_out_m,P02R08_T_out_t,P02R09_T_in_b,P02R09_T_in_m,P02R09_T_in_t,P02R09_T_out_b,P02R09_T_out_m,P02R09_T_out_t,P02R10_T_in_b,P02R10_T_in_m,P02R10_T_in_t,P02R10_T_out_b,P02R10_T_out_m,P02R10_T_out_t
1516696200,36.3819,21.7193,34.9961,21.417,36.0955,20.3625,36.3384,20.1601,21.81,23.1551,33.5914,38.7497,38.4617,48.6224,22.466,21.7293,23.8803,44.042,43.8975,45.0404,22.4646,21.7142,25.2725,45.5075,43.8076,45.854,22.2315,21.6075,23.6081,36.6919,34.8548,36.4132,22.1715,22.9058,29.1225,33.1834,32.3434,37.6674,22.2733,22.2922,31.0099,34.1004,33.8217,40.7046,21.8303,20.4115,29.3685,32.6745,30.6674,37.6193,22.5488,20.7793,27.8524,34.9327,34.5968,37.7479,23.5477,20.5154,27.0838,36.0787,35.1712,37.5388,23.2362,21.0754,28.9023,35.111,36.1995,37.8644
1516696260,36.4332,21.7147,35.0658,21.4154,35.8894,20.437,36.2109,20.1382,21.7948,23.0478,33.1463,38.7706,38.3228,48.2403,22.5989,21.7405,24.0137,44.3731,43.8746,45.1317,22.4028,21.7041,25.2458,45.3802,43.8233,45.89,22.2192,21.6111,23.6477,36.6812,34.8787,36.5025,22.2001,22.9224,28.8181,33.2083,32.3744,37.5307,22.262,22.2742,30.8469,34.1118,33.8756,40.6215,21.8531,20.4307,28.9943,32.6696,30.716,37.413,22.6989,20.8141,27.0983,35.2624,34.6403,37.4088,23.2547,20.5005,26.5091,35.9807,35.1996,37.3394,23.1475,20.9358,28.7162,35.1894,35.8011,37.6695
1516696320,36.4316,21.7172,35.0616,21.4249,36.0344,20.4498,36.411,20.2767,21.8441,23.1268,33.6839,38.813,38.4494,48.7729,22.5369,21.7447,23.8426,44.1751,43.8555,45.0287,22.5843,21.671,25.8946,45.6272,43.7972,46.3672,22.2374,21.6119,23.8058,36.676,34.8304,36.5654,22.256,22.9941,29.2621,33.2575,32.3993,37.8932,22.292,22.2855,31.099,34.0884,33.8415,40.7872,21.8855,20.4684,29.5343,32.7219,30.7432,37.9116,22.8149,20.8807,27.4225,35.1216,34.8292,37.7984,23.4979,20.5928,27.0829,36.1191,35.2646,37.5737,23.2915,21.1099,28.3283,35.2722,36.2145,37.9186
1516696380,36.514,21.8176,35.1154,21.4173,36.1098,20.4611,36.4411,20.2999,21.9108,23.237,33.8839,38.9026,38.5225,48.9429,22.6101,21.8365,24.0943,44.3638,43.971,45.132,22.5558,21.7151,25.3117,45.6254,43.8315,45.896,22.24,21.6118,23.5667,36.698,34.8514,36.4074,22.19,22.8156,29.3334,33.2279,32.3006,37.9529,22.312,22.3532,31.6883,34.1392,33.8991,41.3992,21.8919,20.587,29.7867,32.7262,30.8852,38.1337,22.5999,20.9354,27.9974,35.1612,34.9571,38.0121,23.8557,20.6827,26.9459,36.2678,35.2041,37.5537,23.434,21.2529,28.5506,35.2771,36.2275,37.8887
1516696440,36.532,21.8177,35.0911,21.4222,36.0844,20.4449,36.4402,20.2659,21.9064,23.2087,33.5126,38.9088,38.5275,48.5619,22.6466,21.8449,24.1309,44.3817,43.974,45.288,22.5272,21.7472,25.4644,45.5802,43.8666,46.0837,22.2296,21.6116,23.5246,36.6806,34.855,36.3318,22.1975,22.8597,29.5179,33.2158,32.332,38.0605,22.2663,22.1128,31.3326,34.1069,33.7152,41.0672,21.9007,20.4776,28.866,32.7487,30.7223,37.464,22.58,20.8963,27.8206,34.9622,34.9187,37.8597,23.8257,20.638,27.3572,36.2642,35.382,37.7752,23.4878,21.2195,29.379,35.3258,36.4088,38.1549
1516696500,36.4505,21.8187,35.0821,21.5175,36.028,20.5432,36.5027,20.2759,21.9273,23.2685,34.017,38.9867,38.5821,48.9055,22.5904,21.8358,23.8712,44.1842,43.9411,45.0703,22.6267,21.7657,25.0298,45.6699,43.9108,45.7034,22.3273,21.7116,23.6485,36.7739,34.9484,36.4694,22.2833,22.883,29.2961,33.2779,32.3885,37.9247,22.3775,22.0648,30.9874,34.1954,33.6899,40.623,22.0112,20.5112,29.0845,32.8628,30.7723,37.4048,22.8346,20.899,27.632,35.1359,34.8554,37.6811,23.7111,20.6172,26.7112,36.2606,35.4249,37.6338,23.5417,21.1219,28.8346,35.3854,36.4418,38.1545
1516696560,36.4396,21.917,35.0186,21.522,36.1269,20.5064,36.357,20.2829,21.9928,23.2122,33.5171,38.9544,38.5195,48.5452,22.6657,21.9334,23.8857,44.3347,44.0659,45.1105,22.5367,21.8262,25.1557,45.6289,43.9278,45.7192,22.3165,21.7124,23.5121,36.7385,34.9511,36.3596,22.2613,22.9237,29.4452,33.3029,32.4148,37.9759,22.3707,22.3084,31.2536,34.212,33.8801,41.0094,21.968,20.5134,29.2489,32.7866,30.7906,37.6251,22.9282,20.8936,27.7664,35.2396,34.5312,37.7297,23.4201,20.6221,26.8738,36.1124,35.2449,37.6919,23.3891,21.2735,29.2601,35.1677,36.1222,38.0268
1516696620,36.2956,21.9181,35.0461,21.5221,36.0911,20.4951,36.3659,20.4006,22.0333,23.2143,33.69,38.9617,38.5011,48.7857,22.6613,21.9413,23.7373,44.3371,44.0501,45.0001,22.7879,21.8347,25.2754,45.8551,43.9604,45.809,22.319,21.7185,23.7742,36.7668,34.9623,36.5768,22.2651,22.79,29.4868,33.272,32.2946,38.1506,22.3424,22.2491,31.0901,34.1742,33.8385,40.7976,21.9584,20.4826,29.5601,32.7868,30.7623,37.7283,22.6463,20.8761,27.646,35.0548,34.6665,37.6822,23.8432,20.7322,26.7904,36.2808,35.3207,37.4853,23.5156,21.1236,28.1058,35.5046,36.0491,37.8261
1516696680,36.4087,21.9158,35.0265,21.5155,36.1353,20.5242,36.4569,20.3476,22.001,23.2974,33.1467,39.0234,38.5739,48.2958,22.6847,21.9354,23.5699,44.3292,44.0883,44.9596,22.7726,21.8309,24.8568,45.8178,43.941,45.4699,22.3261,21.7162,23.3226,36.7573,34.9369,36.2015,22.2792,22.9539,29.0323,33.3117,32.4437,37.6546,22.3775,22.5447,31.0194,34.2082,34.09,40.8503,21.9552,20.5458,29.4312,32.7718,30.7896,37.7051,22.7834,21.007,27.6682,35.2068,34.6382,37.7205,23.5751,20.7365,26.8015,36.2071,35.5403,37.7561,23.3927,21.3381,29.1254,35.3867,36.1109,38.0372
1516696740,36.2176,22.0117,34.9462,21.5169,36.145,20.5238,36.3281,20.3102,22.1132,23.2399,32.9701,39.0672,38.5225,48.2457,22.6988,22.032,23.4315,44.2629,44.1902,44.7937,22.7471,21.8482,24.6698,45.8504,43.9615,45.3414,22.3285,21.7179,23.49,36.7476,34.9236,36.2557,22.2504,22.8215,29.116,33.2615,32.3103,37.6793,22.3742,22.2481,31.269,34.1851,33.8196,41.113,21.9581,20.6196,29.7309,32.8076,30.8587,38.1864,22.7489,20.9999,27.8944,35.0547,34.649,37.7625,23.5984,20.6674,27.0444,36.215,35.2466,37.5822,23.4114,21.2026,28.8002,35.3993,36.0696,37.7971
1516696800,36.0297,22.1069,34.9359,21.5224,36.1563,20.5181,36.4569,20.3124,22.2052,23.282,33.4875,39.1657,38.5499,48.5067,22.7986,22.1284,23.0416,44.3831,44.226,44.6092,22.9917,21.9524,24.718,46.0383,44.0432,45.288,22.3331,21.7184,23.5359,36.7625,34.9278,36.3869,22.2503,22.6465,29.3168,33.2599,32.1775,37.8978,22.3609,22.5461,31.0643,34.184,34.0853,40.8977,21.982,20.5798,29.7333,32.7916,30.8411,38.1327,22.6595,20.9284,27.8866,35.0648,34.7497,37.8992,23.7683,20.6679,27.1171,36.3159,35.3744,37.6249,23.4278,21.2533,28.8427,35.3289,36.1369,37.823
1516696860,35.806,22.2017,34.7642,21.516,35.9974,20.5196,36.2898,20.2926,22.3178,23.31,32.7002,39.2385,38.5443,47.976,22.8048,22.212,22.8708,44.3827,44.3461,44.5297,23.1447,21.9647,23.8797,46.2354,44.0705,44.6615,22.3341,21.723,23.2727,36.767,34.9291,36.1727,22.3007,22.6972,29.2246,33.2959,32.2337,37.7834,22.3739,22.0997,31.2299,34.1723,33.7088,40.8854,21.96,20.5048,29.1192,32.8063,30.7594,37.5153,22.904,20.8729,27.348,35.1733,34.6864,37.5611,23.4174,20.5627,26.921,36.1303,35.3127,37.5968,23.2571,21.0039,28.4135,35.3558,36.1902,37.7267
1516696920,35.6465,22.2965,34.7288,21.5094,36.2098,20.5525,36.2874,20.3483,22.3739,23.3047,32.8135,39.278,38.5342,47.9246,22.7779,22.3167,22.8073,44.3663,44.4166,44.5337,23.395,22.0001,23.3361,46.3234,44.1354,44.1913,22.3472,21.7283,22.9983,36.7895,34.9143,35.9,22.2524,22.7635,28.9264,33.2862,32.2798,37.5283,22.4263,22.6564,31.2013,34.267,34.1923,40.9783,21.9863,20.6424,29.1701,32.8431,30.8683,37.7646,22.9455,21.0168,28.2393,35.2442,34.853,38.0777,23.3405,20.7085,26.7688,36.2409,35.3514,37.6787,23.236,21.3613,28.1179,35.5263,36.069,37.787
1516696980,35.2061,22.4354,34.702,21.4129,36.179,20.5329,36.2794,20.3082,22.5039,23.3196,32.8182,39.4268,38.447,47.8914,22.8864,22.4731,22.7529,44.373,44.4923,44.577,23.6334,22.1211,23.0006,46.4456,44.2419,44.0276,22.3129,21.6302,23.1961,36.7607,34.834,36.0423,22.1996,22.5257,29.062,33.2247,32.0554,37.6696,22.4365,22.3434,31.1341,34.2475,33.914,40.937,22.0153,20.5663,29.5767,32.8922,30.822,38.0678,23.3376,20.9043,27.8461,35.4097,35.1003,37.9081,22.9954,20.5944,27.5237,36.1508,35.2894,37.7381,23.211,21.2301,28.8926,35.7326,36.13,37.6816
1516697040,34.6313,22.6227,34.5819,21.4549,36.2443,20.4147,36.2035,20.2964,22.6636,23.3775,32.4695,39.5628,38.5068,47.4433,22.9878,22.6524,22.736,44.3752,44.7961,44.6007,23.5484,22.2994,22.7317,46.2918,44.4387,43.8633,22.4358,21.6818,23.0881,36.8927,34.9045,35.9588,22.2312,22.4287,28.851,33.2603,32.0072,37.4841,22.2871,22.2276,31.4185,34.0993,33.7922,41.1301,21.8963,20.4686,29.8313,32.7475,30.7051,38.137,22.8642,20.8537,27.4251,35.1613,34.7887,37.5628,23.2589,20.5818,27.2515,36.2325,35.4762,37.7253,23.307,21.2438,29.0596,35.4095,36.188,37.7405
1516697100,34.0043,22.8107,34.3887,21.3112,36.1628,20.3549,36.1859,20.1989,22.8411,23.4789,32.3962,39.7786,38.5438,47.1552,23.142,22.8634,22.8223,44.5811,44.878,44.8051,23.4545,22.384,22.8391,46.1854,44.5032,44.002,22.4856,21.5535,23.2626,36.9966,34.751,36.1012,22.1607,22.4848,29.063,33.1665,32.0169,37.5973,22.2613,22.361,30.9649,34.0904,33.9187,40.7248,21.8824,20.5329,29.6668,32.7393,30.8028,38.235,22.538,20.7714,27.611,34.9829,34.8837,37.936,23.7226,20.5825,27.3322,36.3906,35.4627,37.7809,23.3728,21.1374,29.0781,35.6762,36.3789,37.7577
1516697160,32.7981,23.043,34.1744,21.2949,36.0342,20.3588,36.1884,20.1313,23.0313,23.5346,31.9259,39.976,38.6412,46.4325,23.2563,23.0922,22.9934,44.6504,45.1194,45.0187,23.4917,22.5384,22.6966,46.0525,44.7183,44.0077,22.7971,21.5443,22.642,37.3887,34.7617,35.5905,22.1325,22.2788,28.9979,33.2036,31.857,37.4747,22.2168,21.9223,30.8328,34.0317,33.5401,40.3927,21.8391,20.287,28.2622,32.7124,30.5527,36.8542,22.9739,20.7673,27.611,35.1208,34.5684,37.8401,23.3181,20.485,27.2064,36.2327,35.4747,37.7431,23.181,21.1955,28.4682,35.4323,36.2625,37.7187
1516697220,31.8943,23.326,34.1568,21.2777,36.1212,20.3548,36.0927,20.0939,23.2497,23.6276,32.0431,40.129,38.7901,46.3519,23.4718,23.3617,23.2259,44.915,45.3899,45.2755,23.6215,22.805,22.8229,46.1808,44.9739,44.1653,23.4599,21.5466,22.4577,37.9237,34.7808,35.3712,22.153,22.218,28.7213,33.2381,31.8015,37.1672,22.2711,21.8642,31.0421,34.1173,33.5273,40.7611,21.8752,20.3074,28.6625,32.819,30.5833,37.1491,23.1509,20.6357,27.1293,35.3426,34.895,37.675,22.7415,20.374,26.5725,36.1019,35.4934,37.7686,22.9715,20.9506,28.5973,35.7063,36.405,37.6089
1516697280,31.7007,23.525,34.2409,21.1889,36.1605,20.252,36.1617,20.0742,23.4062,23.7375,31.2222,40.2371,38.9286,45.6493,23.6592,23.5735,23.4253,45.0042,45.6651,45.5316,23.7394,22.9726,22.9442,46.2596,45.1663,44.3001,23.5833,21.4807,22.4354,38.0247,34.7942,35.4162,22.143,22.1449,29.009,33.2533,31.7194,37.4307,22.2213,22.0152,30.6269,34.0427,33.618,40.2636,21.828,20.2513,28.9899,32.7445,30.5375,37.3553,23.3858,20.5669,27.6932,35.3981,34.6808,37.7328,22.7174,20.2865,26.9012,36.2143,35.5024,37.8267,22.9469,20.8525,28.5201,35.6106,36.631,37.7156
1516697340,31.8964,23.6328,34.3511,21.2804,36.3891,20.3617,36.2832,20.1122,23.5172,23.8118,31.2849,40.3836,39.0259,45.7225,23.7846,23.6779,23.5377,45.1398,45.7512,45.6299,23.842,23.0278,23.0401,46.4169,45.243,44.4125,23.5109,21.557,22.4629,38.0334,34.8178,35.3894,22.1714,22.36,28.5036,33.2535,31.8633,37.1019,22.2815,22.3926,31.4093,34.1033,33.9327,41.1673,21.8814,20.4236,29.6593,32.7763,30.713,37.8646,23.3041,20.7775,27.8294,35.4059,34.7661,37.9126,22.6324,20.4587,27.6571,36.2378,35.731,38.1848,22.9677,21.1432,28.9978,35.6093,36.732,37.9342
1516697400,31.953,23.6345,34.2987,21.2833,36.4937,20.3805,36.452,20.1159,23.5306,23.8418,31.5402,40.3829,39.024,45.9859,23.7836,23.6764,23.5413,44.9282,45.7727,45.6419,23.87,23.018,23.0364,46.4623,45.1982,44.399,23.5412,21.5628,22.4331,38.1012,34.8376,35.4468,22.2242,22.2729,28.7385,33.305,31.81,37.1725,22.3298,22.4203,31.0924,34.1515,33.9797,40.8571,21.9039,20.483,29.6334,32.847,30.7814,38.092,23.8547,20.8222,27.7163,35.7671,34.9654,38.1648,22.425,20.4452,27.3577,36.1433,35.6011,38.1245,22.9238,21.1954,29.0842,35.7287,36.5701,37.8981
1516697460,32.0251,23.6371,34.2797,21.2834,36.4563,20.3663,36.402,20.1021,23.5515,23.8365,31.7568,40.3763,39.0341,46.0931,23.7767,23.6889,23.5415,45.006,45.7158,45.6518,23.9159,23.0545,23.0142,46.4035,45.1977,44.4088,23.3486,21.5656,22.6255,37.9484,34.8562,35.5476,22.1701,22.2958,28.7652,33.251,31.8316,37.2483,22.3688,22.3259,31.2589,34.2005,33.9098,40.9373,21.9204,20.3924,29.3854,32.8484,30.7066,37.6864,23.7103,20.7474,27.6941,35.7159,34.9474,37.8949,22.6933,20.3873,27.5128,36.1952,35.6354,38.1461,22.9553,21.1033,29.0236,35.9648,36.7443,37.9797
1516697520,32.0295,23.636,34.3096,21.2817,36.2723,20.2418,36.2579,20.1876,23.5557,23.8614,31.6919,40.4375,39.0529,46.1063,23.7704,23.6823,23.5419,45.2622,45.6995,45.7176,23.8561,23.066,23.0225,46.3814,45.2592,44.3703,23.2445,21.5772,22.4232,37.776,34.8409,35.3698,22.1905,22.348,28.8578,33.2868,31.8892,37.3563,22.1965,22.1273,31.1936,34.0427,33.706,40.8436,21.7709,20.2606,29.1342,32.7132,30.566,37.45,23.3726,20.6032,27.1501,35.3741,34.821,37.533,22.8935,20.3831,26.7887,36.3663,35.8791,38.0373,22.977,20.9486,28.1528,35.5993,36.7537,37.8455
1516697580,31.893,23.7337,34.2422,21.3795,36.3242,20.2401,36.2242,20.2046,23.6377,23.8907,31.6955,40.4753,39.12,46.0873,23.8795,23.7796,23.6305,45.1358,45.7833,45.7114,23.907,23.1758,23.1127,46.4594,45.3593,44.4585,23.6591,21.6578,22.6613,38.2544,34.9369,35.5734,22.2115,22.338,28.5621,33.2812,31.8867,37.0666,22.2084,21.9871,31.3864,34.0585,33.6043,41.0205,21.7724,20.24,29.164,32.7408,30.5426,37.5949,23.3962,20.6526,27.3128,35.4207,34.8962,37.6678,22.7982,20.4453,26.8502,36.3529,35.66,37.9674,23.0819,20.9505,28.1427,35.8502,36.496,37.8457
