t,sim,exp
1,32.1,27.8
2,34.6,28.3
3,35.9,29.3
4,35.9,30.5
5,36.1,31.7
6,36.2,32.4
7,36.3,32.6
8,36.4,32.8
9,36.6,32.9
10,36.7,32.9
11,36.8,33
12,36.8,33.2
13,36.8,33.2
14,36.8,33.3
15,36.9,33.4
16,36.9,33.4
17,36.9,33.5
18,37,33.6
19,37,33.5
20,37,33.6
21,37,33.6
22,37,33.4
23,37,33.3
24,37.1,33.2
25,37,33.2
26,37.1,33.2
27,37,33.2
28,37,33.3
29,37.1,33.2
30,37.1,33.3
31,37.1,33.3
32,37.1,33.3
33,37.1,33.4
34,37.1,33.4
35,37.1,33.4
36,37.2,33.5
37,37.2,33.5
38,37.2,33.5
39,37.2,33.5
40,37.3,33.6
41,37.3,33.6
42,37.5,33.6
43,37.6,33.6
44,37.8,33.7
45,38,33.7
46,38.3,33.8
47,38.5,33.8
48,38.7,33.8
49,39,33.9
50,39.1,33.9
51,39.1,33.9
52,39.1,34
53,39.1,34
54,39.2,34
55,39.3,34.1
56,39.3,34.2
57,39.4,34.2
58,39.3,34.2
59,39.3,34.3
60,39.3,34.3
61,39.4,34.3
62,39.4,34.3
63,39.4,34.3
64,39.4,34.3
65,39.4,34.3
66,39.4,34.3
67,39.4,34.2
68,39.4,34.3
69,39.4,34.3
70,39.4,34.3
71,39.4,34.2
72,39.4,34.3
73,39.4,34.3
74,39.3,34.3
75,39.2,34.3
76,39.2,34.3
77,39.4,34.4
78,39.3,34.4
79,39.4,34.4
80,39.4,34.5
81,39.4,34.5
82,39.4,34.5
83,39.3,34.5
84,39.5,34.5
85,39.4,34.5
86,39.4,34.4
87,39.4,34.5
88,39.4,34.4
89,39.3,34.4
90,39.4,34.4
91,39.5,34.4
92,39.4,34.4
93,39.4,34.4
94,39.4,34.4
95,39.4,34.4
96,39.4,34.4
97,39.4,34.4
98,39.5,34.5
99,39.4,34.4
100,39.5,34.5
101,39.4,34.5
102,39.4,34.5
103,39.4,34.5
104,39.4,34.5
105,39.4,34.5
106,39.5,34.5
107,39.5,34.6
108,39.5,34.5
109,39.5,34.5
110,39.5,34.5
111,39.5,34.5
112,39.4,34.5
113,39.4,34.5
114,39.4,34.5
115,39.4,34.5
116,39.3,34.5
117,39.3,34.5
118,39.2,34.4
119,39.3,34.4
120,39.3,34.4
121,39.3,34.4
122,39.4,34.5
123,39.5,34.5
124,39.5,34.5
125,39.5,34.5
126,39.5,34.5
127,39.5,34.5
128,39.5,34.6
129,39.3,34.6
130,39.4,34.6
131,39.4,34.6
132,39.4,34.6
133,39.5,34.6
134,39.5,34.6
135,39.6,34.5
136,39.5,34.6
137,39.5,34.6
138,39.5,34.6
139,39.4,34.6
140,39.4,34.7
141,39.4,34.6
142,39.4,34.6
143,39.4,34.6
144,39.3,34.6
145,39.4,34.5
146,39.3,34.5
147,39.4,34.5
148,39.4,34.5
149,39.3,34.6
150,39.5,34.6
151,39.5,34.6
152,39.6,34.6
153,39.5,34.6
154,39.5,34.6
155,39.5,34.6
156,39.5,34.6
157,39.5,34.6
158,39.5,34.6
159,39.4,34.7
160,39.4,34.6
161,39.4,34.6
162,39.1,34.6
163,39.2,34.5
164,39.3,34.6
165,39.3,34.6
166,39.4,34.6
167,39.4,34.6
168,39.5,34.6
169,39.5,34.6
170,39.6,34.7
171,39.6,34.7
172,39.4,34.6
173,39.5,34.7
174,39.5,34.7
175,39.5,34.7
176,39.5,34.7
177,39.4,34.6
178,39.4,34.7
179,39.3,34.6
180,39.4,34.6
181,39.3,34.5
182,39.3,34.5
183,39.3,34.5
184,39.4,34.5
185,39.5,34.6
186,39.5,34.6
187,39.5,34.6
188,39.7,34.6
189,39.7,34.6
190,39.5,34.6
191,39.4,34.7
192,39.4,34.6
193,39.4,34.6
194,39.4,34.6
195,39.4,34.6
196,39.4,34.6
197,39.3,34.7
198,39.3,34.6
199,39.3,34.6
200,39.3,34.6
201,39.3,34.6
202,39.4,34.6
203,39.5,34.6
204,39.5,34.7
205,39.6,34.7
206,39.6,34.7
207,39.5,34.7
208,39.5,34.8
209,39.6,34.8
210,39.6,34.8
