t,sim,exp
1,22.7,28
2,30.6,28.1
3,32.1,28.7
4,32.3,29.5
5,32.2,30.2
6,32.4,31.1
7,32.3,31.8
8,32.4,32.2
9,32.3,32.7
10,32.4,33
11,32.5,33.3
12,32.5,33.4
13,32.5,33.6
14,32.5,33.8
15,32.6,33.9
16,32.6,34
17,32.5,34.1
18,32.5,34.2
19,32.6,34.3
20,32.5,34.4
21,32.6,34.5
22,32.5,34.6
23,32.7,34.5
24,32.6,34.5
25,32.6,34.6
26,32.5,34.6
27,32.6,34.6
28,32.6,34.6
29,32.6,34.5
30,32.6,34.6
31,32.6,34.7
32,32.6,34.7
33,32.6,34.7
34,32.6,34.7
35,32.5,34.8
36,32.5,34.8
37,32.6,34.8
38,32.6,34.8
39,32.6,34.8
40,32.6,34.9
41,32.6,34.9
42,32.6,35
43,32.6,35
44,32.6,35
45,32.6,35
46,32.5,35
47,32.5,35.2
48,32.5,35.2
49,32.5,35.2
50,32.5,35.2
51,32.5,35.2
52,32.4,35.3
53,32.4,35.3
54,32.4,35.4
55,32.3,35.4
56,32.4,35.4
57,32.5,35.5
58,32.6,35.6
59,32.6,35.6
60,32.7,35.6
61,32.7,35.6
62,32.7,35.6
63,32.7,35.7
64,32.8,35.7
65,32.7,35.6
66,32.7,35.7
67,32.6,35.7
68,32.7,35.6
69,32.7,35.6
70,32.6,35.6
71,32.8,35.6
72,32.6,35.6
73,32.6,35.6
74,32.6,35.6
75,32.6,35.7
76,32.6,35.7
77,32.7,35.7
78,32.7,35.7
79,32.7,35.7
80,32.7,35.7
81,32.7,35.7
82,32.7,35.8
83,32.6,35.7
84,32.7,35.7
85,32.7,35.8
86,32.7,35.7
87,32.7,35.8
88,32.7,35.7
89,32.7,35.8
90,32.7,35.7
91,32.8,35.7
92,32.7,35.7
93,32.7,35.7
94,32.6,35.7
95,32.7,35.7
96,32.6,35.7
97,32.7,35.7
98,32.7,35.7
99,32.7,35.7
100,32.7,35.7
101,32.8,35.7
102,32.7,35.7
103,32.7,35.8
104,32.7,35.7
105,32.7,35.8
106,32.6,35.8
107,32.5,35.8
108,32.6,35.9
109,32.7,35.8
110,32.6,35.8
111,32.6,35.8
112,32.5,35.8
113,32.5,35.9
114,32.5,35.8
115,32.5,35.8
116,32.3,35.8
117,32.4,35.8
118,32.3,35.8
119,32.4,35.8
120,32.4,35.7
121,32.4,35.7
122,32.5,35.8
123,32.5,35.8
124,32.4,35.8
125,32.5,35.8
126,32.5,35.8
127,32.6,35.8
128,32.5,35.8
129,32.6,35.8
130,32.6,35.8
131,32.6,35.8
132,32.6,35.8
133,32.6,35.8
134,32.6,35.9
135,32.5,35.8
136,32.5,35.9
137,32.6,35.8
138,32.6,35.8
139,32.6,35.9
