t,sim,exp
1,0.512,1.03
2,0.915,1.03
3,0.949,1.03
4,0.948,1.05
5,0.971,1.07
6,0.986,1.08
7,0.998,1.1
8,1.01,1.11
9,1.02,1.12
10,1.03,1.13
11,1.04,1.12
12,1.03,1.12
13,1.03,1.12
14,1.03,1.13
15,1.04,1.13
16,1.04,1.13
17,1.04,1.13
18,1.04,1.12
19,1.03,1.14
20,1.05,1.13
21,1.04,1.14
22,1.05,1.15
23,1.05,1.14
24,1.04,1.12
25,1.03,1.12
26,1.03,1.11
27,1.03,1.11
28,1.02,1.13
29,1.04,1.12
30,1.03,1.13
31,1.04,1.13
32,1.04,1.11
33,1.02,1.12
34,1.03,1.12
35,1.03,1.13
36,1.04,1.14
37,1.05,1.12
38,1.03,1.14
39,1.04,1.14
40,1.05,1.13
41,1.04,1.14
42,1.05,1.13
43,1.04,1.11
44,1.03,1.13
45,1.04,1.11
46,1.03,1.13
47,1.05,1.15
48,1.07,1.13
49,1.06,1.15
50,1.07,1.15
51,1.08,1.14
52,1.06,1.14
53,1.06,1.15
54,1.07,1.16
55,1.08,1.17
56,1.09,1.17
57,1.09,1.18
58,1.09,1.21
59,1.12,1.2
60,1.11,1.19
61,1.11,1.18
62,1.1,1.18
63,1.1,1.18
64,1.1,1.18
65,1.1,1.18
66,1.1,1.18
67,1.1,1.18
68,1.1,1.18
69,1.1,1.18
70,1.1,1.18
71,1.1,1.18
72,1.1,1.18
73,1.1,1.18
74,1.1,1.18
75,1.1,1.18
76,1.1,1.18
77,1.1,1.18
78,1.1,1.18
79,1.1,1.18
80,1.1,1.18
81,1.1,1.18
82,1.1,1.18
83,1.1,1.18
84,1.1,1.18
85,1.1,1.18
86,1.1,1.18
87,1.1,1.18
88,1.1,1.18
89,1.1,1.18
90,1.1,1.18
91,1.1,1.18
92,1.09,1.18
93,1.1,1.18
94,1.1,1.18
95,1.1,1.18
96,1.1,1.18
97,1.1,1.18
98,1.1,1.18
99,1.1,1.18
100,1.1,1.18
101,1.1,1.18
102,1.1,1.18
103,1.1,1.18
104,1.1,1.21
105,1.12,1.19
106,1.1,1.2
107,1.12,1.2
108,1.12,1.17
109,1.09,1.18
110,1.1,1.17
111,1.09,1.16
112,1.08,1.15
113,1.07,1.17
114,1.09,1.17
115,1.1,1.18
116,1.1,1.17
117,1.09,1.15
118,1.07,1.17
119,1.09,1.17
120,1.1,1.2
121,1.12,1.16
122,1.08,1.15
123,1.07,1.17
124,1.09,1.18
125,1.1,1.18
126,1.1,1.18
127,1.1,1.17
128,1.09,1.14
129,1.07,1.18
130,1.1,1.19
131,1.1,1.2
132,1.12,1.19
133,1.11,1.17
134,1.09,1.16
135,1.08,1.2
136,1.11,1.18
137,1.1,1.16
138,1.09,1.19
139,1.11,1.16
140,1.08,1.16
141,1.08,1.19
142,1.1,1.2
143,1.12,1.15
144,1.08,1.19
145,1.1,1.17
146,1.09,1.19
147,1.1,1.18
148,1.09,1.18
149,1.1,1.18
150,1.1,1.18
151,1.1,1.19
152,1.11,1.2
153,1.12,1.2
154,1.12,1.18
155,1.1,1.19
156,1.11,1.19
157,1.11,1.19
158,1.11,1.16
159,1.08,1.18
160,1.1,1.16
161,1.08,1.19
162,1.1,1.19
163,1.11,1.18
164,1.1,1.19
165,1.1,1.18
166,1.1,1.18
167,1.1,1.19
168,1.1,1.2
169,1.11,1.2
170,1.12,1.23
171,1.14,1.21
172,1.12,1.2
173,1.12,1.2
174,1.11,1.18
