t,sim,exp
1,0.126,0.637
2,0.499,0.645
3,0.517,0.649
4,0.535,0.65
5,0.54,0.656
6,0.568,0.661
7,0.544,0.661
8,0.551,0.662
9,0.568,0.665
10,0.565,0.664
11,0.574,0.664
12,0.563,0.663
13,0.559,0.665
14,0.556,0.667
15,0.54,0.665
16,0.558,0.666
17,0.565,0.667
18,0.556,0.666
19,0.561,0.667
20,0.544,0.671
21,0.548,0.678
22,0.548,0.678
23,0.55,0.678
24,0.541,0.678
25,0.533,0.679
26,0.516,0.679
27,0.522,0.678
28,0.52,0.679
29,0.535,0.679
30,0.541,0.679
31,0.532,0.679
32,0.537,0.679
33,0.529,0.679
34,0.539,0.679
35,0.531,0.679
36,0.524,0.679
37,0.535,0.679
38,0.525,0.679
39,0.519,0.679
40,0.534,0.679
41,0.516,0.679
42,0.536,0.679
43,0.553,0.679
44,0.565,0.679
45,0.585,0.679
46,0.681,0.679
47,0.751,0.679
48,0.83,0.679
49,0.841,0.679
50,0.854,0.679
51,0.833,0.679
52,0.831,0.679
53,0.846,0.681
54,0.813,0.68
55,0.839,0.679
56,0.819,0.679
57,0.853,0.68
58,0.792,0.68
59,0.805,0.68
60,0.825,0.68
61,0.801,0.681
62,0.843,0.68
63,0.855,0.68
64,0.831,0.68
65,0.822,0.68
66,0.833,0.681
67,0.838,0.679
68,0.874,0.68
69,0.855,0.68
70,0.843,0.68
71,0.82,0.679
72,0.826,0.679
73,0.834,0.68
74,0.852,0.68
75,0.824,0.68
76,0.85,0.681
77,0.868,0.68
78,0.818,0.68
79,0.845,0.68
80,0.825,0.68
81,0.816,0.68
82,0.848,0.679
83,0.841,0.681
84,0.838,0.68
85,0.849,0.68
86,0.862,0.68
87,0.804,0.681
88,0.847,0.68
89,0.83,0.681
90,0.859,0.68
91,0.831,0.681
92,0.854,0.68
93,0.823,0.68
94,0.841,0.68
95,0.827,0.681
96,0.83,0.681
97,0.848,0.68
98,0.842,0.68
99,0.839,0.681
100,0.817,0.679
101,0.839,0.68
102,0.836,0.68
103,0.835,0.68
104,0.843,0.682
105,0.846,0.679
106,0.833,0.681
107,0.812,0.681
108,0.834,0.68
109,0.841,0.68
110,0.799,0.68
111,0.837,0.68
112,0.841,0.681
113,0.829,0.68
114,0.828,0.681
115,0.833,0.679
116,0.816,0.68
117,0.799,0.68
118,0.848,0.68
119,0.838,0.68
120,0.795,0.679
121,0.82,0.68
122,0.842,0.68
123,0.858,0.68
124,0.857,0.681
125,0.803,0.681
126,0.834,0.681
127,0.848,0.68
128,0.833,0.681
129,0.84,0.68
130,0.826,0.68
131,0.793,0.68
132,0.839,0.68
133,0.829,0.68
134,0.848,0.681
135,0.837,0.681
136,0.85,0.681
137,0.827,0.68
138,0.846,0.681
139,0.842,0.68
140,0.822,0.68
141,0.841,0.68
142,0.817,0.679
143,0.837,0.68
144,0.837,0.681
145,0.834,0.68
146,0.81,0.681
147,0.847,0.68
148,0.82,0.681
149,0.795,0.679
150,0.822,0.681
151,0.812,0.68
152,0.822,0.68
153,0.819,0.68
154,0.81,0.681
155,0.853,0.68
