t,sim,exp
1,0.211,0.143
2,0.331,0.143
3,0.359,0.143
4,0.387,0.143
5,0.348,0.144
6,0.362,0.144
7,0.365,0.144
8,0.354,0.146
9,0.341,0.146
10,0.377,0.146
11,0.372,0.146
12,0.383,0.146
13,0.372,0.146
14,0.36,0.146
15,0.353,0.147
16,0.366,0.147
17,0.355,0.147
18,0.375,0.147
19,0.345,0.147
20,0.352,0.146
21,0.387,0.147
22,0.344,0.147
23,0.354,0.147
24,0.363,0.147
25,0.379,0.147
26,0.36,0.147
27,0.365,0.147
28,0.342,0.147
29,0.353,0.147
30,0.375,0.147
31,0.345,0.147
32,0.371,0.147
33,0.363,0.147
34,0.358,0.148
35,0.356,0.148
36,0.372,0.147
37,0.367,0.148
38,0.353,0.148
39,0.345,0.149
40,0.351,0.148
41,0.329,0.148
42,0.341,0.148
43,0.363,0.148
44,0.343,0.149
45,0.325,0.149
46,0.347,0.15
47,0.308,0.149
48,0.334,0.149
49,0.342,0.149
50,0.339,0.149
51,0.361,0.149
52,0.332,0.149
53,0.318,0.149
54,0.345,0.15
55,0.357,0.15
56,0.311,0.15
57,0.324,0.15
58,0.33,0.15
59,0.345,0.15
60,0.311,0.15
61,0.326,0.15
62,0.305,0.15
63,0.327,0.15
64,0.366,0.15
65,0.343,0.15
66,0.34,0.15
67,0.381,0.15
68,0.335,0.15
69,0.305,0.15
70,0.323,0.149
71,0.324,0.15
72,0.356,0.15
73,0.33,0.15
74,0.306,0.15
75,0.337,0.15
76,0.347,0.15
77,0.292,0.15
78,0.325,0.15
79,0.336,0.15
80,0.339,0.15
81,0.332,0.15
82,0.338,0.15
83,0.317,0.15
84,0.344,0.15
85,0.319,0.15
86,0.349,0.15
87,0.335,0.15
88,0.303,0.15
89,0.272,0.15
90,0.345,0.15
91,0.315,0.15
92,0.302,0.15
93,0.304,0.15
94,0.327,0.15
95,0.332,0.15
96,0.315,0.15
97,0.344,0.15
98,0.341,0.15
99,0.274,0.15
100,0.338,0.15
101,0.295,0.15
102,0.341,0.15
103,0.338,0.151
104,0.32,0.151
105,0.328,0.151
106,0.353,0.15
107,0.334,0.15
108,0.333,0.15
109,0.34,0.151
110,0.327,0.15
111,0.313,0.151
112,0.299,0.151
113,0.316,0.15
114,0.321,0.15
115,0.366,0.15
116,0.346,0.151
117,0.335,0.151
118,0.328,0.15
119,0.347,0.15
120,0.296,0.15
121,0.381,0.151
122,0.352,0.15
123,0.301,0.15
124,0.312,0.15
125,0.315,0.15
126,0.339,0.15
127,0.36,0.151
128,0.323,0.15
129,0.333,0.15
130,0.323,0.15
131,0.349,0.15
132,0.327,0.15
133,0.381,0.15
134,0.377,0.15
135,0.322,0.151
136,0.324,0.15
137,0.292,0.15
138,0.345,0.151
139,0.332,0.15
140,0.296,0.15
141,0.305,0.15
