t,sim,exp
1,0.139,0.361
2,0.346,0.361
3,0.355,0.361
4,0.357,0.361
5,0.356,0.362
6,0.357,0.363
7,0.356,0.363
8,0.356,0.364
9,0.357,0.364
10,0.357,0.364
11,0.356,0.364
12,0.357,0.364
13,0.356,0.364
14,0.357,0.364
15,0.356,0.364
16,0.358,0.364
17,0.356,0.364
18,0.356,0.364
19,0.357,0.365
20,0.357,0.365
21,0.357,0.364
22,0.356,0.365
23,0.357,0.365
24,0.358,0.365
25,0.357,0.364
26,0.356,0.364
27,0.356,0.364
28,0.356,0.365
29,0.356,0.364
30,0.356,0.364
31,0.356,0.364
32,0.356,0.364
33,0.356,0.364
34,0.355,0.364
35,0.356,0.364
36,0.355,0.364
37,0.355,0.364
38,0.355,0.364
39,0.355,0.364
40,0.355,0.364
41,0.354,0.364
42,0.354,0.364
43,0.353,0.364
44,0.354,0.364
45,0.353,0.364
46,0.352,0.364
47,0.351,0.365
48,0.351,0.365
49,0.351,0.366
50,0.351,0.366
51,0.352,0.366
52,0.352,0.365
53,0.351,0.365
54,0.351,0.366
55,0.352,0.366
56,0.351,0.366
57,0.352,0.366
58,0.351,0.366
59,0.351,0.366
60,0.351,0.366
61,0.351,0.366
62,0.351,0.366
63,0.351,0.366
64,0.351,0.365
65,0.351,0.365
66,0.351,0.365
67,0.35,0.365
68,0.351,0.365
69,0.351,0.365
70,0.351,0.366
71,0.351,0.366
72,0.351,0.365
73,0.35,0.365
74,0.351,0.366
75,0.351,0.366
76,0.351,0.366
77,0.351,0.366
78,0.352,0.366
79,0.352,0.366
80,0.352,0.366
81,0.351,0.366
82,0.352,0.366
83,0.351,0.366
84,0.351,0.366
85,0.351,0.366
86,0.351,0.365
87,0.35,0.365
88,0.351,0.365
89,0.35,0.365
90,0.35,0.365
91,0.35,0.365
92,0.35,0.365
93,0.35,0.365
94,0.351,0.365
95,0.351,0.366
96,0.351,0.366
97,0.351,0.366
98,0.351,0.366
99,0.351,0.366
100,0.351,0.366
101,0.351,0.365
