t,pow,rpm
235,3.59,7.41e+03
236,3.59,7.4e+03
237,3.59,7.41e+03
238,3.59,7.4e+03
239,3.59,7.4e+03
240,3.59,7.4e+03
241,3.59,7.39e+03
242,3.59,7.39e+03
243,3.58,7.39e+03
244,3.58,7.39e+03
245,3.59,7.4e+03
246,3.59,7.41e+03
247,3.58,7.41e+03
248,3.59,7.4e+03
249,3.59,7.4e+03
250,3.59,7.41e+03
251,3.59,7.4e+03
252,3.59,7.41e+03
253,3.6,7.41e+03
254,3.58,7.41e+03
255,3.58,7.4e+03
256,3.58,7.39e+03
257,3.59,7.4e+03
258,3.58,7.4e+03
259,3.58,7.4e+03
260,3.58,7.4e+03
261,3.58,7.38e+03
262,3.58,7.38e+03
263,3.58,7.38e+03
264,3.58,7.38e+03
265,3.58,7.38e+03
266,3.58,7.39e+03
267,3.58,7.4e+03
268,3.58,7.4e+03
269,3.58,7.4e+03
270,3.58,7.41e+03
271,3.58,7.41e+03
272,3.58,7.41e+03
273,3.58,7.41e+03
274,3.58,7.4e+03
275,3.59,7.4e+03
276,3.58,7.4e+03
277,3.59,7.39e+03
278,3.59,7.39e+03
279,3.6,7.39e+03
280,3.58,7.39e+03
281,3.59,7.39e+03
282,3.59,7.4e+03
283,3.58,7.39e+03
284,3.58,7.39e+03
285,3.58,7.39e+03
286,3.58,7.39e+03
287,3.58,7.39e+03
288,3.58,7.38e+03
289,3.58,7.38e+03
290,3.59,7.38e+03
291,3.59,7.37e+03
292,3.59,7.36e+03
293,3.59,7.37e+03
294,3.59,7.4e+03
295,3.6,7.41e+03
296,3.6,7.43e+03
297,3.6,7.46e+03
298,3.6,7.48e+03
299,3.6,7.47e+03
300,3.6,7.48e+03
301,3.6,7.48e+03
302,3.6,7.46e+03
303,3.6,7.43e+03
304,3.59,7.42e+03
305,3.6,7.4e+03
306,3.6,7.4e+03
307,3.6,7.43e+03
308,3.59,7.43e+03
309,3.6,7.43e+03
310,3.6,7.43e+03
311,3.6,7.44e+03
312,3.59,7.44e+03
313,3.6,7.44e+03
314,3.59,7.44e+03
315,3.58,7.43e+03
316,3.59,7.43e+03
317,3.59,7.42e+03
318,3.59,7.41e+03
319,3.59,7.4e+03
320,3.6,7.4e+03
321,3.6,7.4e+03
322,3.59,7.39e+03
323,3.59,7.38e+03
324,3.59,7.38e+03
325,3.59,7.38e+03
326,3.6,7.38e+03
327,3.6,7.4e+03
328,3.6,7.41e+03
329,3.59,7.42e+03
330,3.61,7.43e+03
331,3.6,7.44e+03
332,3.6,7.44e+03
333,3.6,7.43e+03
334,3.6,7.44e+03
335,3.6,7.43e+03
336,3.6,7.41e+03
337,3.6,7.4e+03
338,3.6,7.4e+03
339,3.59,7.39e+03
340,3.59,7.39e+03
341,3.59,7.38e+03
342,3.6,7.38e+03
343,3.59,7.37e+03
344,3.59,7.37e+03
345,3.6,7.39e+03
346,3.6,7.4e+03
347,3.59,7.42e+03
348,3.59,7.43e+03
349,3.59,7.44e+03
350,3.59,7.43e+03
351,3.6,7.42e+03
352,3.6,7.41e+03
353,3.6,7.41e+03
354,3.6,7.41e+03
355,3.6,7.41e+03
356,3.61,7.4e+03
357,3.59,7.4e+03
358,3.59,7.41e+03
359,3.6,7.41e+03
360,3.6,7.42e+03
361,3.4,7.42e+03
362,3.41,7.41e+03
363,3.41,7.41e+03
364,3.42,7.4e+03
365,3.4,7.39e+03
366,3.43,7.38e+03
367,3.41,7.38e+03
368,3.41,7.38e+03
369,3.4,7.4e+03
370,3.39,7.4e+03
371,3.41,7.39e+03
372,3.42,7.39e+03
373,3.4,7.38e+03
374,3.4,7.38e+03
375,3.42,7.37e+03
376,3.37,7.36e+03
377,3.39,7.36e+03
378,3.41,7.37e+03
379,3.41,7.39e+03
380,3.41,7.4e+03
381,3.4,7.4e+03
382,3.39,7.41e+03
383,3.41,7.41e+03
384,3.4,7.4e+03
385,3.41,7.4e+03
386,3.4,7.39e+03
387,3.41,7.39e+03
388,3.39,7.38e+03
389,3.4,7.38e+03
390,3.38,7.38e+03
391,3.43,7.38e+03
392,3.39,7.38e+03
393,3.42,7.38e+03
394,3.41,7.37e+03
395,3.41,7.37e+03
396,3.39,7.36e+03
397,3.4,7.36e+03
398,3.4,7.36e+03
399,3.4,7.36e+03
400,3.4,7.36e+03
401,3.4,7.36e+03
402,3.41,7.36e+03
403,3.4,7.38e+03
404,3.41,7.38e+03
405,3.41,7.39e+03
406,3.4,7.4e+03
407,3.4,7.41e+03
408,3.4,7.4e+03
409,3.43,7.39e+03
410,3.42,7.4e+03
411,3.41,7.38e+03
412,3.4,7.38e+03
413,3.43,7.38e+03
414,3.4,7.38e+03
415,3.4,7.37e+03
416,3.4,7.36e+03
417,3.39,7.36e+03
418,3.4,7.36e+03
419,3.39,7.36e+03
420,3.4,7.36e+03
421,3.4,7.36e+03
422,3.42,7.35e+03
423,3.41,7.36e+03
424,3.4,7.36e+03
425,3.4,7.37e+03
426,3.41,7.38e+03
427,3.4,7.4e+03
428,3.4,7.4e+03
429,3.41,7.4e+03
430,3.39,7.4e+03
431,3.41,7.4e+03
432,3.41,7.4e+03
433,3.41,7.38e+03
434,3.4,7.38e+03
435,3.39,7.37e+03
436,3.41,7.36e+03
437,3.39,7.36e+03
438,3.4,7.36e+03
439,3.41,7.36e+03
440,3.41,7.36e+03
441,3.4,7.35e+03
442,3.38,7.35e+03
443,3.4,7.36e+03
444,3.4,7.36e+03
445,3.39,7.37e+03
446,3.42,7.38e+03
447,3.41,7.39e+03
448,3.42,7.4e+03
449,3.42,7.4e+03
450,3.41,7.41e+03
451,3.42,7.39e+03
452,3.41,7.38e+03
453,3.41,7.37e+03
454,3.41,7.37e+03
455,3.4,7.36e+03
456,3.39,7.36e+03
457,3.4,7.36e+03
458,3.39,7.36e+03
459,3.41,7.36e+03
460,3.4,7.36e+03
461,3.4,7.36e+03
462,3.42,7.36e+03
463,3.42,7.36e+03
464,3.4,7.36e+03
465,3.39,7.36e+03
466,3.39,7.36e+03
467,3.4,7.36e+03
468,3.41,7.36e+03
469,3.4,7.38e+03
470,3.39,7.38e+03
471,3.41,7.4e+03
472,3.41,7.4e+03
473,3.42,7.4e+03
474,3.41,7.4e+03
475,3.4,7.4e+03
476,3.4,7.41e+03
477,3.4,7.41e+03
478,3.4,7.39e+03
479,3.42,7.38e+03
480,3.4,7.37e+03
481,3.41,7.36e+03
482,3.42,7.36e+03
483,3.39,7.36e+03
484,3.39,7.36e+03
485,3.39,7.35e+03
486,3.4,7.35e+03
487,3.39,7.35e+03
488,3.41,7.35e+03
489,3.41,7.36e+03
490,3.41,7.37e+03
491,3.43,7.39e+03
492,3.4,7.4e+03
493,3.41,7.41e+03
494,3.41,7.41e+03
495,3.41,7.4e+03
496,3.43,7.41e+03
497,3.41,7.39e+03
498,3.41,7.38e+03
499,3.41,7.37e+03
500,3.39,7.36e+03
501,3.39,7.36e+03
502,3.42,7.36e+03
503,3.4,7.36e+03
504,3.4,7.35e+03
505,3.42,7.35e+03
506,3.4,7.35e+03
507,3.4,7.36e+03
508,3.41,7.37e+03
509,3.4,7.38e+03
510,3.43,7.39e+03
511,3.42,7.39e+03
512,3.39,7.4e+03
513,3.39,7.39e+03
514,3.38,7.38e+03
515,3.4,7.37e+03
516,3.4,7.37e+03
517,3.43,7.37e+03
518,3.4,7.36e+03
519,3.42,7.37e+03
520,3.39,7.38e+03
521,3.4,7.38e+03
522,3.41,7.38e+03
523,3.41,7.39e+03
524,3.41,7.39e+03
525,3.39,7.39e+03
526,3.4,7.38e+03
527,3.39,7.37e+03
528,3.39,7.36e+03
529,3.4,7.36e+03
530,3.39,7.36e+03
531,3.42,7.35e+03
532,3.41,7.35e+03
533,3.4,7.35e+03
534,3.4,7.35e+03
535,3.41,7.35e+03
536,3.44,7.36e+03
537,3.39,7.37e+03
538,3.41,7.39e+03
539,3.41,7.4e+03
540,3.41,7.4e+03
541,3.41,7.4e+03
542,3.41,7.4e+03
543,3.4,7.4e+03
544,3.39,7.39e+03
545,3.42,7.38e+03
546,3.4,7.37e+03
547,3.41,7.37e+03
548,3.41,7.36e+03
549,3.39,7.36e+03
550,3.38,7.36e+03
551,3.39,7.36e+03
552,3.36,7.36e+03
553,3.4,7.35e+03
554,3.41,7.35e+03
555,3.39,7.36e+03
556,3.39,7.37e+03
557,3.41,7.39e+03
558,3.43,7.4e+03
559,3.41,7.41e+03
560,3.41,7.4e+03
561,3.41,7.4e+03
562,3.41,7.41e+03
563,3.41,7.4e+03
564,3.4,7.39e+03
565,3.42,7.38e+03
566,3.41,7.37e+03
567,3.4,7.36e+03
568,3.39,7.36e+03
569,3.42,7.36e+03
570,3.39,7.36e+03
571,3.41,7.36e+03
572,3.4,7.36e+03
573,3.38,7.35e+03
574,3.4,7.35e+03
575,3.39,7.35e+03
576,3.39,7.36e+03
577,3.41,7.36e+03
578,3.4,7.37e+03
579,3.4,7.38e+03
580,3.4,7.39e+03
581,3.41,7.39e+03
582,3.4,7.39e+03
583,3.41,7.38e+03
584,3.4,7.38e+03
585,3.41,7.37e+03
586,3.39,7.37e+03
587,3.4,7.37e+03
588,3.41,7.38e+03
589,3.41,7.38e+03
590,3.41,7.38e+03
591,3.41,7.38e+03
592,3.41,7.38e+03
593,3.39,7.38e+03
594,3.39,7.38e+03
595,3.41,7.38e+03
596,3.41,7.37e+03
597,3.4,7.36e+03
598,3.39,7.36e+03
599,3.39,7.36e+03
600,3.41,7.36e+03
601,3.39,7.35e+03
602,3.4,7.35e+03
603,3.4,7.35e+03
604,3.41,7.35e+03
605,3.4,7.35e+03
606,3.39,7.36e+03
607,3.41,7.37e+03
608,3.39,7.39e+03
609,3.41,7.39e+03
610,3.4,7.4e+03
611,3.42,7.39e+03
612,3.39,7.38e+03
613,3.39,7.37e+03
614,3.39,7.37e+03
615,3.39,7.37e+03
616,3.39,7.37e+03
617,3.41,7.37e+03
618,3.41,7.37e+03
619,3.38,7.38e+03
620,3.41,7.38e+03
621,3.42,7.38e+03
622,3.41,7.38e+03
623,3.4,7.38e+03
624,3.41,7.38e+03
625,3.4,7.37e+03
626,3.42,7.36e+03
627,3.42,7.35e+03
628,3.39,7.36e+03
629,3.39,7.36e+03
630,3.42,7.35e+03
631,3.4,7.35e+03
632,3.41,7.34e+03
633,3.41,7.34e+03
634,3.39,7.35e+03
635,3.41,7.36e+03
636,3.4,7.37e+03
637,3.42,7.39e+03
638,3.41,7.4e+03
639,3.42,7.4e+03
640,3.42,7.39e+03
641,3.42,7.4e+03
642,3.4,7.4e+03
643,3.41,7.38e+03
644,3.39,7.38e+03
645,3.4,7.37e+03
646,3.39,7.36e+03
647,3.4,7.36e+03
648,3.4,7.36e+03
649,3.41,7.35e+03
650,3.41,7.34e+03
651,3.4,7.34e+03
652,3.4,7.34e+03
653,3.39,7.35e+03
654,3.4,7.36e+03
655,3.4,7.37e+03
656,3.41,7.38e+03
657,3.41,7.38e+03
658,3.41,7.38e+03
659,3.41,7.38e+03
660,3.39,7.38e+03
661,3.39,7.37e+03
662,3.41,7.37e+03
663,3.39,7.36e+03
664,3.42,7.37e+03
665,3.42,7.38e+03
666,3.41,7.37e+03
667,3.39,7.37e+03
668,3.39,7.37e+03
669,3.39,7.37e+03
670,3.42,7.37e+03
671,3.4,7.36e+03
672,3.4,7.36e+03
673,3.39,7.36e+03
674,3.41,7.36e+03
675,3.41,7.36e+03
676,3.38,7.35e+03
677,3.39,7.35e+03
678,3.41,7.34e+03
679,3.4,7.34e+03
680,3.39,7.36e+03
681,3.39,7.36e+03
682,3.41,7.37e+03
683,3.41,7.37e+03
684,3.42,7.37e+03
685,3.41,7.37e+03
686,3.42,7.37e+03
687,3.4,7.37e+03
688,3.39,7.37e+03
689,3.39,7.37e+03
690,3.4,7.37e+03
691,3.39,7.37e+03
692,3.4,7.38e+03
693,3.41,7.37e+03
694,3.4,7.37e+03
695,3.4,7.38e+03
696,3.41,7.37e+03
697,3.42,7.36e+03
698,3.4,7.36e+03
699,3.39,7.36e+03
700,3.4,7.36e+03
701,3.4,7.35e+03
702,3.4,7.34e+03
703,3.4,7.34e+03
704,3.39,7.34e+03
705,3.4,7.36e+03
706,3.39,7.36e+03
707,3.39,7.37e+03
708,3.39,7.38e+03
709,3.4,7.38e+03
710,3.41,7.39e+03
711,3.4,7.38e+03
712,3.41,7.38e+03
713,3.4,7.37e+03
714,3.41,7.36e+03
715,3.39,7.36e+03
716,3.39,7.36e+03
717,3.4,7.37e+03
718,3.41,7.38e+03
719,3.39,7.38e+03
720,3.4,7.37e+03
721,3.28,7.36e+03
722,3.24,7.36e+03
723,3.25,7.36e+03
724,3.24,7.36e+03
725,3.25,7.36e+03
726,3.24,7.36e+03
727,3.25,7.36e+03
728,3.26,7.36e+03
729,3.24,7.36e+03
730,3.24,7.36e+03
731,3.23,7.35e+03
732,3.26,7.35e+03
733,3.25,7.35e+03
734,3.22,7.34e+03
735,3.24,7.32e+03
736,3.24,7.32e+03
737,3.26,7.32e+03
738,3.25,7.32e+03
739,3.22,7.32e+03
740,3.25,7.32e+03
741,3.24,7.32e+03
742,3.23,7.34e+03
743,3.25,7.36e+03
744,3.23,7.36e+03
745,3.22,7.36e+03
746,3.21,7.37e+03
747,3.23,7.36e+03
748,3.24,7.36e+03
749,3.25,7.35e+03
750,3.22,7.35e+03
751,3.24,7.34e+03
752,3.23,7.33e+03
753,3.25,7.32e+03
754,3.24,7.32e+03
755,3.26,7.32e+03
756,3.24,7.32e+03
757,3.25,7.31e+03
758,3.24,7.31e+03
759,3.26,7.31e+03
760,3.26,7.32e+03
761,3.23,7.32e+03
762,3.25,7.32e+03
763,3.24,7.33e+03
764,3.25,7.34e+03
765,3.24,7.34e+03
766,3.22,7.36e+03
767,3.24,7.36e+03
768,3.26,7.36e+03
769,3.25,7.35e+03
770,3.25,7.34e+03
771,3.25,7.34e+03
772,3.23,7.33e+03
773,3.21,7.32e+03
774,3.26,7.32e+03
775,3.25,7.32e+03
776,3.24,7.31e+03
777,3.25,7.31e+03
778,3.24,7.31e+03
779,3.23,7.31e+03
780,3.25,7.32e+03
781,3.23,7.32e+03
782,3.23,7.32e+03
783,3.26,7.32e+03
784,3.26,7.33e+03
785,3.23,7.34e+03
786,3.23,7.33e+03
787,3.2,7.32e+03
788,3.26,7.32e+03
789,3.23,7.32e+03
790,3.27,7.32e+03
791,3.23,7.32e+03
792,3.25,7.32e+03
793,3.24,7.32e+03
794,3.23,7.32e+03
795,3.21,7.33e+03
796,3.25,7.34e+03
797,3.26,7.35e+03
798,3.23,7.34e+03
799,3.23,7.34e+03
800,3.22,7.32e+03
801,3.25,7.32e+03
802,3.23,7.32e+03
803,3.25,7.32e+03
804,3.24,7.32e+03
805,3.2,7.31e+03
806,3.26,7.31e+03
807,3.23,7.31e+03
808,3.22,7.31e+03
809,3.24,7.31e+03
810,3.24,7.31e+03
811,3.26,7.31e+03
812,3.25,7.31e+03
813,3.23,7.31e+03
814,3.25,7.32e+03
815,3.26,7.32e+03
816,3.23,7.32e+03
817,3.23,7.32e+03
818,3.24,7.32e+03
819,3.23,7.32e+03
820,3.24,7.32e+03
821,3.24,7.31e+03
822,3.21,7.31e+03
823,3.23,7.31e+03
824,3.24,7.32e+03
825,3.23,7.32e+03
826,3.22,7.32e+03
827,3.25,7.32e+03
828,3.24,7.31e+03
829,3.25,7.31e+03
830,3.23,7.31e+03
831,3.26,7.31e+03
832,3.23,7.31e+03
833,3.24,7.31e+03
834,3.22,7.31e+03
835,3.24,7.31e+03
836,3.24,7.31e+03
837,3.21,7.31e+03
838,3.25,7.31e+03
839,3.21,7.31e+03
840,3.23,7.31e+03
841,3.26,7.31e+03
842,3.25,7.31e+03
843,3.25,7.31e+03
844,3.22,7.31e+03
845,3.23,7.31e+03
846,3.25,7.31e+03
847,3.23,7.31e+03
848,3.22,7.31e+03
849,3.25,7.31e+03
850,3.2,7.31e+03
851,3.24,7.31e+03
852,3.23,7.31e+03
853,3.26,7.31e+03
854,3.24,7.31e+03
855,3.24,7.31e+03
856,3.24,7.32e+03
857,3.23,7.32e+03
858,3.24,7.32e+03
859,3.24,7.32e+03
860,3.26,7.32e+03
861,3.23,7.32e+03
862,3.21,7.32e+03
863,3.22,7.32e+03
864,3.24,7.32e+03
865,3.26,7.35e+03
866,3.21,7.36e+03
867,3.24,7.37e+03
868,3.22,7.38e+03
869,3.21,7.39e+03
870,3.24,7.4e+03
871,3.23,7.41e+03
872,3.23,7.41e+03
873,3.23,7.4e+03
874,3.22,7.4e+03
875,3.23,7.4e+03
876,3.22,7.4e+03
877,3.22,7.39e+03
878,3.25,7.39e+03
879,3.24,7.4e+03
880,3.26,7.4e+03
881,3.24,7.4e+03
882,3.21,7.4e+03
883,3.25,7.4e+03
884,3.22,7.41e+03
885,3.23,7.4e+03
886,3.26,7.4e+03
887,3.23,7.4e+03
888,3.22,7.39e+03
889,3.24,7.39e+03
890,3.22,7.4e+03
891,3.25,7.39e+03
892,3.24,7.39e+03
893,3.24,7.39e+03
894,3.23,7.4e+03
895,3.23,7.39e+03
896,3.22,7.39e+03
897,3.22,7.39e+03
898,3.24,7.39e+03
899,3.24,7.38e+03
900,3.23,7.38e+03
901,3.24,7.38e+03
902,3.23,7.39e+03
903,3.22,7.4e+03
904,3.25,7.39e+03
905,3.22,7.4e+03
906,3.23,7.4e+03
907,3.21,7.39e+03
908,3.27,7.4e+03
909,3.24,7.41e+03
910,3.23,7.4e+03
911,3.23,7.4e+03
912,3.23,7.39e+03
913,3.25,7.39e+03
914,3.21,7.4e+03
915,3.21,7.4e+03
916,3.22,7.4e+03
917,3.24,7.41e+03
918,3.24,7.41e+03
919,3.24,7.4e+03
920,3.25,7.39e+03
921,3.23,7.4e+03
922,3.24,7.4e+03
923,3.25,7.39e+03
924,3.28,7.4e+03
925,3.26,7.4e+03
926,3.23,7.41e+03
927,3.26,7.41e+03
928,3.24,7.41e+03
929,3.23,7.4e+03
930,3.23,7.4e+03
931,3.25,7.4e+03
932,3.25,7.4e+03
933,3.22,7.4e+03
934,3.26,7.39e+03
935,3.26,7.38e+03
936,3.23,7.39e+03
937,3.23,7.4e+03
938,3.24,7.4e+03
939,3.22,7.41e+03
940,3.23,7.4e+03
941,3.26,7.39e+03
942,3.23,7.4e+03
943,3.26,7.4e+03
944,3.26,7.4e+03
945,3.22,7.39e+03
946,3.26,7.39e+03
947,3.24,7.4e+03
948,3.25,7.4e+03
949,3.24,7.4e+03
950,3.23,7.4e+03
951,3.26,7.39e+03
952,3.23,7.39e+03
953,3.24,7.4e+03
954,3.25,7.4e+03
955,3.23,7.39e+03
956,3.24,7.39e+03
957,3.23,7.4e+03
958,3.23,7.4e+03
959,3.28,7.39e+03
960,3.24,7.41e+03
961,3.24,7.41e+03
962,3.24,7.4e+03
963,3.25,7.39e+03
964,3.24,7.39e+03
965,3.25,7.4e+03
966,3.24,7.39e+03
967,3.24,7.39e+03
968,3.22,7.39e+03
969,3.25,7.39e+03
970,3.25,7.39e+03
971,3.24,7.39e+03
972,3.22,7.39e+03
973,3.22,7.4e+03
974,3.26,7.4e+03
975,3.24,7.41e+03
976,3.23,7.4e+03
977,3.24,7.4e+03
978,3.25,7.4e+03
979,3.22,7.4e+03
980,3.22,7.39e+03
981,3.21,7.39e+03
982,3.23,7.39e+03
983,3.23,7.39e+03
984,3.21,7.38e+03
985,3.21,7.38e+03
986,3.27,7.4e+03
987,3.26,7.4e+03
988,3.22,7.41e+03
989,3.27,7.41e+03
990,3.24,7.4e+03
991,3.25,7.4e+03
992,3.23,7.41e+03
993,3.22,7.41e+03
994,3.24,7.41e+03
995,3.26,7.4e+03
996,3.22,7.4e+03
997,3.25,7.4e+03
998,3.23,7.4e+03
999,3.24,7.39e+03
1e+03,3.21,7.39e+03
1e+03,3.24,7.39e+03
1e+03,3.23,7.39e+03
1e+03,3.24,7.39e+03
1e+03,3.23,7.4e+03
1e+03,3.25,7.39e+03
1.01e+03,3.26,7.39e+03
1.01e+03,3.24,7.39e+03
1.01e+03,3.24,7.39e+03
1.01e+03,3.24,7.39e+03
1.01e+03,3.24,7.39e+03
1.01e+03,3.22,7.4e+03
1.01e+03,3.25,7.41e+03
1.01e+03,3.24,7.4e+03
1.01e+03,3.22,7.4e+03
1.02e+03,3.26,7.4e+03
1.02e+03,3.23,7.4e+03
1.02e+03,3.22,7.39e+03
1.02e+03,3.27,7.39e+03
1.02e+03,3.23,7.39e+03
1.02e+03,3.22,7.4e+03
1.02e+03,3.26,7.39e+03
1.02e+03,3.27,7.39e+03
1.02e+03,3.25,7.39e+03
1.02e+03,3.23,7.39e+03
1.02e+03,3.25,7.39e+03
1.03e+03,3.24,7.39e+03
1.03e+03,3.22,7.39e+03
1.03e+03,3.25,7.39e+03
1.03e+03,3.25,7.39e+03
1.03e+03,3.23,7.39e+03
1.03e+03,3.26,7.4e+03
1.03e+03,3.23,7.4e+03
1.03e+03,3.25,7.39e+03
1.03e+03,3.26,7.4e+03
1.04e+03,3.26,7.41e+03
1.04e+03,3.22,7.41e+03
1.04e+03,3.23,7.41e+03
1.04e+03,3.23,7.41e+03
1.04e+03,3.25,7.4e+03
1.04e+03,3.26,7.39e+03
1.04e+03,3.25,7.39e+03
1.04e+03,3.23,7.39e+03
1.04e+03,3.27,7.39e+03
1.04e+03,3.24,7.39e+03
1.04e+03,3.23,7.4e+03
1.05e+03,3.23,7.4e+03
1.05e+03,3.23,7.4e+03
1.05e+03,3.24,7.39e+03
1.05e+03,3.26,7.39e+03
1.05e+03,3.26,7.39e+03
1.05e+03,3.21,7.39e+03
1.05e+03,3.21,7.39e+03
1.05e+03,3.26,7.39e+03
1.05e+03,3.25,7.39e+03
