t,sim,exp
1,0.17,0.346
2,0.308,0.349
3,0.301,0.35
4,0.299,0.351
5,0.3,0.351
6,0.303,0.351
7,0.303,0.352
8,0.306,0.352
9,0.294,0.352
10,0.299,0.352
11,0.303,0.352
12,0.301,0.352
13,0.304,0.352
14,0.305,0.352
15,0.306,0.352
16,0.302,0.352
17,0.306,0.352
18,0.305,0.352
19,0.305,0.352
20,0.309,0.352
21,0.307,0.352
22,0.308,0.352
23,0.311,0.352
24,0.315,0.352
25,0.321,0.352
26,0.323,0.352
27,0.326,0.352
28,0.33,0.352
29,0.328,0.352
30,0.325,0.352
31,0.328,0.352
32,0.327,0.351
33,0.327,0.352
34,0.326,0.352
35,0.322,0.352
36,0.327,0.352
37,0.327,0.352
38,0.329,0.352
39,0.331,0.352
40,0.333,0.352
41,0.335,0.352
42,0.345,0.352
43,0.351,0.352
44,0.359,0.352
45,0.367,0.352
46,0.385,0.352
47,0.399,0.353
48,0.418,0.352
49,0.429,0.353
50,0.418,0.353
51,0.427,0.353
52,0.425,0.353
53,0.422,0.353
54,0.425,0.353
55,0.421,0.353
56,0.434,0.354
57,0.42,0.353
58,0.424,0.353
59,0.427,0.353
60,0.422,0.353
61,0.428,0.353
62,0.425,0.354
63,0.431,0.353
64,0.428,0.353
65,0.433,0.354
66,0.432,0.353
67,0.423,0.354
68,0.421,0.353
69,0.427,0.353
70,0.425,0.353
71,0.427,0.354
72,0.425,0.353
73,0.427,0.354
74,0.437,0.353
75,0.417,0.353
76,0.421,0.353
77,0.426,0.353
78,0.421,0.354
79,0.431,0.354
80,0.42,0.354
81,0.433,0.354
82,0.427,0.353
83,0.422,0.354
84,0.43,0.353
85,0.427,0.354
86,0.429,0.354
87,0.418,0.353
88,0.428,0.354
89,0.427,0.353
90,0.432,0.353
91,0.418,0.354
92,0.431,0.354
93,0.422,0.353
94,0.436,0.353
95,0.429,0.354
96,0.423,0.354
97,0.425,0.353
98,0.435,0.354
99,0.431,0.354
100,0.427,0.354
101,0.43,0.354
102,0.431,0.354
103,0.434,0.354
104,0.428,0.354
105,0.43,0.354
106,0.423,0.354
107,0.423,0.354
108,0.422,0.354
109,0.42,0.354
110,0.421,0.354
111,0.422,0.353
112,0.421,0.353
113,0.432,0.354
114,0.426,0.354
115,0.433,0.354
116,0.421,0.354
117,0.421,0.354
118,0.417,0.354
119,0.418,0.353
120,0.415,0.354
121,0.424,0.354
122,0.426,0.354
123,0.427,0.354
124,0.431,0.354
125,0.429,0.354
126,0.424,0.354
127,0.417,0.353
128,0.43,0.354
129,0.424,0.353
130,0.428,0.354
131,0.419,0.354
132,0.428,0.354
133,0.434,0.354
134,0.417,0.353
135,0.427,0.354
136,0.427,0.354
137,0.418,0.354
138,0.426,0.354
139,0.424,0.354
140,0.425,0.353
141,0.429,0.354
142,0.426,0.354
143,0.428,0.354
144,0.417,0.354
145,0.43,0.354
146,0.42,0.354
147,0.421,0.353
148,0.428,0.354
149,0.42,0.354
150,0.424,0.354
151,0.414,0.354
152,0.43,0.354
153,0.425,0.354
154,0.421,0.354
155,0.42,0.353
156,0.433,0.354
157,0.426,0.354
158,0.42,0.354
159,0.425,0.354
160,0.42,0.354
161,0.433,0.354
162,0.418,0.353
163,0.42,0.354
164,0.421,0.353
165,0.421,0.354
166,0.416,0.354
167,0.424,0.354
168,0.419,0.354
169,0.416,0.354
170,0.418,0.354
171,0.428,0.354
172,0.419,0.354
173,0.422,0.354
174,0.415,0.354
175,0.425,0.354
176,0.432,0.353
177,0.427,0.354
178,0.423,0.354
179,0.419,0.353
180,0.43,0.354
181,0.422,0.354
182,0.42,0.353
183,0.413,0.354
184,0.422,0.354
185,0.428,0.354
186,0.423,0.354
187,0.43,0.354
188,0.426,0.354
189,0.438,0.354
190,0.418,0.354
191,0.425,0.354
192,0.423,0.354
193,0.426,0.354
194,0.423,0.354
195,0.431,0.353
196,0.431,0.354
197,0.423,0.354
198,0.419,0.354
199,0.415,0.354
200,0.423,0.353
201,0.42,0.354
202,0.417,0.354
203,0.431,0.353
204,0.415,0.354
205,0.418,0.354
206,0.42,0.354
207,0.417,0.354
208,0.422,0.354
209,0.421,0.354
210,0.421,0.354
211,0.418,0.353
212,0.428,0.354
213,0.422,0.354
214,0.422,0.354
215,0.418,0.354
216,0.417,0.353
217,0.423,0.354
218,0.415,0.354
219,0.416,0.354
220,0.422,0.354
221,0.42,0.354
222,0.42,0.353
223,0.429,0.354
224,0.422,0.354
225,0.424,0.354
226,0.429,0.354
227,0.423,0.354
228,0.425,0.353
229,0.421,0.354
230,0.421,0.354
231,0.417,0.354
232,0.431,0.354
233,0.419,0.354
234,0.423,0.354
235,0.416,0.354
236,0.415,0.354
237,0.43,0.354
238,0.427,0.354
239,0.43,0.354
240,0.426,0.353
241,0.421,0.354
242,0.427,0.354
243,0.419,0.353
244,0.42,0.354
245,0.419,0.354
246,0.423,0.354
247,0.419,0.354
248,0.408,0.354
249,0.415,0.354
250,0.42,0.354
251,0.408,0.354
252,0.417,0.354
253,0.412,0.354
254,0.412,0.354
255,0.416,0.354
256,0.416,0.354
257,0.418,0.354
258,0.412,0.353
259,0.411,0.354
260,0.416,0.354
261,0.415,0.353
262,0.416,0.354
263,0.419,0.354
264,0.421,0.354
265,0.416,0.354
266,0.413,0.354
267,0.422,0.354
268,0.423,0.354
269,0.419,0.354
270,0.418,0.353
271,0.411,0.354
272,0.424,0.354
273,0.421,0.354
274,0.419,0.353
275,0.417,0.354
276,0.411,0.354
277,0.42,0.353
278,0.415,0.354
279,0.418,0.354
280,0.422,0.353
281,0.427,0.354
282,0.431,0.354
283,0.423,0.354
284,0.42,0.354
285,0.424,0.353
286,0.418,0.354
287,0.418,0.354
288,0.416,0.354
289,0.423,0.354
290,0.418,0.354
291,0.413,0.354
292,0.42,0.353
293,0.42,0.354
294,0.397,0.354
295,0.409,0.354
296,0.414,0.354
297,0.401,0.354
298,0.397,0.354
299,0.41,0.354
300,0.41,0.353
301,0.401,0.354
302,0.403,0.354
303,0.401,0.353
304,0.404,0.354
305,0.399,0.353
306,0.402,0.354
307,0.394,0.354
308,0.396,0.354
309,0.406,0.354
310,0.395,0.354
311,0.4,0.354
312,0.398,0.354
313,0.408,0.354
314,0.4,0.354
315,0.402,0.353
316,0.402,0.354
317,0.395,0.354
318,0.393,0.354
319,0.412,0.354
320,0.401,0.354
321,0.402,0.353
322,0.395,0.353
323,0.407,0.354
324,0.401,0.354
325,0.399,0.354
326,0.406,0.354
327,0.403,0.353
328,0.405,0.354
