t,sim,exp
1,29.3,28.9
2,32.8,29
3,38.4,29
4,38.8,29.2
5,38.2,29.3
6,37.9,29.4
7,37.9,29.5
8,37.1,29.7
9,37.7,29.8
10,37.1,29.9
11,36.5,30
12,37,30.1
13,37,30.2
14,36.9,30.4
15,36.8,30.5
16,37.2,30.6
17,36.8,30.7
18,36.7,30.8
19,37,30.9
20,36.2,31
21,36.7,31.1
22,36.5,31.2
23,36.4,31.3
24,36.5,31.4
25,36.3,31.6
26,36.1,31.7
27,36.1,31.8
28,36.4,31.8
29,36.1,31.9
30,36.3,32
31,36,32.1
32,35.7,32.1
33,36.8,32.1
34,36.6,32.2
35,36.1,32.2
36,35.9,32.3
37,35.7,32.2
38,36.5,32.3
39,36.4,32.3
40,35.9,32.4
41,35.9,32.4
42,35.4,32.4
43,35.6,32.4
44,35.3,32.4
45,35.7,32.5
46,35.3,32.5
47,35.2,32.5
48,34.9,32.6
49,35.1,32.6
50,35,32.6
51,34.9,32.6
52,35.1,32.6
53,35.1,32.6
54,35.3,32.7
55,34.9,32.7
56,35.1,32.7
57,35,32.7
58,34.8,32.7
59,34.6,32.8
60,34.9,32.8
61,34.8,32.7
62,35.1,32.8
63,35.1,32.8
64,35.3,32.8
65,35.2,32.8
66,35,32.8
67,35.1,32.8
68,35.2,32.8
69,35.2,32.8
70,34.8,32.8
71,35.2,32.8
72,34.9,32.8
73,34.7,32.8
74,34.6,32.8
75,34.8,32.8
76,34.8,32.8
77,34.9,32.8
78,35.2,32.8
79,35.3,32.8
80,34.7,32.8
81,35.2,32.8
82,35.3,32.9
83,35.2,32.8
84,34.9,32.9
85,34.9,32.9
86,35.2,32.8
87,34.6,32.8
88,35.1,32.9
89,34.8,32.9
90,34.7,32.8
91,35.1,32.8
92,35,32.9
93,34.8,32.9
94,34.9,32.9
95,35,32.9
96,35,32.9
97,34.8,32.9
98,35.3,32.9
99,35,32.9
100,34.9,32.9
101,35.2,32.9
102,34.9,32.9
103,35,32.9
104,35.1,32.9
105,34.8,32.9
106,35,32.9
107,34.8,32.9
108,35.1,32.9
109,34.9,32.9
110,35,32.9
111,35.1,33
112,35.2,32.9
113,35.4,32.9
114,35,32.9
115,35.1,32.9
116,35.4,32.9
117,35,32.9
118,34.9,32.9
119,35,32.9
120,34.9,32.9
121,34.9,32.9
122,35.1,32.9
123,35.5,32.9
124,35.4,32.9
125,35,32.9
126,35,32.9
127,35.2,33
128,35.5,33
129,35.1,32.9
130,35.2,33
131,35.2,33
132,35,32.9
133,34.9,32.9
134,35.4,33
135,35,32.9
136,34.8,33
137,35.2,33
138,35.1,32.9
139,34.9,32.9
140,35.2,33
141,35,32.9
142,34.5,33
143,34.5,33
144,35.4,33
145,34.9,33
146,34.9,33
147,35,33
148,34.8,33
149,35,33
150,34.8,33
151,35,33
152,35.1,32.9
153,34.8,33
154,35,33
155,35.4,32.9
156,35.2,32.9
157,34.7,32.9
158,35.3,32.9
159,35.2,33
160,34.8,33
161,35.7,32.9
162,34.9,32.9
163,34.8,32.9
164,35.1,33
165,34.6,32.9
166,35.2,32.9
167,35,33
168,34.7,33
169,35,32.9
170,35,33
171,34.7,32.9
172,34.7,32.9
173,34.9,32.9
174,34.8,32.9
175,35.1,33
176,35.2,32.9
177,35.5,33
178,35,33
179,35.2,32.9
180,35.2,33
181,35.3,33
182,34.9,33
183,34.9,33
184,35.3,33
185,35.5,32.9
186,34.9,33
187,35.1,32.9
188,34.9,33
189,35,33
190,35,33
191,35.6,33
192,35,33
193,34.9,33
194,35.1,33
195,35.2,33
196,35.5,33
197,35.4,33
198,35.2,33
199,34.5,33
200,34.7,33
201,34.8,33.1
202,34.6,33
203,34.8,33
204,34.8,33
205,35.1,33
206,34.5,33
207,34.7,33
208,34.8,33
209,34.7,33
210,34.5,33
211,34.8,33
212,34.6,33
213,34.6,33
214,34.5,33
215,34.6,33
216,34.6,33
217,34.8,33
218,35,33
219,34.6,33
220,34.9,33
221,34.5,33.1
222,35.1,33
223,34.5,33
224,34.8,33
225,35.2,33
226,34.7,33
227,34.8,33
228,34.8,33
229,34.9,33
230,34.6,33
231,34.9,33
232,34.4,33
233,34.8,33
234,34.6,33
235,34.6,33.1
236,34.7,33
237,34.6,33
238,34.5,33.1
239,34.9,33
240,34.8,33
241,34.7,33.1
242,35.4,33.1
243,34.9,33.1
244,35.1,33.1
245,34.7,33
246,34.8,33
247,34.5,33
248,34.5,33.1
