t,sim,exp
1,0.506,1.03
2,0.963,1.03
3,0.995,1.03
4,0.994,1.05
5,1.02,1.07
6,1.04,1.08
7,1.05,1.1
8,1.07,1.11
9,1.08,1.12
10,1.09,1.13
11,1.09,1.12
12,1.08,1.12
13,1.09,1.12
14,1.09,1.13
15,1.1,1.13
16,1.1,1.13
17,1.1,1.13
18,1.1,1.12
19,1.09,1.14
20,1.11,1.13
21,1.09,1.14
22,1.11,1.15
23,1.11,1.14
24,1.1,1.12
25,1.09,1.12
26,1.08,1.11
27,1.08,1.11
28,1.08,1.13
29,1.1,1.12
30,1.08,1.13
31,1.1,1.13
32,1.1,1.11
33,1.08,1.12
34,1.09,1.12
35,1.09,1.13
36,1.1,1.14
37,1.11,1.12
38,1.09,1.14
39,1.1,1.14
40,1.1,1.13
41,1.1,1.14
42,1.11,1.13
43,1.1,1.11
44,1.08,1.13
45,1.09,1.11
46,1.07,1.13
47,1.09,1.15
48,1.11,1.13
49,1.09,1.15
50,1.1,1.15
51,1.11,1.14
52,1.1,1.14
53,1.1,1.15
54,1.11,1.16
55,1.12,1.17
56,1.13,1.17
57,1.12,1.18
58,1.13,1.21
59,1.17,1.2
60,1.15,1.19
61,1.14,1.18
62,1.14,1.18
63,1.14,1.18
64,1.14,1.18
65,1.14,1.18
66,1.14,1.18
67,1.14,1.18
68,1.14,1.18
69,1.14,1.18
70,1.14,1.18
71,1.14,1.18
72,1.14,1.18
73,1.14,1.18
74,1.14,1.18
75,1.14,1.18
76,1.14,1.18
77,1.14,1.18
78,1.14,1.18
79,1.14,1.18
80,1.14,1.18
81,1.14,1.18
82,1.14,1.18
83,1.14,1.18
84,1.14,1.18
85,1.14,1.18
86,1.14,1.18
87,1.14,1.18
88,1.14,1.18
89,1.14,1.18
90,1.14,1.18
91,1.14,1.18
92,1.14,1.18
93,1.14,1.18
94,1.14,1.18
95,1.14,1.18
96,1.14,1.18
97,1.14,1.18
98,1.14,1.18
99,1.14,1.18
100,1.14,1.18
101,1.14,1.18
102,1.14,1.18
103,1.14,1.18
104,1.14,1.21
105,1.16,1.19
106,1.14,1.2
107,1.16,1.2
108,1.16,1.17
109,1.13,1.18
110,1.14,1.17
111,1.13,1.16
112,1.12,1.15
113,1.11,1.17
114,1.13,1.17
115,1.13,1.18
116,1.14,1.17
117,1.13,1.15
118,1.11,1.17
119,1.13,1.17
120,1.13,1.2
121,1.16,1.16
122,1.12,1.15
123,1.11,1.17
124,1.12,1.18
125,1.14,1.18
126,1.14,1.18
127,1.13,1.17
128,1.12,1.14
129,1.1,1.18
130,1.13,1.19
131,1.14,1.2
132,1.15,1.19
133,1.15,1.17
134,1.12,1.16
135,1.12,1.2
136,1.15,1.18
137,1.14,1.16
138,1.12,1.19
139,1.14,1.16
140,1.12,1.16
141,1.12,1.19
142,1.14,1.2
143,1.16,1.15
144,1.11,1.19
145,1.14,1.17
146,1.13,1.19
147,1.14,1.18
148,1.14,1.18
149,1.14,1.18
150,1.14,1.18
151,1.13,1.19
152,1.15,1.2
153,1.16,1.2
154,1.15,1.18
155,1.14,1.19
156,1.15,1.19
157,1.15,1.19
158,1.14,1.16
159,1.11,1.18
160,1.14,1.16
161,1.11,1.19
162,1.14,1.19
163,1.14,1.18
164,1.14,1.19
165,1.14,1.18
166,1.14,1.18
167,1.13,1.19
168,1.14,1.2
169,1.15,1.2
170,1.15,1.23
171,1.19,1.21
172,1.16,1.2
173,1.16,1.2
174,1.15,1.18
175,1.14,1.16
176,1.12,1.15
177,1.1,1.17
