t,sim,exp
1,18,28.8
2,20.1,28.8
3,26.6,28.8
4,27.5,28.9
5,27.4,28.9
6,27,28.9
7,26.9,28.9
8,28,28.8
9,26.8,28.8
10,27,28.8
11,26.7,28.7
12,27.1,28.6
13,26.8,28.6
14,28,28.8
15,28.1,28.9
16,27.2,29
17,27.5,29.1
18,27,29.2
19,27.3,29.2
20,27.2,29.2
21,27.3,29.2
22,27.8,29.1
23,26.9,29.1
24,26.4,29.1
25,26.7,29
26,26.5,28.9
27,26.2,28.9
28,26.8,29
29,26.9,29.1
30,26.8,29.1
31,27.1,29
32,27.3,28.9
33,27,29
34,27.2,28.9
35,27,28.9
36,27.1,28.9
37,26.9,28.8
38,26.6,28.8
39,27.1,28.8
40,27,28.8
41,26.8,28.9
42,26.7,28.8
43,27.4,29.1
44,26.5,29.3
45,26.1,29.5
46,27.1,29.7
47,27,29.8
48,26.7,30.1
49,26.7,30.2
50,26.7,30.2
51,27.8,30.2
52,26.6,30.3
53,26.6,30.2
54,26.3,30.2
55,26.3,30.3
56,26.3,30.2
57,26.6,30.1
58,26.1,30
59,26.3,29.9
60,26.6,29.8
61,26.3,29.9
62,26.1,29.9
63,26.6,29.9
64,25.8,30
65,26.2,30
66,26.3,29.9
67,26.7,29.8
68,25.9,29.7
69,26,29.7
70,25.9,29.8
71,25.6,29.8
72,25.8,29.8
73,26.6,29.8
74,26.1,29.7
75,26.6,29.6
76,26.8,29.7
77,26.4,29.6
78,26.1,29.5
79,25.9,29.4
80,26.2,29.3
81,25.8,29.2
82,25.6,29.1
83,25.8,29.3
84,26.3,29.8
85,25.4,30.4
86,26.2,30.9
87,25.6,31.3
88,26.2,31.6
89,26.5,31.8
90,26.6,31.9
91,26,32.1
92,25.6,32.2
93,26.6,32.2
94,25.9,32.2
95,26.4,32.3
96,25.9,32.3
97,26.4,32.4
98,25.7,32.4
99,25.3,32.5
100,26,32.5
101,25.7,32.4
102,26.1,32.3
103,26.3,32.3
104,26.2,32.3
105,26,32.3
106,26.2,32.4
107,26.6,32.5
108,27.1,32.6
109,25.6,32.6
110,25.5,32.5
111,25.8,32.6
112,26.5,32.6
113,27.1,32.6
114,26.3,32.5
115,26.7,32.5
116,26.3,32.5
117,26.4,32.4
118,25.5,32.4
119,26.3,32.5
120,26.1,32.5
121,26.3,32.5
122,26.2,32.5
123,26.3,32.6
124,26.8,32.7
125,26,32.7
126,26,32.7
127,26.3,32.7
128,26.2,32.6
129,26.3,32.7
130,26.2,32.6
131,26.9,32.7
132,26.2,32.7
133,26.3,32.7
134,26.5,32.7
135,27,32.8
136,26,32.8
137,26,32.7
138,25.9,32.7
139,26.3,32.7
140,26.8,32.7
141,26.1,32.7
142,26.6,32.6
143,26.1,32.6
144,26.7,32.6
145,26.3,32.6
146,27.1,32.6
147,26.3,32.6
148,26.4,32.6
149,26.4,32.7
150,26.9,32.6
151,25.9,32.6
152,26.9,32.7
153,26.5,32.7
154,26.3,32.8
155,26.5,32.8
156,25.8,32.8
157,26.5,32.8
158,25.7,32.8
159,26.9,32.8
160,26.2,32.8
161,25.8,32.8
162,25.6,32.8
163,26.1,32.8
164,26.4,32.7
165,26.5,32.8
166,26.1,32.8
167,26.3,32.8
168,26.7,32.7
169,27,32.7
170,26.9,32.7
171,27,32.7
172,26.4,32.8
173,27.2,32.8
174,27.5,32.8
175,27.5,32.8
176,26.6,32.8
177,25.9,32.8
178,25.6,32.8
179,26.2,32.7
180,26.2,32.7
