t,sim,exp
1,0.127,0.361
2,0.226,0.361
3,0.281,0.361
4,0.247,0.361
5,0.265,0.362
6,0.245,0.363
7,0.277,0.363
8,0.241,0.364
9,0.268,0.364
10,0.26,0.364
11,0.278,0.364
12,0.253,0.364
13,0.276,0.364
14,0.241,0.364
15,0.247,0.364
16,0.257,0.364
17,0.281,0.364
18,0.266,0.364
19,0.267,0.365
20,0.254,0.365
21,0.273,0.364
22,0.293,0.365
23,0.263,0.365
24,0.232,0.365
25,0.252,0.364
26,0.255,0.364
27,0.244,0.364
28,0.261,0.365
29,0.244,0.364
30,0.267,0.364
31,0.246,0.364
32,0.268,0.364
33,0.243,0.364
34,0.256,0.364
35,0.256,0.364
36,0.265,0.364
37,0.243,0.364
38,0.241,0.364
39,0.24,0.364
40,0.233,0.364
41,0.244,0.364
42,0.228,0.364
43,0.233,0.364
44,0.281,0.364
45,0.257,0.364
46,0.274,0.364
47,0.275,0.365
48,0.241,0.365
49,0.264,0.366
50,0.252,0.366
51,0.268,0.366
52,0.247,0.365
53,0.267,0.365
54,0.235,0.366
55,0.25,0.366
56,0.248,0.366
57,0.243,0.366
58,0.275,0.366
59,0.236,0.366
60,0.232,0.366
61,0.231,0.366
62,0.241,0.366
63,0.273,0.366
64,0.242,0.365
65,0.268,0.365
66,0.266,0.365
67,0.234,0.365
68,0.225,0.365
69,0.236,0.365
70,0.248,0.366
71,0.248,0.366
72,0.274,0.365
73,0.254,0.365
74,0.228,0.366
75,0.229,0.366
76,0.257,0.366
77,0.243,0.366
78,0.275,0.366
79,0.248,0.366
80,0.242,0.366
81,0.264,0.366
82,0.252,0.366
83,0.252,0.366
84,0.25,0.366
85,0.268,0.366
86,0.275,0.365
87,0.273,0.365
88,0.242,0.365
89,0.262,0.365
90,0.251,0.365
91,0.248,0.365
92,0.237,0.365
93,0.243,0.365
94,0.239,0.365
95,0.238,0.366
96,0.26,0.366
97,0.263,0.366
98,0.254,0.366
99,0.234,0.366
100,0.269,0.366
101,0.239,0.365
102,0.241,0.366
103,0.222,0.365
104,0.23,0.365
105,0.244,0.365
106,0.249,0.366
107,0.276,0.366
108,0.26,0.366
109,0.275,0.366
110,0.247,0.366
111,0.263,0.366
112,0.227,0.366
113,0.229,0.366
114,0.251,0.366
115,0.206,0.365
116,0.225,0.365
117,0.261,0.366
118,0.221,0.366
119,0.253,0.366
120,0.272,0.366
121,0.238,0.366
122,0.229,0.366
123,0.252,0.367
124,0.247,0.367
125,0.228,0.367
126,0.266,0.366
127,0.227,0.366
128,0.255,0.366
129,0.248,0.366
130,0.266,0.366
131,0.255,0.366
132,0.239,0.366
133,0.233,0.366
134,0.248,0.366
135,0.269,0.366
136,0.25,0.366
137,0.245,0.366
138,0.253,0.366
139,0.258,0.366
140,0.235,0.366
141,0.254,0.366
142,0.25,0.366
143,0.258,0.366
144,0.268,0.366
145,0.237,0.366
146,0.262,0.366
147,0.25,0.366
148,0.232,0.366
149,0.225,0.366
150,0.253,0.366
151,0.228,0.366
152,0.271,0.366
153,0.227,0.366
154,0.237,0.366
155,0.25,0.366
156,0.241,0.366
157,0.219,0.366
158,0.207,0.366
159,0.244,0.366
160,0.239,0.366
161,0.265,0.366
162,0.227,0.366
163,0.259,0.366
164,0.266,0.366
165,0.256,0.366
166,0.238,0.366
167,0.26,0.366
168,0.265,0.366
169,0.261,0.366
170,0.236,0.366
171,0.251,0.366
172,0.197,0.366
173,0.257,0.366
174,0.242,0.366
175,0.265,0.366
176,0.26,0.366
177,0.206,0.366
178,0.227,0.366
179,0.252,0.366
180,0.239,0.366
181,0.25,0.366
182,0.236,0.366
183,0.235,0.366
184,0.278,0.366
185,0.228,0.366
186,0.258,0.366
187,0.236,0.366
188,0.256,0.366
189,0.245,0.366
190,0.266,0.366
191,0.244,0.366
192,0.248,0.366
193,0.264,0.366
194,0.262,0.366
195,0.235,0.366
196,0.22,0.365
197,0.254,0.365
198,0.245,0.365
199,0.227,0.365
200,0.244,0.365
201,0.242,0.365
202,0.245,0.365
203,0.215,0.366
204,0.238,0.366
205,0.233,0.366
206,0.227,0.366
207,0.234,0.366
208,0.258,0.366
209,0.224,0.366
210,0.23,0.366
211,0.245,0.365
212,0.229,0.364
213,0.272,0.365
214,0.229,0.365
215,0.227,0.366
216,0.23,0.366
217,0.246,0.366
218,0.245,0.366
219,0.253,0.365
220,0.26,0.365
