t,sim,exp
1,0.0816,0.361
2,0.488,0.361
3,0.561,0.361
4,0.56,0.361
5,0.57,0.362
6,0.576,0.363
7,0.57,0.363
8,0.578,0.364
9,0.594,0.364
10,0.584,0.364
11,0.58,0.364
12,0.589,0.364
13,0.589,0.364
14,0.59,0.364
15,0.593,0.364
16,0.593,0.364
17,0.585,0.364
18,0.594,0.364
19,0.585,0.365
20,0.593,0.365
21,0.586,0.364
22,0.589,0.365
23,0.598,0.365
24,0.596,0.365
25,0.578,0.364
26,0.584,0.364
27,0.586,0.364
28,0.584,0.365
29,0.591,0.364
30,0.576,0.364
31,0.592,0.364
32,0.585,0.364
33,0.586,0.364
34,0.592,0.364
35,0.58,0.364
36,0.591,0.364
37,0.601,0.364
38,0.572,0.364
39,0.588,0.364
40,0.596,0.364
41,0.588,0.364
42,0.592,0.364
43,0.598,0.364
44,0.577,0.364
45,0.593,0.364
46,0.584,0.364
47,0.591,0.365
48,0.598,0.365
49,0.586,0.366
50,0.594,0.366
51,0.6,0.366
52,0.592,0.365
53,0.592,0.365
54,0.593,0.366
55,0.603,0.366
56,0.603,0.366
57,0.609,0.366
58,0.608,0.366
59,0.627,0.366
60,0.611,0.366
61,0.611,0.366
62,0.613,0.366
63,0.609,0.366
64,0.599,0.365
65,0.604,0.365
66,0.613,0.365
67,0.612,0.365
68,0.616,0.365
69,0.613,0.365
70,0.607,0.366
71,0.612,0.366
72,0.607,0.365
73,0.614,0.365
74,0.61,0.366
75,0.609,0.366
76,0.61,0.366
77,0.612,0.366
78,0.615,0.366
79,0.61,0.366
80,0.614,0.366
81,0.614,0.366
82,0.612,0.366
83,0.612,0.366
84,0.61,0.366
85,0.606,0.366
86,0.61,0.365
87,0.606,0.365
88,0.608,0.365
89,0.609,0.365
90,0.61,0.365
91,0.605,0.365
92,0.612,0.365
93,0.606,0.365
94,0.606,0.365
95,0.608,0.366
96,0.605,0.366
97,0.611,0.366
98,0.613,0.366
99,0.615,0.366
100,0.609,0.366
101,0.61,0.365
102,0.611,0.366
103,0.605,0.365
104,0.608,0.365
105,0.609,0.365
106,0.616,0.366
107,0.62,0.366
108,0.622,0.366
109,0.605,0.366
110,0.612,0.366
111,0.603,0.366
112,0.609,0.366
113,0.592,0.366
114,0.602,0.366
115,0.613,0.365
116,0.61,0.365
117,0.605,0.366
118,0.6,0.366
119,0.608,0.366
120,0.599,0.366
121,0.621,0.366
122,0.606,0.366
123,0.594,0.367
124,0.603,0.367
125,0.608,0.367
126,0.612,0.366
127,0.606,0.366
128,0.604,0.366
129,0.593,0.366
130,0.607,0.366
131,0.612,0.366
132,0.619,0.366
133,0.609,0.366
134,0.603,0.366
135,0.605,0.366
136,0.616,0.366
137,0.614,0.366
138,0.603,0.366
139,0.618,0.366
140,0.604,0.366
141,0.605,0.366
142,0.606,0.366
143,0.622,0.366
144,0.596,0.366
145,0.613,0.366
146,0.608,0.366
147,0.611,0.366
148,0.606,0.366
149,0.607,0.366
150,0.609,0.366
151,0.616,0.366
152,0.614,0.366
153,0.62,0.366
154,0.621,0.366
155,0.608,0.366
156,0.617,0.366
157,0.606,0.366
158,0.612,0.366
159,0.601,0.366
160,0.614,0.366
161,0.599,0.366
162,0.608,0.366
163,0.615,0.366
164,0.613,0.366
165,0.611,0.366
166,0.611,0.366
167,0.608,0.366
168,0.615,0.366
169,0.612,0.366
170,0.621,0.366
171,0.627,0.366
172,0.621,0.366
