t,sim,exp
1,18,20.7
2,18.5,20.7
3,19.7,20.7
4,19.9,20.8
5,19.8,20.8
6,19.9,20.9
7,20,21
8,20.1,21.1
9,20.2,21.2
10,20.3,21.3
11,20.5,21.4
12,20.5,21.5
13,20.4,21.5
14,20.4,21.6
15,20.5,21.7
16,20.4,21.7
17,20.6,21.8
18,20.5,21.8
19,20.7,21.9
20,20.5,21.9
21,20.6,21.9
22,20.6,21.9
23,20.6,22
24,20.5,22
25,20.5,22
26,20.6,22
27,20.6,22
28,20.5,22
29,20.5,22
30,20.6,22
31,20.5,22
32,20.5,22
33,20.6,22
34,20.6,22
35,20.5,22
36,20.6,22.1
37,20.6,22.1
38,20.7,22
39,20.6,22.1
40,20.6,22
41,20.5,22
42,20.5,22
43,20.5,22
44,20.5,22
45,20.5,22
46,20.4,22
47,20.3,22
48,20.3,22
49,20.3,22.1
50,20.3,22.1
51,20.4,22.1
52,20.4,22.1
53,20.4,22.2
54,20.5,22.2
55,20.4,22.3
56,20.5,22.3
57,20.6,22.3
58,20.6,22.3
59,20.6,22.3
60,20.7,22.3
61,20.6,22.3
62,20.6,22.3
63,20.7,22.3
64,20.7,22.3
65,20.6,22.3
66,20.6,22.3
67,20.7,22.3
68,20.7,22.3
69,20.6,22.3
70,20.7,22.3
71,20.6,22.3
72,20.6,22.3
73,20.6,22.3
74,20.6,22.3
75,20.6,22.3
76,20.6,22.3
77,20.7,22.4
78,20.7,22.4
79,20.7,22.4
80,20.7,22.4
81,20.7,22.4
82,20.6,22.4
83,20.6,22.3
84,20.6,22.3
85,20.7,22.3
86,20.6,22.3
87,20.6,22.3
88,20.6,22.3
89,20.7,22.3
90,20.6,22.3
91,20.7,22.3
92,20.6,22.3
93,20.7,22.3
94,20.8,22.3
95,20.7,22.3
96,20.7,22.3
97,20.6,22.3
98,20.6,22.3
99,20.7,22.4
100,20.8,22.4
101,20.7,22.3
102,20.7,22.3
103,20.7,22.3
104,20.7,22.3
105,20.7,22.3
106,20.8,22.3
107,20.7,22.3
108,20.8,22.4
109,20.7,22.3
110,20.6,22.4
111,20.7,22.4
112,20.6,22.4
113,20.7,22.4
114,20.6,22.4
115,20.5,22.4
116,20.5,22.4
117,20.5,22.4
118,20.5,22.4
119,20.5,22.4
120,20.6,22.4
121,20.6,22.4
122,20.6,22.4
123,20.7,22.4
124,20.7,22.4
125,20.7,22.4
126,20.7,22.5
127,20.6,22.5
128,20.8,22.5
129,20.7,22.5
130,20.6,22.5
131,20.5,22.5
132,20.6,22.5
133,20.8,22.5
134,20.7,22.5
135,20.7,22.5
136,20.7,22.5
137,20.7,22.5
138,20.7,22.5
139,20.5,22.5
140,20.6,22.4
141,20.6,22.4
142,20.6,22.4
143,20.5,22.4
144,20.5,22.4
145,20.5,22.4
146,20.5,22.4
147,20.6,22.4
148,20.6,22.4
149,20.6,22.4
150,20.7,22.4
151,20.7,22.4
152,20.8,22.4
153,20.7,22.5
