t,sim,exp
1,0.0825,0.31
2,0.308,0.31
3,0.315,0.31
4,0.315,0.31
5,0.315,0.31
6,0.318,0.311
7,0.318,0.312
8,0.319,0.312
9,0.32,0.312
10,0.32,0.313
11,0.32,0.312
12,0.321,0.312
13,0.321,0.313
14,0.321,0.313
15,0.321,0.313
16,0.321,0.313
17,0.322,0.313
18,0.321,0.313
19,0.321,0.313
20,0.323,0.313
21,0.322,0.313
22,0.324,0.313
23,0.323,0.313
24,0.323,0.313
25,0.322,0.313
26,0.324,0.313
27,0.323,0.313
28,0.322,0.313
29,0.323,0.313
30,0.322,0.313
31,0.323,0.313
32,0.324,0.313
33,0.322,0.313
34,0.322,0.313
35,0.324,0.313
36,0.324,0.313
37,0.324,0.314
38,0.324,0.314
39,0.324,0.314
40,0.324,0.314
41,0.326,0.314
42,0.327,0.314
43,0.326,0.314
44,0.326,0.313
45,0.327,0.313
46,0.326,0.313
47,0.329,0.313
48,0.332,0.313
49,0.329,0.313
50,0.332,0.313
51,0.332,0.313
52,0.33,0.313
53,0.331,0.313
54,0.331,0.313
55,0.334,0.313
56,0.335,0.314
57,0.332,0.314
58,0.335,0.314
59,0.34,0.314
60,0.337,0.314
61,0.336,0.314
62,0.336,0.314
63,0.336,0.314
64,0.335,0.314
65,0.336,0.314
66,0.335,0.313
67,0.336,0.313
68,0.335,0.313
69,0.335,0.313
70,0.336,0.313
71,0.335,0.313
72,0.337,0.314
73,0.337,0.314
74,0.337,0.314
75,0.336,0.314
76,0.337,0.314
77,0.336,0.314
78,0.334,0.314
79,0.336,0.314
80,0.337,0.314
81,0.335,0.314
82,0.336,0.314
83,0.337,0.314
84,0.335,0.314
85,0.336,0.314
86,0.335,0.314
87,0.337,0.314
88,0.336,0.313
89,0.336,0.313
90,0.337,0.313
91,0.336,0.313
92,0.334,0.313
93,0.336,0.314
94,0.335,0.313
95,0.336,0.314
96,0.336,0.314
97,0.336,0.314
98,0.335,0.314
99,0.335,0.314
100,0.336,0.314
101,0.336,0.314
102,0.337,0.314
103,0.333,0.314
104,0.336,0.314
105,0.339,0.314
106,0.337,0.314
107,0.339,0.314
108,0.337,0.314
109,0.335,0.314
110,0.335,0.314
111,0.335,0.314
112,0.333,0.314
113,0.332,0.314
114,0.333,0.314
115,0.333,0.314
116,0.334,0.314
117,0.335,0.314
118,0.33,0.313
119,0.335,0.313
120,0.332,0.314
121,0.337,0.314
122,0.334,0.314
123,0.333,0.314
124,0.333,0.314
125,0.336,0.314
126,0.335,0.314
127,0.336,0.314
128,0.334,0.314
129,0.332,0.314
130,0.334,0.314
131,0.335,0.314
132,0.336,0.314
133,0.338,0.314
134,0.335,0.314
135,0.334,0.315
136,0.339,0.314
137,0.336,0.314
138,0.334,0.314
139,0.335,0.314
140,0.333,0.314
141,0.333,0.314
142,0.337,0.314
143,0.338,0.314
144,0.333,0.314
145,0.335,0.314
146,0.335,0.314
147,0.337,0.314
148,0.335,0.314
149,0.334,0.314
150,0.335,0.314
151,0.335,0.314
152,0.336,0.314
153,0.338,0.314
154,0.339,0.314
