t,sim,exp
1,0.0863,0.0839
2,0.201,0.084
3,0.246,0.0839
4,0.252,0.0839
5,0.254,0.0836
6,0.249,0.0836
7,0.257,0.0828
8,0.251,0.083
9,0.246,0.0835
10,0.252,0.0834
11,0.26,0.0835
12,0.252,0.0833
13,0.257,0.0834
14,0.253,0.0833
15,0.257,0.0834
16,0.255,0.0834
17,0.259,0.0831
18,0.258,0.0848
19,0.261,0.0834
20,0.259,0.0835
21,0.261,0.085
22,0.258,0.0849
23,0.263,0.0834
24,0.254,0.0836
25,0.258,0.0838
26,0.258,0.0834
27,0.254,0.0835
28,0.258,0.0836
29,0.255,0.0848
30,0.258,0.0837
31,0.263,0.0836
32,0.265,0.0831
33,0.261,0.0834
34,0.259,0.0833
35,0.254,0.0833
36,0.257,0.0834
37,0.258,0.0834
38,0.259,0.0835
39,0.254,0.0834
40,0.261,0.0837
41,0.259,0.0837
42,0.262,0.0834
43,0.254,0.0831
44,0.259,0.0848
45,0.245,0.0837
46,0.251,0.0834
47,0.241,0.0847
48,0.252,0.0848
49,0.254,0.0846
50,0.245,0.0851
51,0.251,0.0835
52,0.252,0.0848
53,0.252,0.0847
54,0.244,0.0848
55,0.251,0.0848
56,0.244,0.0849
57,0.246,0.085
58,0.244,0.0852
59,0.252,0.0852
60,0.255,0.0851
61,0.261,0.0853
62,0.254,0.0848
63,0.25,0.0846
64,0.26,0.0846
65,0.252,0.0833
66,0.244,0.0836
67,0.254,0.0836
68,0.254,0.0837
69,0.248,0.0838
70,0.255,0.0842
71,0.247,0.0853
72,0.254,0.0854
73,0.259,0.0837
74,0.256,0.0852
75,0.249,0.0853
76,0.243,0.0849
77,0.245,0.0849
78,0.254,0.085
79,0.25,0.0851
80,0.247,0.0848
81,0.252,0.0847
82,0.244,0.0834
83,0.249,0.085
84,0.244,0.0847
85,0.246,0.0836
86,0.246,0.0848
87,0.253,0.0834
88,0.255,0.0848
89,0.247,0.085
90,0.247,0.0853
91,0.261,0.0849
92,0.26,0.0852
93,0.259,0.0853
94,0.258,0.0839
95,0.25,0.0854
96,0.251,0.0855
97,0.255,0.0853
98,0.25,0.0853
99,0.251,0.0848
100,0.247,0.0851
101,0.248,0.0848
102,0.264,0.0833
103,0.245,0.0837
104,0.253,0.0834
105,0.251,0.0852
106,0.242,0.0854
107,0.241,0.0853
108,0.251,0.0847
109,0.244,0.0833
110,0.246,0.0836
111,0.257,0.0836
112,0.247,0.0847
113,0.251,0.0849
114,0.247,0.0848
115,0.242,0.0851
116,0.248,0.0851
117,0.251,0.0851
118,0.238,0.0851
119,0.245,0.0836
120,0.247,0.0853
121,0.254,0.0852
122,0.256,0.0851
123,0.251,0.0851
124,0.248,0.0851
125,0.246,0.0852
126,0.249,0.0851
127,0.249,0.0839
128,0.261,0.0853
129,0.252,0.085
130,0.25,0.0853
131,0.246,0.0855
132,0.252,0.0852
133,0.254,0.0853
134,0.255,0.0852
135,0.248,0.0852
136,0.25,0.0851
137,0.239,0.0851
138,0.252,0.0847
139,0.245,0.0832
140,0.253,0.085
141,0.258,0.085
142,0.258,0.085
143,0.256,0.0853
144,0.243,0.085
145,0.238,0.0852
146,0.247,0.0852
147,0.255,0.0853
148,0.254,0.0851
149,0.251,0.0853
150,0.251,0.0855
151,0.251,0.0853
152,0.251,0.0853
153,0.254,0.0852
154,0.247,0.0851
155,0.249,0.085
156,0.254,0.0851
157,0.241,0.0851
158,0.252,0.0852
159,0.257,0.0852
160,0.246,0.0851
161,0.259,0.0851
162,0.241,0.0852
163,0.249,0.0846
164,0.246,0.0849
165,0.248,0.0851
166,0.255,0.0852
167,0.252,0.085
168,0.246,0.0851
169,0.243,0.0854
170,0.257,0.0853
171,0.254,0.0851
172,0.25,0.0849
173,0.252,0.0849
174,0.257,0.0852
175,0.248,0.085
176,0.25,0.085
177,0.248,0.0853
178,0.246,0.0838
179,0.243,0.0853
180,0.24,0.085
181,0.25,0.0853
182,0.254,0.0851
183,0.239,0.0852
184,0.241,0.0848
185,0.249,0.0852
186,0.256,0.0853
187,0.253,0.0852
188,0.253,0.0853
189,0.25,0.0851
190,0.251,0.0851
191,0.256,0.0854
192,0.249,0.085
193,0.256,0.0852
194,0.25,0.0838
195,0.238,0.0851
196,0.243,0.085
197,0.247,0.0849
198,0.238,0.0849
199,0.248,0.085
200,0.247,0.0851
201,0.246,0.0849
202,0.239,0.0848
203,0.247,0.085
204,0.25,0.0851
205,0.253,0.0848
206,0.252,0.0848
207,0.255,0.0849
208,0.255,0.0852
209,0.256,0.0851
210,0.255,0.085
211,0.257,0.0851
212,0.255,0.0851
213,0.248,0.085
214,0.249,0.0851
215,0.249,0.0854
216,0.243,0.085
217,0.241,0.0852
218,0.25,0.0848
219,0.252,0.085
220,0.253,0.0853
221,0.251,0.0851
222,0.243,0.0852
223,0.248,0.0853
224,0.255,0.085
225,0.256,0.0848
226,0.257,0.0848
227,0.256,0.0852
228,0.26,0.0848
229,0.251,0.0849
230,0.257,0.085
231,0.251,0.085
232,0.252,0.085
233,0.247,0.0849
234,0.254,0.085
235,0.249,0.0851
236,0.251,0.0854
237,0.25,0.085
238,0.25,0.0849
239,0.258,0.0853
240,0.251,0.0847
241,0.244,0.0848
242,0.253,0.085
243,0.251,0.0849
244,0.251,0.085
245,0.249,0.0852
246,0.25,0.085
247,0.247,0.085
248,0.256,0.0849
249,0.241,0.0849
250,0.249,0.0848
251,0.259,0.0849
252,0.257,0.085
253,0.261,0.085
254,0.254,0.0847
255,0.258,0.0847
256,0.254,0.0849
257,0.256,0.0847
258,0.249,0.0848
259,0.243,0.0846
260,0.253,0.0846
261,0.249,0.0844
262,0.256,0.0847
263,0.253,0.0846
264,0.251,0.0836
265,0.25,0.0849
266,0.251,0.0849
267,0.256,0.0854
268,0.25,0.0854
269,0.246,0.0851
270,0.248,0.085
271,0.256,0.0852
272,0.25,0.0849
273,0.247,0.0849
274,0.252,0.0861
275,0.259,0.0853
276,0.246,0.0848
277,0.262,0.0848
278,0.252,0.0848
279,0.249,0.0854
280,0.259,0.0862
281,0.256,0.0882
282,0.259,0.0884
283,0.262,0.0883
284,0.258,0.0884
285,0.261,0.0889
286,0.256,0.0888
287,0.254,0.0881
288,0.266,0.088
289,0.262,0.0873
290,0.273,0.0871
291,0.258,0.0873
292,0.249,0.0876
293,0.26,0.0878
294,0.257,0.0877
295,0.262,0.0872
296,0.26,0.0861
297,0.251,0.0873
298,0.263,0.086
299,0.261,0.086
300,0.257,0.0873
301,0.265,0.0871
302,0.265,0.0874
303,0.261,0.086
304,0.256,0.0873
305,0.252,0.0873
306,0.269,0.0876
307,0.261,0.0874
308,0.256,0.0875
309,0.254,0.0874
310,0.262,0.0874
311,0.257,0.0865
312,0.25,0.088
313,0.278,0.0866
314,0.267,0.0883
315,0.269,0.0888
316,0.269,0.0887
317,0.266,0.0884
318,0.256,0.0885
319,0.27,0.0866
320,0.275,0.0883
321,0.271,0.0885
322,0.268,0.089
323,0.262,0.0888
324,0.265,0.0883
325,0.258,0.0882
326,0.258,0.0884
327,0.252,0.088
328,0.275,0.0882
329,0.266,0.0884
330,0.259,0.0884
331,0.25,0.0885
332,0.273,0.0885
333,0.26,0.0887
334,0.267,0.0888
335,0.26,0.089
336,0.271,0.0887
337,0.253,0.089
338,0.268,0.0894
339,0.266,0.0894
340,0.251,0.0887
341,0.263,0.0886
342,0.269,0.0885
343,0.268,0.0889
344,0.259,0.0888
345,0.269,0.089
346,0.264,0.0888
347,0.267,0.0885
348,0.26,0.0883
349,0.272,0.0888
350,0.268,0.0894
351,0.262,0.0896
352,0.267,0.0893
353,0.254,0.0894
354,0.262,0.0893
355,0.274,0.0895
356,0.264,0.0892
357,0.265,0.0892
358,0.274,0.0897
359,0.261,0.0897
360,0.263,0.0895
361,0.274,0.0897
362,0.268,0.0899
363,0.268,0.09
364,0.257,0.0899
365,0.268,0.0899
366,0.264,0.0899
367,0.262,0.0895
368,0.265,0.0894
369,0.264,0.0891
370,0.26,0.0894
371,0.264,0.09
372,0.268,0.0899
373,0.26,0.089
374,0.27,0.0889
375,0.27,0.0887
376,0.266,0.0888
377,0.252,0.0889
378,0.249,0.0892
379,0.263,0.0891
380,0.263,0.0889
381,0.268,0.089
382,0.27,0.0894
383,0.271,0.0892
384,0.264,0.0896
385,0.265,0.0901
386,0.26,0.0894
387,0.27,0.0897
388,0.262,0.0899
389,0.264,0.0893
390,0.265,0.0897
391,0.262,0.0898
392,0.257,0.0896
393,0.261,0.0892
394,0.257,0.0893
395,0.268,0.0894
396,0.263,0.0884
397,0.262,0.0887
398,0.26,0.0893
399,0.267,0.0891
400,0.265,0.0889
401,0.263,0.0891
402,0.264,0.0892
403,0.261,0.0895
404,0.259,0.0896
405,0.258,0.0894
406,0.257,0.0893
407,0.253,0.0903
408,0.262,0.0884
409,0.26,0.0902
410,0.26,0.0894
411,0.264,0.0899
412,0.255,0.09
413,0.266,0.0899
414,0.268,0.0899
415,0.264,0.0896
416,0.264,0.0891
417,0.267,0.089
418,0.258,0.0893
419,0.252,0.0892
420,0.257,0.0894
421,0.272,0.089
422,0.262,0.0892
423,0.257,0.0889
424,0.258,0.0891
425,0.257,0.0875
426,0.265,0.0888
427,0.25,0.0894
428,0.267,0.0901
429,0.261,0.0894
430,0.249,0.0894
431,0.254,0.0898
432,0.261,0.0893
433,0.269,0.0896
434,0.256,0.0903
435,0.257,0.0891
436,0.265,0.0892
437,0.26,0.0889
438,0.256,0.0889
439,0.262,0.0889
440,0.256,0.0888
441,0.268,0.0887
442,0.263,0.0889
443,0.262,0.0891
444,0.262,0.0893
445,0.251,0.0894
446,0.259,0.0895
447,0.264,0.0895
448,0.27,0.0899
449,0.265,0.089
450,0.262,0.0882
451,0.253,0.0882
452,0.258,0.0902
453,0.255,0.0904
454,0.259,0.0902
455,0.268,0.0899
456,0.264,0.0896
457,0.266,0.0891
458,0.265,0.0897
459,0.259,0.0902
460,0.261,0.0893
461,0.265,0.0895
462,0.271,0.088
463,0.255,0.0886
464,0.265,0.0891
465,0.258,0.0892
466,0.263,0.0892
467,0.263,0.0892
468,0.261,0.0888
469,0.261,0.0893
470,0.251,0.0897
471,0.268,0.0898
472,0.27,0.0899
473,0.265,0.09
474,0.263,0.0903
475,0.259,0.09
476,0.257,0.0904
477,0.264,0.0909
478,0.264,0.09
479,0.266,0.0897
480,0.275,0.0896
481,0.262,0.0893
482,0.247,0.0889
483,0.253,0.0889
484,0.265,0.0894
485,0.262,0.0889
486,0.256,0.0892
487,0.257,0.0885
488,0.259,0.089
489,0.266,0.0893
490,0.265,0.0894
491,0.263,0.0889
492,0.262,0.0892
493,0.265,0.0897
494,0.265,0.0895
495,0.265,0.0897
496,0.264,0.0898
497,0.261,0.0898
498,0.273,0.0894
499,0.264,0.0896
500,0.268,0.0898
501,0.258,0.0896
502,0.253,0.0893
503,0.267,0.0898
504,0.266,0.0897
505,0.262,0.0899
506,0.266,0.0892
507,0.266,0.0892
508,0.265,0.0894
509,0.257,0.0892
510,0.258,0.0892
511,0.269,0.09
512,0.266,0.0902
513,0.267,0.0897
514,0.266,0.0892
515,0.266,0.0894
516,0.262,0.0896
517,0.26,0.0892
518,0.253,0.0891
519,0.269,0.09
520,0.264,0.0898
521,0.271,0.0899
522,0.26,0.0897
523,0.271,0.0892
524,0.265,0.0892
525,0.258,0.088
526,0.274,0.0904
527,0.262,0.0895
528,0.275,0.0897
529,0.262,0.0893
530,0.271,0.089
531,0.255,0.09
532,0.262,0.0899
533,0.271,0.0892
534,0.263,0.0894
535,0.269,0.0896
536,0.257,0.0895
537,0.27,0.0893
538,0.259,0.0895
539,0.265,0.09
540,0.259,0.0898
541,0.262,0.09
542,0.257,0.0901
543,0.262,0.0899
544,0.263,0.0903
545,0.263,0.0892
546,0.26,0.0896
547,0.271,0.0893
548,0.264,0.0889
549,0.262,0.0899
550,0.264,0.0893
551,0.268,0.089
552,0.259,0.089
553,0.261,0.0894
554,0.259,0.09
555,0.253,0.0902
556,0.262,0.0901
557,0.269,0.0893
558,0.257,0.0902
559,0.254,0.09
560,0.265,0.09
561,0.264,0.0896
562,0.264,0.0894
563,0.264,0.0884
564,0.269,0.0899
565,0.261,0.0888
566,0.268,0.0899
567,0.263,0.0889
568,0.275,0.0894
569,0.256,0.0894
570,0.258,0.0895
571,0.261,0.0899
572,0.26,0.0901
573,0.261,0.0893
574,0.26,0.089
575,0.265,0.0879
576,0.262,0.0889
577,0.263,0.0896
578,0.262,0.0893
579,0.256,0.0889
580,0.254,0.0899
581,0.255,0.0901
582,0.26,0.089
583,0.262,0.0899
584,0.265,0.0884
585,0.267,0.0903
586,0.266,0.0896
587,0.262,0.0898
588,0.264,0.0895
589,0.265,0.0894
590,0.266,0.0895
591,0.262,0.0894
592,0.268,0.0901
593,0.265,0.0896
594,0.255,0.09
595,0.266,0.0901
596,0.265,0.0899
597,0.262,0.0898
598,0.266,0.0897
599,0.264,0.0895
600,0.272,0.0894
601,0.26,0.0891
602,0.256,0.0895
603,0.252,0.0897
604,0.259,0.0894
605,0.274,0.0891
606,0.255,0.0895
607,0.254,0.0897
608,0.255,0.0898
609,0.26,0.09
610,0.272,0.0901
611,0.26,0.0898
612,0.272,0.0899
613,0.259,0.09
614,0.268,0.0899
615,0.26,0.0903
616,0.266,0.0898
617,0.259,0.0902
618,0.259,0.0901
619,0.261,0.0897
620,0.274,0.0895
621,0.259,0.0891
622,0.274,0.0893
623,0.271,0.0887
624,0.252,0.0877
625,0.264,0.0894
626,0.27,0.0891
627,0.255,0.089
628,0.255,0.0886
629,0.262,0.0887
630,0.271,0.0883
631,0.257,0.0898
632,0.255,0.0901
633,0.257,0.0901
634,0.255,0.0896
635,0.27,0.0889
636,0.266,0.0894
637,0.265,0.0879
638,0.261,0.0901
639,0.248,0.0901
640,0.256,0.0883
641,0.262,0.0882
642,0.265,0.0899
643,0.264,0.0899
644,0.259,0.0895
645,0.265,0.09
646,0.266,0.09
647,0.252,0.0899
648,0.263,0.0897
649,0.263,0.0901
650,0.263,0.0896
651,0.267,0.0892
652,0.258,0.0901
653,0.271,0.0894
654,0.253,0.0899
655,0.254,0.0888
656,0.265,0.0884
657,0.246,0.0887
658,0.26,0.0902
659,0.262,0.09
660,0.267,0.0902
661,0.268,0.0899
662,0.267,0.09
663,0.255,0.0899
664,0.251,0.0896
665,0.257,0.09
666,0.251,0.0901
667,0.255,0.0899
668,0.269,0.0898
669,0.259,0.09
670,0.263,0.0897
671,0.246,0.0898
672,0.258,0.0899
673,0.261,0.0896
674,0.257,0.0898
675,0.264,0.0899
676,0.26,0.0898
677,0.266,0.0899
678,0.263,0.0898
679,0.266,0.0896
680,0.261,0.0888
681,0.264,0.09
682,0.265,0.0899
683,0.259,0.0897
684,0.248,0.0886
685,0.267,0.0897
686,0.258,0.0888
687,0.253,0.0899
688,0.272,0.0899
689,0.272,0.0899
690,0.26,0.0901
691,0.262,0.0895
692,0.264,0.0898
693,0.266,0.0901
694,0.251,0.09
695,0.267,0.0902
696,0.253,0.0901
697,0.254,0.09
698,0.264,0.088
699,0.263,0.0897
700,0.263,0.0896
701,0.265,0.0899
702,0.262,0.0894
703,0.265,0.0879
704,0.262,0.0885
705,0.26,0.0902
706,0.258,0.0882
707,0.263,0.0891
708,0.261,0.0884
709,0.255,0.0883
710,0.26,0.0886
711,0.265,0.088
712,0.257,0.0887
713,0.259,0.0901
714,0.276,0.0895
715,0.258,0.0895
716,0.255,0.0896
717,0.273,0.0889
718,0.263,0.0878
719,0.249,0.0891
720,0.26,0.0894
721,0.261,0.0889
722,0.261,0.0895
723,0.263,0.0898
724,0.248,0.0882
725,0.252,0.0882
726,0.251,0.0881
727,0.251,0.0888
728,0.257,0.0885
729,0.259,0.0883
730,0.254,0.0885
731,0.258,0.0883
732,0.26,0.0882
733,0.268,0.0883
734,0.253,0.0878
735,0.252,0.0881
736,0.254,0.0885
737,0.256,0.0879
738,0.25,0.0886
739,0.256,0.0884
740,0.253,0.0882
741,0.253,0.0887
742,0.26,0.088
743,0.237,0.0888
744,0.255,0.0882
745,0.254,0.0883
746,0.256,0.0887
747,0.253,0.0884
748,0.258,0.0884
749,0.258,0.0884
750,0.258,0.0874
751,0.249,0.0876
752,0.251,0.0884
753,0.261,0.0888
754,0.254,0.0875
755,0.249,0.0874
756,0.249,0.0878
757,0.261,0.0884
758,0.253,0.0881
759,0.249,0.0884
760,0.24,0.0878
761,0.257,0.0883
762,0.257,0.0879
763,0.253,0.0879
764,0.249,0.088
765,0.256,0.0883
766,0.25,0.0883
767,0.259,0.0882
768,0.256,0.0881
769,0.249,0.0885
770,0.252,0.0886
771,0.258,0.0884
772,0.246,0.0879
773,0.258,0.0876
774,0.255,0.0877
775,0.26,0.0871
776,0.252,0.0875
777,0.252,0.0883
778,0.259,0.0876
779,0.248,0.0879
780,0.262,0.0878
781,0.26,0.087
782,0.26,0.0868
783,0.255,0.0868
784,0.244,0.0871
785,0.251,0.0868
786,0.254,0.0868
787,0.256,0.0869
788,0.251,0.087
789,0.266,0.0872
790,0.264,0.0869
791,0.252,0.0871
792,0.254,0.0873
793,0.259,0.0876
794,0.256,0.087
795,0.244,0.0871
796,0.26,0.087
797,0.248,0.0871
798,0.253,0.0872
799,0.251,0.0873
800,0.25,0.0873
801,0.25,0.0878
802,0.253,0.0876
803,0.25,0.0869
804,0.255,0.0868
805,0.258,0.0874
806,0.256,0.0879
807,0.254,0.0876
808,0.258,0.0873
809,0.246,0.0877
810,0.249,0.0871
811,0.247,0.087
812,0.249,0.087
813,0.254,0.0882
814,0.259,0.0876
815,0.25,0.0873
816,0.242,0.0876
