t,sim,exp
1,0.137,0.637
2,0.644,0.645
3,0.673,0.649
4,0.677,0.65
5,0.677,0.656
6,0.685,0.661
7,0.691,0.661
8,0.689,0.662
9,0.691,0.665
10,0.695,0.664
11,0.696,0.664
12,0.694,0.663
13,0.692,0.665
14,0.693,0.667
15,0.697,0.665
16,0.694,0.666
17,0.697,0.667
18,0.695,0.666
19,0.698,0.667
20,0.695,0.671
21,0.702,0.678
22,0.707,0.678
23,0.708,0.678
24,0.707,0.678
25,0.708,0.679
26,0.706,0.679
27,0.708,0.678
28,0.709,0.679
29,0.71,0.679
30,0.71,0.679
31,0.707,0.679
32,0.71,0.679
33,0.707,0.679
34,0.708,0.679
35,0.708,0.679
36,0.708,0.679
37,0.709,0.679
38,0.707,0.679
39,0.708,0.679
40,0.708,0.679
41,0.707,0.679
42,0.708,0.679
43,0.707,0.679
44,0.706,0.679
45,0.709,0.679
46,0.707,0.679
47,0.707,0.679
48,0.704,0.679
49,0.707,0.679
50,0.708,0.679
51,0.708,0.679
52,0.708,0.679
53,0.708,0.681
54,0.71,0.68
55,0.709,0.679
56,0.707,0.679
57,0.707,0.68
58,0.707,0.68
59,0.708,0.68
60,0.707,0.68
61,0.709,0.681
62,0.709,0.68
63,0.709,0.68
64,0.708,0.68
65,0.709,0.68
66,0.71,0.681
67,0.711,0.679
68,0.706,0.68
69,0.708,0.68
70,0.706,0.68
71,0.708,0.679
72,0.708,0.679
73,0.708,0.68
74,0.705,0.68
75,0.705,0.68
76,0.703,0.681
77,0.709,0.68
78,0.706,0.68
79,0.708,0.68
80,0.708,0.68
81,0.708,0.68
82,0.708,0.679
83,0.705,0.681
84,0.71,0.68
85,0.709,0.68
86,0.708,0.68
87,0.709,0.681
88,0.708,0.68
89,0.705,0.681
90,0.711,0.68
91,0.71,0.681
92,0.708,0.68
93,0.709,0.68
94,0.708,0.68
95,0.71,0.681
96,0.709,0.681
97,0.709,0.68
98,0.709,0.68
99,0.707,0.681
100,0.71,0.679
101,0.708,0.68
102,0.709,0.68
103,0.708,0.68
104,0.709,0.682
105,0.708,0.679
106,0.71,0.681
107,0.71,0.681
108,0.709,0.68
109,0.708,0.68
110,0.708,0.68
111,0.709,0.68
112,0.707,0.681
113,0.711,0.68
114,0.709,0.681
115,0.71,0.679
116,0.707,0.68
117,0.709,0.68
118,0.708,0.68
119,0.709,0.68
120,0.709,0.679
121,0.709,0.68
122,0.71,0.68
123,0.708,0.68
124,0.71,0.681
125,0.71,0.681
126,0.71,0.681
127,0.711,0.68
128,0.71,0.681
129,0.708,0.68
130,0.709,0.68
131,0.708,0.68
132,0.709,0.68
133,0.71,0.68
134,0.709,0.681
135,0.709,0.681
136,0.709,0.681
137,0.71,0.68
138,0.711,0.681
139,0.71,0.68
140,0.711,0.68
141,0.709,0.68
142,0.708,0.679
143,0.708,0.68
144,0.708,0.681
145,0.709,0.68
146,0.71,0.681
147,0.711,0.68
148,0.708,0.681
149,0.709,0.679
150,0.709,0.681
151,0.711,0.68
152,0.709,0.68
153,0.708,0.68
154,0.709,0.681
155,0.709,0.68
156,0.71,0.68
157,0.709,0.681
158,0.711,0.68
159,0.708,0.68
160,0.708,0.681
161,0.709,0.68
162,0.706,0.679
163,0.706,0.679
164,0.708,0.68
165,0.709,0.68
166,0.709,0.682
167,0.71,0.68
168,0.708,0.679
169,0.708,0.68
170,0.71,0.682
171,0.711,0.681
172,0.706,0.68
173,0.707,0.68
174,0.708,0.681
175,0.71,0.68
176,0.71,0.681
177,0.711,0.68
178,0.709,0.679
179,0.708,0.681
180,0.712,0.68
181,0.709,0.681
182,0.71,0.681
183,0.709,0.679
184,0.71,0.681
185,0.711,0.68
186,0.708,0.68
187,0.709,0.681
188,0.711,0.682
189,0.712,0.681
190,0.71,0.68
191,0.709,0.681
192,0.708,0.68
193,0.707,0.68
194,0.708,0.681
195,0.71,0.681
196,0.709,0.68
197,0.706,0.68
198,0.708,0.68
199,0.711,0.682
200,0.711,0.679
201,0.708,0.681
202,0.71,0.68
203,0.71,0.68
204,0.71,0.681
205,0.711,0.68
206,0.707,0.681
207,0.71,0.679
208,0.707,0.682
209,0.709,0.68
210,0.708,0.681
211,0.707,0.68
212,0.708,0.68
213,0.708,0.68
214,0.706,0.681
215,0.709,0.68
216,0.706,0.68
217,0.709,0.68
218,0.709,0.68
219,0.708,0.681
220,0.708,0.681
221,0.711,0.68
222,0.709,0.681
223,0.709,0.681
224,0.706,0.68
225,0.709,0.68
226,0.71,0.68
227,0.709,0.682
228,0.711,0.68
229,0.709,0.681
230,0.709,0.681
231,0.709,0.679
232,0.707,0.681
233,0.71,0.681
234,0.709,0.68
235,0.706,0.679
236,0.707,0.682
237,0.708,0.681
238,0.71,0.68
239,0.709,0.68
240,0.709,0.68
241,0.71,0.68
242,0.709,0.68
243,0.71,0.68
244,0.707,0.681
245,0.71,0.68
246,0.709,0.68
247,0.708,0.681
248,0.71,0.682
249,0.711,0.681
250,0.709,0.681
251,0.709,0.681
252,0.71,0.68
253,0.708,0.682
254,0.709,0.68
255,0.705,0.68
256,0.708,0.681
257,0.708,0.68
258,0.709,0.68
259,0.709,0.681
260,0.71,0.68
261,0.708,0.68
262,0.709,0.68
263,0.708,0.68
264,0.71,0.68
265,0.71,0.68
266,0.708,0.682
267,0.71,0.68
268,0.707,0.679
269,0.704,0.681
270,0.71,0.68
271,0.71,0.68
272,0.709,0.68
273,0.709,0.681
274,0.709,0.68
275,0.709,0.681
276,0.711,0.68
277,0.71,0.681
278,0.709,0.679
279,0.705,0.681
280,0.708,0.68
281,0.71,0.68
282,0.709,0.681
283,0.709,0.68
284,0.711,0.68
285,0.708,0.68
286,0.704,0.68
287,0.708,0.68
288,0.71,0.681
289,0.709,0.681
290,0.707,0.68
291,0.706,0.68
292,0.708,0.681
293,0.709,0.68
294,0.707,0.68
295,0.706,0.68
296,0.704,0.68
297,0.701,0.681
298,0.704,0.679
299,0.705,0.681
300,0.707,0.68
301,0.701,0.68
302,0.703,0.681
303,0.702,0.68
304,0.704,0.681
305,0.703,0.68
306,0.704,0.68
307,0.704,0.68
308,0.702,0.681
309,0.703,0.681
310,0.706,0.68
311,0.702,0.68
312,0.705,0.681
313,0.702,0.68
314,0.702,0.681
315,0.706,0.68
316,0.701,0.681
317,0.705,0.68
318,0.7,0.681
319,0.705,0.68
320,0.706,0.679
321,0.705,0.681
322,0.706,0.68
323,0.701,0.681
324,0.703,0.681
325,0.701,0.68
326,0.703,0.681
327,0.706,0.68
328,0.704,0.681
329,0.705,0.68
330,0.705,0.681
331,0.707,0.679
332,0.703,0.682
333,0.707,0.681
334,0.704,0.681
335,0.705,0.681
336,0.703,0.68
337,0.705,0.68
338,0.708,0.68
339,0.707,0.68
340,0.7,0.68
341,0.703,0.68
342,0.704,0.68
343,0.705,0.68
344,0.706,0.681
345,0.705,0.681
346,0.702,0.681
347,0.704,0.68
348,0.7,0.68
349,0.703,0.681
350,0.705,0.681
351,0.707,0.68
352,0.706,0.68
353,0.704,0.681
354,0.703,0.68
355,0.701,0.68
356,0.707,0.68
357,0.707,0.68
358,0.706,0.68
359,0.703,0.68
360,0.704,0.681
361,0.707,0.624
362,0.648,0.652
363,0.676,0.651
364,0.677,0.654
365,0.678,0.649
366,0.673,0.65
367,0.674,0.65
368,0.674,0.651
369,0.676,0.651
370,0.675,0.652
371,0.676,0.65
372,0.675,0.649
373,0.673,0.651
374,0.676,0.652
375,0.676,0.649
376,0.673,0.647
377,0.671,0.65
378,0.674,0.65
379,0.674,0.652
380,0.676,0.65
381,0.675,0.65
382,0.673,0.651
383,0.675,0.651
384,0.675,0.651
385,0.676,0.65
386,0.674,0.651
387,0.674,0.652
388,0.674,0.653
389,0.677,0.649
390,0.673,0.651
391,0.675,0.653
392,0.676,0.651
393,0.676,0.652
394,0.677,0.653
395,0.678,0.65
396,0.674,0.65
397,0.674,0.652
398,0.677,0.651
399,0.675,0.65
400,0.674,0.649
401,0.675,0.652
402,0.677,0.651
403,0.675,0.654
404,0.679,0.649
405,0.673,0.651
406,0.675,0.653
407,0.677,0.651
408,0.677,0.651
409,0.675,0.652
410,0.676,0.651
411,0.675,0.65
412,0.674,0.65
413,0.674,0.65
414,0.673,0.649
415,0.673,0.651
416,0.675,0.65
417,0.675,0.651
418,0.675,0.652
419,0.678,0.652
420,0.676,0.651
421,0.676,0.649
422,0.673,0.651
423,0.674,0.651
424,0.676,0.652
425,0.677,0.651
426,0.675,0.653
427,0.677,0.653
428,0.678,0.652
429,0.676,0.651
430,0.676,0.65
431,0.674,0.647
432,0.67,0.653
433,0.677,0.651
434,0.676,0.653
435,0.677,0.654
436,0.679,0.651
437,0.675,0.651
438,0.676,0.652
439,0.676,0.651
440,0.676,0.65
441,0.675,0.651
442,0.675,0.65
443,0.673,0.65
444,0.675,0.653
445,0.677,0.648
446,0.673,0.651
447,0.676,0.65
448,0.674,0.651
449,0.675,0.651
450,0.676,0.651
451,0.675,0.65
452,0.673,0.648
453,0.672,0.649
454,0.673,0.652
455,0.677,0.651
456,0.675,0.649
457,0.673,0.652
458,0.677,0.649
459,0.674,0.65
460,0.675,0.651
461,0.674,0.652
462,0.677,0.649
463,0.673,0.651
464,0.675,0.651
465,0.675,0.651
466,0.676,0.652
467,0.676,0.651
468,0.675,0.651
469,0.675,0.651
470,0.675,0.65
471,0.674,0.654
472,0.677,0.651
473,0.675,0.65
474,0.673,0.65
475,0.674,0.65
476,0.674,0.652
477,0.677,0.65
478,0.674,0.65
479,0.675,0.652
480,0.676,0.648
481,0.672,0.65
482,0.674,0.651
483,0.675,0.651
484,0.675,0.65
485,0.674,0.652
486,0.676,0.65
487,0.674,0.65
488,0.674,0.65
489,0.674,0.651
490,0.674,0.65
491,0.675,0.651
492,0.675,0.653
493,0.677,0.652
494,0.677,0.649
495,0.674,0.651
496,0.674,0.65
497,0.674,0.651
498,0.674,0.651
499,0.676,0.651
500,0.676,0.649
501,0.673,0.653
502,0.677,0.649
503,0.673,0.651
504,0.676,0.651
505,0.675,0.652
506,0.677,0.651
507,0.675,0.651
508,0.676,0.651
509,0.675,0.65
510,0.673,0.652
511,0.676,0.651
512,0.675,0.651
513,0.674,0.651
514,0.675,0.652
515,0.674,0.652
516,0.676,0.651
517,0.675,0.651
518,0.676,0.65
519,0.675,0.651
520,0.676,0.654
521,0.678,0.65
522,0.673,0.65
523,0.674,0.648
524,0.672,0.651
525,0.675,0.65
526,0.673,0.652
527,0.677,0.65
528,0.674,0.65
529,0.674,0.651
530,0.676,0.652
531,0.677,0.653
532,0.678,0.651
533,0.676,0.651
534,0.675,0.651
535,0.675,0.651
536,0.676,0.65
537,0.674,0.649
538,0.674,0.65
539,0.675,0.652
540,0.676,0.651
541,0.675,0.652
542,0.677,0.65
543,0.675,0.651
544,0.675,0.65
545,0.675,0.65
546,0.673,0.651
547,0.676,0.652
548,0.677,0.65
549,0.673,0.651
550,0.675,0.649
551,0.673,0.649
552,0.674,0.65
553,0.674,0.649
554,0.673,0.653
555,0.677,0.65
556,0.675,0.65
557,0.674,0.65
558,0.674,0.651
559,0.675,0.652
560,0.676,0.65
561,0.673,0.651
562,0.676,0.652
563,0.677,0.651
564,0.676,0.652
565,0.675,0.652
566,0.678,0.65
