t,sim,exp
1,29.9,30.8
2,32.8,30.9
3,37.2,31.2
4,37.6,31.5
5,38.1,31.9
6,38.1,32.3
7,37.4,32.7
8,38.2,33
9,37.8,33.3
10,38,33.6
11,37.5,33.8
12,37.9,34.1
13,37.6,34.3
14,38.1,34.6
15,37.7,34.8
16,38.1,35
17,37.7,35.2
18,37.6,35.2
19,37.7,35.2
20,38.1,35.3
21,37.4,35.5
22,37.6,35.5
23,38,35.5
24,37.7,35.4
25,37.8,35.2
26,37.7,35.2
27,37.6,35.2
28,37.6,35.2
29,37.9,35.2
30,37.8,35.2
31,37.6,35.2
32,37.7,35.2
33,37.6,35.2
34,37.8,35.2
35,37.6,35.1
36,37.7,35.1
37,37.7,35
38,37.3,35
39,38,35
40,37.9,35
41,37.8,34.9
42,37.4,34.8
43,38.1,34.8
44,37.8,34.8
45,37.6,34.8
46,37.8,34.8
47,38,34.8
48,37.7,34.8
49,37.7,34.8
50,37.9,34.9
51,37.9,34.9
52,38,35
53,37.6,34.9
54,37.7,35.1
55,37.5,35.1
56,37.7,35.1
57,37.9,35.2
58,37.7,35.3
59,37.6,35.2
60,37.6,35.2
61,37.4,35.2
62,37.5,35.2
63,37.7,35.2
64,37.3,35.2
65,37.4,35.2
66,37.7,35.2
67,37.4,35.2
68,37.4,35.2
69,37.6,35.2
70,37.5,35.2
71,37.4,35.2
72,37.3,35.2
73,37.5,35.2
74,37.6,35.2
75,37.9,35.3
76,37.7,35.3
77,37.5,35.2
78,37.6,35.2
79,37.6,35.3
80,37.6,35.3
81,37.3,35.3
82,37.7,35.2
83,37.2,35.2
84,37.6,35.2
85,37.6,35.2
86,37.8,35.3
87,37.3,35.3
88,37.6,35.4
89,37.8,35.4
90,37.4,35.4
91,37.3,35.4
92,37.4,35.4
93,37.9,35.4
94,37.5,35.4
95,37.5,35.4
96,37.5,35.4
97,37.6,35.4
98,37.6,35.4
99,37.7,35.4
100,37.6,35.4
101,37.4,35.5
102,37.3,35.5
103,37.4,35.4
104,37.8,35.4
105,37.6,35.4
106,37.7,35.4
107,37.6,35.4
108,37.5,35.3
109,37.4,35.4
110,37.4,35.4
111,37.8,35.4
112,37.9,35.4
113,37.9,35.4
114,37.9,35.4
115,37.6,35.5
116,37.6,35.4
117,37.7,35.4
118,37.6,35.4
119,37.8,35.5
120,37.7,35.5
121,37.5,35.5
122,37.4,35.5
123,37.8,35.5
124,38,35.4
125,38,35.4
126,38.1,35.5
127,37.9,35.5
128,37.8,35.5
129,37.7,35.4
130,37.7,35.5
131,38.1,35.5
132,37.6,35.5
133,37.8,35.6
134,37.8,35.5
135,37.7,35.5
136,37.9,35.5
137,37.6,35.4
138,37.7,35.5
139,37.8,35.5
140,37.7,35.5
141,37.6,35.5
142,37.7,35.5
143,37.8,35.5
144,37.5,35.4
145,37.6,35.5
146,37.7,35.5
147,37.7,35.5
148,38,35.6
149,37.8,35.5
150,37.9,35.4
151,37.5,35.4
152,37.7,35.4
153,37.9,35.5
154,37.9,35.5
155,37.5,35.5
156,37.6,35.5
157,37.9,35.5
158,37.8,35.5
159,37.6,35.5
160,37.9,35.5
161,37.6,35.5
162,37.7,35.5
163,37.7,35.5
164,37.8,35.5
165,37.7,35.5
166,37.8,35.5
167,37.9,35.5
168,37.8,35.5
169,37.8,35.6
170,38.2,35.5
171,37.7,35.6
172,37.8,35.6
173,37.5,35.6
174,37.7,35.6
175,38,35.6
176,37.3,35.5
177,37.8,35.5
178,37.3,35.5
179,37.7,35.5
180,37.8,35.5
181,37.6,35.5
182,37.6,35.5
183,37.9,35.6
184,37.6,35.6
185,37.4,35.6
186,37.3,35.6
187,37.8,35.6
188,37.9,35.5
189,37.4,35.5
190,37.6,35.6
191,37.4,35.6
192,37.5,35.5
193,37.3,35.6
194,37.7,35.5
195,38,35.6
196,37.5,35.6
197,37.6,35.6
198,37.3,35.7
199,37.7,35.5
200,38,35.6
201,37.3,35.5
202,37.5,35.5
203,37.6,35.6
204,37.6,35.5
205,37.7,35.5
206,37.5,35.5
207,37.5,35.4
208,37.5,35.4
209,37.2,35.4
210,37.8,35.5
211,37.4,35.5
212,37.8,35.6
213,37.9,35.6
214,37.8,35.6
215,38.1,35.6
216,37.6,35.6
217,38.2,35.5
218,37.7,35.5
219,37.7,35.5
220,37.7,35.5
221,38.2,35.5
222,37.8,35.5
223,37.7,35.5
224,37.6,35.5
225,37.5,35.5
226,37.8,35.6
227,38.2,35.6
228,37.7,35.6
229,37.5,35.6
230,37.5,35.6
231,37.6,35.6
232,38,35.6
233,37.7,35.6
234,37.6,35.5
235,37.7,35.5
236,37.8,35.5
237,37.8,35.5
238,37.5,35.5
239,37.4,35.6
240,37.7,35.6
241,37.7,35.6
242,37.7,35.5
243,37.5,35.5
244,37.4,35.5
245,37.9,35.5
246,37.9,35.6
247,37.2,35.8
248,37,35.8
249,37.2,35.9
250,37.3,35.9
251,37.2,35.9
252,37.2,35.8
253,37.3,35.8
254,37.5,35.8
255,37.3,35.8
256,37,35.6
257,37.5,35.7
258,37.1,35.7
259,37.7,35.6
260,37.5,35.6
261,37.5,35.6
262,37.7,35.6
263,37.5,35.6
264,37.5,35.7
265,37.6,35.6
266,37.3,35.7
267,37.4,35.8
268,37.1,35.8
269,37.9,35.8
270,37.8,35.8
271,37.7,35.8
272,37.6,35.8
273,37.8,35.8
274,37.3,35.8
275,37.3,35.8
276,37.3,35.8
277,37.4,35.7
278,37.7,35.7
