"Time";"temperature_front_bottom";"temperature_front_middle";"temperature_front_top";"temperature_rear_bottom";"temperature_rear_middle";"temperature_rear_top"
"2019-10-01T08:00:09+02:00";null;null;24.19;null;null;null
"2019-10-01T08:00:09+02:00";20;18.41;null;null;null;null
"2019-10-01T08:00:15+02:00";null;null;null;25.31;null;28.06
"2019-10-01T08:00:15+02:00";null;null;null;null;24.54;null
"2019-10-01T08:00:39+02:00";null;18.42;24.13;null;null;null
"2019-10-01T08:00:39+02:00";20.06;null;null;null;null;null
"2019-10-01T08:00:44+02:00";null;null;null;25.31;null;28.06
"2019-10-01T08:00:44+02:00";null;null;null;null;24.54;null
"2019-10-01T08:01:09+02:00";20.06;18.44;null;null;null;null
"2019-10-01T08:01:09+02:00";null;null;24.19;null;null;null
"2019-10-01T08:01:14+02:00";null;null;null;25.38;null;28.06
"2019-10-01T08:01:15+02:00";null;null;null;null;24.54;null
"2019-10-01T08:01:39+02:00";20.06;18.42;24.19;null;null;null
"2019-10-01T08:01:44+02:00";null;null;null;null;24.54;28
"2019-10-01T08:01:44+02:00";null;null;null;25.44;null;null
"2019-10-01T08:02:09+02:00";null;18.42;24.19;null;null;null
"2019-10-01T08:02:09+02:00";20.06;null;null;null;null;null
"2019-10-01T08:02:15+02:00";null;null;null;25.5;null;28.06
"2019-10-01T08:02:15+02:00";null;null;null;null;24.52;null
"2019-10-01T08:02:39+02:00";null;null;24.19;null;null;null
"2019-10-01T08:02:39+02:00";20;18.44;null;null;null;null
"2019-10-01T08:02:44+02:00";null;null;null;25.5;24.54;null
"2019-10-01T08:02:44+02:00";null;null;null;null;null;28.13
"2019-10-01T08:03:09+02:00";20.06;18.42;null;null;null;null
"2019-10-01T08:03:09+02:00";null;null;24.19;null;null;null
"2019-10-01T08:03:15+02:00";null;null;null;25.38;24.54;null
"2019-10-01T08:03:15+02:00";null;null;null;null;null;28.13
"2019-10-01T08:03:39+02:00";20.06;18.44;null;null;null;null
"2019-10-01T08:03:39+02:00";null;null;24.19;null;null;null
"2019-10-01T08:03:44+02:00";null;null;null;25.31;null;28.06
"2019-10-01T08:03:44+02:00";null;null;null;null;24.55;null
"2019-10-01T08:04:09+02:00";20.06;18.41;24.19;null;null;null
"2019-10-01T08:04:15+02:00";null;null;null;25.25;null;28.13
