"Time";"signal_default";"signal_max_1";"signal_max_2";"signal_min"
"2019-10-01T08:27:02+02:00";32.7;90;90;10
"2019-10-01T08:27:32+02:00";31.8;90;90;10
"2019-10-01T08:28:02+02:00";33.9;90;90;10
"2019-10-01T08:28:32+02:00";34.9;90;90;10
"2019-10-01T08:29:02+02:00";32.6;90;90;10
"2019-10-01T08:29:32+02:00";32.7;90;90;10
"2019-10-01T08:30:02+02:00";32.7;90;90;10
"2019-10-01T08:30:32+02:00";30.2;90;90;10
"2019-10-01T08:31:02+02:00";32.5;90;90;10
"2019-10-01T08:31:32+02:00";31.9;90;90;10
"2019-10-01T08:32:02+02:00";32.2;90;90;10
"2019-10-01T08:32:32+02:00";32.2;90;90;10
"2019-10-01T08:33:02+02:00";33.5;90;90;10
"2019-10-01T08:33:32+02:00";32.3;90;90;10
"2019-10-01T08:34:02+02:00";31.3;90;90;10
"2019-10-01T08:34:32+02:00";33.7;90;90;10
"2019-10-01T08:35:02+02:00";32.7;90;90;10
"2019-10-01T08:35:32+02:00";33.2;90;90;10
"2019-10-01T08:36:02+02:00";33.3;90;90;10
"2019-10-01T08:36:32+02:00";34.4;90;90;10
"2019-10-01T08:37:02+02:00";34;90;90;10
"2019-10-01T08:37:32+02:00";32.1;90;90;10
"2019-10-01T08:38:02+02:00";32.1;90;90;10
"2019-10-01T08:38:32+02:00";33.2;90;90;10
"2019-10-01T08:39:02+02:00";32.6;90;90;10
"2019-10-01T08:39:32+02:00";33.8;90;90;10
"2019-10-01T08:40:02+02:00";34.2;90;90;10
"2019-10-01T08:40:32+02:00";33.9;90;90;10
"2019-10-01T08:41:02+02:00";32.3;90;90;10
"2019-10-01T08:41:32+02:00";33.7;90;90;10
"2019-10-01T08:42:02+02:00";31.7;90;90;10
"2019-10-01T08:42:32+02:00";33.1;90;90;10
"2019-10-01T08:43:02+02:00";32.1;90;90;10
"2019-10-01T08:43:32+02:00";32;90;90;10
"2019-10-01T08:44:02+02:00";32.5;90;90;10
"2019-10-01T08:44:32+02:00";33.4;90;90;10
"2019-10-01T08:45:02+02:00";33.9;90;90;10
"2019-10-01T08:45:32+02:00";32.9;90;90;10
"2019-10-01T08:46:02+02:00";33.5;90;90;10
"2019-10-01T08:46:32+02:00";34.1;90;90;10
"2019-10-01T08:47:02+02:00";33.2;90;90;10
"2019-10-01T08:47:32+02:00";33.8;90;90;10
"2019-10-01T08:48:02+02:00";32.7;90;90;10
"2019-10-01T08:48:32+02:00";34.1;90;90;10
"2019-10-01T08:49:02+02:00";32.7;90;90;10
"2019-10-01T08:49:32+02:00";33.1;90;90;10
"2019-10-01T08:50:02+02:00";33.5;90;90;10
