time,realpower_l1,realpower_l2,realpower_l3,front_temperature_temp_bottom,front_temperature_temp_middle,front_temperature_temp_top,rear_temperature_temp_bottom,rear_temperature_temp_middle,rear_temperature_temp_top,speed_rpm_server_fan_avg_srv01,speed_rpm_server_fan_avg_srv02,speed_rpm_server_fan_avg_srv03,speed_rpm_server_fan_avg_srv04,speed_rpm_server_fan_avg_srv05,speed_rpm_server_fan_avg_srv06,speed_rpm_server_fan_avg_srv07,speed_rpm_server_fan_avg_srv08,speed_rpm_server_fan_avg_srv09,speed_rpm_server_fan_avg_srv10,speed_rpm_server_fan_avg_srv11,speed_rpm_server_fan_avg_srv12,speed_rpm_server_fan_avg_srv13,speed_rpm_server_fan_avg_srv14,speed_rpm_server_fan_avg_srv15,speed_rpm_server_fan_avg_srv16,speed_rpm_server_fan_avg_srv17,speed_rpm_server_fan_avg_srv18,speed_rpm_server_fan_avg_srv19,speed_rpm_server_fan_avg_srv20,speed_rpm_server_fan_avg_srv21,speed_rpm_server_fan_avg_srv22,speed_rpm_server_fan_avg_srv23,speed_rpm_server_fan_avg_srv24,speed_rpm_server_fan_avg_srv25,speed_rpm_server_fan_avg_srv26,speed_rpm_server_fan_avg_srv27,speed_rpm_server_fan_avg_srv28,speed_rpm_server_fan_avg_srv29,speed_rpm_server_fan_avg_srv30
23-Jan-2018 09:00:00,1584,952,1624,19.19,19.975,26.345,26.97,28,30.94,7150,7170,7170,7190,7170,7010,7050,7300,7070,7090,7050,7280,7180,7210,7200,7220,7140,7210,7185,7220,7305,7270,7430,7480,7490,7460,7420,7670,7535,7630
23-Jan-2018 09:01:00,1584,956,1624,19.16,19.975,26.38,27,28.1,31,7150,7165,7170,7180,7170,7015,7050,7310,7070,7090,7040,7270,7170,7210,7200,7220,7140,7210,7185,7220,7295,7260,7420,7480,7480,7460,7415,7675,7445,7640
23-Jan-2018 09:02:00,1592,952,1628,19.19,20,26.47,27.065,28.32,31.22,7150,7165,7170,7180,7170,7020,7050,7290,7070,7080,7060,7270,7170,7200,7200,7220,7150,7210,7190,7220,7290,7260,7420,7475,7480,7460,7420,7680,7535,7645
23-Jan-2018 09:03:00,1584,952,1632,19.19,19.965,26.625,27.28,28.635,31.44,7150,7170,7170,7180,7170,7020,7050,7300,7070,7090,7040,7280,7160,7210,7200,7220,7150,7125,7195,7220,7295,7260,7420,7470,7500,7460,7535,7680,7635,7645
23-Jan-2018 09:04:00,1588,956,1624,19.25,19.96,26.78,27.38,28.95,31.75,7150,7170,7170,7180,7175,7020,7125,7300,7210,7090,7050,7280,7160,7210,7200,7220,7140,7090,7195,7220,7300,7250,7270,7475,7480,7460,7535,7680,7640,7660
23-Jan-2018 09:05:00,1592,952,1632,19.25,19.97,26.91,27.595,29.24,32,7150,7165,7170,7180,7180,7020,7200,7310,7210,7090,7060,7280,7150,7210,7200,7220,7140,7170,7190,7220,7310,7255,7270,7485,7490,7460,7435,7680,7640,7670
23-Jan-2018 09:06:00,1584,954,1626.66666666667,19.28,19.975,26.94,27.69,29.47,32.25,7155,7165,7170,7230,7180,7020,7205,7310,7210,7090,7050,7280,7160,7210,7200,7220,7140,7205,7195,7230,7320,7260,7270,7485,7480,7460,7440,7680,7640,7665
23-Jan-2018 09:07:00,1584,956,1626.66666666667,19.28,20.025,27,27.815,29.715,32.5,7155,7170,7170,7240,7175,7020,7205,7310,7210,7090,7050,7280,7170,7210,7200,7220,7150,7205,7200,7220,7315,7260,7460,7480,7500,7460,7440,7680,7640,7665
23-Jan-2018 09:08:00,1584,952,1632,19.38,20.03,27.06,28.125,29.915,32.69,7175,7170,7170,7250,7175,7020,7200,7300,7210,7090,7060,7290,7180,7210,7200,7220,7150,7200,7195,7230,7310,7265,7460,7480,7490,7460,7445,7680,7640,7665
23-Jan-2018 09:09:00,1584,948,1640,19.38,20.06,27.06,28.28,30.1,32.94,7220,7165,7170,7250,7175,7020,7200,7300,7210,7230,7070,7280,7150,7200,7200,7220,7150,7200,7190,7210,7305,7270,7260,7485,7500,7460,7440,7680,7640,7660
23-Jan-2018 09:10:00,1584,954,1632,19.44,20.08,27.095,28.375,30.27,33.065,7245,7160,7170,7250,7175,7210,7200,7310,7210,7230,7210,7280,7160,7200,7200,7220,7140,7200,7195,7220,7305,7265,7260,7485,7490,7455,7435,7680,7540,7655
23-Jan-2018 09:11:00,1588,954,1632,19.41,20.115,27.13,28.44,30.39,33.25,7250,7165,7170,7250,7175,7220,7200,7310,7210,7230,7210,7290,7180,7200,7200,7220,7150,7205,7195,7230,7310,7265,7260,7480,7490,7455,7440,7680,7440,7645
23-Jan-2018 09:12:00,1588,954,1624,19.5,20.125,27.13,28.44,30.525,33.345,7250,7175,7170,7250,7175,7200,7200,7300,7210,7230,7210,7280,7180,7210,7200,7220,7150,7210,7190,7220,7305,7265,7260,7480,7490,7460,7440,7680,7530,7655
