time,realpower_l1,realpower_l2,realpower_l3,front_temperature_temp_bottom,front_temperature_temp_middle,front_temperature_temp_top,rear_temperature_temp_bottom,rear_temperature_temp_middle,rear_temperature_temp_top
23-Jan-2018 12:47:00,3872,3920,4032,23.06,22.985,25.66,34.69,41.385,38.13
23-Jan-2018 12:48:00,3888,3912,4048,23,22.97,25.66,34.72,41.41,38.19
23-Jan-2018 12:49:00,3880,3912,4048,22.94,22.99,25.63,34.69,41.42,38.19
23-Jan-2018 12:50:00,3872,3909.33333333333,4032,22.94,22.99,25.63,34.69,41.42,38.19
23-Jan-2018 12:51:00,3880,3920,4040,22.94,22.99,25.63,34.69,41.42,38.19
23-Jan-2018 12:52:00,3888,3912,4040,22.63,22.93,25.73,34.69,41.43,38.31
23-Jan-2018 12:53:00,3872,3904,4048,22.53,22.9,25.72,34.75,41.42,38.345
23-Jan-2018 12:54:00,3872,3904,4032,22.56,22.89,25.69,34.69,41.39,38.31
23-Jan-2018 12:55:00,3888,3914.66666666667,4048,22.56,22.89,25.69,34.69,41.39,38.31
23-Jan-2018 12:56:00,3872,3914.66666666667,4048,22.56,22.89,25.69,34.69,41.39,38.31
23-Jan-2018 12:57:00,3888,3904,4040,22.69,22.8833333333333,25.63,34.66,41.405,38.25
23-Jan-2018 12:58:00,3880,3920,4032,22.75,22.88,25.63,34.595,41.37,38.22
23-Jan-2018 12:59:00,3880,3912,4040,22.72,22.86,25.595,34.63,41.39,38.16
23-Jan-2018 13:00:00,3872,3904,4040,22.69,22.83,25.63,34.63,41.4,38.13
23-Jan-2018 13:01:00,3872,3904,4048,22.69,22.83,25.63,34.63,41.4,38.13
23-Jan-2018 13:02:00,3880,3912,4032,22.69,22.83,25.63,34.63,41.4,38.13
23-Jan-2018 13:03:00,3880,3920,4040,22.56,22.85,25.69,34.6066666666667,41.3566666666667,38
23-Jan-2018 13:04:00,3880,3904,4040,22.56,22.875,25.69,34.66,41.34,38.03
23-Jan-2018 13:05:00,3880,3912,4040,22.595,22.9,25.69,34.63,41.365,38
23-Jan-2018 13:06:00,3888,3912,4048,22.595,22.9,25.69,34.63,41.365,38
23-Jan-2018 13:07:00,3888,3920,4048,22.595,22.9,25.69,34.63,41.365,38
23-Jan-2018 13:08:00,3888,3920,4040,22.97,23.115,25.78,34.75,41.36,37.81
23-Jan-2018 13:09:00,3888,3920,4040,22.88,23.12,25.75,34.75,41.345,37.72
23-Jan-2018 13:10:00,3888,3920,4040,22.91,23.12,25.75,34.75,41.34,37.595
23-Jan-2018 13:11:00,3888,3904,4032,22.88,23.08,25.75,34.78,41.35,37.56
23-Jan-2018 13:12:00,3888,3920,4048,22.88,23.08,25.75,34.78,41.35,37.56
23-Jan-2018 13:13:00,3880,3912,4040,22.88,23.08,25.75,34.78,41.35,37.56
23-Jan-2018 13:14:00,3872,3912,4040,22.75,23.09,25.81,34.75,41.42,37.81
23-Jan-2018 13:15:00,3888,3912,4040,22.72,23.06,25.78,34.75,41.425,37.88
23-Jan-2018 13:16:00,3872,3912,4032,22.72,22.995,25.75,34.69,41.425,37.91
23-Jan-2018 13:17:00,3872,3912,4032,22.595,22.945,25.69,34.66,41.41,37.97
23-Jan-2018 13:18:00,3888,3904,4048,22.5,22.92,25.69,34.69,41.38,38
23-Jan-2018 13:19:00,3872,3912,4032,22.5,22.92,25.69,34.69,41.38,38
23-Jan-2018 13:20:00,3872,3920,4032,22.38,22.92,25.69,34.69,41.38,38
23-Jan-2018 13:21:00,3872,3912,4032,22.41,22.8166666666667,25.65,34.5833333333333,41.355,38
23-Jan-2018 13:22:00,3880,3904,4032,22.44,22.79,25.63,34.56,41.355,38
23-Jan-2018 13:23:00,3880,3904,4048,22.41,22.755,25.56,34.56,41.325,38.06
23-Jan-2018 13:24:00,3880,3912,4032,22.5,22.76,25.56,34.56,41.35,38
23-Jan-2018 13:25:00,3888,3920,4048,22.5,22.76,25.56,34.56,41.35,38
23-Jan-2018 13:26:00,3872,3912,4040,22.5,22.76,25.56,34.56,41.35,38
23-Jan-2018 13:27:00,3872,3904,4032,22.75,22.825,25.595,34.6066666666667,41.33,37.81
23-Jan-2018 13:28:00,3888,3904,4048,22.75,22.875,25.625,34.63,41.35,37.845
23-Jan-2018 13:29:00,3872,3920,4032,22.75,22.92,25.66,34.69,41.375,37.88
23-Jan-2018 13:30:00,3888,3904,4040,22.75,22.92,25.66,34.69,41.375,37.88
23-Jan-2018 13:31:00,3872,3912,4040,22.88,22.97,25.75,34.72,41.395,37.88
23-Jan-2018 13:32:00,3888,3912,4048,22.94,22.99,25.72,34.78,41.39,37.91
23-Jan-2018 13:33:00,3872,3920,4032,22.845,22.995,25.75,34.78,41.41,37.91
23-Jan-2018 13:34:00,3880,3912,4048,22.845,22.995,25.75,34.78,41.41,37.91
23-Jan-2018 13:35:00,3888,3912,4032,22.845,22.995,25.75,34.78,41.41,37.91
23-Jan-2018 13:36:00,3880,3912,4048,22.75,22.93,25.75,34.75,41.4,38.06
23-Jan-2018 13:37:00,3872,3904,4032,22.69,22.895,25.66,34.69,41.38,37.97
23-Jan-2018 13:38:00,3888,3904,4048,22.56,22.85,25.66,34.69,41.355,37.91
23-Jan-2018 13:39:00,3872,3920,4040,22.5,22.82,25.63,34.63,41.32,37.88
23-Jan-2018 13:40:00,3880,3912,4032,22.5,22.82,25.63,34.63,41.32,37.88
23-Jan-2018 13:41:00,3888,3912,4040,22.5,22.82,25.63,34.63,41.32,37.88
23-Jan-2018 13:42:00,3880,3904,4048,22.52,22.86,25.67,34.69,41.3166666666667,37.845
