time,P02HDZ01_out_T,P02HDZ01_out_Q,P02HDZ01_in_T,P02HDZ01_in_Q,P02HDZ03_out_T,P02HDZ03_out_Q,P02HDZ03_in_T,P02HDZ03_in_Q,P02HDZ04_out_T,P02HDZ04_out_Q,P02HDZ04_in_T,P02HDZ04_in_Q,P02HDZ02_out_T,P02HDZ02_out_Q,P02HDZ02_in_T,P02HDZ02_in_Q,P02R10_in_b_T,P02R10_in_b_Q,P02R10_out_b_T,P02R10_out_b_Q,P02R10_in_m_T,P02R10_in_m_Q,P02R10_out_m_T,P02R10_out_m_Q,P02R10_in_t_T,P02R10_in_t_Q,P02R10_out_t_T,P02R10_out_t_Q,P02R08_in_b_T,P02R08_in_b_Q,P02R08_out_b_T,P02R08_out_b_Q,P02R08_in_m_T,P02R08_in_m_Q,P02R08_out_m_T,P02R08_out_m_Q,P02R08_in_t_T,P02R08_in_t_Q,P02R08_out_t_T,P02R08_out_t_Q,P02R01_in_b_T,P02R01_in_b_Q,P02R01_out_b_T,P02R01_out_b_Q,P02R01_in_m_T,P02R01_in_m_Q,P02R01_out_m_T,P02R01_out_m_Q,P02R01_in_t_T,P02R01_in_t_Q,P02R01_out_t_T,P02R01_out_t_Q,P02R06_in_b_T,P02R06_in_b_Q,P02R06_out_b_T,P02R06_out_b_Q,P02R06_in_m_T,P02R06_in_m_Q,P02R06_out_m_T,P02R06_out_m_Q,P02R06_in_t_T,P02R06_in_t_Q,P02R06_out_t_T,P02R06_out_t_Q,P02R07_in_b_T,P02R07_in_b_Q,P02R07_out_b_T,P02R07_out_b_Q,P02R07_in_m_T,P02R07_in_m_Q,P02R07_out_m_T,P02R07_out_m_Q,P02R07_in_t_T,P02R07_in_t_Q,P02R07_out_t_T,P02R07_out_t_Q,P02R04_in_b_T,P02R04_in_b_Q,P02R04_out_b_T,P02R04_out_b_Q,P02R04_in_m_T,P02R04_in_m_Q,P02R04_out_m_T,P02R04_out_m_Q,P02R04_in_t_T,P02R04_in_t_Q,P02R04_out_t_T,P02R04_out_t_Q,P02R05_in_b_T,P02R05_in_b_Q,P02R05_out_b_T,P02R05_out_b_Q,P02R05_in_m_T,P02R05_in_m_Q,P02R05_out_m_T,P02R05_out_m_Q,P02R05_in_t_T,P02R05_in_t_Q,P02R05_out_t_T,P02R05_out_t_Q,P02R02_in_b_T,P02R02_in_b_Q,P02R02_out_b_T,P02R02_out_b_Q,P02R02_in_m_T,P02R02_in_m_Q,P02R02_out_m_T,P02R02_out_m_Q,P02R02_in_t_T,P02R02_in_t_Q,P02R02_out_t_T,P02R02_out_t_Q,P02R09_in_b_T,P02R09_in_b_Q,P02R09_out_b_T,P02R09_out_b_Q,P02R09_in_m_T,P02R09_in_m_Q,P02R09_out_m_T,P02R09_out_m_Q,P02R09_in_t_T,P02R09_in_t_Q,P02R09_out_t_T,P02R09_out_t_Q,P02R03_in_b_T,P02R03_in_b_Q,P02R03_out_b_T,P02R03_out_b_Q,P02R03_in_m_T,P02R03_in_m_Q,P02R03_out_m_T,P02R03_out_m_Q,P02R03_in_t_T,P02R03_in_t_Q,P02R03_out_t_T,P02R03_out_t_Q
23-Jan-2018 10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Jan-2018 10:01:00,21.994,1.00884,34.7792,0.694987,22.3761,0.890932,38.6858,0.614763,21.9178,0.798964,35.3423,0.547438,22.5452,1.11158,37.9441,0.795033,26.8635,0.028865,41.5075,0.0167845,28.7032,0.0301189,43.506,0.0225563,35.5606,0.0234334,46.1547,0.0410676,29.8773,0.0258231,44.6057,0.025316,33.6757,0.0236681,48.6309,0.0178695,41.8979,0.030263,52.687,0.0248497,27.457,0.0444793,44.3397,0.0752231,29.339,0.0462703,47.0595,0.0631624,35.8014,0.0479034,50.0977,0.0838975,29.1459,0.0224884,40.9726,0.0406713,32.7386,0.024757,45.0052,0.0219997,43.4592,0.0218807,50.4133,0.0460182,26.3075,0.0156525,39.1795,0.0393883,29.171,0.0194405,41.9397,0.0237979,39.626,0.0079967,47.7099,0.0445538,25.1392,0.0141277,41.0468,0.0393982,27.5971,0.0181373,43.8474,0.0230022,36.1287,0.0172884,48.6893,0.0365133,28.5514,0.0300187,40.1267,0.040215,31.3891,0.0352132,43.1702,0.0252093,42.2555,0.0227588,49.4036,0.0418637,25.0109,0.0155834,44.694,0.0416858,26.8957,0.0198833,47.1629,0.0252168,32.7544,0.0181906,50.5394,0.0422238,25.7388,0.00684325,43.7253,0.0405547,28.31,0.0102204,46.4658,0.0440931,35.3895,0.00870532,49.5911,0.0392396,28.1346,0.0159147,46.1877,0.048996,32.1295,0.0203146,50.5144,0.0338854,40.2512,0.0166091,54.978,0.055378
23-Jan-2018 10:02:00,23.2011,1.01006,43.7594,0.701689,23.2859,0.891237,46.1375,0.619303,22.8801,0.801258,42.609,0.548409,23.1774,1.11152,44.3795,0.793153,30.8514,0.0282494,46.9791,0.0174938,33.9825,0.0313554,49.6003,0.0230772,43.285,0.0239851,53.7877,0.0435494,31.7752,0.0302209,47.3861,0.0266206,37.3521,0.0275232,52.3152,0.0222063,48.6731,0.0289249,58.6305,0.0241593,34.7727,0.04849,51.5213,0.0760861,38.5594,0.0461267,55.845,0.0637988,46.7754,0.0409065,60.4089,0.0842227,32.239,0.0236858,44.1638,0.0401131,36.9666,0.0278401,49.3209,0.0218094,50.9923,0.0209276,56.9292,0.0463489,28.341,0.0164676,41.8828,0.0386365,32.3021,0.0194709,45.2156,0.0244811,47.6571,0.0137275,53.8912,0.0432553,26.6541,0.0138434,43.0435,0.039444,29.7028,0.0183905,46.5661,0.0221606,40.4942,0.0198866,53.4986,0.0371387,30.4352,0.0302703,42.4837,0.0402813,34.2191,0.0370691,46.3077,0.0251892,47.7498,0.025865,54.5118,0.0422956,28.0685,0.0154352,48.3366,0.0420569,30.7011,0.0203097,51.5142,0.0251922,41.1097,0.0188317,57.9858,0.0420897,28.721,0.00551859,47.7978,0.0407209,32.1856,0.0135004,51.1094,0.0458101,40.5809,0.0114617,55.5112,0.0434871,30.39,0.0239301,48.9705,0.0494853,35.308,0.0186862,54.0545,0.0340979,48.0534,0.0162573,61.5735,0.0557269
23-Jan-2018 10:03:00,23.4432,1.01138,45.4643,0.703796,23.3892,0.890296,47.1379,0.617251,23.1075,0.799973,44.2759,0.551423,23.2494,1.11209,45.1754,0.793623,31.4319,0.028237,47.9857,0.0181833,35.2103,0.0317137,50.9962,0.0242565,45.8621,0.0265758,55.8888,0.0443743,32.4174,0.0305448,48.2638,0.0239969,38.2426,0.0283128,53.0734,0.0208771,49.9632,0.0290011,59.6025,0.027092,36.8616,0.0489184,53.5089,0.0760459,41.3111,0.0461249,58.3657,0.0638663,49.9147,0.0421102,63.1094,0.0843341,32.727,0.0256975,44.685,0.0405731,37.4688,0.0259478,49.7945,0.0222053,52.1182,0.0232277,57.7411,0.0463608,28.6753,0.0162872,42.1312,0.0389615,32.7852,0.0195103,45.6297,0.0244374,49.2514,0.017817,55.0477,0.0420681,26.7798,0.0143428,43.373,0.0402774,30.1295,0.0180514,47.0586,0.0189881,41.5954,0.0195993,54.4006,0.0368796,30.8824,0.0308795,42.9769,0.0394914,35.0135,0.0375052,47.0169,0.0244421,48.5792,0.0223043,55.5321,0.0417017,28.7845,0.0160493,49.249,0.0423864,31.6115,0.0203834,52.5657,0.0251432,41.6876,0.0194482,58.9213,0.041645,30.6729,0.0124671,49.3651,0.0392631,33.0349,0.0119318,52.2002,0.0442471,42.2808,0.00923045,57.0281,0.0418239,30.6952,0.0248618,49.4194,0.0496562,35.6362,0.0210256,54.4133,0.0340287,47.9979,0.0133442,62.066,0.0560361
23-Jan-2018 10:04:00,23.6477,1.00933,45.6646,0.696657,23.367,0.891697,46.8947,0.618165,23.1412,0.80003,44.4782,0.550754,23.3316,1.13368,45.3069,0.807587,31.6169,0.0276212,48.2476,0.0200362,35.4126,0.0315217,51.2887,0.0229981,46.1175,0.027517,56.2836,0.0438575,32.3306,0.0296993,48.1277,0.0248804,38.4277,0.0275064,53.2608,0.0204787,50.1739,0.0337266,59.7398,0.0262887,36.7987,0.0481575,53.4493,0.0758488,41.4654,0.0469478,58.5544,0.0640839,50.8113,0.046701,63.7836,0.084602,32.6852,0.0253404,44.5999,0.0407626,37.5957,0.0253211,49.754,0.0221592,52.2093,0.0238861,57.6828,0.0464674,28.6128,0.0167222,42.1949,0.0386113,32.6565,0.019589,45.6269,0.024067,47.9354,0.0132018,54.3262,0.0425966,26.7923,0.014229,43.3123,0.0394842,30.0693,0.0184393,47.0026,0.021358,42.0212,0.0173179,54.4142,0.0357489,30.8727,0.0318749,42.9685,0.0402138,35.0817,0.0369804,47.0552,0.0249249,48.9231,0.0225853,55.4958,0.0425491,28.786,0.0152228,49.3475,0.0429701,31.8106,0.0204679,52.7564,0.0260244,41.7339,0.019184,59.288,0.0418599,28.9847,0.00750408,48.5662,0.040192,32.9589,0.0123158,52.2325,0.0449038,42.3041,0.00950855,57.1574,0.0419715,30.5835,0.0271366,49.367,0.0495156,35.4179,0.0209235,54.3023,0.0345559,49.0594,0.0144226,62.5752,0.0553995
23-Jan-2018 10:05:00,23.6638,1.00928,45.8197,0.703188,23.4624,0.895183,47.0667,0.622377,23.1811,0.811769,44.2749,0.560674,23.3761,1.15296,45.1166,0.821575,31.5477,0.0281736,48.282,0.0196794,35.431,0.0311041,51.4253,0.0232724,45.9445,0.026251,56.3488,0.0438006,32.4705,0.0294755,47.9425,0.0230245,37.9016,0.029569,53.2162,0.019984,50.3076,0.0315173,59.772,0.0257184,37.2993,0.0487226,53.8868,0.0760599,42.3066,0.0471023,59.3277,0.0640576,50.7646,0.0431482,63.8761,0.0847853,32.7492,0.0251665,44.6297,0.0407517,37.6614,0.0262302,49.9897,0.0214365,52.3295,0.0213749,57.9525,0.0470591,28.6815,0.0166172,42.3234,0.0384862,32.7965,0.0195677,45.7106,0.0232481,48.9123,0.0155979,54.7653,0.0421368,26.6923,0.0147311,43.2833,0.0388387,29.9286,0.0186466,46.8363,0.0207986,41.4144,0.0185789,54.0415,0.034438,30.8661,0.031904,42.9705,0.0401828,34.8709,0.0375566,46.891,0.0243391,48.5619,0.0254973,55.3711,0.0438815,29.1495,0.0146677,49.5054,0.0421643,32.055,0.0202756,52.8658,0.0264309,41.9932,0.0189662,59.3208,0.0407812,29.572,0.00682536,48.8505,0.0397307,32.7717,0.0144976,52.1905,0.0449193,42.3942,0.00832461,57.2362,0.0411823,30.6213,0.0272439,49.3772,0.0491843,36.0984,0.0207686,54.818,0.0346918,48.3098,0.0173978,62.1511,0.0562678
23-Jan-2018 10:06:00,23.7989,1.01472,45.7012,0.705619,23.4856,0.890651,47.001,0.619458,23.1914,0.822154,44.6726,0.56743,23.4644,1.16134,45.1377,0.825939,31.3936,0.0280594,48.2758,0.0214524,35.0735,0.0316178,51.1301,0.0243091,45.524,0.0269355,56.2018,0.0464344,33.0691,0.0300557,48.3398,0.022165,38.4637,0.0281056,53.3174,0.023244,49.7332,0.0321464,59.6531,0.0253622,37.1367,0.0486891,53.7679,0.0764391,42.1888,0.0458648,59.1855,0.0642802,50.4364,0.0425601,63.7103,0.084609,32.7732,0.0240194,44.6672,0.0408291,37.6045,0.026007,49.9487,0.0214811,51.8793,0.020428,57.6383,0.0462331,28.9541,0.0150922,42.3976,0.0388737,32.8002,0.019575,45.7813,0.0239152,47.5743,0.0120215,54.2706,0.0436557,26.7711,0.0142936,43.3395,0.0386323,29.9151,0.0188363,46.7931,0.0234719,41.8283,0.0177745,54.1493,0.0349378,30.5892,0.031863,42.7718,0.0405584,34.6856,0.0401484,46.6858,0.0259066,48.008,0.0272893,55.0775,0.0423133,28.8819,0.0157488,49.1655,0.0426748,31.9667,0.0206416,52.8017,0.0259284,42.3802,0.017873,59.4181,0.0419399,29.3077,0.0074757,48.7102,0.0392655,32.6067,0.0118472,51.9874,0.0462523,42.3118,0.011406,57.1326,0.0417312,30.7242,0.0274272,49.404,0.0501528,35.3956,0.0208593,54.3766,0.0348193,49.5713,0.0167253,62.8817,0.0571234
23-Jan-2018 10:07:00,23.7893,1.03279,45.4931,0.717017,23.5708,0.881632,47.4183,0.612309,23.3334,0.805422,44.674,0.55487,23.5703,1.17973,45.2363,0.837645,31.7576,0.0276757,48.5537,0.0195397,35.497,0.0312253,51.5103,0.0235545,46.3662,0.0264728,56.6591,0.0446638,32.5456,0.0289842,48.1557,0.0225828,38.1838,0.0290807,53.403,0.0253815,50.6086,0.0329864,60.1932,0.0279446,37.1915,0.0486124,53.8755,0.0763913,41.6863,0.0464698,58.8252,0.0642752,50.7866,0.0425025,63.9321,0.0848358,32.9345,0.0229283,44.7725,0.0408235,38.1081,0.0262883,50.2917,0.0216554,52.9023,0.0212951,58.3841,0.0463432,28.8443,0.017277,42.4699,0.0391262,33.1035,0.0195721,46.0325,0.0241979,49.536,0.0156724,55.3729,0.0424455,26.7865,0.0148238,43.3943,0.039322,30.0056,0.0187201,46.8201,0.0229766,41.9953,0.0192908,54.15,0.0332995,30.9562,0.032594,43.0385,0.0402984,34.6813,0.0406394,46.7913,0.025862,49.2347,0.0241854,55.7618,0.0421912,29.2687,0.0145046,49.4865,0.0417259,31.9563,0.0204684,52.9151,0.0255505,42.2511,0.0173518,59.2824,0.0394966,29.1395,0.00678242,48.725,0.0403828,33.7258,0.0109675,52.5934,0.0467203,43.0361,0.00919504,57.5934,0.0439922,30.8034,0.027431,49.4655,0.0491079,36.0871,0.0198112,54.8851,0.0347492,48.0628,0.0165889,62.3215,0.0565729
23-Jan-2018 10:08:00,23.9908,1.00948,45.7062,0.696353,23.6136,0.897956,47.3938,0.622865,23.4439,0.802382,44.7756,0.554737,23.7143,1.1884,45.0807,0.842921,31.8151,0.0273902,48.5617,0.0182992,35.7168,0.0318658,51.6846,0.023656,46.4677,0.0266275,56.6729,0.0445852,32.4802,0.0290794,48.2999,0.0245753,38.0546,0.0299475,53.0817,0.0201729,50.5549,0.0338154,60.0691,0.0255904,37.1215,0.0490901,53.7878,0.0763954,42.3686,0.0465901,59.3463,0.064314,50.4629,0.0413671,63.7337,0.084722,32.9693,0.0242073,44.8617,0.0408276,37.8033,0.0255403,50.0524,0.0220247,52.3774,0.0248782,57.9705,0.0463162,28.8733,0.016917,42.317,0.0390054,33.0373,0.0195497,46.006,0.0244907,49.2453,0.0149332,55.1376,0.0414605,26.8412,0.01476,43.3541,0.0397123,29.9733,0.0191189,46.8044,0.0214783,41.0714,0.0216469,53.6912,0.032523,30.8697,0.03292,42.9779,0.0397573,34.8826,0.0406603,46.9064,0.025308,48.3304,0.0293643,55.3356,0.0421111,29.0228,0.0160506,49.5505,0.0423348,32.0245,0.0209764,53.0177,0.0256134,42.2518,0.018019,59.5045,0.0404938,29.3184,0.00795581,48.8977,0.0370337,33.2902,0.0127367,52.5163,0.0432971,42.5933,0.010806,57.4046,0.0429711,30.669,0.0291168,49.451,0.0494244,35.6282,0.0223668,54.5117,0.0349995,49.3783,0.0166605,62.8287,0.0570344
23-Jan-2018 10:09:00,24.1014,1.02287,45.722,0.708632,23.6115,0.918446,47.0406,0.637549,23.4182,0.808677,44.5506,0.560232,23.831,1.19879,44.9694,0.848592,31.7687,0.0273515,48.5586,0.0194092,35.7758,0.0318598,51.7951,0.0233648,45.9674,0.0264792,56.6625,0.0443054,32.5839,0.0290911,48.0939,0.0260291,37.711,0.0304828,52.9547,0.0223184,49.7406,0.0310925,59.551,0.0253789,37.1712,0.0500685,53.8564,0.0764836,42.8355,0.0485075,59.7772,0.0645203,51.2427,0.0470775,64.291,0.0850091,32.6808,0.0259636,44.635,0.0406917,37.3887,0.026599,49.7116,0.0221087,52.1527,0.0230415,57.7503,0.0462453,28.7593,0.016458,42.2463,0.0393147,32.6684,0.0198807,45.666,0.0243275,47.9788,0.0126235,54.3749,0.0438361,26.928,0.0146799,43.3912,0.0390754,29.9768,0.0193502,46.8092,0.022432,41.0733,0.0214803,53.816,0.0353034,30.7719,0.032939,42.8255,0.0404836,34.7243,0.0420016,46.658,0.0258197,48.5144,0.0267176,55.2619,0.0423268,28.8954,0.0166454,49.4884,0.0422108,32.354,0.0205714,53.2053,0.0267822,42.0322,0.0190315,59.4856,0.0397141,29.1544,0.00832168,48.8001,0.0406987,33.3542,0.0119534,52.6391,0.0452368,42.2682,0.00979344,57.4435,0.0428924,30.9197,0.0280206,49.6702,0.0503718,35.5709,0.0211519,54.5601,0.0349641,49.0681,0.0163524,62.7129,0.0566478
