"Time";"pressure"
"2019-10-02T09:18:32+02:00";-0.6333
"2019-10-02T09:18:37+02:00";-0.7485
"2019-10-02T09:18:42+02:00";-0.7485
"2019-10-02T09:18:47+02:00";-0.6909
"2019-10-02T09:18:52+02:00";-0.6333
"2019-10-02T09:18:57+02:00";-0.5758
"2019-10-02T09:19:02+02:00";-0.5758
"2019-10-02T09:19:07+02:00";-0.6333
"2019-10-02T09:19:12+02:00";-0.6333
"2019-10-02T09:19:17+02:00";-0.6333
"2019-10-02T09:19:22+02:00";-0.6909
"2019-10-02T09:19:27+02:00";-0.6909
"2019-10-02T09:19:32+02:00";-0.6333
"2019-10-02T09:19:37+02:00";-0.6909
"2019-10-02T09:19:42+02:00";-0.6909
"2019-10-02T09:19:47+02:00";-0.6909
"2019-10-02T09:19:52+02:00";-0.6909
"2019-10-02T09:19:57+02:00";-0.7485
"2019-10-02T09:20:02+02:00";-0.7485
"2019-10-02T09:20:07+02:00";-0.6333
"2019-10-02T09:20:12+02:00";-0.6909
"2019-10-02T09:20:17+02:00";-0.6909
"2019-10-02T09:20:22+02:00";-0.5758
"2019-10-02T09:20:27+02:00";-0.6909
"2019-10-02T09:20:32+02:00";-0.5758
"2019-10-02T09:20:37+02:00";-0.5758
"2019-10-02T09:20:42+02:00";-0.5758
"2019-10-02T09:20:47+02:00";-0.5758
"2019-10-02T09:20:52+02:00";-0.6909
"2019-10-02T09:20:57+02:00";-0.6333
"2019-10-02T09:21:02+02:00";-0.6333
"2019-10-02T09:21:07+02:00";-0.5758
"2019-10-02T09:21:12+02:00";-0.6333
"2019-10-02T09:21:17+02:00";-0.6333
"2019-10-02T09:21:22+02:00";-0.6909
"2019-10-02T09:21:27+02:00";-0.6909
"2019-10-02T09:21:32+02:00";-0.6909
"2019-10-02T09:21:37+02:00";-0.6909
"2019-10-02T09:21:42+02:00";-0.6909
"2019-10-02T09:21:47+02:00";-0.5182
"2019-10-02T09:21:52+02:00";-0.6909
"2019-10-02T09:21:57+02:00";-0.5758
"2019-10-02T09:22:02+02:00";-0.5758
"2019-10-02T09:22:07+02:00";-0.5758
"2019-10-02T09:22:12+02:00";-0.6909
"2019-10-02T09:22:17+02:00";-0.6909
"2019-10-02T09:22:22+02:00";-0.6333
"2019-10-02T09:22:27+02:00";-0.6333
"2019-10-02T09:22:32+02:00";-0.6333
"2019-10-02T09:22:37+02:00";-0.6333
"2019-10-02T09:22:42+02:00";-0.6333
"2019-10-02T09:22:47+02:00";-0.6909
"2019-10-02T09:22:52+02:00";-0.6909
"2019-10-02T09:22:57+02:00";-0.6333
"2019-10-02T09:23:02+02:00";-0.6333
"2019-10-02T09:23:07+02:00";-0.6333
"2019-10-02T09:23:12+02:00";-0.5182
"2019-10-02T09:23:17+02:00";-0.5182
"2019-10-02T09:23:22+02:00";-0.5758
"2019-10-02T09:23:27+02:00";-0.5758
"2019-10-02T09:23:32+02:00";-0.5758
"2019-10-02T09:23:37+02:00";-0.6909
"2019-10-02T09:23:42+02:00";-0.6909
"2019-10-02T09:23:47+02:00";-0.5182
"2019-10-02T09:23:52+02:00";-0.5182
"2019-10-02T09:23:57+02:00";-0.5758
"2019-10-02T09:24:02+02:00";-0.5758
"2019-10-02T09:24:07+02:00";-0.5758
"2019-10-02T09:24:12+02:00";-0.6909
"2019-10-02T09:24:17+02:00";-0.6909
"2019-10-02T09:24:22+02:00";-0.6909
"2019-10-02T09:24:27+02:00";-0.6909
"2019-10-02T09:24:32+02:00";-0.5758
"2019-10-02T09:24:37+02:00";-0.5758
"2019-10-02T09:24:42+02:00";-0.5758
"2019-10-02T09:24:47+02:00";-0.6333
"2019-10-02T09:24:52+02:00";-0.6909
"2019-10-02T09:24:57+02:00";-0.5182
"2019-10-02T09:25:02+02:00";-0.5758
"2019-10-02T09:25:07+02:00";-0.5758
"2019-10-02T09:25:12+02:00";-0.5758
"2019-10-02T09:25:17+02:00";-0.5758
"2019-10-02T09:25:22+02:00";-0.5758
"2019-10-02T09:25:27+02:00";-0.5758
"2019-10-02T09:25:32+02:00";-0.5182
"2019-10-02T09:25:37+02:00";-0.5182
"2019-10-02T09:25:42+02:00";-0.5182
"2019-10-02T09:25:47+02:00";-0.6333
"2019-10-02T09:25:52+02:00";-0.5758
"2019-10-02T09:25:57+02:00";-0.6333
"2019-10-02T09:26:02+02:00";-0.6909
"2019-10-02T09:26:07+02:00";-0.6909
"2019-10-02T09:26:12+02:00";-0.6333
"2019-10-02T09:26:17+02:00";-0.6333
"2019-10-02T09:26:22+02:00";-0.6909
"2019-10-02T09:26:27+02:00";-0.5758
"2019-10-02T09:26:32+02:00";-0.5758
"2019-10-02T09:26:37+02:00";-0.5758
"2019-10-02T09:26:42+02:00";-0.5758
"2019-10-02T09:26:47+02:00";-0.6909
"2019-10-02T09:26:52+02:00";-0.6333
"2019-10-02T09:26:57+02:00";-0.6333
"2019-10-02T09:27:02+02:00";-0.6909
"2019-10-02T09:27:07+02:00";-0.6909
"2019-10-02T09:27:12+02:00";-0.6909
"2019-10-02T09:27:17+02:00";-0.6909
"2019-10-02T09:27:22+02:00";-0.5758
"2019-10-02T09:27:27+02:00";-0.5758
"2019-10-02T09:27:32+02:00";-0.5758
"2019-10-02T09:27:37+02:00";-0.6909
"2019-10-02T09:27:42+02:00";-0.6909
"2019-10-02T09:27:47+02:00";-0.5758
"2019-10-02T09:27:52+02:00";-0.5182
"2019-10-02T09:27:57+02:00";-0.5758
"2019-10-02T09:28:02+02:00";-0.5758
"2019-10-02T09:28:07+02:00";-0.5758
"2019-10-02T09:28:12+02:00";-0.5758
"2019-10-02T09:28:17+02:00";-0.5758
"2019-10-02T09:28:22+02:00";-0.6333
"2019-10-02T09:28:27+02:00";-0.6909
"2019-10-02T09:28:32+02:00";-0.6909
"2019-10-02T09:28:37+02:00";-0.6333
"2019-10-02T09:28:42+02:00";-0.6333
"2019-10-02T09:28:47+02:00";-0.6333
"2019-10-02T09:28:52+02:00";-0.6333
"2019-10-02T09:28:57+02:00";-0.6909
"2019-10-02T09:29:02+02:00";-0.6909
"2019-10-02T09:29:07+02:00";-0.6909
"2019-10-02T09:29:12+02:00";-0.5758
"2019-10-02T09:29:17+02:00";-0.5758
"2019-10-02T09:29:22+02:00";-0.6909
"2019-10-02T09:29:27+02:00";-0.6909
"2019-10-02T09:29:32+02:00";-0.5758
"2019-10-02T09:29:37+02:00";-0.6333
"2019-10-02T09:29:42+02:00";-0.6333
"2019-10-02T09:29:47+02:00";-0.6909
"2019-10-02T09:29:52+02:00";-0.6909
"2019-10-02T09:29:57+02:00";-0.6909
"2019-10-02T09:30:02+02:00";-0.6909
"2019-10-02T09:30:07+02:00";-0.6909
"2019-10-02T09:30:12+02:00";-0.6333
"2019-10-02T09:30:17+02:00";-0.6333
"2019-10-02T09:30:22+02:00";-0.6909
"2019-10-02T09:30:27+02:00";-0.6909
"2019-10-02T09:30:32+02:00";-0.6909
"2019-10-02T09:30:37+02:00";-0.6333
"2019-10-02T09:30:42+02:00";-0.5758
