"Time";"temperature_front_bottom";"temperature_front_middle";"temperature_front_top";"temperature_rear_bottom";"temperature_rear_middle";"temperature_rear_top"
"2019-10-02T09:00:06+02:00";null;null;null;null;23.28;28.13
"2019-10-02T09:00:07+02:00";null;null;null;23.5;null;null
"2019-10-02T09:00:13+02:00";null;18.4;24.25;null;null;null
"2019-10-02T09:00:13+02:00";21;null;null;null;null;null
"2019-10-02T09:00:36+02:00";null;null;null;null;23.25;28.13
"2019-10-02T09:00:36+02:00";null;null;null;23.5;null;null
"2019-10-02T09:00:43+02:00";21;18.38;null;null;null;null
"2019-10-02T09:00:43+02:00";null;null;24.19;null;null;null
"2019-10-02T09:01:06+02:00";null;null;null;null;23.29;28.13
"2019-10-02T09:01:07+02:00";null;null;null;23.5;null;null
"2019-10-02T09:01:13+02:00";21;18.38;null;null;null;null
"2019-10-02T09:01:13+02:00";null;null;24.19;null;null;null
"2019-10-02T09:01:36+02:00";null;null;null;null;23.29;28.19
"2019-10-02T09:01:36+02:00";null;null;null;23.56;null;null
"2019-10-02T09:01:43+02:00";21;18.38;null;null;null;null
"2019-10-02T09:01:43+02:00";null;null;24.25;null;null;null
"2019-10-02T09:02:06+02:00";null;null;null;null;23.32;28.13
"2019-10-02T09:02:07+02:00";null;null;null;23.56;null;null
"2019-10-02T09:02:13+02:00";21.06;18.38;null;null;null;null
"2019-10-02T09:02:13+02:00";null;null;24.25;null;null;null
"2019-10-02T09:02:36+02:00";null;null;null;23.56;null;null
"2019-10-02T09:02:36+02:00";null;null;null;null;23.29;28.13
"2019-10-02T09:02:43+02:00";21;18.38;null;null;null;null
"2019-10-02T09:02:43+02:00";null;null;24.19;null;null;null
"2019-10-02T09:03:06+02:00";null;null;null;null;23.29;null
"2019-10-02T09:03:07+02:00";null;null;null;23.56;null;28.13
"2019-10-02T09:03:13+02:00";21;18.38;null;null;null;null
"2019-10-02T09:03:13+02:00";null;null;24.19;null;null;null
"2019-10-02T09:03:36+02:00";null;null;null;null;23.28;28.13
"2019-10-02T09:03:36+02:00";null;null;null;23.5;null;null
"2019-10-02T09:03:43+02:00";21.06;18.38;24.25;null;null;null
"2019-10-02T09:04:06+02:00";null;null;null;null;23.28;28.13
"2019-10-02T09:04:06+02:00";null;null;null;23.56;null;null
"2019-10-02T09:04:13+02:00";21;18.41;24.19;null;null;null
"2019-10-02T09:04:36+02:00";null;null;null;23.56;null;28.13
"2019-10-02T09:04:36+02:00";null;null;null;null;23.29;null
"2019-10-02T09:04:43+02:00";null;18.41;24.19;null;null;null
"2019-10-02T09:04:43+02:00";21.06;null;null;null;null;null
"2019-10-02T09:05:06+02:00";null;null;null;23.5;null;28.13
"2019-10-02T09:05:07+02:00";null;null;null;null;23.28;null
"2019-10-02T09:05:13+02:00";null;18.38;24.25;null;null;null
"2019-10-02T09:05:13+02:00";21.06;null;null;null;null;null
"2019-10-02T09:05:36+02:00";null;null;null;23.5;23.28;null
"2019-10-02T09:05:36+02:00";null;null;null;null;null;28.13
"2019-10-02T09:05:43+02:00";null;18.38;24.25;null;null;null
"2019-10-02T09:05:43+02:00";21.06;null;null;null;null;null
"2019-10-02T09:06:06+02:00";null;null;null;null;23.27;null
"2019-10-02T09:06:07+02:00";null;null;null;23.5;null;28.13
"2019-10-02T09:06:13+02:00";21.06;null;null;null;null;null
"2019-10-02T09:06:13+02:00";null;18.38;24.19;null;null;null
"2019-10-02T09:06:36+02:00";null;null;null;null;23.27;28.13
"2019-10-02T09:06:36+02:00";null;null;null;23.5;null;null
"2019-10-02T09:06:43+02:00";null;18.4;24.25;null;null;null
"2019-10-02T09:06:43+02:00";21.19;null;null;null;null;null
"2019-10-02T09:07:07+02:00";null;null;null;23.5;null;28.13
"2019-10-02T09:07:07+02:00";null;null;null;null;23.25;null
"2019-10-02T09:07:13+02:00";null;18.38;24.25;null;null;null
"2019-10-02T09:07:13+02:00";21.13;null;null;null;null;null
"2019-10-02T09:07:36+02:00";null;null;null;23.56;null;null
"2019-10-02T09:07:36+02:00";null;null;null;null;23.29;28.13
"2019-10-02T09:07:43+02:00";21.06;18.4;null;null;null;null
"2019-10-02T09:07:43+02:00";null;null;24.19;null;null;null
"2019-10-02T09:08:06+02:00";null;null;null;23.56;null;null
"2019-10-02T09:08:06+02:00";null;null;null;null;23.28;28.19
"2019-10-02T09:08:13+02:00";21.13;18.4;null;null;null;null
"2019-10-02T09:08:13+02:00";null;null;24.25;null;null;null
"2019-10-02T09:08:36+02:00";null;null;null;null;23.25;28.13
"2019-10-02T09:08:36+02:00";null;null;null;23.5;null;null
"2019-10-02T09:08:43+02:00";21.13;null;24.19;null;null;null
"2019-10-02T09:08:43+02:00";null;18.4;null;null;null;null
"2019-10-02T09:09:06+02:00";null;null;null;null;23.24;28.13
"2019-10-02T09:09:06+02:00";null;null;null;23.5;null;null
"2019-10-02T09:09:13+02:00";21.19;null;24.19;null;null;null
"2019-10-02T09:09:13+02:00";null;18.4;null;null;null;null
"2019-10-02T09:09:36+02:00";null;null;null;23.44;null;28.19
"2019-10-02T09:09:36+02:00";null;null;null;null;23.24;null
"2019-10-02T09:09:43+02:00";21.13;null;null;null;null;null
"2019-10-02T09:09:43+02:00";null;18.41;24.19;null;null;null
"2019-10-02T09:10:06+02:00";null;null;null;23.44;23.22;null
"2019-10-02T09:10:06+02:00";null;null;null;null;null;28.19
"2019-10-02T09:10:13+02:00";21.13;null;null;null;null;null
"2019-10-02T09:10:13+02:00";null;18.4;24.25;null;null;null
"2019-10-02T09:10:36+02:00";null;null;null;null;null;28.13
"2019-10-02T09:10:36+02:00";null;null;null;23.5;23.24;null
"2019-10-02T09:10:43+02:00";null;18.41;null;null;null;null
"2019-10-02T09:10:43+02:00";21.13;null;24.25;null;null;null
"2019-10-02T09:11:06+02:00";null;null;null;null;null;28.13
"2019-10-02T09:11:07+02:00";null;null;null;23.5;23.25;null
"2019-10-02T09:11:13+02:00";null;18.41;null;null;null;null
"2019-10-02T09:11:13+02:00";21.13;null;24.25;null;null;null
"2019-10-02T09:11:36+02:00";null;null;null;null;null;28.13
"2019-10-02T09:11:36+02:00";null;null;null;23.5;23.21;null
"2019-10-02T09:11:43+02:00";null;null;24.19;null;null;null
"2019-10-02T09:11:43+02:00";21.13;18.4;null;null;null;null
"2019-10-02T09:12:06+02:00";null;null;null;null;23.24;null
"2019-10-02T09:12:06+02:00";null;null;null;23.5;null;28.13
"2019-10-02T09:12:13+02:00";null;null;24.19;null;null;null
"2019-10-02T09:12:13+02:00";21.13;18.43;null;null;null;null
"2019-10-02T09:12:36+02:00";null;null;null;23.44;23.21;null
"2019-10-02T09:12:36+02:00";null;null;null;null;null;28.19
"2019-10-02T09:12:43+02:00";null;18.4;null;null;null;null
"2019-10-02T09:12:43+02:00";21.06;null;24.19;null;null;null
"2019-10-02T09:13:06+02:00";null;null;null;null;23.19;null
"2019-10-02T09:13:07+02:00";null;null;null;23.44;null;28.13
"2019-10-02T09:13:13+02:00";null;null;24.19;null;null;null
"2019-10-02T09:13:13+02:00";21.06;18.4;null;null;null;null
"2019-10-02T09:13:36+02:00";null;null;null;23.5;null;28.06
"2019-10-02T09:13:36+02:00";null;null;null;null;23.21;null
"2019-10-02T09:13:43+02:00";null;null;24.19;null;null;null
"2019-10-02T09:13:43+02:00";21.13;18.4;null;null;null;null
"2019-10-02T09:14:06+02:00";null;null;null;23.44;null;28.13
"2019-10-02T09:14:06+02:00";null;null;null;null;23.18;null
"2019-10-02T09:14:13+02:00";21.13;null;null;null;null;null
"2019-10-02T09:14:13+02:00";null;18.4;24.25;null;null;null
"2019-10-02T09:14:36+02:00";null;null;null;23.44;23.21;null
"2019-10-02T09:14:36+02:00";null;null;null;null;null;28.13
"2019-10-02T09:14:43+02:00";21.19;18.37;24.19;null;null;null
"2019-10-02T09:15:07+02:00";null;null;null;23.44;23.19;null
"2019-10-02T09:15:07+02:00";null;null;null;null;null;28.13
