"Time";"temperature_front_bottom";"temperature_front_middle";"temperature_front_top";"temperature_rear_bottom";"temperature_rear_middle";"temperature_rear_top"
"2019-10-02T09:00:15+02:00";null;null;null;null;null;27.5
"2019-10-02T09:00:15+02:00";null;null;null;23.75;23.68;null
"2019-10-02T09:00:17+02:00";19.81;18.53;null;null;null;null
"2019-10-02T09:00:17+02:00";null;null;23.63;null;null;null
"2019-10-02T09:00:45+02:00";null;null;null;23.69;null;null
"2019-10-02T09:00:45+02:00";null;null;null;null;23.68;27.44
"2019-10-02T09:00:47+02:00";19.88;null;23.69;null;null;null
"2019-10-02T09:00:47+02:00";null;18.52;null;null;null;null
"2019-10-02T09:01:15+02:00";null;null;null;23.69;23.69;null
"2019-10-02T09:01:15+02:00";null;null;null;null;null;27.44
"2019-10-02T09:01:17+02:00";19.88;null;null;null;null;null
"2019-10-02T09:01:17+02:00";null;18.52;23.69;null;null;null
"2019-10-02T09:01:45+02:00";null;null;null;null;23.68;27.38
"2019-10-02T09:01:45+02:00";null;null;null;23.69;null;null
"2019-10-02T09:01:47+02:00";19.88;18.5;23.75;null;null;null
"2019-10-02T09:02:15+02:00";null;null;null;23.75;23.66;27.31
"2019-10-02T09:02:17+02:00";19.88;18.53;null;null;null;null
"2019-10-02T09:02:17+02:00";null;null;23.69;null;null;null
"2019-10-02T09:02:45+02:00";null;null;null;null;23.64;null
"2019-10-02T09:02:45+02:00";null;null;null;23.75;null;27.38
"2019-10-02T09:02:47+02:00";null;18.5;23.69;null;null;null
"2019-10-02T09:02:47+02:00";19.88;null;null;null;null;null
"2019-10-02T09:03:15+02:00";null;null;null;null;23.65;27.38
"2019-10-02T09:03:15+02:00";null;null;null;23.69;null;null
"2019-10-02T09:03:17+02:00";null;18.5;23.75;null;null;null
"2019-10-02T09:03:17+02:00";19.88;null;null;null;null;null
"2019-10-02T09:03:45+02:00";null;null;null;23.69;23.66;null
"2019-10-02T09:03:45+02:00";null;null;null;null;null;27.38
"2019-10-02T09:03:47+02:00";19.88;18.52;null;null;null;null
"2019-10-02T09:03:47+02:00";null;null;23.75;null;null;null
"2019-10-02T09:04:15+02:00";null;null;null;null;23.68;27.38
"2019-10-02T09:04:15+02:00";null;null;null;23.69;null;null
"2019-10-02T09:04:17+02:00";null;18.5;null;null;null;null
"2019-10-02T09:04:17+02:00";19.88;null;23.69;null;null;null
"2019-10-02T09:04:45+02:00";null;null;null;null;null;27.38
"2019-10-02T09:04:45+02:00";null;null;null;23.75;23.66;null
"2019-10-02T09:04:47+02:00";19.81;18.52;23.69;null;null;null
"2019-10-02T09:05:15+02:00";null;null;null;23.75;23.68;null
"2019-10-02T09:05:15+02:00";null;null;null;null;null;27.38
"2019-10-02T09:05:17+02:00";19.88;18.52;23.69;null;null;null
"2019-10-02T09:05:45+02:00";null;null;null;23.75;23.66;null
"2019-10-02T09:05:45+02:00";null;null;null;null;null;27.44
"2019-10-02T09:05:47+02:00";19.88;null;23.69;null;null;null
"2019-10-02T09:05:47+02:00";null;18.53;null;null;null;null
"2019-10-02T09:06:15+02:00";null;null;null;null;23.68;null
"2019-10-02T09:06:15+02:00";null;null;null;23.75;null;27.5
"2019-10-02T09:06:17+02:00";19.81;18.5;23.69;null;null;null
"2019-10-02T09:06:45+02:00";null;null;null;null;23.69;null
"2019-10-02T09:06:45+02:00";null;null;null;23.81;null;27.44
"2019-10-02T09:06:47+02:00";19.88;18.5;23.69;null;null;null
"2019-10-02T09:07:15+02:00";null;null;null;null;null;27.5
