"Time";"temperature_front_bottom";"temperature_front_middle";"temperature_front_top";"temperature_rear_bottom";"temperature_rear_middle";"temperature_rear_top"
"2019-10-02T09:00:05+02:00";null;18.31;24.19;null;null;null
"2019-10-02T09:00:05+02:00";19.75;null;null;null;null;null
"2019-10-02T09:00:10+02:00";null;null;null;null;23.19;27.94
"2019-10-02T09:00:11+02:00";null;null;null;23.5;null;null
"2019-10-02T09:00:35+02:00";null;18.32;24.25;null;null;null
"2019-10-02T09:00:35+02:00";19.69;null;null;null;null;null
"2019-10-02T09:00:40+02:00";null;null;null;23.44;null;null
"2019-10-02T09:00:40+02:00";null;null;null;null;23.16;27.88
"2019-10-02T09:01:05+02:00";null;null;24.31;null;null;null
"2019-10-02T09:01:05+02:00";19.75;18.31;null;null;null;null
"2019-10-02T09:01:10+02:00";null;null;null;23.44;null;null
"2019-10-02T09:01:11+02:00";null;null;null;null;23.13;27.88
"2019-10-02T09:01:35+02:00";null;18.33;24.25;null;null;null
"2019-10-02T09:01:35+02:00";19.75;null;null;null;null;null
"2019-10-02T09:01:40+02:00";null;null;null;23.44;23.15;null
"2019-10-02T09:01:40+02:00";null;null;null;null;null;27.88
"2019-10-02T09:02:05+02:00";19.75;null;24.19;null;null;null
"2019-10-02T09:02:05+02:00";null;18.32;null;null;null;null
"2019-10-02T09:02:10+02:00";null;null;null;23.5;null;null
"2019-10-02T09:02:11+02:00";null;null;null;null;23.13;27.88
"2019-10-02T09:02:35+02:00";19.69;null;24.19;null;null;null
"2019-10-02T09:02:35+02:00";null;18.33;null;null;null;null
"2019-10-02T09:02:40+02:00";null;null;null;23.44;null;27.88
"2019-10-02T09:02:40+02:00";null;null;null;null;23.15;null
"2019-10-02T09:03:05+02:00";19.69;null;24.25;null;null;null
"2019-10-02T09:03:05+02:00";null;18.35;null;null;null;null
"2019-10-02T09:03:10+02:00";null;null;null;23.44;null;27.94
"2019-10-02T09:03:11+02:00";null;null;null;null;23.13;null
"2019-10-02T09:03:35+02:00";null;18.33;24.25;null;null;null
"2019-10-02T09:03:35+02:00";19.69;null;null;null;null;null
"2019-10-02T09:03:40+02:00";null;null;null;23.44;null;null
"2019-10-02T09:03:40+02:00";null;null;null;null;23.15;27.88
"2019-10-02T09:04:05+02:00";19.69;null;24.19;null;null;null
"2019-10-02T09:04:05+02:00";null;18.33;null;null;null;null
"2019-10-02T09:04:10+02:00";null;null;null;null;23.16;null
"2019-10-02T09:04:10+02:00";null;null;null;23.5;null;27.94
"2019-10-02T09:04:35+02:00";null;18.32;24.25;null;null;null
"2019-10-02T09:04:35+02:00";19.69;null;null;null;null;null
"2019-10-02T09:04:40+02:00";null;null;null;23.5;null;27.88
"2019-10-02T09:04:40+02:00";null;null;null;null;23.16;null
"2019-10-02T09:05:05+02:00";null;18.35;24.19;null;null;null
"2019-10-02T09:05:05+02:00";19.63;null;null;null;null;null
"2019-10-02T09:05:11+02:00";null;null;null;23.5;null;27.88
"2019-10-02T09:05:11+02:00";null;null;null;null;23.17;null
"2019-10-02T09:05:35+02:00";19.69;18.33;null;null;null;null
"2019-10-02T09:05:35+02:00";null;null;24.25;null;null;null
"2019-10-02T09:05:40+02:00";null;null;null;null;23.19;28
"2019-10-02T09:05:40+02:00";null;null;null;23.5;null;null
"2019-10-02T09:06:05+02:00";null;18.33;null;null;null;null
"2019-10-02T09:06:05+02:00";19.63;null;24.19;null;null;null
"2019-10-02T09:06:10+02:00";null;null;null;23.5;23.17;null
"2019-10-02T09:06:11+02:00";null;null;null;null;null;27.88
"2019-10-02T09:06:35+02:00";null;null;24.25;null;null;null
"2019-10-02T09:06:35+02:00";19.69;18.33;null;null;null;null
